entry_id;calculation_id;spacegroup
18602;104677;P4/mbm
18181;10470;Fm-3m
16382;10484;C2/m
6901;10486;R-3m
18652;104916;Pbcm
18654;104929;Pnma
10816;10493;I4/mmm
18655;104936;Pnma
28203;10497;Cmcm
17150;10499;Fm-3m
18705;10500;Fm-3m
17468;10506;Pm-3m
3873;105067;P6/mmm
1946;105076;P-3m1
30363;10508;Pm-3m
17918;10516;Pm-3m
10768;10519;Fm-3m
17196;10521;Pm-3m
18732;10522;Fm-3m
16688;10524;R-3m
30123;10525;Pm-3m
5429;10527;P63/mmc
10999;10538;Pm-3m
4130;10539;R-3m
17472;10542;Pm-3m
17728;10543;Pm-3m
29096;10545;Fm-3m
17477;10546;Pm-3m
17675;10549;Fm-3m
18791;105490;P1
11125;105495;Cmcm
29821;10550;P4/nmm
17953;10552;P4/mmm
18799;105526;Cm
21804;10553;Fm-3m
18810;105569;Fm-3m
17465;10557;Pm-3m
18811;105573;Pm-3m
7711;105972;R-3
13788;105988;I4/m
28988;10600;C2/m
29033;10602;C2/m
29037;10603;C2/m
3853;10607;I4/mmm
18929;106071;C2/c
24225;10609;C2/m
20117;10615;C2/m
17815;10616;F-43m
18842;10617;F-43m
18845;10618;F-43m
27651;10619;I4/mmm
28957;10623;P-3m1
18368;10624;Cmmm
27077;106291;C2/m
15560;10630;I-4m2
15561;10633;I-4m2
3361;106340;R-3
8382;10636;P4/nmm
21459;10638;Imma
10946;10639;P63/mmc
19027;106393;Fm-3m
27958;10640;Cmcm
19031;106409;Fm-3m
4286;10642;R-3m
10183;10643;P21/m
10184;10644;Cmcm
19933;10647;Cmcm
10958;10648;P63/mmc
5833;10650;C2/m
28742;10652;P63/mmc
21996;10656;P4/mmm
3025;10658;R-3m
27214;10659;Fm-3m
3026;10661;R-3m
3027;10662;R-3m
3028;10664;R-3m
18925;10666;R-3m
4310;10667;R3m
12767;10669;Cmma
15080;10670;P3m1
19113;106752;Cm
4825;10676;Cmc21
10464;10677;Fm-3m
30292;10679;Cmcm
30805;10683;Cmcm
10722;10685;Fm-3m
19140;106863;Pnma
30295;10687;Cmcm
17140;10688;Fm-3m
17142;10689;Fm-3m
30810;10690;Cmcm
14572;10691;R-3m
5089;10693;R-3m
31068;10695;Cmcm
13293;10696;R-3m
19166;106977;P21/c
2015;10698;Cmc21
30302;10701;I4/mmm
10731;10703;Fm-3m
30304;10705;Fm-3m
19186;107062;C2/c
19187;107066;P21/c
17149;10707;Fm-3m
20992;10708;R-3m
30305;10710;Cmcm
19198;107118;Ibam
12527;10712;Abm2
19710;10713;I4/mmm
31074;10714;Cmcm
19206;107155;P21/c
10992;10717;Fm-3m
17152;10718;Fm-3m
4843;10720;R-3m
19219;107205;P42/mnm
19220;107210;P42/mnm
17922;10725;Cmcm
18690;10726;Cmcm
9971;10728;Cmcm
11764;10729;Amm2
12276;10730;Amm2
10741;10735;Fm-3m
19254;107350;Pnma
13306;10738;R-3m
13820;10742;Fm-3m
14849;10743;R-3m
1775;10745;C2/m
13823;10747;R-3m
17162;10748;Fm-3m
1776;10749;R-3m
19286;107490;Pnma
12540;10751;R-3m
3059;10754;P3m1
7919;107589;P63/mmc
10748;10762;Fm-3m
19212;10763;P3m1
28016;10765;P63/mmc
28528;10767;Cmcm
5879;10770;Pm-3m
18701;10774;Fm-3m
21264;10775;Pmn21
5880;10779;Pm-3m
6137;10783;R-3m
11007;10785;Fm-3m
17679;10787;Fm-3m
19215;10788;Fm-3m
10752;10790;Fm-3m
23317;10791;Cmcm
10753;10792;Fm-3m
22805;10794;R-3m
29045;10795;P4/nmm
30325;10796;Cmcm
12803;10797;R-3m
18706;10798;Cmcm
21269;10799;I4/mmm
19411;108000;Fd-3m
6141;10802;R-3m
19419;108035;P1
3067;10804;Cmca
7937;10805;Cmcm
10500;10806;Fm-3m
10756;10807;Fm-3m
19427;108070;P1
19436;108108;C2/c
19437;108112;C2/c
30286;10819;Cmcm
10717;10821;Fm-3m
10503;10827;Fm-3m
10759;10828;Fm-3m
11015;10829;Fm-3m
18711;10831;P4/mmm
7941;10832;Cmcm
19492;108321;C2/m
10504;10833;Fm-3m
16663;10834;R-3m
17176;10835;Fm-3m
17688;10836;Fm-3m
30332;10837;Pm-3m
7942;10838;Cmcm
19510;108401;C2/c
7943;10841;Cmcm
10762;10842;Fm-3m
11018;10843;Fm-3m
4099;10845;Cmc21
15125;10848;R3m
18715;10849;P4/mmm
19483;10850;Fm-3m
10764;10852;Fm-3m
18460;10853;Pm-3m
20766;10854;Cmcm
17181;10856;Fm-3m
5897;10857;R-3m
14100;10858;P4/nmm
31270;108603;Amm2
17156;10861;Fm-3m
30586;108613;Amm2
20742;10862;P63/mmc
17183;10863;Pm-3m
19564;108635;P1
12304;10865;Abm2
17440;10867;Pm-3m
18720;10868;I4/mmm
22307;10869;P63/mmc
10769;10871;Pm-3m
19586;108729;R-3m
28805;10873;Amm2
16414;10875;R-3m
4620;10876;Immm
10771;10878;F-43m
23336;10880;P3m1
10772;10881;F-43m
17188;10882;Fm-3m
17956;10883;Fm-3m
19609;108835;Cmca
19610;108839;Cmca
23337;10885;P3m1
19613;108850;Fd-3m
7954;10886;P4/nmm
10773;10887;F-43m
17957;10888;Fm-3m
23338;10890;P3m1
30345;10891;Cmcm
19627;108912;Cmcm
10774;10892;F-43m
11030;10893;P4/mmm
17958;10894;Fm-3m
23339;10896;P3m1
3086;10897;R-3m
10263;10898;P63/mmc
17959;10899;Fm-3m
21290;10900;Pmma
23340;10901;R-3m
29835;10902;P4/mmm
30859;10903;Cmcm
3087;10904;R-3m
30348;10907;Cmcm
20523;10908;P63mc
10522;10910;Fm-3m
18986;10911;I4/mcm
10010;10914;R-3m
19684;109149;Pnma
10523;10915;Fm-3m
19686;109157;Pnma
17451;10916;Fm-3m
28815;10917;Amm2
17964;10919;I4/mmm
30608;10920;P63mc
19697;109204;P21
20014;10921;P-3m1
27281;10922;Fm-3m
18478;10923;R-3m
18479;10925;R-3m
25234;10926;R-3m
30355;10927;P6/mmm
18480;10928;R-3m
30868;10929;Cmcm
19718;109290;Cmc21
10273;10930;Fm-3m
18481;10931;R-3m
11298;10934;Pm-3m
18482;10935;R-3m
28822;10937;Amm2
29590;10938;R3m
19739;109385;Pbcm
18483;10941;R-3m
28824;10943;Amm2
12582;10944;P4/mmm
19754;109444;C2
23958;10945;R-3m
10534;10947;Fm-3m
17975;10949;I4/mmm
28827;10950;Amm2
29083;10951;Cmcm
19771;109512;P21/m
19773;109522;C2/m
18489;10954;Pm-3m
6948;10955;Cmcm
30366;10956;Cmcm
20542;10960;Cmcm
22592;10961;Immm
17469;10963;Fm-3m
17726;10966;Fm-3m
28834;10968;Amm2
3110;10969;P4/nmm
10543;10970;Pm-3m
21570;10973;P63/mmc
6698;10974;I4/mmm
13620;10976;P4/mmm
19834;109766;Cmc21
23366;10978;P3m1
28836;10979;Amm2
5162;10980;P4/nmm
6699;10981;I4/mmm
10289;10982;Amm2
17985;10983;I4/mmm
21316;10984;Pm-3m
6700;10986;I4/mmm
17986;10987;Pm-3m
4908;10988;P63mc
17732;10992;Fd-3m
21319;10994;P-4m2
21575;10995;P3m1
25255;10996;P-6m2
17221;10997;Pm-3m
30377;10999;Pm-3m
17222;11002;Fm-3m
13114;11004;Immm
14657;11005;R-3m
6450;11006;P63mc
14658;11007;R-3m
17224;11008;Fm-3m
17480;11009;Pm-3m
30343;110092;P-62m
30380;11010;Pm-3m
19912;110102;P21/c
19913;110107;P21/c
7476;11012;C2/m
7990;11013;Cmcm
8503;11014;Fm-3m
14659;11015;R-3m
25260;11017;P4/mmm
5171;11022;Cmcm
17738;11025;Fm-3m
19947;110259;Cmca
17994;11026;Pm-3m
4403;11028;I4/mmm
14661;11029;R-3m
30127;11032;Cmcm
3891;11033;Cmmm
10556;11035;Fm-3m
14662;11036;R-3m
18252;11037;Fm-3m
18508;11038;F-43m
19980;110385;Fm-3m
4405;11039;I4/mmm
19981;110391;Fm-3m
10557;11041;Fm-3m
14663;11042;R-3m
17229;11043;Fm-3m
17741;11044;I4/mmm
17997;11045;Pm-3m
18509;11046;F-43m
30129;11047;Pm-3m
6200;11048;R-3m
20005;110497;Pbam
14664;11050;R-3m
17998;11051;Fm-3m
18510;11052;F-43m
30386;11054;Fm-3m
3126;11055;P4/nmm
3382;11056;C2/m
20025;110583;Fd-3m
10559;11059;Pm-3m
26547;11065;R-3m
30387;11066;Fm-3m
30643;11067;R-3m
14666;11070;R-3m
25779;11073;R-3m
20062;110734;Pnma
26548;11074;R-3m
30644;11075;Fm-3m
13894;11077;Pm-3m
17233;11079;Fm-3m
17745;11080;Pmma
25780;11081;R-3m
14668;11084;R-3m
25781;11085;R-3m
7744;11086;Cmcm
10307;11087;Pm-3m
20097;110876;Amm2
17491;11090;Imm2
17747;11091;Pm-3m
20106;110917;P21/c
28855;11092;Amm2
2362;11093;R-3m
20113;110945;P4/mmm
18004;11097;Pm-3m
3900;11099;Amm2
20127;110998;P63/mmc
18261;11100;Fm-3m
20129;111007;P-1
22361;11101;F-43m
7747;11102;R3m
21081;11103;Fm-3m
3391;11105;P-3m1
10312;11108;R-3m
14402;11109;C2/m
20951;111097;R-3
17752;11111;Pm-3m
20152;111117;C2/c
20153;111121;Pna21
23390;11113;I41/amd
13646;11116;I41/amd
3649;11117;P63/mmc
10570;11120;Pm-3m
17498;11122;Pmma
30398;11124;Pm-3m
3138;11125;R-3m
4932;11126;P-3m1
13391;11131;Amm2
17243;11132;I4/mmm
7496;11134;C2/m
20210;111359;I213
18012;11136;Pm-3m
21087;11138;P4/mmm
30400;11139;Cmcm
30656;11140;Cmcm
1858;11141;R-3m
20223;111411;P-1
7497;11142;P63mc
20232;111453;I-43d
17502;11152;Pm-3m
20249;111524;C2
18782;11153;Pm-3m
19038;11154;Cmcm
20255;111549;R-3
22536;11155;Cmcm
20259;111561;Fd-3m
3142;11157;Amm2
20262;111573;Fd-3m
7241;11158;Pm-3m
10062;11160;Cmcm
20270;111606;Cmmm
17759;11162;Pm-3m
14682;11164;I41md
29125;11171;Fm-3m
31173;11172;Fm-3m
7759;11173;P63/mmc
4684;11176;P42/mmc
10835;11177;P4/mmm
17251;11179;Fm-3m
20322;111829;Cm
20336;111887;P42/m
20365;112007;P21/c
20414;112216;P-1
20417;112228;Pnma
20418;112232;Pbam
20459;112387;F-43m
20474;112455;P1
20475;112458;Cc
28581;11247;P63mc
5428;11248;C2/m
20496;112556;P21/c
20517;112644;P21/c
20524;112672;Cmc21
20536;112722;Cc
20555;112782;Fd-3m
20556;112786;Fd-3m
20577;112876;P21/c
20628;113092;P-1
20645;113170;P21/c
20646;113177;P-1
20647;113183;P21/c
20648;113188;C2/c
20659;113233;Pm
20664;113257;P2
20669;113277;P21/c
10750;11331;Fm-3m
10560;11332;Pm-3m
20751;113610;Cmcm
20752;113614;Cmc21
20753;113618;Ama2
20777;113718;Fd-3m
20801;113810;C2/m
20812;113855;P1
20833;113944;Cmcm
20857;114045;I4/mmm
20861;114063;P2/c
20870;114100;Cmcm
20871;114104;Cmc21
18000;11415;Pm-3m
23395;11417;Pm-3m
12114;114398;Immm
10814;11448;Pm-3m
12371;11449;P63mc
6041;114491;Cmcm
5374;114497;R-3
7246;11450;Pm-3m
18021;11452;Pm-3m
20993;114633;I-4
20995;114640;I-4
21006;114694;Pnma
21016;114745;Fd-3m
23693;114756;Cmcm
21028;114799;R-3m
21029;114803;R-3m
20430;11488;P63/mmc
4311;11489;R3m
21048;114890;Pnma
21049;114894;Pnma
31338;11490;P21
14103;11491;P4/nmm
17765;11494;Pm-3m
21063;114945;Pbca
10587;11495;Pm-3m
18029;11496;Pm-3m
29905;11497;Pm-3m
17518;11498;Pm-3m
18031;11499;Pm-3m
18034;11500;Pm-3m
17524;11501;Pm-3m
21077;115015;Pbca
21100;115105;P1
21143;115294;P-1
10819;11535;P4/mmm
30424;11537;Pm-3m
29914;11538;Pm-3m
18039;11539;Pm-3m
3167;11540;P63mc
10601;11542;Pm-3m
21200;115538;Cmcm
21218;115618;P21/c
21219;115622;C2/c
15947;11565;P4/nmm
17775;11568;Pm-3m
17777;11569;Pm-3m
18037;11570;Pm-3m
10602;11571;Pm-3m
11117;11572;Pm-3m
17533;11573;Pm-3m
10093;11574;P42/mmc
18815;11575;Pm-3m
21251;115770;P-1
21280;115892;Cmmm
21300;115989;P3212
21310;116027;Fm-3m
7498;11604;P63mc
5969;11605;P63mc
5970;11606;P63mc
10071;11607;Pm-3m
30161;11608;Pm-3m
30421;11609;Pm-3m
5987;11610;P63mc
5478;11611;P4/nmm
22919;11612;I41/amd
22407;11613;I4/mmm
5487;11614;R-3m
22409;11615;Pm-3m
20428;116294;Cmca
21377;116318;P1
30199;116319;Cmcm
26474;116335;R-3
2993;116340;P-1
2896;11647;R-3m
17544;11649;Pm-3m
18314;11650;Pm-3m
21457;116643;R-3m
21466;116684;P-1
21467;116690;P1
21483;116756;P21/c
21496;116819;Fm-3m
27476;11682;Pm-3m
17507;11684;Pm-3m
21501;116840;Pbcn
12372;11685;P63mc
17764;11686;Pm-3m
18026;11687;Pm-3m
2642;11688;Fm-3m
4437;11689;Cmca
10345;11690;F-43m
10099;11691;Fm-3m
20619;11692;P3m1
17803;11694;Pm-3m
21543;117018;P21/c
21544;117022;Cc
21573;117146;Pnma
21586;117201;P21/c
21097;11721;P6/mmm
11876;11723;P63/mmc
29152;11724;Pm-3m
21599;117254;Cmcm
10614;11726;Pm-3m
18055;11728;Pm-3m
17808;11730;Pm-3m
30454;117301;Imma
18320;11731;Pm-3m
21615;117320;Pbca
21629;117385;Pn-3m
21631;117395;Pm-3n
21643;117450;Pbam
21653;117490;P4/nnc
4700;11761;P63/mmc
10604;11762;I4/mmm
10611;11763;Pm-3m
20623;11764;P-6m2
18066;11765;Pm-3m
21691;117653;P213
21694;117667;P21/c
23013;117685;P-3m1
21699;117694;R-3
21702;117708;P-1
21710;117742;C2/c
21711;117749;R32
21746;117900;P-1
21766;117982;I4/mmm
8280;11805;P63/mmc
26847;11807;I4/mmm
21787;118072;Cc
10100;11810;P42/mmc
30964;11812;Pm-3m
21800;118122;P4/mmm
18834;11813;Pm-3m
10118;11814;Pm-3m
17303;11815;Pm-3m
31227;11816;Pm-3m
21374;118196;C2/m
21834;118273;P-421c
21835;118277;I4/m
21836;118284;P21/c
21837;118288;Pna21
21840;118299;P21/c
21851;118360;Cm
17504;11840;Pm-3m
17769;11841;Pm-3m
5716;11842;P63/mmc
30682;11843;Fm-3m
17286;11844;Pm-3m
11130;11845;P4/mmm
18074;11848;Pm-3m
21894;118538;Cc
17227;11876;Pm-3m
5981;11877;P42/mmc
21951;118787;P21/c
17529;11879;Pm-3m
7023;11880;Pmm2
18071;11881;Pm-3m
21957;118816;C2
10122;11882;Pm-3m
10638;11885;Pm-3m
21972;118888;Pnma
22004;119022;C2/c
22024;119117;P1
6466;11916;C2/m
17514;11918;P63/mmc
16052;119187;C2
22041;119197;Pna21
27614;11921;Fm-3m
10349;11922;Fm-3m
18046;11923;Pm-3m
10618;11924;Pm-3m
29948;11925;Pm-3m
22057;119252;P-1
18081;11926;Pm-3m
22060;119267;P21/c
17057;11927;Pmma
22070;119308;P21/c
22075;119329;P-1
22078;119341;I41/acd
22079;119345;C2/m
22085;119370;Pc
22120;119510;P21/m
22130;119554;Cmmm
30569;11956;Fm-3m
3061;11957;P4/nmm
17231;11961;Pm-3m
18511;11962;F-43m
18787;11964;Fm-3m
26573;11966;P4/mmm
7812;11972;P63/mmc
11157;11974;Pm-3m
11158;11976;Pm-3m
30987;11977;Pm-3m
19112;11978;Pm-3m
22194;119832;P1
20049;11991;Cmcm
4696;11995;P63mc
22224;119950;Pnma
31226;11997;Pm-3m
17569;11998;Pm-3m
22231;119980;R-3c
22232;119984;R3c
29195;11999;Pm-3m
7834;12000;Pm-3m
22274;120153;P4/ncc
4612;12027;P63/mmc
5148;12028;R-3m
14667;12029;R-3m
5720;12030;P63/mmc
11111;12031;Pm-3m
27631;12034;Pm-3m
5507;12035;R-3m
22325;120355;R-3c
7825;12037;Pm-3m
17578;12038;Pm-3m
10655;12039;Pm-3m
8276;12044;I41md
20846;12045;P63/mmc
10355;12047;F-43m
4466;12048;P63/mmc
29167;12049;Pm-3m
5764;12050;P63/mmc
17062;12051;Pm-3m
11165;12052;Pm-3m
18866;12053;Pm-3m
22427;120792;C2/m
3643;12082;P4/mmm
1876;12085;P4/nmm
5217;12087;Cmc21
21388;12088;P63/mmc
20620;12089;P3m1
20621;12091;P3m1
19086;12092;P4/mmm
22163;12095;P63/mmc
5824;12096;R-3m
19953;12097;C2/m
3555;12098;C2/c
10505;12099;Fm-3m
22373;12101;Fm-3m
22481;121028;Amm2
4457;12105;R-3m
13429;12106;C2/m
22489;121060;P1
3451;12107;F-43m
18078;12113;Pm-3m
22179;12115;P4/mmm
22182;12116;P4/mmm
18089;12119;Pm-3m
7832;12120;P63/mmc
29199;12121;Pm-3m
29969;12122;Pm-3m
22532;121221;I4mm
22533;121223;Fm-3m
16043;12123;Fm-3m
16045;12124;P6/mmm
21687;12126;P4/mmm
22546;121269;P212121
11173;12127;Pm-3m
30235;12128;Pm-3m
11180;12129;Pm-3m
18109;12130;Pm-3m
22554;121304;P21/c
22555;121309;P21/c
17342;12131;Pm-3m
22431;12133;P63/mmc
10641;12135;F-43m
17582;12137;Pm-3m
18878;12139;Pm-3m
18880;12140;P4/mmm
22584;121437;C2/m
22611;121561;P1
22630;121645;C2
22636;121675;F23
2923;121718;C2/m
4404;12172;I4/mmm
5717;12173;P63/mmc
28881;12174;Amm2
5722;12175;P63/mmc
24284;12177;R-3m
22660;121778;P21/c
10123;12179;Pm-3m
22666;121806;P1
22667;121813;Pbca
18854;12182;P63/mmc
17581;12183;Pm-3m
22673;121837;P4mm
5787;12184;R-3m
17333;12186;Pm-3m
17589;12187;Fm-3m
30238;12188;Pm-3m
22686;121891;C2/c
18112;12190;Pm-3m
22724;122055;Ccca
12373;12214;P63mc
12375;12215;P63mc
13690;12219;P4/mmm
22756;122190;I41/a
22757;122194;I41/a
22678;12220;R3m
22770;122248;Pbam
22771;122255;P2/c
23116;122347;P-4
22804;122384;Cc
22812;122417;Pbca
10663;12247;P6/mmm
20575;12248;P63mc
22830;122495;P1
16488;12250;Immm
20083;12253;Pm-3m
5225;12255;Cmc21
11139;12256;Pm-3m
22847;122567;P-1
22176;12259;P4/mmm
17568;12260;Pm-3m
17573;12261;Pm-3m
17065;12262;P4/mmm
10652;12263;F-43m
22864;122639;C2
15014;12264;P63/mmc
17599;12265;Fm-3m
22905;122805;F-43m
22910;122824;C2/m
22911;122831;C2/m
22924;122887;Cmcm
13918;12289;Amm2
11368;12290;R-3m
17054;12296;F-43m
17055;12297;Fm-3m
22944;122977;Pnma
17060;12298;F-43m
18364;12300;Pm-3m
22949;123000;P1
22956;123032;C2/m
22962;123059;C2/c
22971;123096;Im-3
22976;123118;R32
22980;123136;P1
22988;123173;P-1
6054;123183;Immm
10734;12323;Fm-3m
5699;12324;R-3m
18042;12326;Pm-3m
16771;12327;P4/mmm
22452;12330;Fm-3m
18098;12331;Pm-3m
23022;123325;Cmcm
23034;123379;P-1
23048;123436;P-1
23054;123465;Cmca
23074;123554;C2/c
30930;12366;P4/mmm
21576;12368;Cm
30921;12369;P-6m2
17264;12370;Pm-3m
5218;12371;I41md
28390;12372;Cmcm
17560;12373;Fm-3m
23136;123820;I41/amd
23155;123900;P1
23156;123908;Ia-3d
23167;123954;Pnma
22045;12400;P63/mmc
4658;12401;Fm-3m
22372;12403;Fm-3m
23188;124045;P-1
13671;12405;Fm-3m
10347;12406;Fm-3m
23194;124073;I-42m
23197;124088;P-1
22428;12411;P-6m2
10650;12412;F-43m
10658;12413;Fm-3m
20403;12414;P4/mmm
8105;12416;Im-3m
23228;124205;Amm2
23232;124218;Pm
23233;124224;P21/m
23245;124281;Pbca
23257;124330;P4/mnc
23272;124397;C2/c
23273;124401;C2/c
17720;12442;P63/mmc
28628;12443;Cmcm
8039;12445;I-4m2
12668;12447;Cc
19859;12448;Cmcm
23294;124485;P6/mmm
27645;12450;P4/nmm
14241;12451;Cmcm
17588;12452;Fm-3m
23304;124525;P-1
25372;12453;P4/mmm
18875;12454;Pm-3m
19391;12455;Cmcm
6316;12456;Pm-3m
5554;12457;Pm-3m
23323;124594;Cmca
23335;124644;I41/acd
19460;12481;Fm-3m
23375;124814;Fm-3m
23376;124818;Fm-3m
17531;12485;Cmmm
24544;12486;P4/mmm
5763;12490;P63/mmc
20637;12491;P4/nmm
23397;124916;I4cm
30719;12492;Fm-3m
23399;124920;C2/c
17829;12493;I4/mmm
23725;12494;P3m1
7828;12495;Pmmn
21688;12498;R-3m
23415;124985;Pnma
23416;124989;Pna21
18358;12499;Fm-3m
23417;124993;Pmn21
10996;124996;Fd-3m
4772;12500;R-3m
23419;125002;Cc
18367;12501;Pm-3m
13749;12502;P63/mmc
23424;125023;P1
20436;12505;Pm-3m
23444;125097;Pnma
19462;12514;Fm-3m
23455;125144;Cmc21
21291;12515;P21/m
3872;12516;P-3m1
23461;125166;I-4
26833;12518;R-3m
23467;125189;Pa-3
10083;12520;P63/mmc
30684;12521;P-3m1
28171;12523;P4/nmm
23478;125238;Pbca
23485;125267;Ama2
10664;12527;Pm-3m
23486;125271;P21/c
18354;125276;P-6
23493;125303;P43212
23512;125388;C2/m
23534;125485;Pnma
23536;125498;Pnma
23537;125503;Pnma
16596;12551;C2/m
21057;12553;Fm-3m
22378;12556;P-6m2
23552;125566;R-3c
18794;12557;Pm-3m
21106;12558;Pmma
17534;12559;Pmma
23560;125600;I-4
20632;12562;P4/nmm
7817;12564;P4/mmm
17595;12566;Fm-3m
8367;12567;Fm-3m
20169;12568;Pm-3m
8398;12569;Pm-3m
23592;125753;P21/c
23595;125765;Pbca
23596;125772;Pnma
10765;12583;Fm-3m
5216;12586;Pm-3m
23619;125866;Pm
23620;125870;P43212
4724;12588;P213
18855;12591;P63/mmc
17078;12593;P4/mmm
23633;125930;F-43m
18360;12594;F-43m
10172;12595;Pm-3m
19409;12596;Pm-3m
25652;12597;P-3m1
3031;12599;Pm-3m
23663;126056;P1
23671;126093;C2/c
23687;126168;P21
23690;126181;I-4
18268;12621;Cmcm
18793;12622;Pm-3m
30685;12623;P-3m1
11990;12626;Pm-3m
3032;12627;Pm-3m
23718;126304;R32
23738;126395;P1
23743;126417;C2/m
23748;126438;P1
23785;126591;Ama2
13668;12660;Fm-3m
23790;126611;C2221
19087;12662;P4/mmm
20631;12664;P4/nmm
10389;12665;Fm-3m
10653;12668;Fm-3m
19382;12672;P-3m1
13024;126729;C2/m
3493;12673;I41md
6051;126734;C2
23822;126761;Fmmm
23823;126766;Cmcm
23825;126777;Pnma
23836;126823;P21/c
23839;126836;P21/c
23882;126880;C2/c
18926;12696;R-3m
18484;12698;R-3m
14990;12700;P63/mmc
10386;12701;Fm-3m
29201;12703;Pm-3m
16042;12704;I4/mmm
20674;12706;Pm-3m
18928;12710;Pm-3m
23998;127134;P-1
23999;127138;C2/m
24022;127243;I41/a
31053;12735;P4/nmm
20633;12739;P4/nmm
7813;12740;P63/mmc
29193;12741;Pm-3m
8412;12744;Pm-3m
24072;127456;P1
24081;127497;Cmc21
24103;127598;Pbca
30322;127606;Amm2
17338;127620;Amm2
17942;127625;Amm2
24131;127733;C2/c
17269;12776;Fm-3m
17273;12777;Fm-3m
24283;12778;R-3m
17275;12779;Fm-3m
13178;12781;R3m
11134;12782;Fm-3m
18359;12785;F-43m
24159;127850;C2/m
30752;12786;P63mc
5555;12787;R-3m
10431;12788;P-3m1
2743;12789;R32
18910;12790;Im-3m
24173;127907;P212121
6610;12792;R-3m
24197;128008;Cmc21
4619;12811;Immm
20573;12812;Cmcm
24224;128127;P1
