entry_id;calculation_id;band_gap
3294;10270;0
30573;10271;0
18714;10274;0
18155;102747;0
18716;10275;0
18218;103008;0
10463;10312;0
31062;10313;0
17151;10315;0
31335;10316;0
22302;10317;1.139
17455;10320;0
22327;10321;3.615
18273;103267;0
17749;10354;0
10474;10355;0
10989;10356;0
18175;10357;0
13815;10358;0
29575;10360;0
17206;10361;0
17988;10362;0
5370;10401;0
18445;104010;0
5403;10406;1.549
17981;10408;0
21315;10409;0
22270;10412;0.452
21511;10415;0
17945;10416;0
17179;10417;0
21813;10420;0
10537;10421;0
18552;104465;0
10473;10447;0
17405;10449;0
13818;10451;0
18565;104518;0
17947;10452;0
18566;104522;0
18568;104529;0
17972;10453;0
9510;10454;0
18602;104677;0
18181;10470;0
16382;10484;0
6901;10486;2.303
18652;104916;0
18654;104929;0
10816;10493;0
18655;104936;0
28203;10497;0
17150;10499;0
18705;10500;0
17468;10506;0
3873;105067;0
1946;105076;1.859
30363;10508;0
17918;10516;0
10768;10519;0
17196;10521;0
18732;10522;0
16688;10524;2.983
30123;10525;0
5429;10527;3.503
10999;10538;0
4130;10539;5.253
17472;10542;0
17728;10543;0
29096;10545;0
17477;10546;0
17675;10549;0
18791;105490;0
11125;105495;0
29821;10550;0
17953;10552;0
18799;105526;0
21804;10553;0
18810;105569;0
17465;10557;0
18811;105573;0
7711;105972;0
13788;105988;0
28988;10600;0
29033;10602;0
29037;10603;0
3853;10607;2.964
18929;106071;1.076
24225;10609;0
20117;10615;0
17815;10616;0
18842;10617;0
18845;10618;0
27651;10619;0
28957;10623;0
18368;10624;0
27077;106291;0
15560;10630;0
15561;10633;0
3361;106340;4.365
8382;10636;0
21459;10638;0
10946;10639;0
19027;106393;0
27958;10640;0
19031;106409;0
4286;10642;0
10183;10643;1.007
10184;10644;0.643
19933;10647;0.57
10958;10648;0
5833;10650;0.376
28742;10652;0
21996;10656;0
3025;10658;3.856
27214;10659;0
3026;10661;3.737
3027;10662;0
3028;10664;3.746
18925;10666;2.903
4310;10667;0
12767;10669;0.904
15080;10670;1.712
19113;106752;0
4825;10676;0.278
10464;10677;0
30292;10679;0
30805;10683;0
10722;10685;0
19140;106863;2.083
30295;10687;0
17140;10688;0
17142;10689;0
30810;10690;0
14572;10691;2.334
5089;10693;3.852
31068;10695;0
13293;10696;0
19166;106977;4.717
2015;10698;7.816
30302;10701;0
10731;10703;0
30304;10705;0
19186;107062;2.245
19187;107066;2.839
17149;10707;0
20992;10708;0
30305;10710;0
19198;107118;5.521
12527;10712;1.792
19710;10713;0
31074;10714;0
19206;107155;7.769
10992;10717;0
17152;10718;0
4843;10720;1.246
19219;107205;0
19220;107210;0
17922;10725;0
18690;10726;0
9971;10728;0
11764;10729;0
12276;10730;0
10741;10735;0
19254;107350;0
13306;10738;2.457
13820;10742;0
14849;10743;0.47
1775;10745;0
13823;10747;0
17162;10748;0
1776;10749;0
19286;107490;0
12540;10751;0
3059;10754;1.27
7919;107589;0
10748;10762;0
19212;10763;0
28016;10765;0
28528;10767;0
5879;10770;0.544
18701;10774;0
21264;10775;0
5880;10779;0
6137;10783;2.159
11007;10785;0
17679;10787;0
19215;10788;0
10752;10790;0
23317;10791;0
10753;10792;0
22805;10794;1.92
29045;10795;0
30325;10796;0
12803;10797;1.344
18706;10798;0
21269;10799;0
19411;108000;0
6141;10802;3.638
19419;108035;0
3067;10804;0.978
7937;10805;0
10500;10806;0
10756;10807;0
19427;108070;0
19436;108108;5.529
19437;108112;5.138
30286;10819;0
10717;10821;0
10503;10827;0
10759;10828;0
11015;10829;0
18711;10831;0
7941;10832;0
19492;108321;0
10504;10833;0
16663;10834;4.407
17176;10835;0
17688;10836;0
30332;10837;0
7942;10838;0
19510;108401;0
7943;10841;0
10762;10842;0
11018;10843;0
4099;10845;1.349
15125;10848;0
18715;10849;0
19483;10850;0
10764;10852;0
18460;10853;0
20766;10854;0
17181;10856;0
5897;10857;0
14100;10858;1.585
31270;108603;0
17156;10861;0
30586;108613;0
20742;10862;0
17183;10863;0
19564;108635;4.492
12304;10865;1.581
17440;10867;0
18720;10868;0
22307;10869;0
10769;10871;0
19586;108729;0
28805;10873;0
16414;10875;2.411
4620;10876;0.425
10771;10878;0
23336;10880;0.743
10772;10881;0
17188;10882;0
17956;10883;0
19609;108835;2.289
19610;108839;2.955
23337;10885;0.741
19613;108850;0
7954;10886;0
10773;10887;0
17957;10888;0
23338;10890;0.371
30345;10891;0
19627;108912;0
10774;10892;0
11030;10893;0
17958;10894;0
23339;10896;0.369
3086;10897;0.277
10263;10898;0
17959;10899;0
21290;10900;0
23340;10901;2.42
29835;10902;0
30859;10903;0
3087;10904;0.526
30348;10907;0
20523;10908;1.172
10522;10910;0
18986;10911;0
10010;10914;0.691
19684;109149;8.575
10523;10915;0
19686;109157;8.197
17451;10916;0
28815;10917;0
17964;10919;0
30608;10920;0.155
19697;109204;4.629
20014;10921;0.739
27281;10922;0
18478;10923;1.32
18479;10925;1.401
25234;10926;2.053
30355;10927;0
18480;10928;1.363
30868;10929;0
19718;109290;0
10273;10930;0
18481;10931;1.388
11298;10934;0
18482;10935;1.416
28822;10937;0
29590;10938;0
19739;109385;3.06
18483;10941;1.328
28824;10943;0
12582;10944;1.877
19754;109444;0.525
23958;10945;0.545
10534;10947;0
17975;10949;0
28827;10950;0
29083;10951;0
19771;109512;0
19773;109522;0
18489;10954;0
6948;10955;1.354
30366;10956;0
20542;10960;0
22592;10961;1.841
17469;10963;0
17726;10966;0
28834;10968;0
3110;10969;1.175
10543;10970;0
21570;10973;0
6698;10974;1.398
13620;10976;0
19834;109766;0
23366;10978;0.739
28836;10979;0
5162;10980;0
6699;10981;1.793
10289;10982;0
17985;10983;0
21316;10984;0
6700;10986;1.4
17986;10987;0
4908;10988;1.044
17732;10992;0
21319;10994;1.632
21575;10995;0
25255;10996;1.554
17221;10997;0
30377;10999;0
17222;11002;0
13114;11004;1.825
14657;11005;2.375
6450;11006;2.085
14658;11007;2.29
17224;11008;0
17480;11009;0
30343;110092;0
30380;11010;0
19912;110102;0
19913;110107;1.423
7476;11012;0
7990;11013;0
8503;11014;0.801
14659;11015;2.448
25260;11017;2.433
5171;11022;0
17738;11025;0
19947;110259;1.526
17994;11026;0
4403;11028;1.319
14661;11029;2.479
30127;11032;0
3891;11033;0
10556;11035;0
14662;11036;2.396
18252;11037;0
18508;11038;0
19980;110385;0
4405;11039;1.896
19981;110391;0
10557;11041;0
14663;11042;2.404
17229;11043;0
17741;11044;0
17997;11045;0
18509;11046;0
30129;11047;0
6200;11048;0.17
20005;110497;3.48
14664;11050;2.408
17998;11051;0
18510;11052;0
30386;11054;0
3126;11055;0
3382;11056;1.292
20025;110583;0
10559;11059;0
26547;11065;0.842
30387;11066;0
30643;11067;0
14666;11070;2.549
25779;11073;1.405
20062;110734;0
26548;11074;0.417
30644;11075;0.801
13894;11077;6.597
17233;11079;0
17745;11080;0
25780;11081;1.478
14668;11084;2.507
25781;11085;1.295
7744;11086;0
10307;11087;0
20097;110876;0
17491;11090;0
17747;11091;0
20106;110917;2.273
28855;11092;0
2362;11093;1.758
20113;110945;0
18004;11097;0
3900;11099;0
20127;110998;1.085
18261;11100;0
20129;111007;4.204
22361;11101;0
7747;11102;0.343
21081;11103;0
3391;11105;0
10312;11108;0
14402;11109;0
20951;111097;0
17752;11111;0
20152;111117;5.55
20153;111121;6.032
23390;11113;0
13646;11116;0
3649;11117;0
10570;11120;0
17498;11122;0
30398;11124;0
3138;11125;1.074
4932;11126;0.801
13391;11131;0
17243;11132;0
7496;11134;2.153
20210;111359;4.187
18012;11136;0
21087;11138;2.241
30400;11139;0
30656;11140;0
1858;11141;0
20223;111411;5.801
7497;11142;5.411
20232;111453;0
17502;11152;0
20249;111524;3.948
18782;11153;0
19038;11154;2.177
20255;111549;4.585
22536;11155;0
20259;111561;0
3142;11157;1.1
20262;111573;3.203
7241;11158;0
10062;11160;0
20270;111606;0
17759;11162;0
14682;11164;0
29125;11171;0
31173;11172;0
7759;11173;0
4684;11176;0
10835;11177;0
17251;11179;0
20322;111829;1.31
20336;111887;3.101
20365;112007;1.551
20414;112216;5.607
20417;112228;6.518
20418;112232;3.489
20459;112387;0
20474;112455;0
20475;112458;1.048
28581;11247;1.288
5428;11248;0
20496;112556;0
20517;112644;0.546
20524;112672;0
20536;112722;5.996
20555;112782;0
20556;112786;0
20577;112876;6.273
20628;113092;3.33
20645;113170;3.023
20646;113177;3.789
20647;113183;4.987
20648;113188;1.934
20659;113233;2.357
20664;113257;0.883
20669;113277;4.078
10750;11331;0
10560;11332;0
20751;113610;1.961
20752;113614;1.964
20753;113618;2.116
20777;113718;0
20801;113810;1.151
20812;113855;1.845
20833;113944;4.168
20857;114045;0
20861;114063;0.49
20870;114100;1.961
20871;114104;1.96
18000;11415;0
23395;11417;0
12114;114398;2.292
10814;11448;0
12371;11449;2.093
6041;114491;0
5374;114497;1.563
7246;11450;0
18021;11452;0
20993;114633;2.438
20995;114640;2.238
21006;114694;0
21016;114745;0
23693;114756;0
21028;114799;0
21029;114803;0
20430;11488;0
4311;11489;0
21048;114890;0
21049;114894;1.091
31338;11490;0
14103;11491;1.077
17765;11494;0
21063;114945;4.203
10587;11495;0
18029;11496;0
29905;11497;0
17518;11498;0
18031;11499;0
18034;11500;0
17524;11501;0
21077;115015;5.31
21100;115105;0
21143;115294;0.355
10819;11535;0
30424;11537;0
29914;11538;0
18039;11539;0
3167;11540;7.918
10601;11542;0
21200;115538;4.87
21218;115618;5.414
21219;115622;2.919
15947;11565;2.84
17775;11568;0
17777;11569;0
18037;11570;0
10602;11571;0
11117;11572;0
17533;11573;0
10093;11574;0
18815;11575;0
21251;115770;2.836
21280;115892;0
21300;115989;0
21310;116027;0
7498;11604;0.773
5969;11605;2.235
5970;11606;1.312
10071;11607;0
30161;11608;0
30421;11609;0
5987;11610;4.452
5478;11611;1.532
22919;11612;0
22407;11613;0.489
5487;11614;6.673
22409;11615;0
20428;116294;0
21377;116318;1.565
30199;116319;0
26474;116335;1.682
2993;116340;0.277
2896;11647;2.312
17544;11649;0
18314;11650;0
21457;116643;0
21466;116684;3.943
21467;116690;3.611
21483;116756;2.269
21496;116819;0
27476;11682;0
17507;11684;0
21501;116840;5.738
12372;11685;1.733
17764;11686;0
18026;11687;0
2642;11688;0
4437;11689;0.162
10345;11690;0
10099;11691;0
20619;11692;0.408
17803;11694;0
21543;117018;6.911
21544;117022;1.584
21573;117146;4.782
21586;117201;3.345
21097;11721;0
11876;11723;0
29152;11724;0
21599;117254;1.481
10614;11726;0
18055;11728;0
17808;11730;0
30454;117301;0
18320;11731;0
21615;117320;3.679
21629;117385;2.155
21631;117395;6.183
21643;117450;6.15
21653;117490;2.945
4700;11761;0
10604;11762;0
10611;11763;0
20623;11764;4.381
18066;11765;0
21691;117653;5.645
21694;117667;2.953
23013;117685;0
21699;117694;0
21702;117708;0
21710;117742;0
21711;117749;2.292
21746;117900;0.791
21766;117982;0
8280;11805;0
26847;11807;0
21787;118072;2.575
10100;11810;0
30964;11812;0
21800;118122;0
18834;11813;0
10118;11814;0
17303;11815;0
31227;11816;0
21374;118196;0
21834;118273;5.955
21835;118277;5.784
21836;118284;3.418
21837;118288;2.752
21840;118299;2.864
21851;118360;3.206
17504;11840;0
17769;11841;0
5716;11842;0
30682;11843;0
17286;11844;0
11130;11845;0
18074;11848;0
21894;118538;0.961
17227;11876;0
5981;11877;0.413
21951;118787;3.382
17529;11879;0
7023;11880;0
18071;11881;0
21957;118816;4.304
10122;11882;0
10638;11885;0
21972;118888;6.148
22004;119022;4.293
22024;119117;0
6466;11916;3.696
17514;11918;0
16052;119187;0
22041;119197;1.797
27614;11921;0
10349;11922;0
18046;11923;0
10618;11924;0
29948;11925;0
22057;119252;5.559
18081;11926;0
22060;119267;6.314
17057;11927;0
22070;119308;0
22075;119329;5.408
22078;119341;4.684
22079;119345;0
22085;119370;4.165
22120;119510;0
22130;119554;0
30569;11956;0
3061;11957;3.593
17231;11961;0
18511;11962;0
18787;11964;0
26573;11966;0
7812;11972;0
11157;11974;0
11158;11976;0
30987;11977;0
19112;11978;0
22194;119832;0
20049;11991;0
4696;11995;1.299
22224;119950;4.405
31226;11997;0
17569;11998;0
22231;119980;2.235
22232;119984;2.235
29195;11999;0
7834;12000;0
22274;120153;0
4612;12027;0
5148;12028;7.58
14667;12029;0
5720;12030;0
11111;12031;0
27631;12034;0
5507;12035;4.198
22325;120355;0
7825;12037;0
17578;12038;0
10655;12039;0
8276;12044;0
20846;12045;0
10355;12047;0
4466;12048;0
29167;12049;0
5764;12050;0.573
17062;12051;0
11165;12052;0
18866;12053;0
22427;120792;0
3643;12082;3.982
1876;12085;0
5217;12087;5.874
21388;12088;0
20620;12089;0.732
20621;12091;0.855
19086;12092;0
22163;12095;0
5824;12096;0
19953;12097;0
3555;12098;0
10505;12099;0
22373;12101;0
22481;121028;0
4457;12105;8.983
13429;12106;0.667
22489;121060;0
3451;12107;0
18078;12113;0
22179;12115;2.407
22182;12116;2.132
18089;12119;0
7832;12120;0
29199;12121;0
29969;12122;0
22532;121221;0
22533;121223;0
16043;12123;2.615
16045;12124;0
21687;12126;0
22546;121269;3.492
11173;12127;0
30235;12128;0
11180;12129;0
18109;12130;0
22554;121304;5.128
22555;121309;0
17342;12131;0
22431;12133;0
10641;12135;0
17582;12137;0
18878;12139;0.784
18880;12140;0
22584;121437;8.291
22611;121561;3.897
22630;121645;1.432
22636;121675;6.813
2923;121718;3.079
4404;12172;2.507
5717;12173;0
28881;12174;0
5722;12175;0
24284;12177;1.993
22660;121778;4.361
10123;12179;0
22666;121806;3.21
22667;121813;3.401
18854;12182;0
17581;12183;0
22673;121837;5.332
5787;12184;2.466
17333;12186;0
17589;12187;0
30238;12188;0
22686;121891;2.635
18112;12190;0
22724;122055;0.525
12373;12214;1.43
12375;12215;1.321
13690;12219;0
22756;122190;5.279
22757;122194;4.099
22678;12220;0
22770;122248;0
22771;122255;3.483
23116;122347;1.957
22804;122384;5.92
22812;122417;2.836
10663;12247;0
20575;12248;3.634
22830;122495;1.579
16488;12250;3.683
20083;12253;0
5225;12255;4.678
11139;12256;0
22847;122567;3.198
22176;12259;3.351
17568;12260;0
17573;12261;0
17065;12262;0
10652;12263;0
22864;122639;0.679
15014;12264;0
17599;12265;0
22905;122805;0
22910;122824;0
22911;122831;0
22924;122887;0
13918;12289;0
11368;12290;3.198
17054;12296;0
17055;12297;0
22944;122977;8.935
17060;12298;0
18364;12300;0
22949;123000;2.973
22956;123032;0
22962;123059;1.851
22971;123096;4.334
22976;123118;5.901
22980;123136;0
22988;123173;3.635
6054;123183;0.381
10734;12323;0
5699;12324;1.547
18042;12326;0
16771;12327;0
22452;12330;0.472
18098;12331;0
23022;123325;3.494
23034;123379;2.888
23048;123436;4.07
23054;123465;2.593
23074;123554;0
30930;12366;0
21576;12368;0.578
30921;12369;0
17264;12370;0
5218;12371;0
28390;12372;0
17560;12373;0
23136;123820;3.138
23155;123900;1.454
23156;123908;3.501
23167;123954;0
22045;12400;2.483
4658;12401;4.434
22372;12403;0
23188;124045;3.517
13671;12405;0
10347;12406;0
23194;124073;6.879
23197;124088;3.725
22428;12411;0
10650;12412;0
10658;12413;0
20403;12414;0
8105;12416;0
23228;124205;0
23232;124218;0.652
23233;124224;0.315
23245;124281;4.437
23257;124330;3.156
23272;124397;0
23273;124401;0
17720;12442;0
28628;12443;0
8039;12445;0
12668;12447;0
19859;12448;0
23294;124485;0
27645;12450;0
14241;12451;0
17588;12452;0
23304;124525;0
25372;12453;1.274
18875;12454;0
19391;12455;0
6316;12456;0
5554;12457;2.548
23323;124594;5.844
23335;124644;4.62
19460;12481;0
23375;124814;0
23376;124818;0
17531;12485;0
24544;12486;2.152
5763;12490;0.543
20637;12491;0
23397;124916;0
30719;12492;0
23399;124920;0
17829;12493;0
23725;12494;0.984
7828;12495;0
21688;12498;0
23415;124985;2.328
23416;124989;2.655
18358;12499;0
23417;124993;2.497
10996;124996;0
4772;12500;0.846
23419;125002;0
18367;12501;0
13749;12502;0
23424;125023;0
20436;12505;1.532
23444;125097;7.541
19462;12514;0
23455;125144;3.549
21291;12515;0
3872;12516;0
23461;125166;5.77
26833;12518;1.769
23467;125189;6.295
10083;12520;0
30684;12521;0
28171;12523;0
23478;125238;4.676
23485;125267;3.347
10664;12527;0
23486;125271;2.297
18354;125276;0
23493;125303;4.463
23512;125388;2.128
23534;125485;0
23536;125498;0
23537;125503;0
16596;12551;0
21057;12553;0
22378;12556;0
23552;125566;2.108
18794;12557;0
21106;12558;0
17534;12559;0
23560;125600;2.772
20632;12562;0
7817;12564;0
17595;12566;0
8367;12567;1.084
20169;12568;1.047
8398;12569;0
23592;125753;6.536
23595;125765;4.633
23596;125772;2.443
10765;12583;0
5216;12586;0
23619;125866;6.268
23620;125870;1.487
4724;12588;0
18855;12591;0
17078;12593;0
23633;125930;0
18360;12594;0
10172;12595;0
19409;12596;0
25652;12597;0.915
3031;12599;0.801
23663;126056;0
23671;126093;3.844
23687;126168;5.148
23690;126181;7.018
18268;12621;0
18793;12622;0
30685;12623;0
11990;12626;0
3032;12627;0.759
23718;126304;7.287
23738;126395;3.113
23743;126417;0.262
23748;126438;0
23785;126591;0
13668;12660;0
23790;126611;0
19087;12662;0
20631;12664;0
10389;12665;0
10653;12668;0
19382;12672;0.8
13024;126729;0
3493;12673;0
6051;126734;0.379
23822;126761;0
23823;126766;0
23825;126777;0
23836;126823;5.991
23839;126836;3.197
23882;126880;6.635
18926;12696;2.912
18484;12698;0
14990;12700;0
10386;12701;0
29201;12703;0
16042;12704;2.611
20674;12706;0
18928;12710;0
23998;127134;3.099
23999;127138;0
24022;127243;1.084
31053;12735;0
20633;12739;0
7813;12740;0
29193;12741;0
8412;12744;0
24072;127456;0
24081;127497;1.806
24103;127598;3.134
30322;127606;0
17338;127620;0
17942;127625;0
24131;127733;3.262
17269;12776;0
17273;12777;0
24283;12778;1.957
17275;12779;0
13178;12781;0.972
11134;12782;0
18359;12785;0
24159;127850;2.069
30752;12786;0
5555;12787;3.615
10431;12788;0
2743;12789;0
18910;12790;0
24173;127907;2.405
6610;12792;3.123
24197;128008;0
4619;12811;0.974
20573;12812;0
24224;128127;2.559
17263;12813;0
10608;12815;0
16807;12816;0
10651;12817;0
24238;128188;4.463
8402;12819;0
24256;128266;1.157
24261;128288;5.195
24263;128297;1.759
24267;128312;4.294
24294;128430;1.274
20492;12846;0
18013;12847;0
2631;12848;0
13692;12850;0
16785;12851;1.44
18835;12852;0
17587;12855;0
17592;12856;0
24326;128570;3.869
12273;12860;2.245
24334;128605;3.419
24335;128609;3.025
24336;128614;2.567
24372;128765;0.355
24388;128826;1.834
24394;128850;4.104
26834;12888;1.527
20634;12891;0
10120;12892;0
10385;12894;0
10644;12895;0
17072;12896;0
18363;12898;0
8407;12900;0
24451;129097;3.835
24454;129110;0.732
24459;129126;0.483
24482;129223;4.755
10531;12923;0
24484;129231;0
20638;12925;1.709
24488;129250;2.574
11162;12926;0
7918;12928;0
24529;129428;0.239
19012;12951;0
19037;12952;2.619
28910;12954;0
18063;12956;0
24563;129565;2.372
30458;12957;0
24565;129574;2.561
6278;12958;1.151
7829;12959;0
5553;12962;2.55
24575;129622;0
12263;12963;4.663
11144;12967;0
17579;12968;0
30895;129680;1.252
30909;129682;0
23122;129690;2.074
22675;129701;2.051
24619;129818;5.612
24626;129849;0.376
11467;12989;1.848
6609;12990;3.03
24639;129902;4.622
19705;12991;0
24642;129915;1.775
19454;12992;0
6890;12993;1.446
6891;12994;0.451
7149;12995;2.362
6392;12996;1.181
24280;12998;2.045
11120;12999;0
18362;13000;0
24664;130007;1.797
6622;13002;0
28901;13009;0
17792;13010;0
6126;13011;1.881
7656;13013;0
24721;130244;1.109
11133;13026;0
24729;130278;0
24762;130421;0
24771;130462;1.488
24773;130470;1.358
4313;13052;0
24788;130529;4.076
16415;13054;0
21058;13055;0
9276;13056;0
13639;13057;0
24800;130583;3.082
9307;13059;0
29699;13066;0
28684;13068;0
17850;13071;0
24835;130727;0
8397;13073;0
3033;13075;0.693
24842;130754;1.43
18946;13076;0
24847;130776;7.041
6219;13079;0.737
11110;13080;0
15217;13081;0
30945;13082;0
24857;130820;0
17302;13083;0
20636;13084;0
19717;13087;0
24877;130908;0
24884;130938;2.337
17800;13094;0
23548;13095;0
25397;13097;0
11935;130975;2.387
20456;13098;2.718
5593;130980;0.422
2275;13099;0
13042;13100;0
17300;13102;0
2183;13103;1.467
18361;13104;0
13238;13107;2.206
24915;131072;2.312
11194;13108;0
6611;13109;3.713
16895;13110;2.997
7923;13111;0
7924;13112;0
7410;13113;1.81
24933;131147;9.05
8456;13116;0
24938;131170;0
24939;131177;0
20775;13126;5.317
28908;13129;0
17816;13130;0
17823;13132;0
2185;13133;1.547
18874;13134;0
5030;13135;0.326
7916;13136;0
24985;131373;0
8453;13138;0
8459;13140;0
5640;13141;0
5647;13142;1.535
25007;131461;2.847
10864;13157;0
25040;131600;4.371
8047;13165;0.322
20905;13166;2.394
11711;13167;0
2517;13168;1.727
8420;13169;0
13828;13170;0
31352;13171;0
17145;13173;0
18429;13174;0
18028;13178;0
11669;13180;2.473
25089;131803;0
22278;13197;0
8436;13198;2.996
13573;13199;0.24
25135;132007;3.659
20652;13202;0
25150;132075;3.756
10661;13211;0
16047;13213;0
25163;132132;6.559
25166;132145;6.355
14519;13215;0.592
4049;132158;0.981
1706;13216;0
27175;132169;0
15895;13219;0
5638;13220;0
5639;13221;0
25180;132217;1.426
5646;13222;7.853
25191;132273;0.817
25192;132278;0.91
19407;13228;0
12126;13230;1.286
10107;13232;2.421
17820;13235;0
5255;13236;4.691
10387;13237;0
25216;132387;1.88
13212;13239;0
13984;13240;0
6297;13241;0
18356;13242;0
11714;13244;0
13268;13245;4.07
8411;13246;0
14824;13247;0
16112;13248;0
5628;13249;0
8448;13250;0
24438;13251;0
8454;13254;0
21788;13255;0
25261;132589;0
4705;13259;0
17280;13260;0
30437;13261;0
25269;132629;0
28649;13264;0
2719;132640;0
17809;13265;0
8202;13266;1.617
5642;13267;1.619
8209;13268;0
16169;13269;0
25290;132730;0
31224;13274;0
13209;13275;2.299
13210;13276;2.223
17075;13278;0
30746;13279;0
17084;13280;0
20168;13282;0
7352;13283;0
8419;13284;0
19225;132845;0
2794;13285;0
5637;13287;0
8457;13288;0
19996;13289;0
25326;132891;0
18718;13290;0
9999;13291;1.599
5644;13292;1.794
25352;133006;0
12279;13303;0
25358;133034;3.197
19147;13311;0
18392;13312;0
12748;13313;0
21805;13315;0
17283;13320;0
25403;133229;0
20899;13323;0
25406;133241;1.31
4778;13327;2.11
8400;13328;0
19719;13329;1.572
10488;13330;0
5645;13331;1.754
25431;133346;1.326
25432;133350;1.577
25439;133378;0
25447;133410;2.284
25455;133444;0.898
17322;13348;0
25466;133489;1.301
30251;13350;0
25470;133510;3.503
19752;13355;3.585
25480;133552;2.683
25523;133732;2.834
17144;13376;0
12529;13377;1.743
19211;13378;0
17271;13380;0
30947;13381;0
10634;13383;0
10640;13384;0
25549;133843;3.827
10646;13385;0
10656;13387;0
10919;13389;0.408
14007;13390;0
25565;133908;1.093
16110;13393;0
8449;13394;0
25573;133942;1.275
13843;13400;0
5643;13401;1.906
13850;13402;0
5908;13403;2.714
3092;13406;0
2939;13410;0
24066;13411;1.101
8092;13412;0
25615;134122;2.335
25617;134132;2.036
18416;13414;0
27992;13415;0
25635;134205;2.484
25639;134228;1.002
25668;134353;2.65
25672;134365;3.045
25676;134381;3.163
25687;134431;0
25688;134436;0
25689;134440;0
25690;134444;0
25691;134448;0
17146;13447;0
17278;13450;0
24067;13451;1.215
25710;134525;1.682
30532;13454;0
8446;13455;0
16432;134563;2.774
21789;13457;0
25721;134576;0
8467;13458;0
3854;13459;0
16944;13460;1
25750;134697;2.776
6448;134711;4.306
25754;134715;5.006
22977;134728;0.726
25782;134839;3.519
10329;13484;0
6277;13485;1.249
2184;13486;1.467
25787;134863;2.819
11670;13487;2.46
4502;13488;4.119
10657;13489;0
18355;13490;0
25800;134919;1.146
30516;13494;0
9947;13497;0
25813;134972;0
3798;13498;0
25817;134989;0
29780;13499;1.39
21254;13501;0
2798;13502;0
25826;135028;1.306
8444;13503;0
8445;13504;0
8447;13505;0
2061;13506;0.205
7782;13516;0
23434;13517;0
10363;13518;0
25860;135181;1.303
18828;13519;0
18876;13521;0
27947;13522;0
1709;13523;0
25651;13524;0.858
25874;135245;0.331
14041;13525;0
25875;135250;2.981
18699;13527;0
5630;13529;0
25672;1352933;3.024
8208;13532;2.125
3341;13533;0
8219;13535;0
21296;13537;0
16946;13538;1.066
25908;135400;2.983
2080;13541;0.185
25913;135421;4.821
25914;135426;4.761
25940;135528;0.999
25944;135547;2.683
25945;135551;2.454
25948;135564;1.895
7775;13558;0
4722;13560;5.592
18852;13561;0
13475;13562;0.632
11168;13563;0
7584;13564;0
23872;13567;0
25972;135673;2.945
25983;135726;0
21623;13580;0
21446;13582;0
30830;13586;0
13853;13590;0
16943;13591;1.313
26034;135940;1.55
26035;135948;0
26043;135985;7.227
26056;136038;0
26057;136043;0
26058;136047;0
17508;13610;0
18821;13611;0
13215;13612;1.559
29545;13613;0
10264;13614;0.782
8224;13616;0
5671;13618;2.277
5672;13620;1.751
26111;136278;0.201
26123;136333;6.179
6441;13634;4.612
9623;13636;0
26131;136366;0.677
21102;13641;0.251
10633;13643;0
13213;13644;2.361
26150;136445;1.503
21175;13645;0
31030;13646;0
18390;13647;0
8406;13648;0
16108;13650;0
22279;13651;0
26169;136533;1.053
26170;136538;0.94
5400;13654;0
17292;13656;0
13758;13658;4.593
18389;13659;0
18227;13661;0.49
19000;13662;0
26191;136635;3.693
