entry_id;calculation_id;spacegroup
4099;10845;Cmc21
15125;10848;R3m
18715;10849;P4/mmm
19483;10850;Fm-3m
10764;10852;Fm-3m
18460;10853;Pm-3m
20766;10854;Cmcm
17181;10856;Fm-3m
5897;10857;R-3m
14100;10858;P4/nmm
17156;10861;Fm-3m
20742;10862;P63/mmc
17183;10863;Pm-3m
12304;10865;Abm2
17440;10867;Pm-3m
18720;10868;I4/mmm
22307;10869;P63/mmc
10769;10871;Pm-3m
28805;10873;Amm2
16414;10875;R-3m
4620;10876;Immm
10771;10878;F-43m
23336;10880;P3m1
10772;10881;F-43m
17188;10882;Fm-3m
17956;10883;Fm-3m
23337;10885;P3m1
7954;10886;P4/nmm
10773;10887;F-43m
17957;10888;Fm-3m
23338;10890;P3m1
30345;10891;Cmcm
10774;10892;F-43m
11030;10893;P4/mmm
17958;10894;Fm-3m
23339;10896;P3m1
3086;10897;R-3m
10263;10898;P63/mmc
17959;10899;Fm-3m
21290;10900;Pmma
23340;10901;R-3m
29835;10902;P4/mmm
30859;10903;Cmcm
3087;10904;R-3m
30348;10907;Cmcm
20523;10908;P63mc
10522;10910;Fm-3m
18986;10911;I4/mcm
10010;10914;R-3m
10523;10915;Fm-3m
17451;10916;Fm-3m
28815;10917;Amm2
17964;10919;I4/mmm
30608;10920;P63mc
20014;10921;P-3m1
27281;10922;Fm-3m
18478;10923;R-3m
18479;10925;R-3m
25234;10926;R-3m
30355;10927;P6/mmm
18480;10928;R-3m
30868;10929;Cmcm
10273;10930;Fm-3m
18481;10931;R-3m
11298;10934;Pm-3m
18482;10935;R-3m
28822;10937;Amm2
29590;10938;R3m
18483;10941;R-3m
28824;10943;Amm2
12582;10944;P4/mmm
23958;10945;R-3m
10534;10947;Fm-3m
17975;10949;I4/mmm
28827;10950;Amm2
29083;10951;Cmcm
18489;10954;Pm-3m
6948;10955;Cmcm
30366;10956;Cmcm
20542;10960;Cmcm
22592;10961;Immm
17469;10963;Fm-3m
17726;10966;Fm-3m
28834;10968;Amm2
3110;10969;P4/nmm
10543;10970;Pm-3m
21570;10973;P63/mmc
6698;10974;I4/mmm
13620;10976;P4/mmm
23366;10978;P3m1
28836;10979;Amm2
5162;10980;P4/nmm
6699;10981;I4/mmm
10289;10982;Amm2
17985;10983;I4/mmm
21316;10984;Pm-3m
6700;10986;I4/mmm
17986;10987;Pm-3m
4908;10988;P63mc
17732;10992;Fd-3m
21319;10994;P-4m2
21575;10995;P3m1
25255;10996;P-6m2
17221;10997;Pm-3m
30377;10999;Pm-3m
17222;11002;Fm-3m
13114;11004;Immm
14657;11005;R-3m
6450;11006;P63mc
14658;11007;R-3m
17224;11008;Fm-3m
17480;11009;Pm-3m
30380;11010;Pm-3m
7476;11012;C2/m
7990;11013;Cmcm
8503;11014;Fm-3m
14659;11015;R-3m
25260;11017;P4/mmm
5171;11022;Cmcm
17738;11025;Fm-3m
17994;11026;Pm-3m
4403;11028;I4/mmm
14661;11029;R-3m
30127;11032;Cmcm
3891;11033;Cmmm
10556;11035;Fm-3m
14662;11036;R-3m
18252;11037;Fm-3m
18508;11038;F-43m
4405;11039;I4/mmm
10557;11041;Fm-3m
14663;11042;R-3m
17229;11043;Fm-3m
17741;11044;I4/mmm
17997;11045;Pm-3m
18509;11046;F-43m
30129;11047;Pm-3m
6200;11048;R-3m
14664;11050;R-3m
17998;11051;Fm-3m
18510;11052;F-43m
30386;11054;Fm-3m
3126;11055;P4/nmm
3382;11056;C2/m
10559;11059;Pm-3m
26547;11065;R-3m
30387;11066;Fm-3m
30643;11067;R-3m
14666;11070;R-3m
25779;11073;R-3m
26548;11074;R-3m
30644;11075;Fm-3m
13894;11077;Pm-3m
17233;11079;Fm-3m
17745;11080;Pmma
25780;11081;R-3m
14668;11084;R-3m
25781;11085;R-3m
7744;11086;Cmcm
10307;11087;Pm-3m
17491;11090;Imm2
17747;11091;Pm-3m
28855;11092;Amm2
2362;11093;R-3m
18004;11097;Pm-3m
3900;11099;Amm2
18261;11100;Fm-3m
22361;11101;F-43m
7747;11102;R3m
21081;11103;Fm-3m
3391;11105;P-3m1
10312;11108;R-3m
14402;11109;C2/m
17752;11111;Pm-3m
23390;11113;I41/amd
13646;11116;I41/amd
3649;11117;P63/mmc
10570;11120;Pm-3m
17498;11122;Pmma
30398;11124;Pm-3m
3138;11125;R-3m
4932;11126;P-3m1
13391;11131;Amm2
17243;11132;I4/mmm
7496;11134;C2/m
18012;11136;Pm-3m
21087;11138;P4/mmm
30400;11139;Cmcm
30656;11140;Cmcm
1858;11141;R-3m
7497;11142;P63mc
17502;11152;Pm-3m
18782;11153;Pm-3m
19038;11154;Cmcm
22536;11155;Cmcm
3142;11157;Amm2
7241;11158;Pm-3m
10062;11160;Cmcm
17759;11162;Pm-3m
14682;11164;I41md
29125;11171;Fm-3m
31173;11172;Fm-3m
7759;11173;P63/mmc
4684;11176;P42/mmc
10835;11177;P4/mmm
17251;11179;Fm-3m
28581;11247;P63mc
5428;11248;C2/m
10750;11331;Fm-3m
10560;11332;Pm-3m
18000;11415;Pm-3m
23395;11417;Pm-3m
10814;11448;Pm-3m
12371;11449;P63mc
7246;11450;Pm-3m
18021;11452;Pm-3m
20430;11488;P63/mmc
4311;11489;R3m
31338;11490;P21
14103;11491;P4/nmm
17765;11494;Pm-3m
10587;11495;Pm-3m
18029;11496;Pm-3m
29905;11497;Pm-3m
17518;11498;Pm-3m
18031;11499;Pm-3m
18034;11500;Pm-3m
17524;11501;Pm-3m
10819;11535;P4/mmm
30424;11537;Pm-3m
29914;11538;Pm-3m
18039;11539;Pm-3m
3167;11540;P63mc
10601;11542;Pm-3m
15947;11565;P4/nmm
17775;11568;Pm-3m
17777;11569;Pm-3m
18037;11570;Pm-3m
10602;11571;Pm-3m
11117;11572;Pm-3m
17533;11573;Pm-3m
10093;11574;P42/mmc
18815;11575;Pm-3m
7498;11604;P63mc
5969;11605;P63mc
5970;11606;P63mc
10071;11607;Pm-3m
30161;11608;Pm-3m
30421;11609;Pm-3m
5987;11610;P63mc
5478;11611;P4/nmm
22919;11612;I41/amd
22407;11613;I4/mmm
5487;11614;R-3m
22409;11615;Pm-3m
2896;11647;R-3m
17544;11649;Pm-3m
18314;11650;Pm-3m
27476;11682;Pm-3m
17507;11684;Pm-3m
12372;11685;P63mc
17764;11686;Pm-3m
18026;11687;Pm-3m
2642;11688;Fm-3m
4437;11689;Cmca
10345;11690;F-43m
10099;11691;Fm-3m
20619;11692;P3m1
17803;11694;Pm-3m
21097;11721;P6/mmm
11876;11723;P63/mmc
29152;11724;Pm-3m
10614;11726;Pm-3m
18055;11728;Pm-3m
17808;11730;Pm-3m
18320;11731;Pm-3m
4700;11761;P63/mmc
10604;11762;I4/mmm
10611;11763;Pm-3m
20623;11764;P-6m2
18066;11765;Pm-3m
8280;11805;P63/mmc
26847;11807;I4/mmm
10100;11810;P42/mmc
30964;11812;Pm-3m
18834;11813;Pm-3m
10118;11814;Pm-3m
17303;11815;Pm-3m
31227;11816;Pm-3m
17504;11840;Pm-3m
17769;11841;Pm-3m
5716;11842;P63/mmc
30682;11843;Fm-3m
17286;11844;Pm-3m
11130;11845;P4/mmm
18074;11848;Pm-3m
17227;11876;Pm-3m
5981;11877;P42/mmc
17529;11879;Pm-3m
7023;11880;Pmm2
18071;11881;Pm-3m
10122;11882;Pm-3m
10638;11885;Pm-3m
6466;11916;C2/m
17514;11918;P63/mmc
27614;11921;Fm-3m
10349;11922;Fm-3m
18046;11923;Pm-3m
10618;11924;Pm-3m
29948;11925;Pm-3m
18081;11926;Pm-3m
17057;11927;Pmma
30569;11956;Fm-3m
3061;11957;P4/nmm
17231;11961;Pm-3m
18511;11962;F-43m
18787;11964;Fm-3m
26573;11966;P4/mmm
7812;11972;P63/mmc
11157;11974;Pm-3m
11158;11976;Pm-3m
30987;11977;Pm-3m
19112;11978;Pm-3m
20049;11991;Cmcm
4696;11995;P63mc
31226;11997;Pm-3m
17569;11998;Pm-3m
29195;11999;Pm-3m
7834;12000;Pm-3m
4612;12027;P63/mmc
5148;12028;R-3m
14667;12029;R-3m
5720;12030;P63/mmc
11111;12031;Pm-3m
27631;12034;Pm-3m
5507;12035;R-3m
7825;12037;Pm-3m
17578;12038;Pm-3m
10655;12039;Pm-3m
8276;12044;I41md
20846;12045;P63/mmc
10355;12047;F-43m
4466;12048;P63/mmc
29167;12049;Pm-3m
5764;12050;P63/mmc
17062;12051;Pm-3m
11165;12052;Pm-3m
18866;12053;Pm-3m
3643;12082;P4/mmm
1876;12085;P4/nmm
5217;12087;Cmc21
21388;12088;P63/mmc
20620;12089;P3m1
20621;12091;P3m1
19086;12092;P4/mmm
22163;12095;P63/mmc
5824;12096;R-3m
19953;12097;C2/m
3555;12098;C2/c
10505;12099;Fm-3m
22373;12101;Fm-3m
4457;12105;R-3m
13429;12106;C2/m
3451;12107;F-43m
18078;12113;Pm-3m
22179;12115;P4/mmm
22182;12116;P4/mmm
18089;12119;Pm-3m
7832;12120;P63/mmc
29199;12121;Pm-3m
29969;12122;Pm-3m
16043;12123;Fm-3m
16045;12124;P6/mmm
21687;12126;P4/mmm
11173;12127;Pm-3m
30235;12128;Pm-3m
11180;12129;Pm-3m
18109;12130;Pm-3m
17342;12131;Pm-3m
22431;12133;P63/mmc
10641;12135;F-43m
17582;12137;Pm-3m
18878;12139;Pm-3m
18880;12140;P4/mmm
4404;12172;I4/mmm
5717;12173;P63/mmc
28881;12174;Amm2
5722;12175;P63/mmc
24284;12177;R-3m
10123;12179;Pm-3m
18854;12182;P63/mmc
17581;12183;Pm-3m
5787;12184;R-3m
17333;12186;Pm-3m
17589;12187;Fm-3m
30238;12188;Pm-3m
18112;12190;Pm-3m
12373;12214;P63mc
12375;12215;P63mc
13690;12219;P4/mmm
22678;12220;R3m
10663;12247;P6/mmm
20575;12248;P63mc
16488;12250;Immm
20083;12253;Pm-3m
5225;12255;Cmc21
11139;12256;Pm-3m
22176;12259;P4/mmm
17568;12260;Pm-3m
17573;12261;Pm-3m
17065;12262;P4/mmm
10652;12263;F-43m
15014;12264;P63/mmc
17599;12265;Fm-3m
13918;12289;Amm2
11368;12290;R-3m
17054;12296;F-43m
17055;12297;Fm-3m
17060;12298;F-43m
18364;12300;Pm-3m
10734;12323;Fm-3m
5699;12324;R-3m
18042;12326;Pm-3m
16771;12327;P4/mmm
22452;12330;Fm-3m
18098;12331;Pm-3m
30930;12366;P4/mmm
21576;12368;Cm
30921;12369;P-6m2
17264;12370;Pm-3m
5218;12371;I41md
28390;12372;Cmcm
17560;12373;Fm-3m
22045;12400;P63/mmc
4658;12401;Fm-3m
22372;12403;Fm-3m
13671;12405;Fm-3m
10347;12406;Fm-3m
22428;12411;P-6m2
10650;12412;F-43m
10658;12413;Fm-3m
20403;12414;P4/mmm
8105;12416;Im-3m
17720;12442;P63/mmc
28628;12443;Cmcm
8039;12445;I-4m2
12668;12447;Cc
19859;12448;Cmcm
27645;12450;P4/nmm
14241;12451;Cmcm
17588;12452;Fm-3m
25372;12453;P4/mmm
18875;12454;Pm-3m
19391;12455;Cmcm
6316;12456;Pm-3m
5554;12457;Pm-3m
19460;12481;Fm-3m
17531;12485;Cmmm
24544;12486;P4/mmm
5763;12490;P63/mmc
20637;12491;P4/nmm
30719;12492;Fm-3m
17829;12493;I4/mmm
23725;12494;P3m1
7828;12495;Pmmn
21688;12498;R-3m
18358;12499;Fm-3m
4772;12500;R-3m
18367;12501;Pm-3m
13749;12502;P63/mmc
20436;12505;Pm-3m
19462;12514;Fm-3m
21291;12515;P21/m
3872;12516;P-3m1
26833;12518;R-3m
10083;12520;P63/mmc
30684;12521;P-3m1
28171;12523;P4/nmm
10664;12527;Pm-3m
16596;12551;C2/m
21057;12553;Fm-3m
22378;12556;P-6m2
18794;12557;Pm-3m
21106;12558;Pmma
17534;12559;Pmma
20632;12562;P4/nmm
7817;12564;P4/mmm
17595;12566;Fm-3m
8367;12567;Fm-3m
20169;12568;Pm-3m
8398;12569;Pm-3m
10765;12583;Fm-3m
5216;12586;Pm-3m
4724;12588;P213
18855;12591;P63/mmc
17078;12593;P4/mmm
18360;12594;F-43m
10172;12595;Pm-3m
19409;12596;Pm-3m
25652;12597;P-3m1
3031;12599;Pm-3m
18268;12621;Cmcm
18793;12622;Pm-3m
30685;12623;P-3m1
11990;12626;Pm-3m
3032;12627;Pm-3m
13668;12660;Fm-3m
19087;12662;P4/mmm
20631;12664;P4/nmm
10389;12665;Fm-3m
10653;12668;Fm-3m
19382;12672;P-3m1
3493;12673;I41md
18926;12696;R-3m
18484;12698;R-3m
14990;12700;P63/mmc
10386;12701;Fm-3m
29201;12703;Pm-3m
16042;12704;I4/mmm
20674;12706;Pm-3m
18928;12710;Pm-3m
31053;12735;P4/nmm
20633;12739;P4/nmm
7813;12740;P63/mmc
29193;12741;Pm-3m
8412;12744;Pm-3m
17269;12776;Fm-3m
17273;12777;Fm-3m
24283;12778;R-3m
17275;12779;Fm-3m
13178;12781;R3m
11134;12782;Fm-3m
18359;12785;F-43m
30752;12786;P63mc
5555;12787;R-3m
10431;12788;P-3m1
2743;12789;R32
18910;12790;Im-3m
6610;12792;R-3m
4619;12811;Immm
20573;12812;Cmcm
17263;12813;Pm-3m
10608;12815;Cmcm
16807;12816;I4/mmm
10651;12817;Fm-3m
8402;12819;Pm-3m
20492;12846;P63mc
18013;12847;P63/mmc
2631;12848;Pmmn
13692;12850;P63/mmc
16785;12851;R-3m
18835;12852;Fm-3m
17587;12855;F-43m
17592;12856;Fm-3m
12273;12860;Pm-3m
26834;12888;C2/m
20634;12891;P4/nmm
10120;12892;P63/mmc
10385;12894;Fm-3m
10644;12895;Fm-3m
17072;12896;P4/nmm
18363;12898;Fm-3m
8407;12900;Pm-3m
10531;12923;Fm-3m
20638;12925;P4/nmm
11162;12926;Pm-3m
7918;12928;Pm-3m
19012;12951;P63/mmc
19037;12952;Cmcm
28910;12954;Amm2
18063;12956;I4/mmm
30458;12957;F-43m
6278;12958;R-3m
7829;12959;P63/mmc
5553;12962;Cmmm
12263;12963;Pm-3m
11144;12967;Fm-3m
17579;12968;Pm-3m
11467;12989;Pm-3m
6609;12990;R-3m
19705;12991;Pm-3m
19454;12992;I4/mmm
6890;12993;Pm-3m
6891;12994;Pm-3m
7149;12995;Pm-3m
6392;12996;Pm-3m
24280;12998;R-3m
11120;12999;Fm-3m
18362;13000;Fm-3m
6622;13002;P-4m2
28901;13009;Amm2
17792;13010;Fm-3m
6126;13011;Pm-3m
7656;13013;Pm-3m
11133;13026;Fm-3m
4313;13052;P-1
16415;13054;R3m
21058;13055;Fm-3m
9276;13056;P4/nmm
13639;13057;P-6m2
9307;13059;P21
29699;13066;Fm-3m
28684;13068;Cmcm
17850;13071;I4/mmm
8397;13073;Pm-3m
3033;13075;Cmmm
18946;13076;Pm-3m
6219;13079;C2/m
11110;13080;Pm-3m
15217;13081;Fm-3m
30945;13082;Cmcm
17302;13083;I4/mmm
20636;13084;P4/nmm
19717;13087;I4/mmm
17800;13094;Fm-3m
23548;13095;I-4m2
25397;13097;Pm-3m
20456;13098;Pm-3m
2275;13099;I4/mmm
13042;13100;Pm-3m
17300;13102;Pm-3m
2183;13103;Cmcm
18361;13104;Fm-3m
13238;13107;R3m
11194;13108;I4/mmm
6611;13109;R-3m
16895;13110;Pm-3m
7923;13111;Pm-3m
7924;13112;Pm-3m
7410;13113;Pm-3m
8456;13116;Pm-3m
20775;13126;I4/mmm
28908;13129;Amm2
17816;13130;Fm-3m
17823;13132;Fm-3m
2185;13133;Cmc21
18874;13134;Pmma
5030;13135;R-3m
7916;13136;Pm-3m
8453;13138;Pm-3m
8459;13140;Pm-3m
5640;13141;Pm-3m
5647;13142;Pm-3m
10864;13157;Cmcm
8047;13165;R-3m
20905;13166;R-3m
11711;13167;I4/mmm
2517;13168;P4mm
8420;13169;Pm-3m
13828;13170;Pm-3m
31352;13171;Im-3m
17145;13173;F-43m
18429;13174;Fm-3m
18028;13178;I4/mmm
11669;13180;R-3m
22278;13197;Pm-3m
8436;13198;Pm-3m
13573;13199;Pm-3m
20652;13202;P4/nmm
10661;13211;P6/mmm
16047;13213;P6/mmm
14519;13215;I4/mmm
1706;13216;I4/mmm
15895;13219;P-3m1
5638;13220;Pm-3m
5639;13221;Pm-3m
5646;13222;Pm-3m
19407;13228;I-4m2
12126;13230;R-3m
10107;13232;R-3m
17820;13235;Fm-3m
5255;13236;R3m
10387;13237;Fm-3m
13212;13239;R-3m
13984;13240;R-3m
6297;13241;P63/mmc
18356;13242;Fm-3m
11714;13244;I4/mmm
13268;13245;P-3m1
8411;13246;Pm-3m
14824;13247;R-3m
16112;13248;Immm
5628;13249;Pm-3m
8448;13250;Pm-3m
24438;13251;I4/mmm
8454;13254;Pm-3m
21788;13255;P-3m1
4705;13259;R3m
17280;13260;Fm-3m
30437;13261;P63/mmc
28649;13264;Cmcm
17809;13265;Fm-3m
8202;13266;Pm-3m
5642;13267;Pm-3m
8209;13268;Pm-3m
16169;13269;Pm-3m
31224;13274;Fm-3m
13209;13275;R-3m
13210;13276;R-3m
17075;13278;P4/mmm
30746;13279;Fm-3m
17084;13280;Pm-3m
20168;13282;Pm-3m
7352;13283;I4/mmm
8419;13284;Pm-3m
2794;13285;I4/mmm
5637;13287;Pm-3m
8457;13288;Pm-3m
19996;13289;P-3m1
18718;13290;I4/mmm
9999;13291;Pm-3m
5644;13292;Pm-3m
12279;13303;P-3m1
19147;13311;P-3m1
18392;13312;I4/mmm
12748;13313;I4/mmm
21805;13315;Pm-3m
17283;13320;Pm-3m
20899;13323;P-6m2
4778;13327;Immm
8400;13328;Pm-3m
19719;13329;Pm-3m
10488;13330;R-3m
5645;13331;Pm-3m
17322;13348;Fm-3m
30251;13350;I4/mmm
19752;13355;Pm-3m
17144;13376;F-43m
12529;13377;C2
19211;13378;P3m1
17271;13380;Fm-3m
30947;13381;Cmcm
10634;13383;P4/mmm
10640;13384;Fm-3m
10646;13385;Fm-3m
10656;13387;Fm-3m
10919;13389;Fm-3m
14007;13390;I4/mmm
16110;13393;Immm
8449;13394;Pm-3m
13843;13400;Pm-3m
5643;13401;Pm-3m
13850;13402;Pm-3m
5908;13403;Pm-3m
3092;13406;Pm-3m
2939;13410;Cmcm
24066;13411;R-3m
8092;13412;R-3m
18416;13414;I4/mmm
27992;13415;I4/mmm
17146;13447;F-43m
17278;13450;Fm-3m
24067;13451;R-3m
30532;13454;Im-3m
8446;13455;Pm-3m
21789;13457;P-3m1
8467;13458;Pm-3m
3854;13459;P-3m1
16944;13460;P-3m1
10329;13484;P-3m1
6277;13485;R-3m
2184;13486;Ama2
11670;13487;R-3m
4502;13488;R-3m
10657;13489;Fm-3m
18355;13490;Fm-3m
30516;13494;I4/mmm
9947;13497;I4/mmm
3798;13498;Cmmm
29780;13499;P-3m1
21254;13501;I4/mmm
2798;13502;P-3m1
8444;13503;Pm-3m
8445;13504;Pm-3m
8447;13505;Pm-3m
2061;13506;R-3m
7782;13516;P63mc
23434;13517;I4/mmm
10363;13518;Fm-3m
18828;13519;P4/mmm
18876;13521;P63/mmc
27947;13522;P-3m1
1709;13523;I4/mmm
25651;13524;P-3m1
14041;13525;I4/mmm
18699;13527;P-3m1
5630;13529;R-3m
25672;1352933;P212121
8208;13532;Pm-3m
3341;13533;P4/mmm
8219;13535;Pm-3m
21296;13537;Immm
16946;13538;P-3m1
2080;13541;P-3m1
7775;13558;Pmm2
4722;13560;P42/mnm
18852;13561;Pm-3m
13475;13562;C2/m
11168;13563;Pm-3m
7584;13564;P63/mmc
23872;13567;P4/mmm
21623;13580;R-3m
21446;13582;I4mm
30830;13586;I4/mmm
13853;13590;Pm-3m
16943;13591;P-3m1
17508;13610;P63/mmc
18821;13611;P4/mmm
13215;13612;R-3m
29545;13613;Im-3m
10264;13614;Pm-3m
8224;13616;Pm-3m
5671;13618;Pm-3m
5672;13620;Pm-3m
6441;13634;P-3m1
9623;13636;P63/mmc
21102;13641;Fm-3m
10633;13643;Fm-3m
13213;13644;R-3m
21175;13645;R-3m
31030;13646;I4/mmm
18390;13647;I4/mmm
8406;13648;Pm-3m
16108;13650;Immm
22279;13651;Pm-3m
5400;13654;Pm-3m
17292;13656;P4/mmm
13758;13658;R3m
18389;13659;I4/mmm
18227;13661;Pm-3m
19000;13662;Pm-3m
30863;13678;Fm-3m
17879;13681;I4/mmm
9938;13682;I4/mmm
16109;13683;Immm
2800;13684;P-3m1
20778;13686;I4/mmm
16945;13688;P-3m1
4639;13689;Pm-3m
8231;13690;Pm-3m
13108;13691;Pm-3m
29910;13719;Fm-3m
30995;13721;Cmcm
25369;13723;P4/mmm
1708;13726;I4/mmm
18391;13727;I4/mmm
16374;13728;P4mm
15624;13729;I4/mmm
