material_id;spacegroup
mp-1007269;P6/mmm
mp-1007285;Fm-3m
mp-1007318;P-3m1
mp-1007352;Pm-3m
mp-1007370;P6/mmm
mp-1007401;F-43m
mp-1007418;I4/mmm
mp-1007452;I4/mmm
mp-1007514;I4/mmm
mp-1007530;P-3m1
mp-1007537;P-3m1
mp-1007550;I4/mmm
mp-1007569;R-3m
mp-1007573;I4/mmm
mp-1007630;R-3m
mp-1007644;Pm-3m
mp-1007662;Pm-3m
mp-1007684;P-6m2
mp-1007700;Pm-3m
mp-1007760;P6_3/mmc
mp-1007791;P6_3/mmc
mp-1007799;Pm-3m
mp-1007816;P6_3/mmc
mp-1007822;P6_3/mmc
mp-1007858;P6_3/mmc
mp-1008011;Fm-3m
mp-1008018;R-3
mp-1008033;I4/mmm
mp-1008091;Pm-3m
mp-1008137;P6_3/mmc
mp-1008141;P6_3/mmc
mp-1008143;I4/mmm
mp-1008190;Pnma
mp-1008264;I4/mmm
mp-1008312;I4/mmm
mp-1008353;F-43m
mp-1008384;Fm-3m
mp-1008387;I4/mmm
mp-1008401;I4/m
mp-1008472;Fm-3m
mp-1008487;Cmcm
mp-1008494;Fm-3m
mp-1008509;Fm-3m
mp-1008515;Cmcm
mp-1008521;Fm-3m
mp-1008565;Cmcm
mp-1008569;Cmcm
mp-1008624;F-43m
mp-1008639;F-43m
mp-1008644;F-43m
mp-1008651;F-43m
mp-1008661;P-6m2
mp-1008673;P-3m1
mp-1008674;P-6m2
mp-1008684;P-6m2
mp-1008685;P-3m1
mp-1008687;P-6m2
mp-1008691;P-3m1
mp-1008699;P-3m1
mp-1008733;P6_3/mmc
mp-1008760;P6_3/mmc
mp-1008767;P6_3/mmc
mp-1008778;P6_3/mmc
mp-1008924;Pm-3m
mp-1008952;Pm-3m
mp-1008975;Pm-3m
mp-1008993;Pm-3m
mp-1009543;F-43m
mp-1009562;F-43m
mp-1009572;F-43m
mp-1009580;F-43m
mp-1009830;Fmmm
mp-1009872;Fmmm
mp-1009880;Fmmm
mp-1009889;Fmmm
mp-1010161;Pm-3m
mp-1010213;Pm-3m
mp-1010222;Pm-3m
mp-1010223;Pm-3m
mp-1010315;P6_3/mmc
mp-1010755;Fm-3m
mp-1010785;R-3m
mp-1010787;R-3m
mp-1010798;R-3m
mp-1010814;Cmcm
mp-1010825;Pmma
mp-1010871;P6_3/mmc
mp-1010972;Pm-3m
mp-1011087;Cm
mp-1011196;P-62m
mp-1011371;P2_1/c
mp-1011381;R32
mp-1011399;P3m1
mp-1011469;P3m1
mp-1011479;P3m1
mp-1011486;P3m1
mp-10115;P6/mmm
mp-1011612;I4/mmm
mp-1011681;P-6m2
mp-1011691;I4/mmm
mp-1011715;I4/mmm
mp-1011805;R-3
mp-1011886;P-62m
mp-1011930;P-6m2
mp-1011935;I4/mmm
mp-1011963;Fm-3m
mp-1011964;Fm-3m
mp-1011976;Fm-3m
mp-1011977;Fm-3m
mp-1011989;P6/mmm
mp-1012005;Fm-3m
mp-1012017;Fm-3m
mp-1012020;P6/mmm
mp-1012021;P6/mmm
mp-1012065;P-3m1
mp-1012099;Pm-3m
mp-1012134;P6/mmm
mp-1012163;F-43m
mp-1012178;I4/mmm
mp-1012212;I4/mmm
mp-1012277;I4/mmm
mp-1012292;P-3m1
mp-1012296;P-3m1
mp-1012308;I4/mmm
mp-1012321;R-3m
mp-1012327;I4/mmm
mp-1012354;R-3
mp-1012359;I4/mmm
mp-1012408;Pm-3m
mp-1012458;P6_3/mmc
mp-1012461;I4/mmm
mp-1012462;P6_3/mmc
mp-1012523;Pnma
mp-1012577;I4/mmm
mp-1012605;I4/mmm
mp-1012616;F-43m
mp-1012663;Fm-3m
mp-1012674;I4/mmm
mp-1012684;I4/m
mp-1012837;P6_3/mmc
mp-1012919;P3m1
mp-1012921;P3m1
mp-1012930;P3m1
mp-1012965;P3m1
mp-1012997;P3m1
mp-1012998;P3m1
mp-1013008;P3m1
mp-1013091;P3m1
mp-1016234;Pmm2
mp-1016295;Pmm2
mp-1016347;Pmm2
mp-1016418;Pmm2
mp-10172;P6_3/mmc
mp-1017696;P6_3mc
mp-1017849;P6_3mc
mp-1018049;P4/nmm
mp-1018121;I4/mmm
mp-1018148;I4/mmm
mp-1018153;I4/mmm
mp-1018156;I4/mmm
mp-1018224;P4/nmm
mp-1018286;I4/mmm
mp-1018298;I4/mmm
mp-1018335;I4/mmm
mp-1018346;I4/mmm
mp-1018411;P4/nmm
mp-1018423;I4/mmm
mp-1018454;I4/mmm
mp-1018475;I4/mmm
mp-1018498;I4/mmm
mp-1018517;I4/mmm
mp-1018522;I4/mmm
mp-1018583;I4/mmm
mp-1018593;P4/nmm
mp-1018606;I4/mmm
mp-1018636;Pm-3m
mp-1018640;P-3m1
mp-1018690;P6_3/mmc
mp-1018694;P6_3mc
mp-1018698;P6_3mc
mp-1018801;Pm-3m
mp-1018833;P-3m1
mp-1018865;Pm-3m
mp-1018888;P2/m
mp-1018891;P2_1/c
mp-1018893;P6_3/mmc
mp-1018904;P-3m1
mp-1018933;P6_3/mmc
mp-1018934;P6_3mc
mp-1018943;P6_3mc
mp-1019028;Pm-3m
mp-1019060;P-3m1
mp-1019130;P6_3/mmc
mp-1019131;P6_3mc
mp-1019144;P6_3mc
mp-1019240;P2/m
mp-1019242;P2_1/c
mp-1019247;P6_3/mmc
mp-1019301;P6_3mc
mp-1019331;P6_3/mmc
mp-1019357;P4/nmm
mp-1019362;P4/nmm
mp-1019382;P6_3mc
mp-1019447;P6_3/mmc
mp-1019452;P2/m
mp-1019476;P2_1/c
mp-1019510;Iba2
mp-1019511;P-1
mp-1019512;P2_1/c
mp-1019513;P2/c
mp-1019514;P-1
mp-1019650;P2/m
mp-1019651;P2_1/c
mp-1019656;P6_3/mmc
mp-1019696;P4/nmm
mp-1019698;P4/nmm
mp-1019795;P-1
mp-1019833;P4/nmm
mp-1019841;Iba2
mp-1019849;P4/nmm
mp-1019853;P2_1/c
mp-1019854;P-1
mp-1019890;P2/c
mp-1019989;P4/nmm
mp-1020040;P-1
mp-1020062;P4/nmm
mp-1020080;Iba2
mp-1020081;P-1
mp-10201;I4/mmm
mp-1020148;P2_1/c
mp-1020167;P2/c
mp-1020219;P-1
mp-1020264;P-1
mp-1020334;Iba2
mp-1020363;P2/c
mp-1020384;P2_1/c
mp-1020578;Pm-3m
mp-1020695;Pm-3m
mp-1020730;Pm-3m
mp-1020762;Pm-3m
mp-1021503;Pn-3m
mp-1022966;Pm-3m
mp-1023376;Pn-3m
mp-1023852;Pm-3m
mp-1023881;Pm-3m
mp-1023905;Pm-3m
mp-1025;P6/mmm
mp-10255;Immm
mp-10281;P6_3mc
mp-10299;R-3c
mp-10337;Cmcm
mp-1038831;Fm-3m
mp-1038946;C2/c
mp-1038991;P-3m1
mp-1038993;Cm
mp-1039073;Pm-3m
mp-1039075;P6_3/mmc
mp-1039108;C2/m
mp-1039198;Imm2
mp-1039199;P6_3/mmc
mp-1039233;P-6m2
mp-1039330;Cmcm
mp-1039382;Cmcm
mp-1039393;Cmcm
mp-1039441;Amm2
mp-1039448;Amm2
mp-1039452;Amm2
mp-1039528;P-62m
mp-1039529;R-3m
mp-1039570;C2/m
mp-10426;C2
mp-1045083;C2/c
mp-1045102;C2/c
mp-1045138;P2_1/c
mp-1045145;C2/c
mp-1045282;P2_1/c
mp-10464;Pnma
mp-1048932;Cmmm
mp-1048936;Cmmm
mp-1048940;Cmmm
mp-1049051;P-3m1
mp-1049058;P-3m1
mp-1049059;P-3m1
mp-1051901;P6_3/mmc
mp-1051920;P6_3/mmc
mp-1051925;P6_3/mmc
mp-1052509;P4_2/mnm
mp-1052552;P4_2/mnm
mp-1052567;P4_2/mnm
mp-1052722;P-6m2
mp-1052731;P-6m2
mp-1052732;P-6m2
mp-1055680;F-43m
mp-1055691;F-43m
mp-1055692;F-43m
mp-1056224;Im-3m
mp-1056227;Im-3m
mp-1056235;Im-3m
mp-1056237;Im-3m
mp-1056862;F-43m
mp-1056870;F-43m
mp-1056877;F-43m
mp-1056879;F-43m
mp-1056886;F-43m
mp-1056895;F-43m
mp-1056905;F-43m
mp-1056908;F-43m
mp-1056956;Fm-3m
mp-1056964;Fm-3m
mp-1056979;Fm-3m
mp-1056981;Fm-3m
mp-1057;P-3m1
mp-1057066;Fm-3m
mp-1057078;Fm-3m
mp-1057104;Fm-3m
mp-1057107;Fm-3m
mp-1057119;Fm-3m
mp-1057122;Pm-3m
mp-1057125;Pm-3m
mp-1057126;Pm-3m
mp-1057129;Fm-3m
mp-1057138;Pm-3m
mp-1057144;Fm-3m
mp-1057145;Fm-3m
mp-1057150;Pm-3m
mp-1057152;Pm-3m
mp-1057153;Pm-3m
mp-1057192;Pm-3m
mp-1057269;Pm-3m
mp-1057272;Pm-3m
mp-1057281;Pm-3m
mp-1057282;Pm-3m
mp-1057283;Pm-3m
mp-1057291;Pm-3m
mp-1057305;Pm-3m
mp-1057314;Pm-3m
mp-1057337;Pm-3m
mp-1057338;Pm-3m
mp-1057353;Pm-3m
mp-1057360;Pm-3m
mp-1057421;Fm-3m
mp-1057432;Fm-3m
mp-1057444;Fm-3m
mp-1057448;Fm-3m
mp-1057467;P6_3/mmc
mp-1057480;P6_3/mmc
mp-1057502;P6_3/mmc
mp-1057506;P6_3/mmc
mp-1057531;Pm-3m
mp-1057534;Pm-3m
mp-1057543;Pm-3m
mp-1057547;Pm-3m
mp-1057737;Pm-3m
mp-1057745;Pm-3m
mp-1057756;Pm-3m
mp-1057759;Pm-3m
mp-1057764;Fm-3m
mp-1057767;F-43m
mp-1057774;Fm-3m
mp-1057776;Fm-3m
mp-1057778;F-43m
mp-1057783;Fm-3m
mp-1057789;Fm-3m
mp-1057793;Fm-3m
mp-1057794;F-43m
mp-1057798;F-43m
mp-1057803;Pm-3m
mp-1057805;Fm-3m
mp-1057806;Pm-3m
mp-1057807;Fm-3m
mp-1057812;Pm-3m
mp-1057816;Pm-3m
mp-1057895;Fm-3m
mp-1057903;Fm-3m
mp-1057929;Fm-3m
mp-1057931;Fm-3m
mp-1057940;Pm-3m
mp-1057948;Pm-3m
mp-1057953;Pm-3m
mp-1057954;Pm-3m
mp-1057991;Pm-3m
mp-1057998;Pm-3m
mp-1058003;Pm-3m
mp-1058005;Pm-3m
mp-1058084;Pm-3m
mp-1058093;Pm-3m
mp-1058097;Pm-3m
mp-1058106;Pm-3m
mp-1058119;Fm-3m
mp-1058120;Pm-3m
mp-1058126;Pm-3m
mp-1058132;Fm-3m
mp-1058134;Pm-3m
mp-1058136;Pm-3m
mp-1058143;Fm-3m
mp-1058148;Pm-3m
mp-1058152;Pm-3m
mp-1058155;Fm-3m
mp-1058161;Pm-3m
mp-1058162;Pm-3m
mp-1058166;Fm-3m
mp-1058172;Fm-3m
mp-1058173;Fm-3m
mp-1058176;Fm-3m
mp-1058178;Pm-3m
mp-1058183;Pm-3m
mp-1058191;Pm-3m
mp-1058192;Pm-3m
mp-1058233;Pm-3m
mp-1058236;Pm-3m
mp-1058245;Pm-3m
mp-1058247;Pm-3m
mp-1058250;Fm-3m
mp-1058260;Fm-3m
mp-1058276;Fm-3m
mp-1058277;Fm-3m
mp-1058342;Pm-3m
mp-1058351;Pm-3m
mp-1058357;Pm-3m
mp-1058358;Pm-3m
mp-1058379;F-43m
mp-1058385;Pm-3m
mp-1058386;F-43m
mp-1058388;F-43m
mp-1058390;Pm-3m
mp-1058392;F-43m
mp-1058395;Pm-3m
mp-1058399;Pm-3m
mp-1058408;Fm-3m
mp-1058414;Fm-3m
mp-1058423;Fm-3m
mp-1058431;Fm-3m
mp-1058437;Fm-3m
mp-1058443;Fm-3m
mp-1058473;Fm-3m
mp-1058478;Fm-3m
mp-1058497;Pm-3m
mp-1058498;Fm-3m
mp-1058501;Pm-3m
mp-1058510;Fm-3m
mp-1058513;Pm-3m
mp-1058515;Pm-3m
mp-1058525;Fm-3m
mp-1058527;Pm-3m
mp-1058529;Fm-3m
mp-1058538;Pm-3m
mp-1058548;Pm-3m
mp-1058553;Pm-3m
mp-1058573;Fm-3m
mp-1058582;Fm-3m
mp-1058586;Fm-3m
mp-1058593;Fm-3m
mp-1058598;Fm-3m
mp-1058600;Fm-3m
mp-1058605;Fm-3m
mp-1058608;Fm-3m
mp-1058619;Fm-3m
mp-1058621;Fm-3m
mp-1058629;Fm-3m
mp-1058630;Fm-3m
mp-1058633;Pm-3m
mp-1058641;Pm-3m
mp-1058659;Pm-3m
mp-1058660;Pm-3m
mp-1058676;Fm-3m
mp-1058685;Fm-3m
mp-1058708;Fm-3m
mp-1058709;Fm-3m
mp-1058732;Pm-3m
mp-1058737;Pm-3m
mp-1058748;F-43m
mp-1058756;Pm-3m
mp-1058757;F-43m
mp-1058758;Pm-3m
mp-1058763;F-43m
mp-1058764;F-43m
mp-1058827;Fm-3m
mp-1058841;Fm-3m
mp-1058861;Fm-3m
mp-1058865;Fm-3m
mp-1058873;Fm-3m
mp-1058881;Fm-3m
mp-1058895;Fm-3m
mp-1058897;Fm-3m
mp-1058902;Pm-3m
mp-1058907;Pm-3m
mp-1058921;Pm-3m
mp-1058923;Pm-3m
mp-1058934;Pm-3m
mp-1058942;Pm-3m
mp-1058956;Pm-3m
mp-1058957;Pm-3m
mp-1058992;Fm-3m
mp-1059005;Fm-3m
mp-1059033;Fm-3m
mp-1059037;Fm-3m
mp-1059047;Fm-3m
mp-1059054;Fm-3m
mp-1059069;Fm-3m
mp-1059073;Fm-3m
mp-1059154;Fm-3m
mp-1059169;Fm-3m
mp-1059190;Fm-3m
mp-1059194;Fm-3m
mp-1059238;Fm-3m
mp-1059247;Fm-3m
mp-1059266;Fm-3m
mp-1059268;Fm-3m
mp-1059280;Pm-3m
mp-1059284;Pm-3m
mp-1059294;Pm-3m
mp-1059295;Pm-3m
mp-1059323;Pm-3m
mp-1059328;Pm-3m
mp-1059334;Pm-3m
mp-1059336;Pm-3m
mp-1059341;Pm-3m
mp-1059344;Pm-3m
mp-1059347;Fm-3m
mp-1059354;Pm-3m
mp-1059355;Pm-3m
mp-1059358;Fm-3m
mp-1059379;Fm-3m
mp-1059380;Fm-3m
mp-1059516;Pm-3m
mp-1059531;Pm-3m
mp-1059541;Pm-3m
mp-1059542;Pm-3m
mp-1059562;Fm-3m
mp-1059573;Fm-3m
mp-1059598;Fd-3m
mp-1059605;Fm-3m
mp-1059607;Fm-3m
mp-1059613;Fd-3m
mp-1059654;Fd-3m
mp-1059655;Fd-3m
mp-1059782;Fm-3m
mp-1059797;Fm-3m
mp-1059826;Fm-3m
mp-1059832;Fm-3m
mp-1059892;Pm-3m
mp-1059896;Pm-3m
mp-1059904;Pm-3m
mp-1059905;Pm-3m
mp-1059976;P6_3/mmc
mp-1059996;P-6m2
mp-1060019;P6_3/mmc
mp-1060025;Fm-3m
mp-1060031;P-6m2
mp-1060034;Fm-3m
mp-1060053;P-6m2
mp-1060054;P6_3/mmc
mp-1060061;Fm-3m
mp-1060062;Fm-3m
mp-1060065;Fm-3m
mp-1060074;P6_3/mmc
mp-1060075;Fm-3m
mp-1060078;Fm-3m
mp-1060080;P-6m2
mp-1060087;Pm-3m
mp-1060089;Fm-3m
mp-1060094;Fm-3m
mp-1060103;Pm-3m
mp-1060109;Fm-3m
mp-1060111;Fm-3m
mp-1060116;Fm-3m
mp-1060129;Pm-3m
mp-1060133;Pm-3m
mp-1060134;Fm-3m
mp-1060138;Fm-3m
mp-1060141;Fm-3m
mp-1060146;Fm-3m
mp-1060164;Fm-3m
mp-1060169;Pm-3m
mp-1060170;F-43m
mp-1060186;Fm-3m
mp-1060187;F-43m
mp-1060194;F-43m
mp-1060195;F-43m
mp-10602;Pm-3m
mp-1060200;Pm-3m
mp-1060211;Pm-3m
mp-1060212;Pm-3m
mp-1060215;Fm-3m
mp-1060218;Fm-3m
mp-1060310;Pm-3m
mp-1060313;Fm-3m
mp-1060314;Pm-3m
mp-1060323;Pm-3m
mp-1060326;Fm-3m
mp-1060329;Fm-3m
mp-1060333;Pm-3m
mp-1060342;Fm-3m
mp-1060361;Fm-3m
mp-1060368;Fm-3m
mp-1060377;Fm-3m
mp-1060381;Fm-3m
mp-1060390;Fm-3m
mp-1060405;Fm-3m
mp-1060442;Fm-3m
mp-1060444;Fm-3m
mp-1060465;Pm-3m
mp-1060468;Pm-3m
mp-1060478;Pm-3m
mp-1060482;Pm-3m
mp-1060530;Pm-3m
mp-1060543;Pm-3m
mp-1060548;Pm-3m
mp-1060549;Pm-3m
mp-1060604;Pm-3m
mp-1060623;Pm-3m
mp-1060636;Pm-3m
mp-1060637;Pm-3m
mp-1060645;F-43m
mp-1060662;F-43m
mp-1060668;Pm-3m
mp-1060677;Fm-3m
mp-1060681;F-43m
mp-1060683;Pm-3m
mp-1060687;F-43m
mp-1060694;Fm-3m
mp-1060695;Pm-3m
mp-1060696;Pm-3m
mp-1060718;Pm-3m
mp-1060720;Fm-3m
mp-1060721;Fm-3m
mp-1060722;Pm-3m
mp-1060727;P-6m2
mp-1060733;Pm-3m
mp-1060734;Pm-3m
mp-1060765;P-6m2
mp-1060776;Pm-3m
mp-1060784;Pm-3m
mp-1060796;P-6m2
mp-1060799;Pm-3m
mp-10608;Pm-3m
mp-1060805;Pm-3m
mp-1060820;P-6m2
mp-1060975;Fm-3m
mp-1060987;Fm-3m
mp-1061033;Fm-3m
mp-1061037;Fm-3m
mp-1061043;Fm-3m
mp-1061047;Pm-3m
mp-1061051;F-43m
mp-1061054;Imma
mp-1061056;Pm-3m
mp-1061066;Fm-3m
mp-1061069;Pm-3m
mp-1061070;Pm-3m
mp-1061074;F-43m
mp-1061104;Fm-3m
mp-1061105;F-43m
mp-1061112;Fm-3m
mp-1061121;F-43m
mp-1061141;Imma
mp-1061174;Pm-3m
mp-1061183;Pm-3m
mp-1061187;Imma
mp-1061194;Fm-3m
mp-1061211;Pm-3m
mp-1061214;Pm-3m
mp-1061215;Fm-3m
mp-1061240;Pm-3m
mp-1061242;Fm-3m
mp-1061245;Pm-3m
mp-1061253;Fm-3m
mp-1061260;Fm-3m
mp-1061261;Fm-3m
mp-1061265;Pm-3m
mp-1061266;Pm-3m
mp-1061292;Fm-3m
mp-1061296;Fm-3m
mp-1061328;Pm-3m
mp-1061335;Pm-3m
mp-1061336;Pm-3m
mp-1061343;Imma
mp-1061346;Pm-3m
mp-1061350;Pm-3m
mp-1061351;Pm-3m
mp-1061356;Pm-3m
mp-1061357;Pm-3m
mp-1061359;Fd-3m
mp-1061377;Fm-3m
mp-1061385;Fd-3m
mp-1061393;Fm-3m
mp-1061401;P6_3/mmc
mp-1061431;Fm-3m
mp-1061433;Fm-3m
mp-1061434;Fd-3m
mp-1061435;Fd-3m
mp-1061447;Pm-3m
mp-1061458;Pm-3m
mp-1061461;P6_3/mmc
mp-1061477;Pm-3m
mp-1061479;Pm-3m
mp-1061519;P6_3/mmc
mp-1061552;P6_3/mmc
mp-1061588;Pm-3m
mp-1061595;Pm-3m
mp-1061603;Pm-3m
mp-1061604;Pm-3m
mp-1061861;Immm
mp-1061904;Immm
mp-1061932;R-3m
mp-1061937;Immm
mp-1061959;Immm
mp-1061962;Fm-3m
mp-1061963;R-3m
mp-1061965;Immm
mp-1061981;R-3m
mp-1061983;R-3m
mp-1061988;Immm
mp-1062005;Immm
mp-1062024;F-43m
mp-1062031;F-43m
mp-1062034;P6/mmm
mp-1062038;Immm
mp-1062046;F-43m
mp-1062054;F-43m
mp-1062069;P6/mmm
mp-1062091;Fm-3m
mp-1062097;P6/mmm
mp-1062100;P6/mmm
mp-1062124;Fm-3m
mp-1062132;Fm-3m
mp-1062162;F-43m
mp-1062176;F-43m
mp-1062230;F-43m
mp-1062232;F-43m
mp-1062249;P6/mmm
mp-1062257;R-3m
mp-1062265;P6/mmm
mp-1062295;P6/mmm
mp-1062299;P6/mmm
mp-1062301;R-3m
mp-1062317;R-3m
mp-1062326;R-3m
mp-1062373;Fm-3m
mp-1062394;Fm-3m
mp-1062429;Fm-3m
mp-1062433;Fm-3m
mp-1062603;I4/mmm
mp-1062632;I4/mmm
mp-1062650;I4/mmm
mp-1062654;I4/mmm
mp-1062663;I4/mmm
mp-1062680;I4/mmm
mp-1062691;F-43m
mp-1062700;F-43m
mp-1062705;I4/mmm
mp-1062727;F-43m
mp-1062730;I4/mmm
mp-1062741;Fm-3m
mp-1062742;F-43m
mp-1062755;Fm-3m
mp-1062761;Fm-3m
mp-1062773;Fm-3m
mp-1062785;Fm-3m
mp-1062786;Fm-3m
mp-1062809;Immm
mp-1062820;I4/mmm
mp-1062823;Fm-3m
mp-1062828;Fm-3m
mp-1062863;I4/mmm
mp-1062899;I4/mmm
mp-1062922;Immm
mp-1062928;I4/mmm
mp-1062965;Immm
mp-1062978;P-3m1
mp-1063017;P-3m1
mp-1063034;Immm
mp-1063041;P-3m1
mp-1063069;P-3m1
mp-1063128;Fmmm
mp-1063206;Fmmm
mp-1063223;Fmmm
mp-1063271;Fmmm
mp-1063322;Fm-3m
mp-1063329;Fm-3m
mp-1063346;Fm-3m
mp-1063347;Fm-3m
mp-1063426;I4/mmm
mp-1063471;I4/mmm
mp-1063494;I4/mmm
mp-1063499;I4/mmm
mp-1063524;I4/mmm
mp-1063532;I4/mmm
mp-1063543;I4/mmm
mp-1063568;I4/mmm
mp-1063569;I4/mmm
mp-1063588;I4/mmm
mp-1063600;I4/mmm
mp-1063625;I4/mmm
mp-1063661;Pm-3m
mp-10637;Pm-3m
mp-1063728;Pm-3m
mp-1063746;P6_3mc
mp-1063747;P6_3mc
mp-1063748;P6_3mc
mp-1063749;P6_3mc
mp-1063753;P6_3mc
mp-1063757;Pm-3m
mp-1063759;Pm-3m
mp-1063760;P6_3mc
mp-1063761;P6_3mc
mp-1063950;P6_3mc
mp-1063954;P6_3mc
mp-1063962;P6_3mc
mp-1063963;P6_3mc
mp-1064074;Pm-3m
mp-1064110;Fd-3m
mp-1064124;Fd-3m
mp-1064125;Pm-3m
mp-1064144;Fd-3m
mp-1064152;Fd-3m
mp-1064166;Pm-3m
mp-1064176;Pm-3m
mp-10643;P6_3mc
mp-1064406;P4/nmm
mp-1064412;P4/nmm
mp-1064428;P4/nmm
mp-1064433;P-6m2
mp-1064442;P4/nmm
mp-1064469;Amm2
mp-1064491;P-6m2
mp-1064504;Amm2
mp-1064525;Amm2
mp-1064540;P-6m2
mp-1064552;P-6m2
mp-1064561;Amm2
mp-1064700;I4_1md
mp-1064735;I4_1md
mp-1064752;Cmcm
mp-1064766;I4_1md
mp-1064772;I4_1md
mp-1064829;Cmcm
mp-1064873;Cmcm
mp-1064902;P4/nmm
mp-1064912;P4/nmm
mp-1064926;P4/nmm
mp-1064938;P4/nmm
mp-1064960;Cmcm
mp-1065361;Pm-3m
mp-1065365;P6_3mc
mp-1065367;Pm-3m
mp-1065370;Pm-3m
mp-1065372;Pm-3m
mp-1065386;Pm-3m
mp-1065395;P6_3mc
mp-1065418;P6_3mc
mp-1065430;P6_3mc
mp-1065440;Pm-3m
mp-1065469;Pm-3m
mp-1065474;Pm-3m
mp-1065685;Fm-3m
mp-1065691;Fm-3m
mp-1065709;Fm-3m
mp-1065712;Fm-3m
mp-1065926;Cmcm
mp-1065966;Cmcm
mp-1065988;Cmcm
mp-1065995;Cmcm
mp-1066033;Cmcm
mp-1066042;Cmcm
mp-1066089;Cmcm
mp-1066092;I4_1md
mp-1066136;Cmcm
mp-1066145;I4_1md
mp-1066164;Cmcm
mp-1066171;I4_1md
mp-1066187;Cmcm
mp-1066188;I4_1md
mp-1066241;Cmcm
mp-1066287;Cmcm
mp-1066321;Pm-3m
mp-1066325;Pm-3m
mp-1066333;Pm-3m
mp-1066334;Pm-3m
mp-1066433;P6_3/mmc
mp-1066444;P6_3/mmc
mp-1066462;P6_3/mmc
mp-1066469;P6_3/mmc
mp-1066566;Amm2
mp-1066577;Cmcm
mp-1066591;Amm2
mp-1066615;Amm2
mp-1066663;Amm2
mp-1066684;Cmcm
mp-1066713;Cmcm
mp-1066745;Cmcm
mp-1066764;Cmcm
mp-1066794;Cmcm
mp-1066808;Cmcm
mp-1066882;Cmcm
mp-1066912;Amm2
mp-1066920;Cmcm
mp-1066963;Amm2
mp-1066966;Cmcm
mp-1066986;Amm2
mp-1066995;Cmcm
mp-1067;Fd-3m
mp-1067012;Cmcm
mp-1067024;I4/mmm
mp-1067057;Amm2
mp-1067059;P6_3/mmc
mp-1067060;I4/mmm
mp-1067079;I4/mmm
mp-1067090;P6_3/mmc
mp-1067091;I4/mmm
mp-1067135;P6_3/mmc
