material_id;formula_pretty
mp-1008644;YBiPd
mp-1008651;YBiPd
mp-1008661;AuC
mp-1008673;TmCd2
mp-1008674;AuC
mp-1008684;AuC
mp-1008685;TmCd2
mp-1008687;AuC
mp-1008691;TmCd2
mp-1008699;TmCd2
mp-1008733;Ge
mp-1008760;Ge
mp-1008767;Ge
mp-1008778;Ge
mp-1008924;DySb
mp-1008952;DySb
mp-1008975;DySb
mp-1008993;DySb
mp-1009543;DyBiPd
mp-1009562;DyBiPd
mp-1009572;DyBiPd
mp-1009580;DyBiPd
mp-1009830;Be2Zn
mp-1009872;Be2Zn
mp-1009880;Be2Zn
mp-1009889;Be2Zn
mp-1010161;DyAs
mp-1010213;DyAs
mp-1010222;DyAs
mp-1010223;DyAs
mp-1010315;DyAl3
mp-1010755;DyTe
mp-1010785;Na
mp-1010787;Yb
mp-1010798;ScAgO2
mp-1010814;LuSi2Ni
mp-1010825;MgCu
mp-1010871;NdVGe3
mp-1010972;Mg3Hg
mp-1011087;TmMg5
mp-1011196;Yb3In3Ge2Au
mp-1011371;SiO2
mp-1011381;Mg3Hg
mp-1011399;ZnS
mp-1011469;ZnS
mp-1011479;ZnS
mp-1011486;ZnS
mp-10115;ThB2Ir3
mp-1011612;Sr2Cu(IO)2
mp-1011681;BaAlGe
mp-1011691;Sm(CuSi)2
mp-1011715;Tm(CuGe)2
mp-1011805;Li8IrO6
mp-1011886;Fe2P
mp-1011930;BaAsPd
mp-1011935;PrC2
mp-1011963;YTe
mp-1011964;HoS
mp-1011976;ThAs
mp-1011977;UAs
mp-1011989;ErB2Ru3
mp-1012005;ThSb
mp-1012017;USb
mp-1012020;ThB2Ir3
mp-1012021;LaSi2Ru3
mp-1012065;Dy(AlSi)2
mp-1012099;ThSb
mp-1012134;CeSi2Ir3
mp-1012163;YbSbPd
mp-1012178;Ba2CuF6
mp-1012212;TmC2
mp-1012277;La(SiRh)2
mp-1012292;Te2Rh
mp-1012296;La2PI2
mp-1012308;Nd(SiAu)2
mp-1012321;B5Mo2
mp-1012327;Ho(MnGe)2
mp-1012354;HgRhF6
mp-1012359;Er(NiP)2
mp-1012408;YSn3
mp-1012458;CaHgPb
mp-1012461;Tm(CuGe)2
mp-1012462;Be2Fe
mp-1012523;TbNi
mp-1012577;Er(GeRu)2
mp-1012605;Nd(SiIr)2
mp-1012616;YbSbPd
mp-1012663;ZrInPt2
mp-1012674;Nd(NiP)2
mp-1012684;Nb4N5
mp-1012837;NdVGe3
mp-1012919;ZnS
mp-1012921;ZnS
mp-1012930;ZnS
mp-1012965;ZnS
mp-1012997;ZnS
mp-1012998;ZnS
mp-1013008;ZnS
mp-1013091;ZnS
mp-1016234;Mg3Bi
mp-1016295;Mg3Bi
mp-1016347;Mg3Bi
mp-1016418;Mg3Bi
mp-10172;Na
mp-1017696;LiBeSb
mp-1017849;LiBeSb
mp-1018049;LaN
mp-1018121;TiPd2
mp-1018148;ScAu2
mp-1018153;HfAu2
mp-1018156;Hf2Cd
mp-1018224;LaN
mp-1018286;TiPd2
mp-1018298;HfAu2
mp-1018335;Hf2Cd
mp-1018346;ScAu2
mp-1018411;LaN
mp-1018423;TiPd2
mp-1018454;ScAu2
mp-1018475;HfAu2
mp-1018498;Hf2Cd
mp-1018517;HfAu2
mp-1018522;ScAu2
mp-1018583;TiPd2
mp-1018593;LaN
mp-1018606;Hf2Cd
mp-1018636;SnPd3C
mp-1018640;Tm(CuS)2
mp-1018690;ErZnGa
mp-1018694;ErZnGa
mp-1018698;EuHgPb
mp-1018801;SnPd3C
mp-1018833;Tm(CuS)2
mp-1018865;SnPd3C
mp-1018888;PdCl2
mp-1018891;PdCl2
mp-1018893;PrCuSn
mp-1018904;Tm(CuS)2
mp-1018933;ErZnGa
mp-1018934;ErZnGa
mp-1018943;EuHgPb
mp-1019028;SnPd3C
mp-1019060;Tm(CuS)2
mp-1019130;ErZnGa
mp-1019131;ErZnGa
mp-1019144;EuHgPb
mp-1019240;PdCl2
mp-1019242;PdCl2
mp-1019247;PrCuSn
mp-1019301;ErZnGa
mp-1019331;ErZnGa
mp-1019357;ThAsSe
mp-1019362;ThBiTe
mp-1019382;EuHgPb
mp-1019447;PrCuSn
mp-1019452;PdCl2
mp-1019476;PdCl2
mp-1019510;AlPO4
mp-1019511;AlPO4
mp-1019512;AlPO4
mp-1019513;AlPO4
mp-1019514;AlPO4
mp-1019650;PdCl2
mp-1019651;PdCl2
mp-1019656;PrCuSn
mp-1019696;ThAsSe
mp-1019698;ThBiTe
mp-1019795;AlPO4
mp-1019833;ThBiTe
mp-1019841;AlPO4
mp-1019849;ThAsSe
mp-1019853;AlPO4
mp-1019854;AlPO4
mp-1019890;AlPO4
mp-1019989;ThBiTe
mp-1020040;AlPO4
mp-1020062;ThAsSe
mp-1020080;AlPO4
mp-1020081;AlPO4
mp-10201;Ge2Mo
mp-1020148;AlPO4
mp-1020167;AlPO4
mp-1020219;AlPO4
mp-1020264;AlPO4
mp-1020334;AlPO4
mp-1020363;AlPO4
mp-1020384;AlPO4
mp-1020578;Sr4S3O
mp-1020695;Sr4S3O
mp-1020730;Sr4S3O
mp-1020762;Sr4S3O
mp-1021503;SiO2
mp-1022966;ReO3
mp-1023376;SiO2
mp-1023852;ReO3
mp-1023881;ReO3
mp-1023905;ReO3
mp-1025;ThAu2
mp-10255;Nb3B4
mp-10281;ZnS
mp-10299;Ca4PdO6
mp-10337;BaYAgTe3
mp-1038831;Mg3Bi
mp-1038946;CaMg2
mp-1038991;CaMg2
mp-1038993;CaMg2
mp-1039073;Mg3Bi
mp-1039075;Mg3Bi
mp-1039108;CaMg2
mp-1039198;Mg3Bi
mp-1039199;CaMg2
mp-1039233;CaMg2
mp-1039330;CaMg2
mp-1039382;CaMg2
mp-1039393;CaMg2
mp-1039441;CaMg2
mp-1039448;CaMg2
mp-1039452;CaMg2
mp-1039528;CaMg2
mp-1039529;CaMg2
mp-1039570;CaMg2
mp-10426;Nb2O5
mp-1045083;CaCu(GeO3)2
mp-1045102;CaCu(GeO3)2
mp-1045138;CaCu(GeO3)2
mp-1045145;CaCu(GeO3)2
mp-1045282;CaCu(GeO3)2
mp-10464;CaF2
mp-1048932;NaH2Pd3
mp-1048936;NaH2Pd3
mp-1048940;NaH2Pd3
mp-1049051;Eu2MgH6
mp-1049058;Eu2MgH6
mp-1049059;Eu2MgH6
mp-1051901;DyAl3
mp-1051920;DyAl3
mp-1051925;DyAl3
mp-1052509;UO2
mp-1052552;UO2
mp-1052567;UO2
mp-1052722;YTe
mp-1052731;YTe
mp-1052732;YTe
mp-1055680;CaAgP
mp-1055691;CaAgP
mp-1055692;CaAgP
mp-1056224;Ge
mp-1056227;Ge
mp-1056235;Ge
mp-1056237;Ge
mp-1056862;ZnS
mp-1056870;ZnS
mp-1056877;ZnS
mp-1056879;ZnS
mp-1056886;ZnS
mp-1056895;ZnS
mp-1056905;ZnS
mp-1056908;ZnS
mp-1056956;LaN
mp-1056964;LaN
mp-1056979;LaN
mp-1056981;LaN
mp-1057;Al3Ni2
mp-1057066;LaN
mp-1057078;LaN
mp-1057104;LaN
mp-1057107;LaN
mp-1057119;YTe
mp-1057122;KCl
mp-1057125;KS
mp-1057126;KCl
mp-1057129;YTe
mp-1057138;KS
mp-1057144;YTe
mp-1057145;YTe
mp-1057150;KCl
mp-1057152;KS
mp-1057153;KCl
mp-1057192;KS
mp-1057269;KCl
mp-1057272;KCl
mp-1057281;KCl
mp-1057282;KCl
mp-1057283;TcB
mp-1057291;TcB
mp-1057305;TcB
mp-1057314;TcB
mp-1057337;YAs
mp-1057338;YAs
mp-1057353;YAs
mp-1057360;YAs
mp-1057421;LaN
mp-1057432;LaN
mp-1057444;LaN
mp-1057448;LaN
mp-1057467;Yb
mp-1057480;Yb
mp-1057502;Yb
mp-1057506;Yb
mp-1057531;KCl
mp-1057534;KCl
mp-1057543;KCl
mp-1057547;KCl
mp-1057737;KCl
mp-1057745;KCl
mp-1057756;KCl
mp-1057759;KCl
mp-1057764;YTe
mp-1057767;ZnS
mp-1057774;LaN
mp-1057776;YTe
mp-1057778;ZnS
mp-1057783;LaN
mp-1057789;YTe
mp-1057793;YTe
mp-1057794;ZnS
mp-1057798;ZnS
mp-1057803;NaCl
mp-1057805;LaN
mp-1057806;NaCl
mp-1057807;LaN
mp-1057812;NaCl
mp-1057816;NaCl
mp-1057895;LaN
mp-1057903;LaN
mp-1057929;LaN
mp-1057931;LaN
mp-1057940;KCl
mp-1057948;KCl
mp-1057953;KCl
mp-1057954;KCl
mp-1057991;KCl
mp-1057998;KCl
mp-1058003;KCl
mp-1058005;KCl
mp-1058084;KCl
mp-1058093;KCl
mp-1058097;KCl
mp-1058106;KCl
mp-1058119;KS
mp-1058120;KCl
mp-1058126;KCl
mp-1058132;KS
mp-1058134;KCl
mp-1058136;KCl
mp-1058143;YTe
mp-1058148;KCl
mp-1058152;KCl
mp-1058155;YTe
mp-1058161;KCl
mp-1058162;KCl
mp-1058166;KS
mp-1058172;YTe
mp-1058173;KS
mp-1058176;YTe
mp-1058178;KCl
mp-1058183;KCl
mp-1058191;KCl
mp-1058192;KCl
mp-1058233;KCl
mp-1058236;KCl
mp-1058245;KCl
mp-1058247;KCl
mp-1058250;LaN
mp-1058260;LaN
mp-1058276;LaN
mp-1058277;LaN
mp-1058342;KCl
mp-1058351;KCl
mp-1058357;KCl
mp-1058358;KCl
mp-1058379;ZnS
mp-1058385;KCl
mp-1058386;ZnS
mp-1058388;ZnS
mp-1058390;KCl
mp-1058392;ZnS
mp-1058395;KCl
mp-1058399;KCl
mp-1058408;LaN
mp-1058414;KS
mp-1058423;LaN
mp-1058431;KS
mp-1058437;LaN
mp-1058443;LaN
mp-1058473;KS
mp-1058478;KS
mp-1058497;KCl
mp-1058498;TcB
mp-1058501;KCl
mp-1058510;TcB
mp-1058513;KCl
mp-1058515;KCl
mp-1058525;TcB
mp-1058527;CeS
mp-1058529;TcB
mp-1058538;CeS
mp-1058548;CeS
mp-1058553;CeS
mp-1058573;LaN
mp-1058582;LaN
mp-1058586;SrN
mp-1058593;LaN
mp-1058598;SrN
mp-1058600;LaN
mp-1058605;LaN
mp-1058608;LaN
mp-1058619;LaN
mp-1058621;LaN
mp-1058629;SrN
mp-1058630;SrN
mp-1058633;DySb
mp-1058641;DySb
mp-1058659;DySb
mp-1058660;DySb
mp-1058676;LaN
mp-1058685;LaN
mp-1058708;LaN
mp-1058709;LaN
mp-1058732;KCl
mp-1058737;KCl
mp-1058748;ZnS
mp-1058756;KCl
mp-1058757;ZnS
mp-1058758;KCl
mp-1058763;ZnS
mp-1058764;ZnS
mp-1058827;LaN
mp-1058841;LaN
mp-1058861;LaN
mp-1058865;LaN
mp-1058873;KCl
mp-1058881;KCl
mp-1058895;KCl
mp-1058897;KCl
mp-1058902;KCl
mp-1058907;KCl
mp-1058921;KCl
mp-1058923;KCl
mp-1058934;KCl
mp-1058942;KCl
mp-1058956;KCl
mp-1058957;KCl
mp-1058992;DyAs
mp-1059005;DyAs
mp-1059033;DyAs
mp-1059037;DyAs
mp-1059047;LaN
mp-1059054;LaN
mp-1059069;LaN
mp-1059073;LaN
mp-1059154;LaN
mp-1059169;LaN
mp-1059190;LaN
mp-1059194;LaN
mp-1059238;LaN
mp-1059247;LaN
mp-1059266;LaN
mp-1059268;LaN
mp-1059280;KCl
mp-1059284;KCl
mp-1059294;KCl
mp-1059295;KCl
mp-1059323;KCl
mp-1059328;KCl
mp-1059334;KCl
mp-1059336;KCl
mp-1059341;KCl
mp-1059344;KCl
mp-1059347;LaN
mp-1059354;KCl
mp-1059355;KCl
mp-1059358;LaN
mp-1059379;LaN
mp-1059380;LaN
mp-1059516;KCl
mp-1059531;KCl
mp-1059541;KCl
mp-1059542;KCl
mp-1059562;LaN
mp-1059573;LaN
mp-1059598;Ge
mp-1059605;LaN
mp-1059607;LaN
mp-1059613;Ge
mp-1059654;Ge
mp-1059655;Ge
mp-1059782;LaN
mp-1059797;LaN
mp-1059826;LaN
mp-1059832;LaN
mp-1059892;KCl
mp-1059896;KCl
mp-1059904;KCl
mp-1059905;KCl
mp-1059976;Ge
mp-1059996;TcB
mp-1060019;Ge
mp-1060025;LaN
mp-1060031;TcB
mp-1060034;LaN
mp-1060053;TcB
mp-1060054;Ge
mp-1060061;LaN
mp-1060062;LaN
mp-1060065;LaN
mp-1060074;Ge
mp-1060075;KS
mp-1060078;LaN
mp-1060080;TcB
mp-1060087;LaN
mp-1060089;KS
mp-1060094;LaN
mp-1060103;LaN
mp-1060109;LaN
mp-1060111;LaN
mp-1060116;LaN
mp-1060129;LaN
mp-1060133;LaN
mp-1060134;KS
mp-1060138;LaN
mp-1060141;KS
mp-1060146;LaN
mp-1060164;LaN
mp-1060169;KCl
mp-1060170;ZnS
mp-1060186;LaN
mp-1060187;ZnS
mp-1060194;ZnS
mp-1060195;ZnS
mp-10602;Sm3GaC
mp-1060200;KCl
mp-1060211;KCl
mp-1060212;KCl
mp-1060215;LaN
mp-1060218;LaN
mp-1060310;KCl
mp-1060313;LaN
mp-1060314;KCl
mp-1060323;KCl
mp-1060326;LaN
mp-1060329;LaN
mp-1060333;KCl
mp-1060342;LaN
mp-1060361;LaN
mp-1060368;LaN
mp-1060377;LaN
mp-1060381;LaN
mp-1060390;LaN
mp-1060405;LaN
mp-1060442;LaN
mp-1060444;LaN
mp-1060465;KCl
mp-1060468;KCl
mp-1060478;KCl
mp-1060482;KCl
mp-1060530;KCl
mp-1060543;KCl
mp-1060548;KCl
mp-1060549;KCl
mp-1060604;KCl
mp-1060623;KCl
mp-1060636;KCl
mp-1060637;KCl
mp-1060645;ZnS
mp-1060662;ZnS
mp-1060668;KCl
mp-1060677;YAs
mp-1060681;ZnS
mp-1060683;KCl
mp-1060687;ZnS
mp-1060694;YAs
mp-1060695;KCl
mp-1060696;KCl
mp-1060718;KCl
mp-1060720;YAs
mp-1060721;YAs
mp-1060722;KCl
mp-1060727;AuC
mp-1060733;KCl
mp-1060734;KCl
mp-1060765;AuC
mp-1060776;KCl
mp-1060784;KCl
mp-1060796;AuC
mp-1060799;KCl
mp-10608;Y3SnC
mp-1060805;KCl
mp-1060820;AuC
mp-1060975;LaN
mp-1060987;LaN
mp-1061033;LaN
mp-1061037;LaN
mp-1061043;LaN
mp-1061047;KCl
mp-1061051;TcB
mp-1061054;Ge
mp-1061056;KCl
mp-1061066;LaN
mp-1061069;KCl
mp-1061070;KCl
mp-1061074;TcB
mp-1061104;LaN
mp-1061105;TcB
mp-1061112;LaN
mp-1061121;TcB
mp-1061141;Ge
mp-1061174;DyAs
mp-1061183;DyAs
mp-1061187;Ge
mp-1061194;LaN
mp-1061211;DyAs
mp-1061214;DyAs
mp-1061215;LaN
mp-1061240;KCl
mp-1061242;LaN
mp-1061245;KCl
mp-1061253;LaN
mp-1061260;LaN
mp-1061261;LaN
mp-1061265;KCl
mp-1061266;KCl
mp-1061292;LaN
mp-1061296;LaN
mp-1061328;KCl
mp-1061335;KCl
mp-1061336;KCl
mp-1061343;Ge
mp-1061346;KCl
mp-1061350;KCl
mp-1061351;KCl
mp-1061356;KCl
mp-1061357;KCl
mp-1061359;Ge
mp-1061377;LaN
mp-1061385;Ge
mp-1061393;LaN
mp-1061401;Ge
mp-1061431;LaN
mp-1061433;LaN
mp-1061434;Ge
mp-1061435;Ge
mp-1061447;KCl
mp-1061458;KCl
mp-1061461;Ge
mp-1061477;KCl
mp-1061479;KCl
mp-1061519;Ge
mp-1061552;Ge
mp-1061588;KCl
mp-1061595;KCl
mp-1061603;KCl
mp-1061604;KCl
mp-1061861;TiPd2
mp-1061904;TiPd2
mp-1061932;Na
mp-1061937;TiPd2
mp-1061959;TiPd2
mp-1061962;GdBi
mp-1061963;Na
mp-1061965;TiPd2
mp-1061981;Na
mp-1061983;Na
mp-1061988;TiPd2
mp-1062005;TiPd2
mp-1062024;DyBiPd
mp-1062031;DyBiPd
mp-1062034;TmCd2
mp-1062038;TiPd2
mp-1062046;DyBiPd
mp-1062054;DyBiPd
mp-1062069;TmCd2
mp-1062091;GdBi
mp-1062097;TmCd2
mp-1062100;TmCd2
mp-1062124;GdBi
mp-1062132;GdBi
mp-1062162;MnNiGe
mp-1062176;MnNiGe
mp-1062230;MnNiGe
mp-1062232;MnNiGe
mp-1062249;TlBi2
mp-1062257;Na
mp-1062265;TlBi2
mp-1062295;TlBi2
mp-1062299;TlBi2
mp-1062301;Na
mp-1062317;Na
mp-1062326;Na
mp-1062373;UO2
mp-1062394;UO2
mp-1062429;UO2
mp-1062433;UO2
mp-1062603;TiPd2
mp-1062632;TiPd2
mp-1062650;TiPd2
mp-1062654;TiPd2
mp-1062663;TiPd2
mp-1062680;TiPd2
mp-1062691;YBiPd
mp-1062700;YBiPd
mp-1062705;TiPd2
mp-1062727;YBiPd
mp-1062730;TiPd2
mp-1062741;UO2
mp-1062742;YBiPd
mp-1062755;CaF2
mp-1062761;UO2
mp-1062773;CaF2
mp-1062785;CaF2
mp-1062786;CaF2
mp-1062809;NbPt2
mp-1062820;HfAu2
mp-1062823;UO2
mp-1062828;UO2
mp-1062863;HfAu2
mp-1062899;HfAu2
mp-1062922;NbPt2
mp-1062928;HfAu2
mp-1062965;NbPt2
mp-1062978;TmCd2
mp-1063017;TmCd2
mp-1063034;NbPt2
mp-1063041;TmCd2
mp-1063069;TmCd2
mp-1063128;Be2Zn
mp-1063206;Be2Zn
mp-1063223;Be2Zn
mp-1063271;Be2Zn
mp-1063322;ThO2
mp-1063329;ThO2
mp-1063346;ThO2
mp-1063347;ThO2
mp-1063426;TiPd2
mp-1063471;TiPd2
mp-1063494;TiPd2
mp-1063499;Hf2Cd
mp-1063524;TiPd2
mp-1063532;ScAu2
mp-1063543;Hf2Cd
mp-1063568;ScAu2
mp-1063569;Hf2Cd
mp-1063588;Hf2Cd
mp-1063600;ScAu2
mp-1063625;ScAu2
mp-1063661;MgNi3
mp-10637;ThSb
mp-1063728;MgNi3
mp-1063746;ZnS
mp-1063747;ZnS
mp-1063748;ZnS
mp-1063749;ZnS
mp-1063753;ZnS
mp-1063757;MgNi3
mp-1063759;MgNi3
mp-1063760;ZnS
mp-1063761;ZnS
mp-1063950;ZnS
mp-1063954;ZnS
mp-1063962;ZnS
mp-1063963;ZnS
mp-1064074;AlNi3
mp-1064110;LiGa
mp-1064124;LiGa
mp-1064125;AlNi3
mp-1064144;LiGa
mp-1064152;LiGa
mp-1064166;AlNi3
mp-1064176;AlNi3
mp-10643;SmSe
mp-1064406;LaN
mp-1064412;LaN
mp-1064428;LaN
mp-1064433;Re3N
mp-1064442;LaN
mp-1064469;YbNiC2
mp-1064491;Re3N
mp-1064504;YbNiC2
mp-1064525;YbNiC2
mp-1064540;Re3N
mp-1064552;Re3N
mp-1064561;YbNiC2
mp-1064700;NbP
mp-1064735;NbP
mp-1064752;TbNi
mp-1064766;NbP
mp-1064772;NbP
mp-1064829;TbNi
mp-1064873;TbNi
mp-1064902;LaN
mp-1064912;LaN
mp-1064926;LaN
mp-1064938;LaN
mp-1064960;TbNi
mp-1065361;WO3
mp-1065365;MnO
mp-1065367;WO3
mp-1065370;WO3
mp-1065372;WO3
mp-1065386;AlNi3
mp-1065395;MnO
mp-1065418;MnO
mp-1065430;MnO
mp-1065440;AlNi3
mp-1065469;AlNi3
mp-1065474;AlNi3
mp-1065685;CdSiP2
mp-1065691;CdSiP2
mp-1065709;CdSiP2
mp-1065712;CdSiP2
mp-1065926;BW
mp-1065966;BW
mp-1065988;BW
mp-1065995;ZrPt
mp-1066033;BW
mp-1066042;ZrPt
mp-1066089;ZrPt
mp-1066092;NbP
mp-1066136;YPd
mp-1066145;NbP
mp-1066164;ZrPt
mp-1066171;NbP
mp-1066187;YPd
mp-1066188;NbP
mp-1066241;YPd
mp-1066287;YPd
mp-1066321;NdPd3
mp-1066325;NdPd3
mp-1066333;NdPd3
mp-1066334;NdPd3
mp-1066433;TcB
mp-1066444;TcB
mp-1066462;TcB
mp-1066469;TcB
mp-1066566;YNiC2
mp-1066577;NpPt
mp-1066591;YNiC2
mp-1066615;YNiC2
mp-1066663;YNiC2
mp-1066684;NpPt
mp-1066713;BW
mp-1066745;BW
mp-1066764;BW
mp-1066794;NpPt
mp-1066808;BW
mp-1066882;TbAu
mp-1066912;YNiC2
mp-1066920;TbAu
mp-1066963;YNiC2
mp-1066966;TbAu
mp-1066986;YNiC2
mp-1066995;NpPt
mp-1067;LiAl
mp-1067012;TbAu
mp-1067024;TiAl3
mp-1067057;YNiC2
mp-1067059;Ge
mp-1067060;TiAl3
mp-1067079;TiAl3
mp-1067090;Ge
mp-1067091;TiAl3
mp-1067135;Ge
mp-1067137;Ge
mp-1067383;TiAl3
mp-1067391;TiAl3
mp-1067395;TcB
mp-1067402;TiAl3
mp-1067406;TiAl3
mp-1067421;TcB
mp-1067440;TcB
mp-1067443;TiAl3
mp-1067448;Na
mp-1067450;TcB
mp-1067451;TcB
mp-1067474;Na
mp-1067478;TiAl3
mp-1067495;TiAl3
mp-1067497;Na
mp-1067507;TiAl3
mp-1067511;Na
mp-1067574;TcB
mp-1067619;Ge
mp-1067655;Ge
mp-1067704;TcB
mp-1067710;Ge
mp-1067719;Ge
mp-1067838;PbO
mp-1067842;TcB
mp-1067851;PbO
mp-1067862;PbO
mp-1067863;PbO
mp-1068146;Li2CuO2
mp-1068193;Li2CuO2
mp-1068225;Li2CuO2
mp-1068229;Li2CuO2
mp-1068284;Li2CuO2
mp-1068302;Li2CuO2
mp-1068317;Li2CuO2
mp-1068430;Li2CuO2
mp-1068431;Yb(ZnSb)2
mp-1068471;Yb(ZnSb)2
mp-1068511;Yb(ZnSb)2
mp-1068528;Yb(ZnSb)2
mp-1068564;Yb(ZnSb)2
mp-1068572;Pr3AlC
mp-1068590;Pr3AlC
mp-1068612;Pr3AlC
mp-1068628;Pr3AlC
mp-1068632;Tm(CuGe)2
mp-1068652;Yb(ZnSb)2
mp-1068701;Tm(CuGe)2
mp-1068703;Yb(ZnSb)2
mp-1068726;Yb(ZnSb)2
mp-1068790;Tm(CuGe)2
mp-1068806;Tm(CuGe)2
mp-1068822;Tm(CuGe)2
mp-1068876;Ca(AsPd)2
mp-1068878;Tm(CuGe)2
mp-1068903;Ca(AsPd)2
mp-1068908;Ce(GeAu)2
mp-1068928;Ca(AsPd)2
mp-1068940;Ca(AsPd)2
mp-1068947;Tm(CuGe)2
mp-1068952;Ca(AsPd)2
mp-1068960;Bi2Se3
mp-1068961;Ca(AsPd)2
mp-1068970;Tm(CuGe)2
mp-1068982;Bi2Se3
mp-1068989;Ca(AsPd)2
mp-1069002;Ca(AsPd)2
mp-1069013;Bi2Se3
mp-1069018;Bi2Se3
mp-1069019;Ce(GeAu)2
mp-1069051;Nd2BiO2
mp-1069071;Nd2BiO2
mp-1069097;Nd2BiO2
mp-1069100;Nd2BiO2
mp-1069137;Ce(GeAu)2
mp-1069180;Ce(GeAu)2
mp-1069191;Nd(SiIr)2
mp-1069213;Nd(SiIr)2
mp-1069237;Nd(SiIr)2
mp-1069249;Nd(SiIr)2
