material_id;energy
mp-1011469;-126.289
mp-1011479;-126.299
mp-1011486;-252.623
mp-10115;-51.5176
mp-1011612;-32.4485
mp-1011681;-10.848
mp-1011691;-26.5864
mp-1011715;-23.8674
mp-1011805;-78.5889
mp-1011886;-71.1887
mp-1011930;-14.4464
mp-1011935;-23.0808
mp-1011963;-11.3676
mp-1011964;-11.7761
mp-1011976;-13.8703
mp-1011977;-16.4675
mp-1011989;-47.5282
mp-1012005;-12.406
mp-1012017;-14.8672
mp-1012020;-50.5786
mp-1012021;-46.7471
mp-1012065;-23.3148
mp-1012099;-13.6735
mp-1012134;-49.0662
mp-1012163;-13.2357
mp-1012178;-46.7531
mp-1012212;-23.0013
mp-1012277;-35.2362
mp-1012292;-14.1375
mp-1012296;-25.6616
mp-1012308;-24.9717
mp-1012321;-52.3248
mp-1012327;-34.306
mp-1012354;-30.6931
mp-1012359;-31.6573
mp-1012408;-20.5868
mp-1012458;-13.1507
mp-1012461;-24.0894
mp-1012462;-66.2247
mp-1012523;-134.997
mp-1012577;-34.9746
mp-1012605;-37.9139
mp-1012616;-11.5061
mp-1012663;-26.061
mp-1012674;-31.7753
mp-1012684;-89.5336
mp-1012837;-60.2111
mp-1012919;-126.311
mp-1012921;-126.322
mp-1012930;-112.274
mp-1012965;-252.668
mp-1012997;-114.59
mp-1012998;-101.849
mp-1013008;-114.601
mp-1013091;-229.161
mp-1016234;-8.82552
mp-1016295;-8.80312
mp-1016347;-8.79923
mp-1016418;-9.2325
mp-10172;-2.62518
mp-1017696;-21.0245
mp-1017849;-18.9463
mp-1018049;-31.3609
mp-1018121;-20.1357
mp-1018148;-15.3283
mp-1018153;-18.1803
mp-1018156;-21.0202
mp-1018224;-31.3623
mp-1018286;-20.1389
mp-1018298;-18.1861
mp-1018335;-21.0176
mp-1018346;-15.326
mp-1018411;-31.3648
mp-1018423;-20.144
mp-1018454;-15.3312
mp-1018475;-18.1891
mp-1018498;-21.0218
mp-1018517;-18.0345
mp-1018522;-15.293
mp-1018583;-20.0316
mp-1018593;-31.2054
mp-1018606;-21.6355
mp-1018636;-28.1744
mp-1018640;-24.7836
mp-1018690;-21.0682
mp-1018694;-21.1968
mp-1018698;-31.33
mp-1018801;-28.1772
mp-1018833;-24.7747
mp-1018865;-28.1983
mp-1018888;-20.4284
mp-1018891;-20.5316
mp-1018893;-29.1922
mp-1018904;-24.7744
mp-1018933;-21.0222
mp-1018934;-21.1911
mp-1018943;-31.3197
mp-1019028;-27.5474
mp-1019060;-23.6836
mp-1019130;-21.0347
mp-1019131;-21.1863
mp-1019144;-31.3297
mp-1019240;-20.4291
mp-1019242;-20.532
mp-1019247;-29.1916
mp-1019301;-20.062
mp-1019331;-19.8017
mp-1019357;-39.7019
mp-1019362;-34.2941
mp-1019382;-30.4109
mp-1019447;-29.186
mp-1019452;-20.5644
mp-1019476;-20.6418
mp-1019510;-717.693
mp-1019511;-358.143
mp-1019512;-532.903
mp-1019513;-269.056
mp-1019514;-266.514
mp-1019650;-20.7596
mp-1019651;-20.668
mp-1019656;-28.1807
mp-1019696;-39.7157
mp-1019698;-34.293
mp-1019795;-358.152
mp-1019833;-34.2952
mp-1019841;-717.71
mp-1019849;-39.7142
mp-1019853;-532.906
mp-1019854;-266.515
mp-1019890;-269.068
mp-1019989;-34.3674
mp-1020040;-358.152
mp-1020062;-39.7077
mp-1020080;-717.71
mp-1020081;-266.515
mp-10201;-20.5243
mp-1020148;-532.906
mp-1020167;-269.068
mp-1020219;-358.123
mp-1020264;-266.344
mp-1020334;-717.71
mp-1020363;-269.065
mp-1020384;-532.96
mp-1020578;-41.2898
mp-1020695;-41.2899
mp-1020730;-41.29
mp-1020762;-40.8889
mp-1021503;-45.1403
mp-1022966;-202.536
mp-1023376;-45.141
mp-1023852;-33.7658
mp-1023881;-33.755
mp-1023905;-33.0758
mp-1025;-16.1218
mp-10255;-62.3558
mp-10281;-28.0603
mp-10299;-136.332
mp-10337;-56.4759
mp-1038831;-34.6059
mp-1038946;-20.7813
mp-1038991;-9.77296
mp-1038993;-20.5741
mp-1039073;-9.07526
mp-1039075;-17.9669
mp-1039108;-20.9991
mp-1039198;-17.6573
mp-1039199;-9.85294
mp-1039233;-9.8341
mp-1039330;-20.1025
mp-1039382;-20.9817
mp-1039393;-21.2014
mp-1039441;-20.391
mp-1039448;-20.1474
mp-1039452;-20.1697
mp-1039528;-10.3902
mp-1039529;-33.1552
mp-1039570;-21.6406
mp-10426;-60.3439
mp-1045083;-124.621
mp-1045102;-124.654
mp-1045138;-249.657
mp-1045145;-124.605
mp-1045282;-249.581
mp-10464;-69.6828
mp-1048932;-24.7235
mp-1048936;-23.9195
mp-1048940;-24.7257
mp-1049051;-46.4347
mp-1049058;-46.2489
mp-1049059;-46.4367
mp-1051901;-35.0927
mp-1051920;-35.0868
mp-1051925;-35.2267
mp-1052509;-61.2968
mp-1052552;-61.2402
mp-1052567;-61.3564
mp-1052722;-12.2509
mp-1052731;-11.702
mp-1052732;-12.2509
mp-1055680;-10.4836
mp-1055691;-10.3853
mp-1055692;-10.4808
mp-1056224;-4.17586
mp-1056227;-4.17852
mp-1056235;-3.43806
mp-1056237;-4.17879
mp-1056862;-7.01695
mp-1056870;-7.01755
mp-1056877;-7.01898
mp-1056879;-6.36533
mp-1056886;-7.01695
mp-1056895;-7.01755
mp-1056905;-7.01898
mp-1056908;-6.36533
mp-1056956;-15.8854
mp-1056964;-15.887
mp-1056979;-14.946
mp-1056981;-15.8878
mp-1057;-25.8579
mp-1057066;-15.8854
mp-1057078;-15.887
mp-1057104;-14.946
mp-1057107;-15.8878
mp-1057119;-12.2386
mp-1057122;-6.7057
mp-1057125;-6.14499
mp-1057126;-6.70611
mp-1057129;-12.2237
mp-1057138;-6.16668
mp-1057144;-12.2244
mp-1057145;-11.3605
mp-1057150;-6.70615
mp-1057152;-6.15564
mp-1057153;-6.62741
mp-1057192;-6.16772
mp-1057269;-6.7057
mp-1057272;-6.70611
mp-1057281;-6.70615
mp-1057282;-6.62741
mp-1057283;-16.7405
mp-1057291;-16.7512
mp-1057305;-16.9569
mp-1057314;-16.7476
mp-1057337;-13.2245
mp-1057338;-13.2387
mp-1057353;-13.2397
mp-1057360;-13.1582
mp-1057421;-15.8854
mp-1057432;-15.887
mp-1057444;-14.946
mp-1057448;-15.8878
mp-1057467;-3.02186
mp-1057480;-3.04807
mp-1057502;-3.36332
mp-1057506;-3.05197
mp-1057531;-6.7057
mp-1057534;-6.70611
mp-1057543;-6.70615
mp-1057547;-6.62741
mp-1057737;-6.7057
mp-1057745;-6.70611
mp-1057756;-6.70615
mp-1057759;-6.62741
mp-1057764;-12.2386
mp-1057767;-7.01695
mp-1057774;-15.8854
mp-1057776;-12.2237
mp-1057778;-7.01755
mp-1057783;-15.887
mp-1057789;-12.2244
mp-1057793;-11.3605
mp-1057794;-7.01898
mp-1057798;-6.36533
mp-1057803;-6.4691
mp-1057805;-14.946
mp-1057806;-6.46916
mp-1057807;-15.8878
mp-1057812;-6.46923
mp-1057816;-6.12744
mp-1057895;-15.8854
mp-1057903;-15.887
mp-1057929;-15.8878
mp-1057931;-14.946
mp-1057940;-6.7057
mp-1057948;-6.70611
mp-1057953;-6.70615
mp-1057954;-6.62741
mp-1057991;-6.7057
mp-1057998;-6.70611
mp-1058003;-6.70615
mp-1058005;-6.62741
mp-1058084;-6.7057
mp-1058093;-6.70611
mp-1058097;-6.70615
mp-1058106;-6.62741
mp-1058119;-5.9388
mp-1058120;-6.7057
mp-1058126;-6.70611
mp-1058132;-5.93634
mp-1058134;-6.70615
mp-1058136;-6.62741
mp-1058143;-12.2386
mp-1058148;-6.7057
mp-1058152;-6.70611
mp-1058155;-12.2237
mp-1058161;-6.70615
mp-1058162;-6.62741
mp-1058166;-5.93646
mp-1058172;-12.2244
mp-1058173;-5.77437
mp-1058176;-11.3605
mp-1058178;-6.7057
mp-1058183;-6.70611
mp-1058191;-6.70615
mp-1058192;-6.62741
mp-1058233;-6.7057
mp-1058236;-6.70611
mp-1058245;-6.70615
mp-1058247;-6.62741
mp-1058250;-15.8854
mp-1058260;-15.887
mp-1058276;-15.8878
mp-1058277;-14.946
mp-1058342;-6.7057
mp-1058351;-6.70611
mp-1058357;-6.70615
mp-1058358;-6.62741
mp-1058379;-7.01694
mp-1058385;-6.7057
mp-1058386;-7.01754
mp-1058388;-7.01897
mp-1058390;-6.70611
mp-1058392;-6.3653
mp-1058395;-6.70615
mp-1058399;-6.62741
mp-1058408;-15.8854
mp-1058414;-5.9388
mp-1058423;-15.887
mp-1058431;-5.93634
mp-1058437;-14.946
mp-1058443;-15.8878
mp-1058473;-5.93646
mp-1058478;-5.77437
mp-1058497;-6.7057
mp-1058498;-17.0618
mp-1058501;-6.70611
mp-1058510;-17.0545
mp-1058513;-6.70615
mp-1058515;-6.62741
mp-1058525;-16.0161
mp-1058527;-13.2908
mp-1058529;-17.0541
mp-1058538;-13.2961
mp-1058548;-14.3176
mp-1058553;-13.3026
mp-1058573;-15.8854
mp-1058582;-15.887
mp-1058586;-10.1987
mp-1058593;-15.8854
mp-1058598;-10.2031
mp-1058600;-15.887
mp-1058605;-15.8878
mp-1058608;-14.946
mp-1058619;-14.946
mp-1058621;-15.8878
mp-1058629;-10.2031
mp-1058630;-9.76165
mp-1058633;-10.3007
mp-1058641;-10.3172
mp-1058659;-10.3168
mp-1058660;-10.2304
mp-1058676;-15.8854
mp-1058685;-15.887
mp-1058708;-14.946
mp-1058709;-15.8878
mp-1058732;-6.7057
mp-1058737;-6.70611
mp-1058748;-7.01695
mp-1058756;-6.70615
mp-1058757;-7.01755
mp-1058758;-6.62741
mp-1058763;-7.01898
mp-1058764;-6.36533
mp-1058827;-15.8854
mp-1058841;-15.887
mp-1058861;-15.8878
mp-1058865;-14.946
mp-1058873;-6.86147
mp-1058881;-6.86139
mp-1058895;-6.86139
mp-1058897;-6.67328
mp-1058902;-6.7057
mp-1058907;-6.70611
mp-1058921;-6.70615
mp-1058923;-6.62741
mp-1058934;-6.7057
mp-1058942;-6.70611
mp-1058956;-6.70615
mp-1058957;-6.62741
mp-1058992;-12.3179
mp-1059005;-12.3258
mp-1059033;-12.3261
mp-1059037;-11.0539
mp-1059047;-15.8854
mp-1059054;-15.887
mp-1059069;-14.946
mp-1059073;-15.8878
mp-1059154;-15.8854
mp-1059169;-15.887
mp-1059190;-14.946
mp-1059194;-15.8878
mp-1059238;-15.8854
mp-1059247;-15.887
mp-1059266;-14.946
mp-1059268;-15.8878
mp-1059280;-6.7057
mp-1059284;-6.70611
mp-1059294;-6.70615
mp-1059295;-6.62741
mp-1059323;-6.7057
mp-1059328;-6.70611
mp-1059334;-6.70615
mp-1059336;-6.62741
mp-1059341;-6.7057
mp-1059344;-6.70611
mp-1059347;-15.8854
mp-1059354;-6.70615
mp-1059355;-6.62741
mp-1059358;-15.887
mp-1059379;-14.946
mp-1059380;-15.8878
mp-1059516;-6.7057
mp-1059531;-6.70611
mp-1059541;-6.70615
mp-1059542;-6.62741
mp-1059562;-15.8854
mp-1059573;-15.887
mp-1059598;-8.99294
mp-1059605;-14.946
mp-1059607;-15.8878
mp-1059613;-9.03649
mp-1059654;-9.03904
mp-1059655;-7.60161
mp-1059782;-15.8854
mp-1059797;-15.887
mp-1059826;-14.946
mp-1059832;-15.8878
mp-1059892;-6.7057
mp-1059896;-6.70611
mp-1059904;-6.62741
mp-1059905;-6.70615
mp-1059976;-8.38445
mp-1059996;-17.6053
mp-1060019;-8.37872
mp-1060025;-15.8854
mp-1060031;-17.6037
mp-1060034;-15.887
mp-1060053;-17.1281
mp-1060054;-9.85879
mp-1060061;-15.8878
mp-1060062;-14.946
mp-1060065;-15.8854
mp-1060074;-8.37807
mp-1060075;-5.9388
mp-1060078;-15.887
mp-1060080;-17.6049
mp-1060087;-14.7231
mp-1060089;-5.93634
mp-1060094;-15.8854
mp-1060103;-14.724
mp-1060109;-15.887
mp-1060111;-14.946
mp-1060116;-15.8878
mp-1060129;-15.5201
mp-1060133;-14.725
mp-1060134;-5.93646
mp-1060138;-14.946
mp-1060141;-5.77437
mp-1060146;-15.8878
mp-1060164;-15.8854
mp-1060169;-6.7057
mp-1060170;-7.01662
mp-1060186;-15.887
mp-1060187;-7.01723
mp-1060194;-7.01777
mp-1060195;-5.81514
mp-10602;-27.9856
mp-1060200;-6.70611
mp-1060211;-6.70615
mp-1060212;-6.62741
mp-1060215;-14.946
mp-1060218;-15.8878
mp-1060310;-6.7057
mp-1060313;-15.8854
mp-1060314;-6.70611
mp-1060323;-6.70615
mp-1060326;-15.887
mp-1060329;-15.8854
mp-1060333;-6.62741
mp-1060342;-15.887
mp-1060361;-14.946
mp-1060368;-15.8878
mp-1060377;-14.946
mp-1060381;-15.8878
mp-1060390;-15.8854
mp-1060405;-15.887
mp-1060442;-14.946
mp-1060444;-15.8878
mp-1060465;-6.7057
mp-1060468;-6.70611
mp-1060478;-6.70615
mp-1060482;-6.62741
mp-1060530;-6.7057
mp-1060543;-6.70611
mp-1060548;-6.70615
mp-1060549;-6.62741
mp-1060604;-6.7057
mp-1060623;-6.70611
mp-1060636;-6.70615
mp-1060637;-6.62741
mp-1060645;-7.01695
mp-1060662;-7.01755
mp-1060668;-6.7057
mp-1060677;-14.222
mp-1060681;-7.01898
mp-1060683;-6.70611
mp-1060687;-6.36533
mp-1060694;-14.2284
mp-1060695;-6.70615
mp-1060696;-6.62741
mp-1060718;-6.7057
mp-1060720;-14.2288
mp-1060721;-13.0059
mp-1060722;-6.70611
mp-1060727;-8.00861
mp-1060733;-6.70615
mp-1060734;-6.62741
mp-1060765;-8.00343
mp-1060776;-6.7057
mp-1060784;-6.70611
mp-1060796;-7.93449
mp-1060799;-6.70615
mp-10608;-35.9266
mp-1060805;-6.62741
mp-1060820;-8.00857
mp-1060975;-15.8854
mp-1060987;-15.887
mp-1061033;-14.946
mp-1061037;-15.8878
mp-1061043;-15.8854
mp-1061047;-6.7057
mp-1061051;-15.594
mp-1061054;-8.5571
mp-1061056;-6.70611
mp-1061066;-15.887
mp-1061069;-6.70615
mp-1061070;-6.62741
mp-1061074;-15.6024
mp-1061104;-14.946
mp-1061105;-15.429
mp-1061112;-15.8878
mp-1061121;-15.6081
mp-1061141;-8.56018
mp-1061174;-11.3332
mp-1061183;-11.3497
mp-1061187;-7.99154
mp-1061194;-15.8854
mp-1061211;-11.3434
mp-1061214;-11.351
mp-1061215;-15.887
mp-1061240;-6.7057
mp-1061242;-15.8854
mp-1061245;-6.70611
mp-1061253;-14.946
mp-1061260;-15.8878
mp-1061261;-15.887
mp-1061265;-6.70615
mp-1061266;-6.62741
mp-1061292;-14.946
mp-1061296;-15.8878
mp-1061328;-6.7057
mp-1061335;-6.7057
mp-1061336;-6.70611
mp-1061343;-7.71798
mp-1061346;-6.70611
mp-1061350;-6.62741
mp-1061351;-6.70615
mp-1061356;-6.70615
mp-1061357;-6.62741
mp-1061359;-8.99294
mp-1061377;-15.8854
mp-1061385;-9.03649
mp-1061393;-15.887
mp-1061401;-8.38358
mp-1061431;-14.946
mp-1061433;-15.8878
mp-1061434;-9.03904
mp-1061435;-7.60161
mp-1061447;-6.7057
mp-1061458;-6.70611
mp-1061461;-8.37968
mp-1061477;-6.70615
mp-1061479;-6.62741
mp-1061519;-9.87591
mp-1061552;-8.37991
mp-1061588;-6.7057
mp-1061595;-6.70611
mp-1061603;-6.70615
mp-1061604;-6.62741
mp-1061861;-20.1508
mp-1061904;-20.1501
mp-1061932;-3.93708
mp-1061937;-20.1533
mp-1061959;-20.9764
mp-1061962;-19.7862
mp-1061963;-3.93469
mp-1061965;-20.155
mp-1061981;-3.66675
mp-1061983;-3.80864
mp-1061988;-21.005
mp-1062005;-20.2983
mp-1062024;-16.4669
mp-1062031;-16.4947
mp-1062034;-7.15083
mp-1062038;-20.3009
mp-1062046;-16.4993
mp-1062054;-15.5559
mp-1062069;-7.161
mp-1062091;-19.7975
mp-1062097;-6.4213
mp-1062100;-7.16255
mp-1062124;-19.7975
mp-1062132;-18.7858
mp-1062162;-19.9079
mp-1062176;-19.8973
mp-1062230;-19.8991
mp-1062232;-19.7517
mp-1062249;-10.0257
mp-1062257;-3.93343
mp-1062265;-10.1168
mp-1062295;-10.3496
mp-1062299;-10.1357
mp-1062301;-3.93028
mp-1062317;-3.65135
mp-1062326;-3.79264
mp-1062373;-31.061
mp-1062394;-31.0608
mp-1062429;-31.3057
mp-1062433;-31.0677
mp-1062603;-20.131
mp-1062632;-20.1356
mp-1062650;-20.9086
mp-1062654;-20.1436
mp-1062663;-20.2682
mp-1062680;-20.1373
mp-1062691;-18.3429
mp-1062700;-18.3695
mp-1062705;-20.8962
mp-1062727;-18.3737
mp-1062730;-20.2832
mp-1062741;-31.061
mp-1062742;-17.4426
mp-1062755;-17.5691
mp-1062761;-31.0608
mp-1062773;-17.5745
mp-1062785;-17.5663
mp-1062786;-17.5986
mp-1062809;-24.3017
mp-1062820;-18.1868
mp-1062823;-31.3057
mp-1062828;-31.0677
mp-1062863;-18.1846
mp-1062899;-18.0555
mp-1062922;-24.3073
mp-1062928;-18.0094
mp-1062965;-24.792
mp-1062978;-5.8542
mp-1063017;-5.93091
mp-1063034;-24.3578
mp-1063041;-5.07317
mp-1063069;-5.92544
mp-1063128;-7.89334
mp-1063206;-7.90106
mp-1063223;-9.12282
mp-1063271;-8.21886
mp-1063322;-29.0381
mp-1063329;-29.038
mp-1063346;-29.0391
mp-1063347;-29.1407
mp-1063426;-20.1436
mp-1063471;-20.1374
mp-1063494;-20.8926
mp-1063499;-21.0134
mp-1063524;-20.2829
mp-1063532;-15.3368
mp-1063543;-21.0165
mp-1063568;-15.3274
mp-1063569;-22.1471
mp-1063588;-20.8954
mp-1063600;-15.5639
mp-1063625;-15.1457
mp-1063661;-19.1299
mp-10637;-13.1632
mp-1063728;-19.1122
mp-1063746;-14.0233
mp-1063747;-14.0236
mp-1063748;-12.7293
mp-1063749;-14.0267
mp-1063753;-14.0234
mp-1063757;-19.1234
mp-1063759;-17.8224
mp-1063760;-14.027
mp-1063761;-12.724
mp-1063950;-14.0214
mp-1063954;-14.0234
mp-1063962;-12.7282
mp-1063963;-14.0267
mp-1064074;-22.8097
mp-1064110;-11.1164
mp-1064124;-11.1836
mp-1064125;-22.8079
mp-1064144;-11.1837
mp-1064152;-9.70714
mp-1064166;-21.4373
mp-1064176;-22.8188
mp-10643;-21.5284
mp-1064406;-31.3619
mp-1064412;-31.3613
mp-1064428;-29.6332
mp-1064433;-45.7766
mp-1064442;-31.3647
mp-1064469;-27.0101
mp-1064491;-45.7969
mp-1064504;-27.0107
mp-1064525;-27.0929
mp-1064540;-45.4518
mp-1064552;-45.8042
mp-1064561;-27.0216
mp-1064700;-34.9583
mp-1064735;-34.9726
mp-1064752;-22.5518
mp-1064766;-34.4043
mp-1064772;-34.792
mp-1064829;-22.5679
mp-1064873;-22.4713
mp-1064902;-31.3611
mp-1064912;-31.3606
mp-1064926;-29.6012
mp-1064938;-31.364
mp-1064960;-22.5493
mp-1065361;-30.0322
mp-1065365;-31.1768
mp-1065367;-30.0348
mp-1065370;-30.0358
mp-1065372;-28.7614
mp-1065386;-22.8097
mp-1065395;-31.1769
mp-1065418;-30.7601
mp-1065430;-31.1769
mp-1065440;-22.8079
mp-1065469;-21.4373
mp-1065474;-22.8188
mp-1065685;-14.7001
mp-1065691;-14.7444
mp-1065709;-14.7481
mp-1065712;-14.3446
mp-1065926;-40.7004
mp-1065966;-40.6909
mp-1065988;-40.1519
mp-1065995;-33.5496
mp-1066033;-40.6838
mp-1066042;-33.5567
mp-1066089;-33.7179
mp-1066092;-34.9583
mp-1066136;-26.9199
mp-1066145;-34.9726
mp-1066164;-33.514
mp-1066171;-34.4041
mp-1066187;-26.9389
mp-1066188;-34.7921
mp-1066241;-27.1043
mp-1066287;-26.9282
mp-1066321;-23.4737
mp-1066325;-23.4291
mp-1066333;-23.4487
mp-1066334;-23.3125
mp-1066433;-34.5816
mp-1066444;-34.5771
mp-1066462;-34.3905
mp-1066469;-34.5804
mp-1066566;-32.0063
mp-1066577;-39.7947
mp-1066591;-32.0033
mp-1066615;-32.0855
mp-1066663;-32.0146
mp-1066684;-39.8019
mp-1066713;-40.7008
mp-1066745;-40.6912
mp-1066764;-40.1664
mp-1066794;-40.3154
mp-1066808;-40.6844
mp-1066882;-19.3418
mp-1066912;-32.0066
mp-1066920;-19.3189
mp-1066963;-32.0029
mp-1066966;-19.1799
mp-1066986;-32.0838
mp-1066995;-39.8148
mp-1067;-12.0299
mp-1067012;-19.2406
mp-1067024;-20.7309
mp-1067057;-32.0142
mp-1067059;-17.9554
mp-1067060;-20.7233
mp-1067079;-20.343
mp-1067090;-18.0029
mp-1067091;-20.7524
mp-1067135;-15.7335
mp-1067137;-18.0064
mp-1067383;-20.631
mp-1067391;-20.6121
mp-1067395;-34.9668
mp-1067402;-20.6155
mp-1067406;-20.804
mp-1067421;-34.9632
mp-1067440;-34.6103
mp-1067443;-20.7309
mp-1067448;-5.05269
mp-1067450;-34.9675
mp-1067451;-17.5528
mp-1067474;-5.07372
mp-1067478;-20.7232
mp-1067495;-20.3441
mp-1067497;-5.02164
mp-1067507;-20.752
mp-1067511;-4.50195
mp-1067574;-17.5529
mp-1067619;-16.1111
mp-1067655;-16.1843
mp-1067704;-17.5513
mp-1067710;-16.1909
mp-1067719;-13.8512
mp-1067838;-21.8101
mp-1067842;-17.5513
mp-1067851;-21.8112
mp-1067862;-21.4532
mp-1067863;-21.8115
mp-1068146;-24.8055
mp-1068193;-24.8083
mp-1068225;-24.808
mp-1068229;-24.5897
mp-1068284;-24.807
mp-1068302;-24.8085
mp-1068317;-24.5922
mp-1068430;-24.8066
mp-1068431;-14.5594
mp-1068471;-14.6172
mp-1068511;-12.9501
mp-1068528;-14.6189
mp-1068564;-14.5592
mp-1068572;-28.0491
mp-1068590;-28.0509
mp-1068612;-28.0521
mp-1068628;-27.4991
mp-1068632;-23.9899
mp-1068652;-14.6165
mp-1068701;-24.0008
mp-1068703;-12.9566
mp-1068726;-14.6177
mp-1068790;-23.0502
mp-1068806;-24.4073
mp-1068822;-23.9884
mp-1068876;-25.3948
mp-1068878;-24.0005
mp-1068903;-25.3897
mp-1068908;-23.9971
mp-1068928;-25.3947
