material_id;spacegroup
mp-1069621;I4/mmm
mp-1069629;I4/mmm
mp-1069657;I4/mmm
mp-1069686;I4/mmm
mp-1069731;I4/mmm
mp-1069757;I4/mmm
mp-1070237;I4/mmm
mp-1070282;I4/mmm
mp-1070324;I4/mmm
mp-1070362;I4/mmm
mp-1070408;I4/mmm
mp-1070470;I4/mmm
mp-1070522;I4/mmm
mp-1070577;I4/mmm
mp-1070583;I4/m
mp-1070593;I4/mmm
mp-1070619;I4/mmm
mp-1070674;I4/mmm
mp-1070677;I4/m
mp-1070712;I4/mmm
mp-1070717;I4/m
mp-1070734;R-3m
mp-1070756;R-3m
mp-1070768;I4/m
mp-1070776;R-3m
mp-1070785;R-3m
mp-1070842;I4_1md
mp-1070877;I4_1md
mp-1070942;I4_1md
mp-1070947;I4_1md
mp-1077777;I4/mmm
mp-1078094;I-4
mp-1078110;R3m
mp-1078485;P6_3/mmc
mp-1079639;P6_3/mmc
mp-1079868;P-62m
mp-1092253;P6_3/mmc
mp-1095525;Pnma
mp-1101956;Pnma
mp-1102075;P2_1/m
mp-1103088;R-3m
mp-1103949;Cmc2_1
mp-1106237;R-3m
mp-1114969;Pmn2_1
mp-1115081;I-4
mp-1115375;I-42m
mp-1115395;P-6m2
mp-1115706;P-6m2
mp-1115786;P-6m2
mp-1116021;P-62m
mp-1121422;Pnma
mp-1122042;R-3m
mp-1124804;P6_3/mmc
mp-1124947;I4/mmm
mp-1125186;F-43m
mp-1126411;P4/nmm
mp-1126574;Pm-3m
mp-1127229;P4/nmm
mp-1127261;P6_3/mmc
mp-1127337;P4/nmm
mp-1127643;I4/mmm
mp-1128069;I-42m
mp-1128435;I4/mmm
mp-1128688;P6/mmm
mp-1129842;P6_3/mmc
mp-1130155;P6_3/mmc
mp-1130205;Pbcn
mp-1130281;P2_1/c
mp-1131932;I4_1md
mp-1132749;I4/mmm
mp-1133340;I4/mmm
mp-1135635;P-62m
mp-1135693;I4/mmm
mp-1136368;Fm-3m
mp-1136389;Pm-3n
mp-1136493;I4/m
mp-1136732;I4/mmm
mp-1136903;P-3m1
mp-1136937;I4/mcm
mp-1139951;P2_1/m
mp-1140062;Cmcm
mp-1140668;P-3m1
mp-1140687;P2_1/c
mp-1140886;P4_2/mmc
mp-1141117;P4/nmm
mp-1141296;I4/m
mp-1141517;Pnma
mp-1141782;R-3m
mp-11422;Pm-3m
mp-1142301;R-3m
mp-1142729;C2/c
mp-1143390;P-6m2
mp-1143925;Pnma
mp-1144400;Pnma
mp-1144407;Pnma
mp-11483;Pm-3m
mp-1149410;Pm-3m
mp-1149426;Pm-3m
mp-11501;Pm-3m
mp-1150351;Ibam
mp-1150821;P-6m2
mp-1150839;P-6m2
mp-1151080;Pnma
mp-1152929;I4/mmm
mp-1153988;I-4
mp-1156942;I4/mmm
mp-1157954;P2_1/c
mp-1159363;P6_3/mmc
mp-11594;P6/mmm
mp-1159573;I4/mmm
mp-1159602;C2/c
mp-1160814;P6_3/mmc
mp-1160881;Pmma
mp-1161454;P2_1/c
mp-1161468;C2/c
mp-1162708;P4_2/mmc
mp-1162985;P4_2/mmc
mp-1163178;R-3
mp-1163593;Pna2_1
mp-1163639;R-3c
mp-1164488;I4/mmm
mp-1164932;Pm-3m
mp-1164954;F-43m
mp-1164955;Pm-3m
mp-1165068;Pm-3m
mp-1165179;Pm-3m
mp-1165207;Fm-3m
mp-1165733;I4_1md
mp-1165985;P-1
mp-1166045;P4/nmm
mp-1167195;Cmcm
mp-1167517;P6/mmm
mp-1168157;Pmn2_1
mp-1169558;P2_1/c
mp-1169621;P2_1/c
mp-1170147;P4/nmm
mp-1170763;P6/mmm
mp-1171233;P-1
mp-1171575;I4/mmm
mp-1172005;Pm-3m
mp-11743;P-6m2
mp-1181285;C2/c
mp-1181584;Fdd2
mp-1182583;C2/m
mp-1185410;Fm-3m
mp-1185859;Pmma
mp-1186271;P-6m2
mp-1188642;R-3m
mp-1189340;Imm2
mp-1191035;P6_3/mmc
mp-1196113;P-1
mp-1196833;Pna2_1
mp-1197174;Fdd2
mp-1197814;C2/c
mp-1198150;P4_2/nmc
mp-1201065;Pc
mp-1203133;P-1
mp-1204989;Fdd2
mp-1205321;P4_2/m
mp-1216736;Pc
mp-1221975;Pm
mp-12265;I4/mcm
mp-1226850;R-3m
mp-1230498;Pnma
mp-1230698;R-3m
mp-1230762;Cmc2_1
mp-1231296;P2_1/m
mp-1232297;P4/mmm
mp-1237143;C2/c
mp-1237221;R-3m
mp-1237534;Pna2_1
mp-1239745;Pbcn
mp-1239912;P-6m2
mp-1240448;F-43m
mp-1240549;Pm-3m
mp-1240632;P-6m2
mp-1241435;C2/c
mp-1242371;Fm-3m
mp-1242497;R-3c
mp-1242792;Pm-3m
mp-1243095;P4_2/mmc
mp-1243177;Pm-3m
mp-1243249;R-3m
mp-1248793;P-62m
mp-1249069;P6/mmm
mp-1249955;P6/mmm
mp-1252832;I4/mmm
mp-1253282;P6_3/mmc
mp-1253380;I4/mmm
mp-1253944;P6/mmm
mp-1257315;P6_3/mmc
mp-1257574;I4/mmm
mp-1258160;Pnma
mp-1258282;I4/mmm
mp-1258423;I4/mmm
mp-1258485;I4/mmm
mp-1258971;P-6m2
mp-1259078;P-6m2
mp-1260453;I4/mmm
mp-1260568;Pnma
mp-1260898;I4/mmm
mp-1261378;I4/mmm
mp-1262105;P6_3/mmc
mp-1262134;I4/mmm
mp-1263063;I4/mmm
mp-1263090;P-6m2
mp-1263208;P-62m
mp-1263233;I4/mmm
mp-1263347;P6/mmm
mp-1264161;P6/mmm
mp-1264673;P6/mmm
mp-1264832;P-62m
mp-1266702;I4/mmm
mp-1267114;Pnma
mp-1267146;I4/mmm
mp-1267849;I4/mmm
mp-12780;P4/nmm
mp-12919;I4_1md
mp-1299942;P6_3/mmc
mp-1300125;R3m
mp-1300137;P-62m
mp-1300528;C2/m
mp-13070;P6_3/mmc
mp-1325397;Pna2_1
mp-1326047;Pna2_1
mp-1326726;P2_1/c
mp-13272;P-6m2
mp-1327891;Pc
mp-1334065;Pnma
mp-1336758;F-43m
mp-1337737;Pbca
mp-13398;I4/mmm
mp-1340982;P-1
mp-1346666;Fdd2
mp-1349404;P6_3mc
mp-1350424;P2_1/c
mp-1351082;P2_1/c
mp-1353639;C2/c
mp-1354069;Pna2_1
mp-1354679;P2_1/c
mp-1355968;C2/c
mp-1358032;P4_2/nmc
mp-1358106;R-3c
mp-1358739;P-1
mp-1359029;Pc
mp-1359931;R-3
mp-1363587;P6_3mc
mp-1369030;P-1
mp-1369150;C2/c
mp-1371741;F-43m
mp-1380882;P4_2/m
mp-1380926;I4_1md
mp-1381430;I4/mmm
mp-1382008;P-6m2
mp-1382615;Pnma
mp-1385379;P2_1/c
mp-1385514;P1
mp-1388362;Fdd2
mp-1390129;R-3m
mp-1394352;P6_3/mmc
mp-1394765;Pbcn
mp-1401963;P4/nmm
mp-1403972;P6_3/mmc
mp-1413775;P4/nmm
mp-1414588;P4/mmm
mp-1415188;I4/mcm
mp-1415337;Cmcm
mp-1415528;R-3m
mp-1416025;P6/mmm
mp-1416220;I4/mmm
mp-1417290;Fm-3m
mp-1417347;P6/mmm
mp-1417397;I-4
mp-1418009;P6_3/mmc
mp-1419355;Pm-3m
mp-1419904;Pnma
mp-1420488;I4/mmm
mp-1420609;I4/m
mp-1420624;P6_3/mmc
mp-1422184;P4/nmm
mp-1422530;Pm-3m
mp-1423010;P-62m
mp-1423501;F-43m
mp-1423999;Pnma
mp-1424480;I4/m
mp-1424781;P4/nmm
mp-1425688;R-3m
mp-1425788;Fm-3m
mp-1426323;Pm-3n
mp-1426587;Ibam
mp-1426726;P4/nmm
mp-1426778;I4_1md
mp-1427159;P-6m2
mp-1429770;I-42m
mp-1430311;P6_3/mmc
mp-1431396;P-6m2
mp-1431723;P6_3/mmc
mp-1432078;I4/mmm
mp-1432218;I4/mmm
mp-1432625;Pmn2_1
mp-1434395;Pmma
mp-1434695;P2_1/m
mp-1434885;P6_3/mmc
mp-1435116;P2_1/m
mp-1435213;R-3m
mp-1436276;Fm-3m
mp-1437009;Pm-3m
mp-1437618;P-3m1
mp-1437701;I4/mmm
mp-1437929;Pm-3m
mp-1438131;I4/mmm
mp-1438502;I4/mmm
mp-1438579;Pm-3m
mp-1438602;R-3m
mp-1438908;Amm2
mp-1438909;P-6m2
mp-1439221;Pm-3m
mp-1439568;I4/mmm
mp-1439644;P4_2/mmc
mp-1439681;Pm-3m
mp-1439862;R-3m
mp-1439888;I4/mmm
mp-1440081;P-3m1
mp-1440498;P6/mmm
mp-1441265;Pm-3m
mp-1442231;Pm-3m
mp-1442345;P-62m
mp-1443089;Pm
mp-1458;Pm-3n
mp-1523487;Pm-3m
mp-1524249;Pm-3m
mp-1524286;Pm-3m
mp-1524505;P6_3/mmc
mp-1524911;P-3m1
mp-1525584;I-4
mp-1525605;P-62m
mp-1525606;R-3m
mp-1536189;P4_2/mmc
mp-1536520;R-3m
mp-1536828;Pm-3m
mp-1537105;Pm-3n
mp-1537406;I4/mmm
mp-1537649;Pm-3m
mp-1538103;P4/nmm
mp-1538260;I4/m
mp-1538351;P6/mmm
mp-1538601;P6_3/mmc
mp-1540102;I4/mcm
mp-1540818;I4/mcm
mp-1540927;P-3m1
mp-1541907;P-3m1
mp-1544239;P4_2/m
mp-1546074;Pnma
mp-1546821;C2/c
mp-1583518;P6_3mc
mp-1586297;Pm-3m
mp-1586312;Pm-3m
mp-1587511;P4_2/mmc
mp-1587664;Pm-3m
mp-1587791;P4/nmm
mp-1587830;Pm-3m
mp-1588222;Cmcm
mp-1588250;Pm-3m
mp-1588332;P-3m1
mp-1588421;I-4
mp-1588467;I4/m
mp-1588690;Pm-3m
mp-1589748;P6/mmm
mp-1589843;Pm-3m
mp-1590137;I4/mmm
mp-1590342;R-3m
mp-1590383;P-6m2
mp-1590563;I4/mmm
mp-1591057;Pm-3n
mp-1591286;I4_1md
mp-1591344;I4/mmm
mp-1591833;R-3m
mp-1592138;I4/mmm
mp-1592201;Pm-3m
mp-1592306;P6_3/mmc
mp-1592548;I4/mmm
mp-1592934;P4/nmm
mp-1593030;I4/mmm
mp-1593146;Amm2
mp-1593983;I4/mmm
mp-1594194;P-62m
mp-1595200;I4/m
mp-1595664;P6_3/mmc
mp-1595692;P6/mmm
mp-1597037;P-3m1
mp-1597180;R-3m
mp-1597279;P6/mmm
mp-1597295;P2_1/m
mp-1597924;I4/mcm
mp-1598367;I-42m
mp-1598944;P6_3/mmc
mp-1599172;P4/nmm
mp-1599245;I4_1md
mp-1599746;Pnma
mp-1599763;Ibam
mp-1599931;P6_3mc
mp-1600787;P-62m
mp-1600789;Pmn2_1
mp-1601011;R-3m
mp-1601231;P-62m
mp-1601930;I4/mmm
mp-1602237;Pnma
mp-1602333;C2/m
mp-1602496;R3m
mp-1603464;P4_2/m
mp-1604315;P2_1/m
mp-1607666;R-3m
mp-1609765;Fm-3m
mp-1610445;Pnma
mp-1610750;P-6m2
mp-1610772;Pm-3m
mp-1610876;P6_3/mmc
mp-1611785;P6_3/mmc
mp-1612626;F-43m
mp-1615632;P4/mmm
mp-1617211;I4/mmm
mp-1619829;Pm
mp-1620738;P6_3/mmc
mp-1621931;P6_3/mmc
mp-1624219;R-3m
mp-1625463;P4/nmm
mp-1626730;Pbcn
mp-1627315;P2_1/c
mp-1629253;Pnma
mp-1637561;P2_1/c
mp-1654458;P1
mp-1660018;Fm-3m
mp-1667949;P-6m2
mp-1667995;R-3m
mp-1670241;P2_1/m
mp-1671253;P-62m
mp-1672060;Fm-3m
mp-1672136;P4_2/mmc
mp-1673092;Pm-3m
mp-1674159;R-3m
mp-1674211;Pm-3m
mp-1674280;I4/mmm
mp-1675118;Pnma
mp-1675698;P-6m2
mp-1676084;Pnma
mp-1676597;I4/mmm
mp-1676820;I4_1md
mp-1677079;P4_2/m
mp-1677343;Amm2
mp-1677535;Pm-3m
mp-1677669;P-3m1
mp-1677678;I4/mmm
mp-1678400;P6_3mc
mp-1678519;C2/m
mp-1680054;R-3c
mp-1680082;F-43m
mp-1683744;P2_1/c
mp-1684908;P2_1/c
mp-1686422;P-3m1
mp-1687400;Pm-3m
mp-1687777;P6_3/mmc
mp-1688026;F-43m
mp-1688177;P-62m
mp-1688396;R3m
mp-1688658;Pm-3m
mp-1694953;Ibam
mp-1695483;P6/mmm
mp-1695562;P-62m
mp-1695812;I4/mmm
mp-1696052;P-6m2
mp-1696565;P6/mmm
mp-1696619;R-3m
mp-1696652;I4/mcm
mp-1697169;I-42m
mp-1697602;P4/nmm
mp-1697860;P4/nmm
mp-1697870;I4/mmm
mp-1697969;Cmcm
mp-1698594;Pm-3n
mp-1699041;P2_1/m
mp-1699934;I4/mmm
mp-1700102;I4/m
mp-1700298;P6_3/mmc
mp-1700485;I4/m
mp-1700490;P-6m2
mp-1700652;Pm-3m
mp-1700880;Pmn2_1
mp-1700957;I4_1md
mp-1701087;Pm-3m
mp-1701205;I-4
mp-1701254;P4/nmm
mp-1702478;R-3m
mp-1702657;P6/mmm
mp-1703303;I4/mmm
mp-1703829;Pnma
mp-1704790;Pm-3m
mp-1704968;P4/nmm
mp-1705260;P6_3/mmc
mp-1716449;P4/mmm
mp-1727476;Fdd2
mp-1731093;P6_3/mmc
mp-1733832;P6_3/mmc
mp-1734098;P2_1/c
mp-1734989;P6_3/mmc
mp-1742601;P1
mp-1751163;Pbcn
mp-1752084;Pm
mp-1754451;P6_3/mmc
mp-1760264;R-3m
mp-1760944;P4/nmm
mp-1764290;I4/mmm
mp-1764757;P6_3/mmc
mp-1766311;Fm-3m
mp-1776106;R-3m
mp-1776133;P4/nmm
mp-1776789;Pnma
mp-1777623;P-6m2
mp-1779415;P6_3/mmc
mp-1779601;I4/mcm
mp-1780759;R-3m
mp-1780867;R3m
mp-1781329;Amm2
mp-1781982;Pm-3m
mp-1782244;R-3m
mp-1782675;P-6m2
mp-1783848;P-3m1
mp-1783983;I4/mmm
mp-1784808;Pm-3n
mp-1786009;P4/nmm
mp-1787034;I4/mmm
mp-1787543;I4/m
mp-1788009;R-3m
mp-1788345;Pmn2_1
mp-1788569;Pnma
mp-1788680;Cmcm
mp-1789267;I-42m
mp-1791003;Pm-3m
mp-1791293;Fm-3m
mp-1791337;Pm-3m
mp-1791981;Pmma
mp-1792103;Pm-3m
mp-1792244;P6_3/mmc
mp-1793106;Pm-3m
mp-1793857;P-6m2
mp-1794589;Pm-3m
mp-1795425;P6_3/mmc
mp-1795512;F-43m
mp-1796073;P-62m
mp-1796508;I4/m
mp-1797243;P4/mmm
mp-1798653;I4/mmm
mp-1798811;Pm-3m
mp-1798899;I4/mmm
mp-1799646;P4_2/mmc
mp-1801227;I4/mmm
mp-1801655;P6/mmm
mp-1801658;I4/mmm
mp-1802266;I4/mmm
mp-1802415;P-6m2
mp-1802529;P6_3/mmc
mp-1803167;Pm-3m
mp-1803574;R-3m
mp-1803794;P6/mmm
mp-1806407;I4_1md
mp-1810115;P6_3/mmc
mp-1816090;P2_1/c
mp-1816535;Pbcn
mp-1819337;P-1
mp-1820911;Pc
mp-1827458;Ibam
mp-1827995;I4/mmm
mp-1829004;P-62m
mp-1830078;P-62m
mp-1832650;C2/m
mp-1832928;C2/m
mp-1833255;Pm-3m
mp-1834902;Imm2
mp-1835695;Cmcm
mp-1836630;R-3m
mp-1840863;F-43m
mp-1842058;Fdd2
mp-1842664;Fm-3m
mp-1849494;Pnma
mp-1850198;P2_1/c
mp-1860717;P-3m1
mp-1867946;Pm
mp-1870475;P4/nmm
mp-1870640;P4/nmm
mp-1872016;P-1
mp-1872275;Fdd2
mp-1872861;R-3
mp-1875672;P6_3/mmc
mp-1876575;I4/mmm
mp-1878535;P6_3/mmc
mp-1887301;Pnma
mp-1889274;R-3c
mp-1891763;Cmc2_1
mp-1894766;P2_1/c
mp-1894768;Pna2_1
mp-1895271;P2_1/c
mp-1895506;P-1
mp-1896600;C2/c
mp-18972;I4/mmm
mp-1897512;P2_1/c
mp-1897837;P1
mp-1920487;P-1
mp-1921231;I4/mmm
mp-1924018;P4/nmm
mp-1924669;P6_3/mmc
mp-1928483;I4_1md
mp-1929487;I-4
mp-1929731;Pc
mp-1930644;C2/c
mp-1930863;P2_1/m
mp-1931161;I4/mmm
mp-1932256;Fm-3m
mp-1934014;P6/mmm
mp-1935076;P4_2/m
mp-19959;P4/nmm
mp-20025;I-4
mp-20490;Pnma
mp-20700;I4/mmm
mp-20735;Pm-3m
mp-20779;P4/nmm
mp-20789;P-62m
mp-21242;P-6m2
mp-22263;Pm-3m
mp-22522;Pnma
mp-23033;R-3m
mp-23164;Pnma
mp-2436;P6/mmm
mp-27303;Ibam
mp-27339;P2_1/c
mp-27893;Pnma
mp-27985;P4/nmm
mp-28295;Pmn2_1
mp-28607;P6_3/mmc
mp-28698;I4/m
mp-288;P4_2/mmc
mp-28978;I4_1md
mp-30151;P2_1/m
mp-3048;P-3m1
mp-30770;P6_3mc
mp-30855;P6_3/mmc
mp-31163;P6/mmm
mp-31178;I4/mmm
mp-32163;I-42m
mp-3455;I4/mmm
mp-4009;Cmcm
mp-504786;P4/nmm
mp-510140;Cmcm
mp-541507;Pna2_1
mp-541837;R-3m
mp-551214;C2/m
mp-551675;I4/mmm
mp-552120;R-3m
mp-554926;Pna2_1
mp-555382;Pna2_1
mp-558811;P4_2/mmc
mp-560449;I4/mmm
mp-561628;C2/m
mp-565780;Pna2_1
mp-567589;Pm-3m
mp-567808;I4/mmm
mp-567840;I4/mmm
mp-569981;P6_3/mmc
mp-573651;F-43m
mp-582988;P1
mp-592;Pm-3m
mp-613384;Pm-3m
mp-613509;P4_2/mmc
mp-614918;P4/nmm
mp-618578;Pna2_1
mp-622375;P-1
mp-641703;P-1
mp-642279;Fm-3m
mp-643701;Pbcn
mp-655230;P4/nmm
mp-655431;Pm-3m
mp-656253;I-4
mp-657130;Pm-3m
mp-657137;Pm-3m
mp-657683;Pnma
mp-657986;P1
mp-659418;I-4
mp-659940;P4/nmm
mp-660654;P4/nmm
mp-660811;I4_1md
mp-661374;P4/nmm
mp-661614;I-42m
mp-662815;C2/c
mp-663541;R-3m
mp-664169;R-3m
mp-664231;P-1
mp-664908;I-4
mp-665;P-3m1
mp-665179;P4_2/mmc
mp-665212;P4_2/mmc
mp-665229;P4_2/mmc
mp-665298;Pmn2_1
mp-665302;Pnma
mp-665365;Pnma
mp-665511;Ibam
mp-665869;P2_1/c
mp-666015;P1
mp-669316;Pmn2_1
mp-669744;Cmcm
mp-669750;R-3m
mp-670416;I4_1md
mp-671087;P1
mp-671218;P-3m1
mp-679086;R-3m
mp-679202;P-1
mp-679964;Pnma
mp-680346;Pnma
mp-680651;Ibam
mp-680894;I4/mcm
mp-681216;P2_1/c
mp-681335;P1
mp-681348;Pna2_1
mp-682789;P4/nmm
mp-687762;P-3m1
mp-687863;P-3m1
mp-688918;R-3m
mp-689025;Cmcm
mp-689049;R-3m
mp-689455;Pmn2_1
mp-690711;P2_1/c
mp-697267;P2_1/c
mp-700377;P-1
mp-700896;Pnma
mp-701092;I4/mcm
mp-701541;Pna2_1
mp-702728;P4/nmm
mp-705546;P2_1/c
mp-707535;P-1
mp-708874;P4/nmm
mp-712464;I4/mcm
mp-712945;Pna2_1
mp-719442;P2_1/c
mp-725538;P2_1/c
mp-727083;P2_1/c
mp-728775;P-1
mp-731959;Pbcn
mp-732312;P2_1/c
mp-733325;P-1
mp-737055;P-1
mp-742998;Pbcn
mp-749706;Pbcn
mp-750429;P2_1/c
mp-768457;P2_1/c
mp-768484;C2/c
mp-768486;R-3
mp-768500;R-3c
mp-777615;Pbca
mp-778;P-62m
mp-792571;Pbca
mp-794420;Pbca
mp-795162;Pbca
mp-825465;I4/mmm
mp-835041;I4/mmm
mp-835825;I4/mmm
mp-842511;Cmcm
mp-842611;I4_1md
mp-842883;Ibam
mp-842995;Cmcm
mp-846373;P2_1/c
mp-846992;P2_1/c
mp-848807;P2_1/c
mp-852681;C2/c
mp-852685;P2_1/c
mp-852695;R-3c
mp-852696;R-3
mp-855570;P2_1/c
mp-855571;C2/c
mp-855577;R-3
mp-855635;R-3c
mp-856457;R-3c
mp-860047;P2_1/c
mp-864017;P2_1/c
mp-864995;P6_3/mmc
mp-8796;P2_1/c
mp-905889;I4_1md
mp-906090;P6_3/mmc
mp-907386;P4/nmm
mp-907438;Pm-3m
mp-908203;P6_3/mmc
mp-909797;P-3m1
mp-909870;R-3m
mp-910466;Pnma
mp-910583;P4/nmm
mp-911411;P2_1/m
mp-912228;Pm-3m
mp-912590;Pm-3n
mp-912653;P6_3mc
mp-912684;Pnma
mp-912856;P6/mmm
mp-913040;P-6m2
mp-913241;Pm-3m
mp-913248;I4/mmm
mp-914525;P6_3/mmc
mp-914556;P4/nmm
mp-914973;Fm-3m
mp-915469;I4/mmm
mp-916509;C2/c
mp-918835;I4_1md
mp-918943;P6_3/mmc
mp-919836;I4_1md
mp-919951;P6_3/mmc
mp-920798;P4/nmm
mp-920812;Pm-3m
mp-921823;P4/nmm
mp-921863;Pm-3m
mp-922643;P6_3/mmc
mp-923405;P6_3/mmc
mp-924829;P-3m1
mp-924887;R-3m
mp-925356;P-3m1
mp-925855;R-3m
mp-926287;Pnma
mp-926337;P4/nmm
mp-926810;Pnma
mp-926882;P4/nmm
mp-927372;P2_1/m
mp-927806;P2_1/m
mp-928241;Pm-3m
mp-928778;Pm-3m
mp-929024;Pm-3n
mp-929104;Pnma
mp-929143;P6_3mc
mp-929178;P6/mmm
mp-929258;P-6m2
mp-929391;Pm-3n
mp-929445;Pnma
mp-929525;P6_3mc
mp-929545;P6/mmm
mp-929760;Pm-3m
mp-929782;I4/mmm
mp-930125;P-6m2
mp-930252;Pm-3m
mp-930290;I4/mmm
mp-931197;I4/mmm
mp-931877;C2/c
mp-932179;I4/mmm
mp-932790;P6_3/mmc
mp-933192;P6/mmm
mp-935050;Pm-3m
mp-935110;F-43m
mp-937115;Cmcm
mp-937225;C2/c
mp-941220;Cmcm
mp-941526;Cmcm
mp-941737;Pm-3m
mp-941771;F-43m
mp-941881;Pm-3m
mp-941957;F-43m
mp-942062;P6_3/mmc
mp-943077;P6_3/mmc
mp-943390;P6/mmm
mp-943539;P6/mmm
mp-972916;Pmma
mp-974386;I4/mmm
mp-974404;I4/mmm
mp-974428;I4/mmm
mp-974443;I4/mmm
mp-977910;P6_3/mmc
mp-977932;P4/nmm
mp-978159;P6_3/mmc
mp-9808;I-42m
mp-987036;I4/m
mp-988040;I4/m
mp-988285;I4/m
mp-990480;Pm-3m
mp-991352;P-6m2
mp-991515;Pm-3m
mp-991766;I4/mmm
mp-991956;P6/mmm
mp-992087;Fm-3m
mp-992305;I4/mmm
mp-992320;Fm-3m
mp-992401;P-62m
mp-992512;P4/nmm
mp-993293;P-6m2
mp-993467;Pm-3m
mp-993700;P6/mmm
mp-993921;I4/mmm
mp-993976;P-62m
mp-994035;Fm-3m
mp-994606;P-6m2
mp-994798;Pm-3m
mp-995013;P6/mmm
mp-995072;P-62m
mp-995262;R-3
mp-995913;P2_1/c
mp-999118;P6_3/mmc
mp-999120;P6_3/mmc
mp-999131;P6_3/mmc
mp-999146;P6_3/mmc
mp-999149;P6_3/mmc
mp-999153;P6_3/mmc
mp-999162;P6_3/mmc
mp-999172;P6_3/mmc
