material_id;formula_pretty
mp-1267114;ZrCuSi
mp-1267146;DyAl3
mp-1267849;DyAl3
mp-12780;Sr(GaAu)2
mp-12919;LaPIr
mp-1299942;UPt3
mp-1300125;Mn(GaS2)2
mp-1300137;CeAlCu
mp-1300528;CeCrS2O
mp-13070;Sc2AlC
mp-1325397;Sr2VO4
mp-1326047;Sr2VO4
mp-1326726;Sb2(SO4)3
mp-13272;BaAlGe
mp-1327891;Li15H9N8
mp-1334065;B5H9N
mp-1336758;Li22Pb5
mp-1337737;Sb2(SO4)3
mp-13398;Yb(MnSi)2
mp-1340982;Li7P3S11
mp-1346666;H4C(N2O)2
mp-1349404;LuMn5
mp-1350424;Sr2LiSc(B2O5)2
mp-1351082;Sb2(SO4)3
mp-1353639;Mn(GaS2)2
mp-1354069;Sr2VO4
mp-1354679;TlP(HO2)2
mp-1355968;Sb2(SO4)3
mp-1358032;Bi2Se3
mp-1358106;Sb2(SO4)3
mp-1358739;TlP(HO2)2
mp-1359029;TlP(HO2)2
mp-1359931;Sb2(SO4)3
mp-1363587;TcB
mp-1369030;H4C(N2O)2
mp-1369150;Mn(GaS2)2
mp-1371741;U6Fe16Si7
mp-1380882;PtS
mp-1380926;Ba2S3
mp-1381430;K3Ni2F7
mp-1382008;TcB
mp-1382615;ZrCuSi
mp-1385379;TlP(HO2)2
mp-1385514;Bi12PtCl12
mp-1388362;H4C(N2O)2
mp-1390129;Ce3Sn
mp-1394352;DyAl3
mp-1394765;TlP(HO2)2
mp-1401963;YClO
mp-1403972;Sc2AlC
mp-1413775;LuTiGe
mp-1414588;BaPdS2
mp-1415188;SrCuF4
mp-1415337;BaPdS2
mp-1415528;DyAl3
mp-1416025;PrB2Ir3
mp-1416220;Li3UO4
mp-1417290;LiRe3
mp-1417347;Ce2Si3Rh
mp-1417397;Mn(GaS2)2
mp-1418009;TcB
mp-1419355;Yb3SnC
mp-1419904;NdNiSn
mp-1420488;Pr2Bi
mp-1420609;Na4IrO4
mp-1420624;DyAl3
mp-1422184;YClO
mp-1422530;CsIO3
mp-1423010;SmInRh
mp-1423501;TcB
mp-1423999;Bi2Se3
mp-1424480;ErAu4
mp-1424781;Sr(GaAu)2
mp-1425688;DyAl3
mp-1425788;U6Fe16Si7
mp-1426323;Nb3Ir
mp-1426587;NaAg3O2
mp-1426726;Li2CeSb2
mp-1426778;LaPIr
mp-1427159;LiYGa4
mp-1429770;Rb3NbO8
mp-1430311;TcB
mp-1431396;LiYbPb
mp-1431723;Ce2Si3Rh
mp-1432078;Tm(CuGe)2
mp-1432218;Rh3F
mp-1432625;CsIO3
mp-1434395;MgCu
mp-1434695;TbH2ClO2
mp-1434885;UReB3
mp-1435116;CuAuSe4
mp-1435213;YClO
mp-1436276;TcB
mp-1437009;TcB
mp-1437618;U2SeN2
mp-1437701;Tm(CuGe)2
mp-1437929;Ce3Sn
mp-1438131;DyAl3
mp-1438502;Er(NiP)2
mp-1438579;MnNi3
mp-1438602;Sr2NCl
mp-1438908;YbNiC2
mp-1438909;BaAlGe
mp-1439221;TmIr
mp-1439568;Yb(MnSi)2
mp-1439644;PtS
mp-1439681;GdHg
mp-1439862;Bi2Se3
mp-1439888;Gd(SiIr)2
mp-1440081;SnSe2
mp-1440498;EuZn5
mp-1441265;DyAl3
mp-1442231;TiRu
mp-1442345;Fe2P
mp-1443089;Mn(GaS2)2
mp-1458;Nb3Ir
mp-1523487;GdHg
mp-1524249;TmIr
mp-1524286;MnNi3
mp-1524505;UPt3
mp-1524911;SnSe2
mp-1525584;Mn(GaS2)2
mp-1525605;Fe2P
mp-1525606;YClO
mp-1536189;PtS
mp-1536520;Bi2Se3
mp-1536828;TiRu
mp-1537105;Nb3Ir
mp-1537406;Sr2VO4
mp-1537649;Ce3Sn
mp-1538103;YClO
mp-1538260;ErAu4
mp-1538351;EuZn5
mp-1538601;DyAl3
mp-1540102;SrCuF4
mp-1540818;SrCuF4
mp-1540927;SnSe2
mp-1541907;SnSe2
mp-1544239;PtS
mp-1546074;Bi2Se3
mp-1546821;Mn(GaS2)2
mp-1583518;TcB
mp-1586297;TmIr
mp-1586312;TiRu
mp-1587511;PtS
mp-1587664;Yb3SnC
mp-1587791;LuTiGe
mp-1587830;DyAl3
mp-1588222;BaPdS2
mp-1588250;MnNi3
mp-1588332;U2SeN2
mp-1588421;Mn(GaS2)2
mp-1588467;ErAu4
mp-1588690;GdHg
mp-1589748;PrB2Ir3
mp-1589843;Ce3Sn
mp-1590137;Er(NiP)2
mp-1590342;Bi2Se3
mp-1590383;BaAlGe
mp-1590563;Tm(CuGe)2
mp-1591057;Nb3Ir
mp-1591286;LaPIr
mp-1591344;Yb(MnSi)2
mp-1591833;Sr2NCl
mp-1592138;Pr2Bi
mp-1592201;CsIO3
mp-1592306;UReB3
mp-1592548;Tm(CuGe)2
mp-1592934;YClO
mp-1593030;DyAl3
mp-1593146;YbNiC2
mp-1593983;Gd(SiIr)2
mp-1594194;Fe2P
mp-1595200;Na4IrO4
mp-1595664;UPt3
mp-1595692;EuZn5
mp-1597037;SnSe2
mp-1597180;YClO
mp-1597279;Ce2Si3Rh
mp-1597295;TbH2ClO2
mp-1597924;SrCuF4
mp-1598367;Rb3NbO8
mp-1598944;DyAl3
mp-1599172;Sr(GaAu)2
mp-1599245;Ba2S3
mp-1599746;ZrCuSi
mp-1599763;NaAg3O2
mp-1599931;LuMn5
mp-1600787;SmInRh
mp-1600789;CsIO3
mp-1601011;DyAl3
mp-1601231;CeAlCu
mp-1601930;K3Ni2F7
mp-1602237;NdNiSn
mp-1602333;CeCrS2O
mp-1602496;Mn(GaS2)2
mp-1603464;PtS
mp-1604315;CuAuSe4
mp-1607666;DyAl3
mp-1609765;TcB
mp-1610445;Bi2Se3
mp-1610750;TcB
mp-1610772;TcB
mp-1610876;TcB
mp-1611785;TcB
mp-1612626;TcB
mp-1615632;BaPdS2
mp-1617211;Rh3F
mp-1619829;Mn(GaS2)2
mp-1620738;Sc2AlC
mp-1621931;DyAl3
mp-1624219;Ce3Sn
mp-1625463;YClO
mp-1626730;TlP(HO2)2
mp-1627315;TlP(HO2)2
mp-1629253;B5H9N
mp-1637561;Sb2(SO4)3
mp-1654458;Bi12PtCl12
mp-1660018;U6Fe16Si7
mp-1667949;BaAlGe
mp-1667995;Sr2NCl
mp-1670241;CuAuSe4
mp-1671253;Fe2P
mp-1672060;TcB
mp-1672136;PtS
mp-1673092;TcB
mp-1674159;DyAl3
mp-1674211;Ce3Sn
mp-1674280;Tm(CuGe)2
mp-1675118;Bi2Se3
mp-1675698;TcB
mp-1676084;ZrCuSi
mp-1676597;K3Ni2F7
mp-1676820;Ba2S3
mp-1677079;PtS
mp-1677343;YbNiC2
mp-1677535;MnNi3
mp-1677669;U2SeN2
mp-1677678;Er(NiP)2
mp-1678400;LuMn5
mp-1678519;CeCrS2O
mp-1680054;Sb2(SO4)3
mp-1680082;U6Fe16Si7
mp-1683744;Sb2(SO4)3
mp-1684908;TlP(HO2)2
mp-1686422;SnSe2
mp-1687400;TmIr
mp-1687777;UPt3
mp-1688026;TcB
mp-1688177;CeAlCu
mp-1688396;Mn(GaS2)2
mp-1688658;TiRu
mp-1694953;NaAg3O2
mp-1695483;EuZn5
mp-1695562;SmInRh
mp-1695812;Tm(CuGe)2
mp-1696052;LiYGa4
mp-1696565;Ce2Si3Rh
mp-1696619;DyAl3
mp-1696652;SrCuF4
mp-1697169;Rb3NbO8
mp-1697602;Li2CeSb2
mp-1697860;Sr(GaAu)2
mp-1697870;Pr2Bi
mp-1697969;BaPdS2
mp-1698594;Nb3Ir
mp-1699041;TbH2ClO2
mp-1699934;Li3UO4
mp-1700102;Na4IrO4
mp-1700298;UReB3
mp-1700485;ErAu4
mp-1700490;LiYbPb
mp-1700652;Yb3SnC
mp-1700880;CsIO3
mp-1700957;LaPIr
mp-1701087;DyAl3
mp-1701205;Mn(GaS2)2
mp-1701254;LuTiGe
mp-1702478;YClO
mp-1702657;PrB2Ir3
mp-1703303;DyAl3
mp-1703829;NdNiSn
mp-1704790;CsIO3
mp-1704968;YClO
mp-1705260;DyAl3
mp-1716449;BaPdS2
mp-1727476;H4C(N2O)2
mp-1731093;TcB
mp-1733832;DyAl3
mp-1734098;TlP(HO2)2
mp-1734989;Ce2Si3Rh
mp-1742601;Bi12PtCl12
mp-1751163;TlP(HO2)2
mp-1752084;Mn(GaS2)2
mp-1754451;Sc2AlC
mp-1760264;Ce3Sn
mp-1760944;YClO
mp-1764290;Rh3F
mp-1764757;TcB
mp-1766311;U6Fe16Si7
mp-1776106;DyAl3
mp-1776133;Li2CeSb2
mp-1776789;NdNiSn
mp-1777623;LiYbPb
mp-1779415;DyAl3
mp-1779601;SrCuF4
mp-1780759;Bi2Se3
mp-1780867;Mn(GaS2)2
mp-1781329;YbNiC2
mp-1781982;CsIO3
mp-1782244;Sr2NCl
mp-1782675;BaAlGe
mp-1783848;SnSe2
mp-1783983;Gd(SiIr)2
mp-1784808;Nb3Ir
mp-1786009;LuTiGe
mp-1787034;K3Ni2F7
mp-1787543;Na4IrO4
mp-1788009;YClO
mp-1788345;CsIO3
mp-1788569;ZrCuSi
mp-1788680;BaPdS2
mp-1789267;Rb3NbO8
mp-1791003;GdHg
mp-1791293;LiRe3
mp-1791337;TmIr
mp-1791981;MgCu
mp-1792103;TiRu
mp-1792244;TcB
mp-1793106;TcB
mp-1793857;TcB
mp-1794589;MnNi3
mp-1795425;TcB
mp-1795512;TcB
mp-1796073;Fe2P
mp-1796508;ErAu4
mp-1797243;BaPdS2
mp-1798653;Li3UO4
mp-1798811;DyAl3
mp-1798899;Tm(CuGe)2
mp-1799646;PtS
mp-1801227;Er(NiP)2
mp-1801655;PrB2Ir3
mp-1801658;DyAl3
mp-1802266;Yb(MnSi)2
mp-1802415;LiYGa4
mp-1802529;UReB3
mp-1803167;Ce3Sn
mp-1803574;Ce3Sn
mp-1803794;EuZn5
mp-1806407;Ba2S3
mp-1810115;DyAl3
mp-1816090;TlP(HO2)2
mp-1816535;TlP(HO2)2
mp-1819337;H4C(N2O)2
mp-1820911;TlP(HO2)2
mp-1827458;NaAg3O2
mp-1827995;Pr2Bi
mp-1829004;SmInRh
mp-1830078;CeAlCu
mp-1832650;Bi2Se3
mp-1832928;CeCrS2O
mp-1833255;Yb3SnC
mp-1834902;Fe2P
mp-1835695;Pu3Co
mp-1836630;DyAl3
mp-1840863;U6Fe16Si7
mp-1842058;H4C(N2O)2
mp-1842664;U6Fe16Si7
mp-1849494;B5H9N
mp-1850198;Sb2(SO4)3
mp-1860717;U2SeN2
mp-1867946;Mn(GaS2)2
mp-1870475;Sr(GaAu)2
mp-1870640;YClO
mp-1872016;Mn(GaS2)2
mp-1872275;H4C(N2O)2
mp-1872861;Sb2(SO4)3
mp-1875672;Ce2Si3Rh
mp-1876575;Rh3F
mp-1878535;Sc2AlC
mp-1887301;Bi2Se3
mp-1889274;Sb2(SO4)3
mp-1891763;Cs2LiI3
mp-1894766;Sb2(SO4)3
mp-1894768;Sr2VO4
mp-1895271;TlP(HO2)2
mp-1895506;TlP(HO2)2
mp-1896600;Mn(GaS2)2
mp-18972;Sr2VO4
mp-1897512;Sr2LiSc(B2O5)2
mp-1897837;Bi12PtCl12
mp-1920487;Li7P3S11
mp-1921231;Sr2VO4
mp-1924018;YClO
mp-1924669;UPt3
mp-1928483;LaPIr
mp-1929487;Mn(GaS2)2
mp-1929731;Li15H9N8
mp-1930644;Sb2(SO4)3
mp-1930863;TbH2ClO2
mp-1931161;Tm(CuGe)2
mp-1932256;TcB
mp-1934014;Ce2Si3Rh
mp-1935076;PtS
mp-19959;LuTiGe
mp-20025;Mn(GaS2)2
mp-20490;NdNiSn
mp-20700;Gd(SiIr)2
mp-20735;Ce3Sn
mp-20779;Li2CeSb2
mp-20789;SmInRh
mp-21242;LiYbPb
mp-22263;Yb3SnC
mp-22522;ZrCuSi
mp-23033;Sr2NCl
mp-23164;Bi2Se3
mp-2436;EuZn5
mp-27303;NaAg3O2
mp-27339;Sb2(SO4)3
mp-27893;B5H9N
mp-27985;YClO
mp-28295;CsIO3
mp-28607;UReB3
mp-28698;Na4IrO4
mp-288;PtS
mp-28978;Ba2S3
mp-30151;CuAuSe4
mp-3048;U2SeN2
mp-30770;LuMn5
mp-30855;UPt3
mp-31163;Ce2Si3Rh
mp-31178;DyAl3
mp-32163;Rb3NbO8
mp-3455;Er(NiP)2
mp-4009;BaPdS2
mp-504786;YClO
mp-510140;Pu3Co
mp-541507;Sr2VO4
mp-541837;Bi2Se3
mp-551214;CeCrS2O
mp-551675;Li3UO4
mp-552120;YClO
mp-554926;Sr2VO4
mp-555382;Sr2VO4
mp-558811;PtS
mp-560449;K3Ni2F7
mp-561628;CeCrS2O
mp-565780;Sr2VO4
mp-567589;DyAl3
mp-567808;Tm(CuGe)2
mp-567840;Tm(CuGe)2
mp-569981;DyAl3
mp-573651;Li22Pb5
mp-582988;Bi12PtCl12
mp-592;TiRu
mp-613384;CsIO3
mp-613509;PtS
mp-614918;YClO
mp-618578;Sr2VO4
mp-622375;Mn(GaS2)2
mp-641703;Li7P3S11
mp-642279;U6Fe16Si7
mp-643701;TlP(HO2)2
mp-655230;YClO
mp-655431;TiRu
mp-656253;Mn(GaS2)2
mp-657130;TiRu
mp-657137;TiRu
mp-657683;B5H9N
mp-657986;Bi12PtCl12
mp-659418;Mn(GaS2)2
mp-659940;YClO
mp-660654;YClO
mp-660811;Ba2S3
mp-661374;YClO
mp-661614;Rb3NbO8
mp-662815;Mn(GaS2)2
mp-663541;Sr2NCl
mp-664169;Sr2NCl
mp-664231;Li7P3S11
mp-664908;Mn(GaS2)2
mp-665;SnSe2
mp-665179;PtS
mp-665212;PtS
mp-665229;PtS
mp-665298;CsIO3
mp-665302;Bi2Se3
mp-665365;B5H9N
mp-665511;NaAg3O2
mp-665869;Sr2LiSc(B2O5)2
mp-666015;Bi12PtCl12
mp-669316;CsIO3
mp-669744;BaPdS2
mp-669750;YClO
mp-670416;Ba2S3
mp-671087;Rb3NbO8
mp-671218;SnSe2
mp-679086;Sr2NCl
mp-679202;Li7P3S11
mp-679964;Bi2Se3
mp-680346;B5H9N
mp-680651;NaAg3O2
mp-680894;SrCuF4
mp-681216;Sr2LiSc(B2O5)2
mp-681335;Bi12PtCl12
mp-681348;Sr2VO4
mp-682789;YClO
mp-687762;SnSe2
mp-687863;SnSe2
mp-688918;YClO
mp-689025;BaPdS2
mp-689049;YClO
mp-689455;CsIO3
mp-690711;TlP(HO2)2
mp-697267;TlP(HO2)2
mp-700377;Li7P3S11
mp-700896;Bi2Se3
mp-701092;SrCuF4
mp-701541;Sr2VO4
mp-702728;YClO
mp-705546;Sb2(SO4)3
mp-707535;H4C(N2O)2
mp-708874;YClO
mp-712464;SrCuF4
mp-712945;Sr2VO4
mp-719442;Sb2(SO4)3
mp-725538;TlP(HO2)2
mp-727083;TlP(HO2)2
mp-728775;H4C(N2O)2
mp-731959;TlP(HO2)2
mp-732312;TlP(HO2)2
mp-733325;H4C(N2O)2
mp-737055;H4C(N2O)2
mp-742998;TlP(HO2)2
mp-749706;TlP(HO2)2
mp-750429;TlP(HO2)2
mp-768457;Sb2(SO4)3
mp-768484;Sb2(SO4)3
mp-768486;Sb2(SO4)3
mp-768500;Sb2(SO4)3
mp-777615;Sb2(SO4)3
mp-778;Fe2P
mp-792571;Sb2(SO4)3
mp-794420;Sb2(SO4)3
mp-795162;Sb2(SO4)3
mp-825465;K3Ni2F7
mp-835041;K3Ni2F7
mp-835825;K3Ni2F7
mp-842511;BaPdS2
mp-842611;Ba2S3
mp-842883;NaAg3O2
mp-842995;BaPdS2
mp-846373;Sb2(SO4)3
mp-846992;Sb2(SO4)3
mp-848807;TlP(HO2)2
mp-852681;Sb2(SO4)3
mp-852685;Sb2(SO4)3
mp-852695;Sb2(SO4)3
mp-852696;Sb2(SO4)3
mp-855570;Sb2(SO4)3
mp-855571;Sb2(SO4)3
mp-855577;Sb2(SO4)3
mp-855635;Sb2(SO4)3
mp-856457;Sb2(SO4)3
mp-860047;TlP(HO2)2
mp-864017;TlP(HO2)2
mp-864995;DyAl3
mp-8796;Sr2LiSc(B2O5)2
mp-905889;LaPIr
mp-906090;Sc2AlC
mp-907386;Li2CeSb2
mp-907438;CsIO3
mp-908203;UReB3
mp-909797;U2SeN2
mp-909870;Bi2Se3
mp-910466;ZrCuSi
mp-910583;LuTiGe
mp-911411;CuAuSe4
mp-912228;Ce3Sn
mp-912590;Nb3Ir
mp-912653;LuMn5
mp-912684;NdNiSn
mp-912856;PrB2Ir3
mp-913040;LiYGa4
mp-913241;DyAl3
mp-913248;DyAl3
mp-914525;DyAl3
mp-914556;Sr(GaAu)2
mp-914973;U6Fe16Si7
mp-915469;Yb(MnSi)2
mp-916509;Mn(GaS2)2
mp-918835;LaPIr
mp-918943;Sc2AlC
mp-919836;LaPIr
mp-919951;Sc2AlC
mp-920798;Li2CeSb2
mp-920812;CsIO3
mp-921823;Li2CeSb2
mp-921863;CsIO3
mp-922643;UReB3
mp-923405;UReB3
mp-924829;U2SeN2
mp-924887;Bi2Se3
mp-925356;U2SeN2
mp-925855;Bi2Se3
mp-926287;ZrCuSi
mp-926337;LuTiGe
mp-926810;ZrCuSi
mp-926882;LuTiGe
mp-927372;CuAuSe4
mp-927806;CuAuSe4
mp-928241;Ce3Sn
mp-928778;Ce3Sn
mp-929024;Nb3Ir
mp-929104;NdNiSn
mp-929143;LuMn5
mp-929178;PrB2Ir3
mp-929258;LiYGa4
mp-929391;Nb3Ir
mp-929445;NdNiSn
mp-929525;LuMn5
mp-929545;PrB2Ir3
mp-929760;DyAl3
mp-929782;DyAl3
mp-930125;LiYGa4
mp-930252;DyAl3
mp-930290;DyAl3
mp-931197;Yb(MnSi)2
mp-931877;Mn(GaS2)2
mp-932179;Yb(MnSi)2
mp-932790;UPt3
mp-933192;Ce2Si3Rh
mp-935050;TmIr
mp-935110;Li22Pb5
mp-937115;Pu3Co
mp-937225;Mn(GaS2)2
mp-941220;Pu3Co
mp-941526;Pu3Co
mp-941737;TmIr
mp-941771;Li22Pb5
mp-941881;TmIr
mp-941957;Li22Pb5
mp-942062;UPt3
mp-943077;UPt3
mp-943390;Ce2Si3Rh
mp-943539;Ce2Si3Rh
mp-972916;MgCu
mp-974386;Rh3F
mp-974404;Rh3F
mp-974428;Rh3F
mp-974443;Rh3F
mp-977910;DyAl3
mp-977932;Sr(GaAu)2
mp-978159;DyAl3
mp-9808;Rb3NbO8
mp-987036;Na4IrO4
mp-988040;Na4IrO4
mp-988285;Na4IrO4
mp-990480;Yb3SnC
mp-991352;LiYbPb
mp-991515;MnNi3
mp-991766;Li3UO4
mp-991956;EuZn5
mp-992087;U6Fe16Si7
mp-992305;Li3UO4
