material_id;band_gap
mp-1058573;0.03
mp-1058582;0.0347
mp-1058586;0
mp-1058593;0.03
mp-1058598;0
mp-1058600;0.0347
mp-1058605;0
mp-1058608;0
mp-1058619;0
mp-1058621;0
mp-1058629;0
mp-1058630;0
mp-1058676;0.03
mp-1058685;0.0347
mp-1058708;0
mp-1058709;0
mp-1058827;0.03
mp-1058841;0.0347
mp-1058861;0
mp-1058865;0
mp-1059047;0.03
mp-1059054;0.0347
mp-1059069;0
mp-1059073;0
mp-1059154;0.03
mp-1059169;0.0347
mp-1059190;0
mp-1059194;0
mp-1059238;0.03
mp-1059247;0.0347
mp-1059266;0
mp-1059268;0
mp-1059347;0.03
mp-1059358;0.0347
mp-1059379;0
mp-1059380;0
mp-1059562;0.03
mp-1059573;0.0347
mp-1059605;0
mp-1059607;0
mp-1059782;0.0301
mp-1059797;0.0349
mp-1059826;0
mp-1059832;0
mp-1059996;0
mp-1060025;0.03
mp-1060031;0
mp-1060034;0.0347
mp-1060053;0
mp-1060061;0
mp-1060062;0
mp-1060065;0.03
mp-1060078;0.0347
mp-1060080;0
mp-1060087;0
mp-1060094;0.03
mp-1060103;0
mp-1060109;0.0347
mp-1060111;0
mp-1060116;0
mp-1060129;0
mp-1060133;0
mp-1060138;0
mp-1060146;0
mp-1060164;0.03
mp-1060186;0.0347
mp-10602;0.0473
mp-1060215;0
mp-1060218;0
mp-1060313;0.03
mp-1060326;0.0347
mp-1060329;0.03
mp-1060342;0.0347
mp-1060361;0
mp-1060368;0
mp-1060377;0
mp-1060381;0
mp-1060390;0.03
mp-1060405;0.0347
mp-1060442;0
mp-1060444;0
mp-1060727;0
mp-1060765;0
mp-1060796;0
mp-1060820;0
mp-1060975;0.03
mp-1060987;0.0347
mp-1061033;0
mp-1061037;0
mp-1061043;0.03
mp-1061051;0
mp-1061066;0.0347
mp-1061074;0
mp-1061104;0
mp-1061105;0
mp-1061112;0
mp-1061121;0
mp-1061194;0.03
mp-1061215;0.0347
mp-1061242;0.03
mp-1061253;0
mp-1061260;0
mp-1061261;0.0347
mp-1061292;0
mp-1061296;0
mp-1061377;0.03
mp-1061393;0.0347
mp-1061431;0
mp-1061433;0
mp-1061861;0
mp-1061904;0
mp-1061932;0
mp-1061937;0
mp-1061959;0
mp-1061962;0
mp-1061963;0
mp-1061965;0
mp-1061981;0
mp-1061983;0
mp-1061988;0
mp-1062005;0
mp-1062034;0
mp-1062038;0
mp-1062069;0
mp-1062091;0
mp-1062097;0
mp-1062100;0
mp-1062124;0
mp-1062132;0
mp-1062249;0
mp-1062257;0
mp-1062265;0
mp-1062295;0
mp-1062299;0
mp-1062301;0
mp-1062317;0
mp-1062326;0
mp-1062603;0
mp-1062632;0
mp-1062650;0
mp-1062654;0
mp-1062663;0
mp-1062680;0
mp-1062705;0
mp-1062730;0
mp-1062755;7.122
mp-1062773;7.1144
mp-1062785;7.118
mp-1062786;7.118
mp-1062978;0
mp-1063017;0
mp-1063041;0
mp-1063069;0
mp-1063322;4.4889
mp-1063329;4.451
mp-1063346;4.4404
mp-1063347;4.4187
mp-1063426;0
mp-1063471;0
mp-1063494;0
mp-1063524;0
mp-1063532;0
mp-1063568;0
mp-1063600;0
mp-1063625;0
mp-1064406;1.6664
mp-1064412;1.6883
mp-1064428;1.9583
mp-1064442;1.6672
mp-1064469;0
mp-1064504;0
mp-1064525;0.2895
mp-1064561;0
mp-1064902;1.6465
mp-1064912;1.6729
mp-1064926;1.9304
mp-1064938;1.6441
mp-1065926;0
mp-1065966;0
mp-1065988;0
mp-1066033;0
mp-1066433;0
mp-1066444;0
mp-1066462;0
mp-1066469;0
mp-1066713;0
mp-1066745;0
mp-1066764;0
mp-1066808;0
mp-1066882;0
mp-1066920;0
mp-1066966;0
mp-1067;0.0362
mp-1067012;0
mp-1067024;0
mp-1067060;0
mp-1067079;0
mp-1067091;0
mp-1067383;0
mp-1067391;0
mp-1067395;0
mp-1067402;0
mp-1067406;0
mp-1067421;0
mp-1067440;0
mp-1067443;0
mp-1067448;0
mp-1067450;0
mp-1067451;1.4237
mp-1067474;0
mp-1067478;0
mp-1067495;0
mp-1067497;0
mp-1067507;0
mp-1067511;0
mp-1067574;1.4254
mp-1067704;1.4291
mp-1067842;1.4291
mp-1068572;0
mp-1068590;0
mp-1068612;0
mp-1068628;0
mp-1068632;0
mp-1068701;0
mp-1068790;0
mp-1068806;0
mp-1068822;0
mp-1068876;0
mp-1068878;0
mp-1068903;0
mp-1068908;0
mp-1068928;0
mp-1068940;0
mp-1068947;0
mp-1068952;0
mp-1068960;0.378
mp-1068961;0
mp-1068970;0
mp-1068982;0.3785
mp-1068989;0
mp-1069002;0
mp-1069013;0.3769
mp-1069018;0.3769
mp-1069019;0
mp-1069051;0
mp-1069071;0
mp-1069097;0
mp-1069100;0
mp-1069137;0
mp-1069180;0
mp-1069303;0
mp-1069330;0
mp-1069387;0
mp-1069391;0
mp-1069431;0
mp-1069440;0.5436
mp-1069448;0.5449
mp-1069456;0
mp-1069458;0.5434
mp-1069459;0.5434
mp-1069462;0
mp-1069489;0
mp-1069512;0
mp-1069527;0
mp-1069540;0
mp-1069563;0
mp-1069565;0
mp-1069606;0
mp-1069621;0
mp-1069629;0
mp-1069657;0
mp-1069686;0
mp-1069731;0
mp-1069757;0
mp-1069874;0
mp-1069967;0
mp-1069983;0
mp-1070011;0
mp-1070013;0
mp-1070036;0
mp-1070062;0
mp-1070153;0
mp-1070237;0
mp-1070282;0
mp-1070324;0
mp-1070362;0
mp-1070408;0
mp-1070470;0
mp-1070522;0
mp-1070577;0
mp-1070580;0
mp-1070583;0
mp-1070593;0
mp-1070608;0
mp-1070619;0
mp-1070633;0
mp-1070638;0
mp-1070674;0
mp-1070677;0
mp-1070712;0
mp-1070717;0
mp-1070734;0.4021
mp-1070741;0
mp-1070756;0.4023
mp-1070760;0
mp-1070768;0
mp-1070776;0.4006
mp-1070785;0.4006
mp-1070786;0
mp-1070792;0
mp-1070842;0
mp-1070877;0
mp-1070942;0
mp-1070947;0
mp-10712;0.2055
mp-1071471;0
mp-1071485;0
mp-1071526;0
mp-1071537;0
mp-1071747;5.0362
mp-1071749;5.0305
mp-1071752;5.0337
mp-1071755;5.0337
mp-1071820;4.6861
mp-1071825;4.6966
mp-1071830;4.716
mp-1071833;4.6854
mp-1072073;0
mp-1072128;0
mp-1072147;0
mp-1072154;0
mp-1072352;5.0332
mp-1072364;5.0276
mp-1072367;5.031
mp-1072372;5.031
mp-1072615;0
mp-1072624;0
mp-1072643;0
mp-1072661;0
mp-1072922;0
mp-1072948;0
mp-1072975;0
mp-1072977;0
mp-1075905;1.7404
mp-1075908;1.8141
mp-1075909;1.7362
mp-1075910;1.7362
mp-1076948;0
mp-1076957;5.0427
mp-1076978;5.0436
mp-1077127;0
mp-1077213;1.8313
mp-1077262;0
mp-1077283;5.0325
mp-1077377;0
mp-1077438;0
mp-1077503;0
mp-1077535;0
mp-1077573;0
mp-1077592;5.0398
mp-1077754;0
mp-1077777;0
mp-1077816;0
mp-1077835;0
mp-1077911;0
mp-1077947;0
mp-1078016;0
mp-1078053;0
mp-1078094;1.1976
mp-1078096;0
mp-1078110;0
mp-1078423;1.7863
mp-1078485;0
mp-1078492;0
mp-1078513;0
mp-1078609;0
mp-1078621;1.5393
mp-1078701;5.7551
mp-1078757;0
mp-1078871;3.3651
mp-1078910;0
mp-1078921;0
mp-1079060;5.733
mp-1079087;0
mp-1079154;0
mp-1079185;3.3278
mp-1079240;0
mp-1079291;5.7414
mp-1079556;3.3743
mp-1079590;3.3525
mp-1079639;0
mp-1079653;3.3699
mp-1079697;0
mp-1079814;0
mp-1079865;5.7576
mp-1079868;0
mp-1079952;0
mp-1080054;0
mp-1080398;0
mp-1080414;0
mp-1080441;5.5493
mp-1080490;5.7352
mp-1080495;0
mp-1080597;0
mp-1080708;0
mp-1080741;5.7421
mp-1080767;0
mp-1080813;3.3575
mp-1084756;1.5277
mp-1084829;1.5439
mp-10851;5.5426
mp-1086653;0
mp-1087536;5.705
mp-1091364;0
mp-1092253;0
mp-1093989;1.2688
mp-1094058;5.6839
mp-1094617;0
mp-1094620;0
mp-1094621;0
mp-1094627;0
mp-1094632;0
mp-1094636;0
mp-1094637;0
mp-1094643;0
mp-1094648;0
mp-1094650;0
mp-1094654;0
mp-1094655;0
mp-1094661;0
mp-1094667;0
mp-1094672;0
mp-1094729;0
mp-10948;5.8494
mp-1094849;0
mp-1094850;0
mp-1094858;0
mp-1094863;0
mp-1094883;0
mp-1094992;0
mp-1095013;0
mp-1095123;0
mp-1095518;0
mp-1095525;0
mp-1095537;0
mp-1095538;0
mp-1095578;0
mp-1095653;0
mp-1095681;0
mp-1096765;1.8836
mp-1096829;0
mp-1097026;0.0002
mp-1097825;0
mp-1097866;4.5188
mp-1097878;0
mp-1100398;1.0112
mp-1101067;3.3718
mp-1101072;0
mp-1101660;2.5979
mp-1101733;0.8517
mp-1101912;0
mp-1101956;0
mp-1101984;0
mp-1102075;4.7953
mp-1102102;0
mp-1102123;0
mp-1102273;0
mp-1102396;0
mp-1102406;0
mp-1102509;0
mp-1102522;0
mp-1102556;0
mp-1102569;3.4895
mp-1102572;0
mp-1102594;0
mp-1102686;0
mp-1102759;0
mp-1103053;0
mp-1103078;0
mp-1103088;0
mp-1103117;0
mp-1103163;7.504
mp-1103192;0
mp-1103321;0
mp-1103350;0
mp-1103379;1.716
mp-1103949;3.7614
mp-1103992;2.4693
mp-1104901;2.4597
mp-1105170;2.4166
mp-1105380;2.3479
mp-1105588;3.6274
mp-1105788;2.4031
mp-1106082;0
mp-1106143;0
mp-1106237;0
mp-1112600;1.9844
mp-1113133;1.9416
mp-1114723;5.3988
mp-1114737;5.7208
mp-1114739;5.6929
mp-1114759;0.5563
mp-1114795;5.5516
mp-1114822;0.9351
mp-1114896;5.5648
mp-1114899;5.7239
mp-1114903;5.4778
mp-1114904;5.7908
mp-1114907;5.6925
mp-1114911;5.7311
mp-1114912;5.5754
mp-1114925;5.7991
mp-1114941;5.8782
mp-1114955;5.8073
mp-1114969;3.2579
mp-1115020;5.5728
mp-1115055;5.5509
mp-1115081;1.2754
mp-1115127;0
mp-1115292;5.3534
mp-1115297;1.751
mp-1115320;5.6718
mp-1115332;5.672
mp-1115375;2.662
mp-1115395;0
mp-1115411;0
mp-1115499;0
mp-1115501;0
mp-1115637;1.9105
mp-1115679;0
mp-1115681;0
mp-1115706;0
mp-1115719;0
mp-1115739;0
mp-1115786;0
mp-1115789;0
mp-1116021;0
mp-1116053;0
mp-1116145;4.9211
mp-1116204;0
mp-1116235;0
mp-1116340;0
mp-1116380;1.4312
mp-1116485;5.5025
mp-1116803;5.7206
mp-1116847;5.8032
mp-1117471;1.2026
mp-1117593;6.434
mp-1117605;5.4226
mp-1117622;5.8313
mp-1117672;5.9089
mp-1117679;5.8379
mp-1117692;5.8449
mp-1117697;5.6156
mp-1117698;5.8333
mp-1117708;5.9906
mp-1117736;5.7172
mp-1117753;5.6474
mp-1117821;5.5731
mp-1117844;5.1676
mp-1117872;5.4186
mp-1117910;4.7351
mp-1117938;6.3665
mp-1118008;5.1366
mp-1118078;4.9414
mp-1118147;4.3054
mp-1118175;3.573
mp-1118239;4.1672
mp-1118683;0
mp-1118702;0
mp-1119441;0
mp-1119501;0
mp-1119505;5.4596
mp-1119509;5.6205
mp-1119513;3.5186
mp-1119521;1.1189
mp-1119665;5.6879
mp-1119669;5.6866
mp-1119775;5.603
mp-1119923;0.8835
mp-1120325;0
mp-1120328;0
mp-1120330;0
mp-1120340;0
mp-1120586;0
mp-1120587;0
mp-1120597;0
mp-1120675;0
mp-1120855;1.185
mp-1120961;0
mp-1120976;0
mp-1121169;4.8464
mp-1121291;0
mp-1121422;0
mp-1121593;0.385
mp-1121844;6.4879
mp-1121895;6.4238
mp-1121915;2.0155
mp-1121922;2.7006
mp-1121927;5.7236
mp-1121933;6.9628
mp-1121957;6.5096
mp-1121983;6.3793
mp-1121996;6.4496
mp-1122037;0.6952
mp-1122042;2.3346
mp-1122060;6.4626
mp-1122090;6.7913
mp-1122187;6.4874
mp-1122267;5.2613
mp-1122276;6.1933
mp-1122344;6.4017
mp-1122385;6.4805
mp-1122389;6.328
mp-1122413;0.9297
mp-1122490;6.4814
mp-1122504;4.6104
mp-1122558;4.9529
mp-1122565;6.4777
mp-1122588;3.9204
mp-1122591;6.5685
mp-1122594;6.1783
mp-1122615;6.6032
mp-1122649;6.2046
mp-1122654;2.0231
mp-1122686;6.8068
mp-1122756;6.2527
mp-1122827;6.3388
mp-1122853;6.418
mp-1122861;6.4371
mp-1122887;6.4386
mp-1122899;6.8985
mp-1122945;6.3649
mp-1122961;6.7319
mp-1122976;3.3878
mp-1122993;6.9966
mp-1123011;6.4144
mp-1123015;6.731
mp-1123026;6.3057
mp-1123049;6.921
mp-1123070;6.6864
mp-1123170;6.2459
mp-1123200;6.1455
mp-1123217;6.3456
mp-1123226;1.7824
mp-1123253;6.2015
mp-1123302;5.3206
mp-1123373;6.219
mp-1123422;6.8192
mp-1123443;6.6495
mp-1123543;6.8049
mp-1123624;0
mp-1123743;6.0595
mp-1123745;5.9964
mp-1123822;6.2059
mp-1123865;6.2059
mp-1123866;6.5922
mp-1124029;5.8974
mp-1124050;0.9699
mp-1124056;5.139
mp-1124082;6.473
mp-1124084;6.2826
mp-1124119;6.2721
mp-1124121;6.0266
mp-1124122;6.4141
mp-1124152;5.986
mp-11242;0.0628
mp-1124355;5.9639
mp-1124395;0
mp-1124489;6.2356
mp-1124523;0
mp-1124561;6.7102
mp-1124562;1.6322
mp-1124569;6.5239
mp-1124621;0
mp-1124737;5.7125
mp-1124747;6.463
mp-1124761;6.4589
mp-1124804;0
mp-1124831;1.5771
mp-1124832;6.2359
mp-1124860;5.6745
mp-1124863;5.6117
mp-1124874;5.5224
mp-1124889;5.6828
mp-1124892;5.7038
mp-1124908;5.7107
mp-1124909;5.6764
mp-1124913;5.6457
mp-1124920;5.626
mp-1124921;5.5392
mp-1124936;5.6975
mp-1124940;5.5513
mp-1124947;0
mp-1124963;5.7839
mp-1124964;5.5732
mp-1124966;5.6062
mp-1124971;5.4399
mp-1124972;5.6288
mp-1124983;5.6023
mp-1124986;5.7191
mp-1124994;5.4714
mp-1124997;5.7856
mp-1125001;5.5831
mp-1125004;5.6591
mp-1125017;5.6023
mp-1125019;5.4025
mp-1125024;5.5421
mp-1125030;5.676
mp-1125042;5.3069
mp-1125048;5.4227
mp-1125049;5.3753
mp-1125050;5.577
mp-1125058;5.5117
mp-1125061;5.5506
mp-1125063;5.6104
mp-1125069;5.6398
mp-1125078;5.7374
mp-1125083;5.7032
mp-1125101;5.5526
mp-1125109;5.6609
mp-1125114;5.5234
mp-1125118;5.6278
mp-1125126;5.537
mp-1125139;5.6326
mp-1125151;5.6818
mp-1125159;5.6595
mp-1125160;5.5797
mp-1125164;5.5232
mp-1125168;5.6994
mp-1125171;5.644
mp-1125177;5.6282
mp-1125181;5.4466
mp-1125182;5.6968
mp-1125185;5.5841
mp-1125186;0.0156
mp-1125201;5.5116
mp-1125231;5.4503
mp-1125234;5.3789
mp-1125235;5.7185
mp-1125237;5.6621
mp-1125241;5.5238
mp-1125244;5.6083
mp-1125252;5.7186
mp-1125257;5.6065
mp-1125261;5.3969
mp-1125271;5.7266
mp-1125283;5.5225
mp-1125292;5.7231
mp-1125300;5.4747
mp-1125308;5.7182
mp-1125312;5.6416
mp-1125313;5.5647
mp-1125314;5.4608
mp-1125326;5.676
mp-1125335;5.6578
mp-1125336;5.4403
mp-1125542;2.6117
mp-11256;0.0865
mp-1125632;2.9123
mp-1125690;0.9877
mp-1125731;0
mp-1125790;0.2773
mp-11258;0.0347
mp-1125908;0
mp-1126122;0
mp-1126182;0
mp-1126411;0
mp-1126528;0
mp-1126574;0
mp-1126656;0.6541
mp-1126775;0
mp-1126816;0.7257
mp-1126860;6.3828
mp-1126963;6.4274
mp-1126994;0
mp-1127009;5.0959
mp-1127129;2.3326
mp-1127229;2.5294
mp-1127261;0
mp-1127337;5.5577
mp-1127405;2.4138
mp-1127643;0
mp-1127722;7.1768
mp-1127801;0.2295
mp-1127825;0.2023
mp-1128005;0
mp-1128039;0
mp-1128069;3.2321
mp-1128096;6.4772
mp-1128113;5.7404
mp-1128118;5.5428
mp-1128249;6.4583
mp-1128253;6.1459
mp-1128381;3.2604
mp-1128420;6.4585
mp-1128435;1.0125
mp-11285;0.064
mp-1128688;0
mp-1128740;4.1426
mp-1128755;4.2967
mp-1129248;4.3407
mp-1129310;4.0277
mp-1129375;3.9423
mp-1129403;5.678
mp-1129404;5.2923
mp-1129414;5.296
mp-1129439;5.2875
mp-1129442;5.731
mp-1129453;5.2948
mp-1129461;5.6711
mp-1129472;5.7465
mp-1129648;0
mp-1129842;0
mp-1130024;0.2719
mp-1130071;3.9808
mp-1130155;0
mp-1130205;4.3919
mp-1130281;4.7715
mp-1130792;0
mp-1130796;2.0754
mp-1130862;6.8592
mp-11311;0.0338
mp-1131151;0
mp-1131180;1.6524
mp-1131198;0
mp-1131210;0
mp-1131217;1.3233
mp-1131270;1.786
mp-1131409;1.4141
mp-1131518;0
mp-1131610;0
mp-1131932;0
mp-1132197;0
mp-1132271;6.6786
mp-1132304;6.7017
mp-1132458;1.4412
mp-1132510;0
mp-1132520;2.9522
mp-1132565;5.6146
mp-1132575;0
mp-1132589;5.4612
mp-1132592;1.9255
mp-1132613;5.6092
mp-1132631;0
mp-1132749;0
mp-1132799;5.6455
mp-1132831;5.628
mp-1132873;5.4094
mp-1132884;5.5797
mp-1132893;5.7887
mp-1132983;3.2266
mp-1133067;5.2254
mp-1133277;5.4505
mp-1133279;5.6354
mp-1133280;5.6578
mp-1133290;5.6324
mp-1133292;5.5375
mp-1133293;5.6758
mp-1133301;5.3705
mp-1133304;5.5828
mp-1133313;5.4234
mp-1133314;5.6156
mp-1133323;5.4492
mp-1133326;5.5527
mp-1133334;5.6589
mp-1133340;0
mp-1133348;5.4731
mp-1133352;5.3813
mp-1133360;5.6799
mp-1133366;5.4493
mp-1133367;5.4986
mp-1133583;1.3003
mp-1133800;5.8779
mp-1134314;0
mp-1134383;0.1302
mp-1134485;0.5638
mp-1134917;6.1672
mp-1135471;4.3265
mp-1135560;0
mp-1135635;0
mp-1135693;0
mp-1135776;0
mp-1135790;3.2896
mp-1135965;2.9584
mp-11363;0
mp-1136368;0
mp-1136389;0
mp-1136479;5.213
mp-1136493;1.0095
mp-1136532;5.2233
mp-1136732;0
mp-1136738;1.1116
mp-1136822;1.3625
mp-1136903;0.9594
mp-1136937;2.6071
mp-1137664;2.1059
mp-1137740;0.8088
mp-1137859;0
mp-1137913;3.3065
mp-1137924;0
mp-1137935;0
mp-1138224;5.6923
mp-1138225;5.7261
mp-1138229;5.5547
mp-1138243;5.5176
mp-1138244;5.7281
mp-1138245;5.604
mp-1138250;5.6759
mp-1138251;5.6061
mp-1138259;5.5117
mp-1138263;5.5571
mp-1138265;5.5513
mp-1138267;5.6972
mp-1138270;5.5838
mp-1138275;5.7228
mp-1138276;5.4439
mp-1138282;5.7838
mp-1138285;5.6112
mp-1138295;5.535
mp-1138303;0
mp-1138305;5.7185
mp-1138311;5.5162
mp-1138317;5.5269
mp-1138322;5.7095
mp-1138552;5.4232
mp-1138554;5.6856
mp-1138556;5.5879
mp-1138558;5.6359
mp-1138565;5.6157
mp-1138566;5.6094
mp-1138567;5.5008
mp-1138571;5.6194
mp-1138574;5.6987
mp-1138580;5.707
mp-1138585;5.5842
mp-1138589;5.6571
mp-1138590;5.676
mp-1138593;5.4956
mp-1138596;5.4196
mp-1138599;5.6304
mp-1138605;5.495
mp-1138606;5.4904
mp-1138607;5.5896
mp-1138609;5.7128
mp-1138610;5.4763
mp-1138611;5.501
mp-1138612;5.5608
mp-1138614;5.6611
mp-1138619;5.7334
mp-1138623;5.5982
mp-1138625;5.5941
mp-1138626;5.6991
mp-1138628;5.6655
mp-1138629;5.5376
mp-1138630;5.6102
mp-1138631;5.7334
mp-1138637;5.6372
mp-1138640;5.7328
mp-1138642;5.5532
mp-1138646;5.5888
mp-1138647;5.5159
mp-1138650;5.4412
mp-1138652;5.7085
mp-1138653;5.6368
mp-1138654;5.4953
mp-1138656;5.6285
mp-1138657;0
mp-1138665;5.5132
mp-1138670;5.5672
mp-1138671;5.6085
mp-1138677;5.6039
mp-1138686;5.4493
mp-1138687;5.6162
mp-1138688;5.6211
mp-1138691;5.4479
mp-1138692;5.4363
mp-1138694;5.6673
mp-1138695;5.5079
mp-1138697;5.5594
mp-1138698;5.4233
mp-1138699;5.6833
mp-1138704;5.5344
mp-1138709;5.7076
mp-1138714;0
mp-1138715;5.4182
mp-1138717;5.6221
mp-1138719;5.4614
mp-1138726;5.366
mp-1138727;5.5056
mp-1138730;5.6496
mp-1138732;5.5744
mp-1138736;5.6646
mp-1138737;5.4669
mp-1138738;5.6255
mp-1138741;5.5906
mp-1138744;5.6983
mp-1138751;5.6516
mp-1138754;5.6079
mp-1138762;5.6373
mp-1138764;5.6655
mp-1138766;5.5638
mp-1138767;5.5369
mp-1138772;5.5101
mp-1138775;5.754
mp-1138776;5.7265
mp-1138778;5.5593
mp-1138779;5.7689
mp-1138783;5.6008
mp-1138784;5.3671
mp-1138785;5.4409
mp-1138786;5.6774
mp-1138788;5.6213
mp-1138792;5.3924
mp-1139074;0
mp-1139463;6.3127
mp-1139489;4.4182
mp-1139543;6.568
mp-1139568;6.4209
mp-1139575;6.7754
mp-1139626;5.3796
mp-1139651;0.0667
mp-1139682;3.1657
mp-1139688;4.0042
mp-1139699;0
mp-1139709;6.1184
mp-1139710;6.2657
mp-1139779;0
mp-1139951;0.2857
mp-1139966;5.4912
mp-1139988;5.615
mp-1139994;0.6461
mp-1140039;1.4052
mp-1140062;0.3449
mp-1140139;5.6746
mp-1140173;5.7181
mp-1140308;5.7743
mp-1140309;2.553
mp-1140317;5.7586
mp-1140350;1.7153
mp-1140380;5.5647
mp-1140396;0.1547
mp-1140482;1.7503
mp-1140543;0.4654
mp-1140564;2.4406
mp-1140585;5.6055
mp-1140604;5.6398
mp-1140644;5.4521
mp-1140645;5.7404
mp-1140668;0.2156
mp-1140676;5.5312
mp-1140687;4.3487
mp-1140734;0.4135
mp-1140763;4.9583
mp-1140802;5.5872
mp-1140808;5.9368
mp-1140820;5.64
mp-1140846;5.7408
mp-1140868;5.2144
mp-1140886;0.5365
mp-1140938;1.8079
mp-1140941;0.728
mp-1141018;5.8441
mp-1141033;1.5178
mp-1141036;5.6092
mp-1141046;5.6227
mp-1141084;5.5789
mp-1141117;5.0657
mp-1141240;5.665
mp-1141296;0.433
mp-1141332;5.8419
mp-1141353;0.5718
mp-1141387;0.9863
mp-1141446;5.8285
mp-1141491;7.3485
mp-1141505;5.6182
mp-1141506;5.6962
mp-1141517;0.9557
mp-1141621;5.8248
mp-1141660;5.7817
mp-1141716;0.556
mp-1141782;1.9541
mp-1141811;5.5101
mp-1141817;1.1198
mp-1141822;5.5173
mp-1141854;0.6301
mp-1141868;5.4918
mp-1141920;0.7804
mp-1141974;5.5057
mp-1142007;2.2681
mp-1142027;1.335
mp-1142035;0
mp-1142111;1.7879
mp-1142135;2.4479
mp-1142154;1.2609
mp-1142155;0.7821
mp-11422;0.0099
mp-1142246;0.6237
mp-1142254;2.1989
mp-1142257;0
mp-1142260;0.7382
mp-1142265;5.6094
mp-1142301;0.436
mp-1142350;0
mp-1142609;0
mp-1142642;6.3149
mp-1142668;8.6684
mp-1142704;0
mp-1142729;4.4339
mp-1142749;4.4809
mp-1142778;4.8046
mp-1142793;0
mp-1142803;5.4202
mp-1142889;5.6794
mp-1142926;4.16
mp-1142942;5.5115
mp-1142970;4.4268
mp-1142971;0
mp-1143002;5.7554
mp-1143006;4.8298
mp-1143014;5.6061
mp-1143017;0
mp-1143032;0
mp-1143074;0
mp-1143133;5.2497
mp-1143153;1.2479
mp-1143164;5.6552
mp-1143207;5.7083
mp-1143230;0
mp-1143243;5.4101
mp-1143284;4.0456
