material_id;spacegroup
mp-1058437;Fm-3m
mp-1058443;Fm-3m
mp-1058498;Fm-3m
mp-1058510;Fm-3m
mp-1058525;Fm-3m
mp-1058529;Fm-3m
mp-1058573;Fm-3m
mp-1058582;Fm-3m
mp-1058593;Fm-3m
mp-1058600;Fm-3m
mp-1058605;Fm-3m
mp-1058608;Fm-3m
mp-1058619;Fm-3m
mp-1058621;Fm-3m
mp-1058676;Fm-3m
mp-1058685;Fm-3m
mp-1058708;Fm-3m
mp-1058709;Fm-3m
mp-1058827;Fm-3m
mp-1058841;Fm-3m
mp-1058861;Fm-3m
mp-1058865;Fm-3m
mp-1059047;Fm-3m
mp-1059054;Fm-3m
mp-1059069;Fm-3m
mp-1059073;Fm-3m
mp-1059154;Fm-3m
mp-1059169;Fm-3m
mp-1059190;Fm-3m
mp-1059194;Fm-3m
mp-1059238;Fm-3m
mp-1059247;Fm-3m
mp-1059266;Fm-3m
mp-1059268;Fm-3m
mp-1059347;Fm-3m
mp-1059358;Fm-3m
mp-1059379;Fm-3m
mp-1059380;Fm-3m
mp-1059562;Fm-3m
mp-1059573;Fm-3m
mp-1059605;Fm-3m
mp-1059607;Fm-3m
mp-1059782;Fm-3m
mp-1059797;Fm-3m
mp-1059826;Fm-3m
mp-1059832;Fm-3m
mp-1059996;P-6m2
mp-1060025;Fm-3m
mp-1060031;P-6m2
mp-1060034;Fm-3m
mp-1060053;P-6m2
mp-1060061;Fm-3m
mp-1060062;Fm-3m
mp-1060065;Fm-3m
mp-1060078;Fm-3m
mp-1060080;P-6m2
mp-1060087;Pm-3m
mp-1060094;Fm-3m
mp-1060103;Pm-3m
mp-1060109;Fm-3m
mp-1060111;Fm-3m
mp-1060116;Fm-3m
mp-1060129;Pm-3m
mp-1060133;Pm-3m
mp-1060138;Fm-3m
mp-1060146;Fm-3m
mp-1060164;Fm-3m
mp-1060186;Fm-3m
mp-1060215;Fm-3m
mp-1060218;Fm-3m
mp-1060313;Fm-3m
mp-1060326;Fm-3m
mp-1060329;Fm-3m
mp-1060342;Fm-3m
mp-1060361;Fm-3m
mp-1060368;Fm-3m
mp-1060377;Fm-3m
mp-1060381;Fm-3m
mp-1060390;Fm-3m
mp-1060405;Fm-3m
mp-1060442;Fm-3m
mp-1060444;Fm-3m
mp-1060975;Fm-3m
mp-1060987;Fm-3m
mp-1061033;Fm-3m
mp-1061037;Fm-3m
mp-1061043;Fm-3m
mp-1061051;F-43m
mp-1061066;Fm-3m
mp-1061074;F-43m
mp-1061104;Fm-3m
mp-1061105;F-43m
mp-1061112;Fm-3m
mp-1061121;F-43m
mp-1061194;Fm-3m
mp-1061215;Fm-3m
mp-1061242;Fm-3m
mp-1061253;Fm-3m
mp-1061260;Fm-3m
mp-1061261;Fm-3m
mp-1061292;Fm-3m
mp-1061296;Fm-3m
mp-1061377;Fm-3m
mp-1061393;Fm-3m
mp-1061431;Fm-3m
mp-1061433;Fm-3m
mp-1062755;Fm-3m
mp-1062773;Fm-3m
mp-1062785;Fm-3m
mp-1062786;Fm-3m
mp-1063532;I4/mmm
mp-1063568;I4/mmm
mp-1063600;I4/mmm
mp-1063625;I4/mmm
mp-1064406;P4/nmm
mp-1064412;P4/nmm
mp-1064428;P4/nmm
mp-1064442;P4/nmm
mp-1064469;Amm2
mp-1064504;Amm2
mp-1064525;Amm2
mp-1064561;Amm2
mp-1064902;P4/nmm
mp-1064912;P4/nmm
mp-1064926;P4/nmm
mp-1064938;P4/nmm
mp-1066433;P6_3/mmc
mp-1066444;P6_3/mmc
mp-1066462;P6_3/mmc
mp-1066469;P6_3/mmc
mp-1067;Fd-3m
mp-1067024;I4/mmm
mp-1067060;I4/mmm
mp-1067079;I4/mmm
mp-1067091;I4/mmm
mp-1067383;Pm-3m
mp-1067391;Pm-3m
mp-1067395;P6_3/mmc
mp-1067402;Pm-3m
mp-1067406;Pm-3m
mp-1067421;P6_3/mmc
mp-1067440;P6_3/mmc
mp-1067443;I4/mmm
mp-1067450;P6_3/mmc
mp-1067451;P6_3mc
mp-1067478;I4/mmm
mp-1067495;I4/mmm
mp-1067507;I4/mmm
mp-1067574;P6_3mc
mp-1067704;P6_3mc
mp-1067842;P6_3mc
mp-1068572;Pm-3m
mp-1068590;Pm-3m
mp-1068612;Pm-3m
mp-1068628;Pm-3m
mp-1068632;I4/mmm
mp-1068701;I4/mmm
mp-1068790;I4/mmm
mp-1068806;I4/mmm
mp-1068822;I4/mmm
mp-1068878;I4/mmm
mp-1068947;I4/mmm
mp-1068960;R-3m
mp-1068970;I4/mmm
mp-1068982;R-3m
mp-1069013;R-3m
mp-1069018;R-3m
mp-1069440;R-3m
mp-1069448;R-3m
mp-1069458;R-3m
mp-1069459;R-3m
mp-1069462;I4/mmm
mp-1069512;I4/mmm
mp-1069527;I4/mmm
mp-1069563;I4/mmm
mp-1069565;I4/mmm
mp-1069606;I4/mmm
mp-1069621;I4/mmm
mp-1069629;I4/mmm
mp-1069657;I4/mmm
mp-1069686;I4/mmm
mp-1069731;I4/mmm
mp-1069757;I4/mmm
mp-1070237;I4/mmm
mp-1070282;I4/mmm
mp-1070324;I4/mmm
mp-1070362;I4/mmm
mp-1070408;I4/mmm
mp-1070470;I4/mmm
mp-1070522;I4/mmm
mp-1070577;I4/mmm
mp-1070583;I4/m
mp-1070593;I4/mmm
mp-1070619;I4/mmm
mp-1070674;I4/mmm
mp-1070677;I4/m
mp-1070712;I4/mmm
mp-1070717;I4/m
mp-1070734;R-3m
mp-1070756;R-3m
mp-1070768;I4/m
mp-1070776;R-3m
mp-1070785;R-3m
mp-1070842;I4_1md
mp-1070877;I4_1md
mp-1070942;I4_1md
mp-1070947;I4_1md
mp-1071471;I4_1/amd
mp-1071485;I4_1/amd
mp-1071526;I4_1/amd
mp-1071537;I4_1/amd
mp-1072073;Fd-3m
mp-1072128;Fd-3m
mp-1072147;Fd-3m
mp-1072154;Fd-3m
mp-1072922;Cmcm
mp-1072948;Cmcm
mp-1072977;Cmcm
mp-1076948;Cmcm
mp-1077213;Cmcm
mp-1077438;Cmcm
mp-1077573;Cmcm
mp-1077777;I4/mmm
mp-1078094;I-4
mp-1078110;R3m
mp-1078485;P6_3/mmc
mp-1079240;P6_3/mmc
mp-1079639;P6_3/mmc
mp-1079814;Cmcm
mp-1079868;P-62m
mp-1080398;Cmcm
mp-1080767;P4/nmm
mp-1092253;P6_3/mmc
mp-1095525;Pnma
mp-1096765;C2
mp-1101660;P2_1/m
mp-1101956;Pnma
mp-1102075;P2_1/m
mp-1103088;R-3m
mp-1103163;Pnma
mp-1103949;Cmc2_1
mp-1103992;C2/c
mp-1104901;C2/c
mp-1106237;R-3m
mp-1114822;P-42_1m
mp-1114969;Pmn2_1
mp-1115081;I-4
mp-1115375;I-42m
mp-1115395;P-6m2
mp-1115501;P6_3mc
mp-1115637;C2
mp-1115706;P-6m2
mp-1115786;P-6m2
mp-1116021;P-62m
mp-1116204;F-43m
mp-1117593;Pmc2_1
mp-1117910;P4_12_12
mp-1117938;P-43m
mp-1119509;Cmc2_1
mp-1119513;Pmc2_1
mp-1119521;P6_3mc
mp-1120976;Pm-3m
mp-1121169;P6_3/m
mp-1121422;Pnma
mp-1121593;Fm-3m
mp-1122042;R-3m
mp-1123624;Fm-3m
mp-1124355;Pc
mp-1124804;P6_3/mmc
mp-1124947;I4/mmm
mp-1125186;F-43m
mp-1125542;P-1
mp-1125632;C2/c
mp-1126122;P-3m1
mp-1126411;P4/nmm
mp-1126574;Pm-3m
mp-1126860;P2_1/c
mp-1126963;P2_1/c
mp-1127129;Cmcm
mp-1127229;P4/nmm
mp-1127261;P6_3/mmc
mp-1127337;P4/nmm
mp-1127643;I4/mmm
mp-1127825;Pm-3m
mp-1128069;I-42m
mp-1128435;I4/mmm
mp-1128688;P6/mmm
mp-1129248;P4_2/mbc
mp-1129310;Pbam
mp-1129375;Pmc2_1
mp-1129842;P6_3/mmc
mp-1130071;Pmc2_1
mp-1130155;P6_3/mmc
mp-1130205;Pbcn
mp-1130281;P2_1/c
mp-1130862;P-43m
mp-1131180;Ibam
mp-1131932;I4_1md
mp-1132271;Pnma
mp-1132304;Pna2_1
mp-1132592;P2_1/c
mp-1132749;I4/mmm
mp-1133067;Pbca
mp-1133340;I4/mmm
mp-1134314;Fd-3m
mp-1135635;P-62m
mp-1135693;I4/mmm
mp-1135790;R-3
mp-1136368;Fm-3m
mp-1136389;Pm-3n
mp-1136493;I4/m
mp-1136732;I4/mmm
mp-1136738;P-42_1m
mp-1136903;P-3m1
mp-1136937;I4/mcm
mp-1137740;C2/c
mp-1138657;I4_1/amd
mp-1139074;I4/mmm
mp-1139951;P2_1/m
mp-1140039;Cmcm
mp-1140062;Cmcm
mp-1140309;R-3
mp-1140668;P-3m1
mp-1140687;P2_1/c
mp-1140868;P2_1/c
mp-1140886;P4_2/mmc
mp-1140938;Cmcm
mp-1141036;Cmc2_1
mp-1141117;P4/nmm
mp-1141296;I4/m
mp-1141491;Fm-3m
mp-1141517;Pnma
mp-1141782;R-3m
mp-1141817;P6_3mc
mp-1142035;P6_3/mmc
mp-1142154;Cmcm
mp-11422;Pm-3m
mp-1142254;C2/m
mp-1142301;R-3m
mp-1142668;Pnma
mp-1142704;Pm-3m
mp-1142729;C2/c
mp-1142971;I4/mmm
mp-1143133;P4_12_12
mp-1143390;P-6m2
mp-1143925;Pnma
mp-1144032;P6_3/mmc
mp-1144158;P4_32_12
mp-1144400;Pnma
mp-1144407;Pnma
mp-1144908;Cmcm
mp-1145149;P2_12_12_1
mp-1145680;P2_1/c
mp-1145925;R-3m
mp-1146153;P2_1/c
mp-1146305;I4_1/amd
mp-1146992;P6_3/mmc
mp-1148158;I4/mmm
mp-11483;Pm-3m
mp-1148649;I4/mmm
mp-1149395;Fd-3m
mp-1149410;Pm-3m
mp-1149426;Pm-3m
mp-1149643;F-43m
mp-11501;Pm-3m
mp-1150351;Ibam
mp-1150570;P4/mmm
mp-1150574;Fm-3m
mp-1150821;P-6m2
mp-1150839;P-6m2
mp-1151080;Pnma
mp-1152929;I4/mmm
mp-1153847;R-3m
mp-1153988;I-4
mp-1155366;P6_3mc
mp-1155505;P4/nmm
mp-1156942;I4/mmm
mp-1157954;P2_1/c
mp-1158591;I4/mmm
mp-1158914;I4/mmm
mp-1159009;Pm-3m
mp-1159142;P4/mmm
mp-1159225;P-3m1
mp-1159363;P6_3/mmc
mp-11594;P6/mmm
mp-1159573;I4/mmm
mp-1159602;C2/c
mp-1159720;Fm-3m
mp-1160475;C2/m
mp-1160814;P6_3/mmc
mp-1160881;Pmma
mp-1161266;C2
mp-1161454;P2_1/c
mp-1161468;C2/c
mp-1162057;Cmc2_1
mp-1162708;P4_2/mmc
mp-1162985;P4_2/mmc
mp-1163178;R-3
mp-1163515;R-3
mp-1163593;Pna2_1
mp-1163639;R-3c
mp-1164360;Cmcm
mp-1164488;I4/mmm
mp-1164932;Pm-3m
mp-1164935;Pm-3m
mp-1164954;F-43m
mp-1164955;Pm-3m
mp-1164992;I4/mmm
mp-1165068;Pm-3m
mp-1165126;Fm-3m
mp-1165179;Pm-3m
mp-1165207;Fm-3m
mp-1165733;I4_1md
mp-1165827;P2_1/c
mp-1165985;P-1
mp-1166043;P6_3/mmc
mp-1166045;P4/nmm
mp-1166275;Pmc2_1
mp-1166566;Cmcm
mp-1167195;Cmcm
mp-1167517;P6/mmm
mp-1168157;Pmn2_1
mp-1169558;P2_1/c
mp-1169621;P2_1/c
mp-1170147;P4/nmm
mp-1170763;P6/mmm
mp-1171233;P-1
mp-1171575;I4/mmm
mp-1172005;Pm-3m
mp-1172526;P2_1/c
mp-1172845;Pbam
mp-11743;P-6m2
mp-1179757;Pc
mp-1179814;P2_1/c
mp-1179821;Pnma
mp-1179829;Pna2_1
mp-1180370;I4/mmm
mp-1180424;R-3m
mp-1180994;Cmcm
mp-1181285;C2/c
mp-1181584;Fdd2
mp-1182583;C2/m
mp-1185410;Fm-3m
mp-1185582;P-6m2
mp-1185859;Pmma
mp-1186271;P-6m2
mp-1186771;Fm-3m
mp-1186774;Pm-3m
mp-1186780;P6_3/mmc
mp-1188642;R-3m
mp-1189340;Imm2
mp-1191035;P6_3/mmc
mp-1191737;Cmce
mp-1192213;P2_1/c
mp-1194463;P2_1/c
mp-1195896;P2_1/c
mp-1196113;P-1
mp-1196833;Pna2_1
mp-1197174;Fdd2
mp-1197814;C2/c
mp-1197989;Pc
mp-1198150;P4_2/nmc
mp-1200453;Pnma
mp-1201065;Pc
mp-1201852;C2/m
mp-1202835;P2_1/c
mp-1203133;P-1
mp-1204989;Fdd2
mp-1205321;P4_2/m
mp-12118;P6_3/mmc
mp-1216736;Pc
mp-1217027;Pmm2
mp-1220079;R-3m
mp-1221975;Pm
mp-12265;I4/mcm
mp-1226850;R-3m
mp-1230039;C2
mp-1230498;Pnma
mp-1230500;Pnma
mp-1230698;R-3m
mp-1230762;Cmc2_1
mp-1231296;P2_1/m
mp-1231663;Ibam
mp-1232297;P4/mmm
mp-1237143;C2/c
mp-1237221;R-3m
mp-1237534;Pna2_1
mp-1237570;P4_2/mbc
mp-1239745;Pbcn
mp-1239912;P-6m2
mp-1239965;Fm-3m
mp-1240044;Pm-3m
mp-1240391;Pm-3m
mp-1240448;F-43m
mp-1240549;Pm-3m
mp-1240586;Fm-3m
mp-1240632;P-6m2
mp-1240717;Fm-3m
mp-1241051;R-3
mp-1241435;C2/c
mp-1242371;Fm-3m
mp-1242404;P6_3mc
mp-1242497;R-3c
mp-1242540;P4/mmm
mp-1242792;Pm-3m
mp-1243095;P4_2/mmc
mp-1243177;Pm-3m
mp-1243249;R-3m
mp-1243250;I4/mmm
mp-1243840;P-3m1
mp-1248130;I4_1/amd
mp-1248793;P-62m
mp-1249069;P6/mmm
mp-1249821;Ibam
mp-1249955;P6/mmm
mp-1250030;I4_1/amd
mp-1250704;Ibam
mp-1251192;Fd-3m
mp-1252832;I4/mmm
mp-1252998;Pm-3m
mp-1253282;P6_3/mmc
mp-1253380;I4/mmm
mp-1253944;P6/mmm
mp-1255012;Pm-3m
mp-1256345;Ibam
mp-1256381;Fd-3m
mp-1256437;Pm-3m
mp-1257315;P6_3/mmc
mp-1257336;Fd-3m
mp-1257574;I4/mmm
mp-1258108;I4_1/amd
mp-1258159;Fd-3m
mp-1258160;Pnma
mp-1258282;I4/mmm
mp-1258423;I4/mmm
mp-1258426;Fd-3m
mp-1258485;I4/mmm
mp-1258627;Pm-3m
mp-1258971;P-6m2
mp-1259078;P-6m2
mp-1259208;Fd-3m
mp-1259341;Pm-3m
mp-1260453;I4/mmm
mp-1260568;Pnma
mp-1260592;I4_1/amd
mp-1260898;I4/mmm
mp-1261195;Pm-3m
mp-1261378;I4/mmm
mp-1262105;P6_3/mmc
mp-1262134;I4/mmm
mp-1262833;Pm-3m
mp-1263063;I4/mmm
mp-1263090;P-6m2
mp-1263208;P-62m
mp-1263233;I4/mmm
mp-1263347;P6/mmm
mp-1263821;Pm-3m
mp-1264161;P6/mmm
mp-1264539;Pm-3m
mp-1264673;P6/mmm
mp-1264832;P-62m
mp-1266667;I4_1/amd
mp-1266702;I4/mmm
mp-1267114;Pnma
mp-1267146;I4/mmm
mp-1267306;I4_1/amd
mp-1267849;I4/mmm
mp-12780;P4/nmm
mp-12919;I4_1md
mp-1299942;P6_3/mmc
mp-1300125;R3m
mp-1300137;P-62m
mp-1300278;Pm-3m
mp-1300305;R-3
mp-1300309;Cmcm
mp-1300528;C2/m
mp-1300666;Fm-3m
mp-1300906;I4_1/amd
mp-1300992;Cmcm
mp-13070;P6_3/mmc
mp-13132;Pm-3m
mp-1324129;P2
mp-1325397;Pna2_1
mp-1326047;Pna2_1
mp-1326599;R-3m
mp-1326726;P2_1/c
mp-13272;P-6m2
mp-1327240;P2_1/c
mp-1327891;Pc
mp-1329705;P-1
mp-1334065;Pnma
mp-1336758;F-43m
mp-1337168;Pnma
mp-1337737;Pbca
mp-13398;I4/mmm
mp-1340982;P-1
mp-1346666;Fdd2
mp-1349404;P6_3mc
mp-1350424;P2_1/c
mp-1351082;P2_1/c
mp-1353639;C2/c
mp-1354069;Pna2_1
mp-1354679;P2_1/c
mp-1354952;C2/m
mp-1355968;C2/c
mp-1357271;I4/mmm
mp-1358032;P4_2/nmc
mp-1358106;R-3c
mp-1358739;P-1
mp-13590;P-43m
mp-1359029;Pc
mp-1359931;R-3
mp-1360255;P2_1/c
mp-1362111;Pbca
mp-1363587;P6_3mc
mp-1364247;P1
mp-1364516;P2_1/c
mp-1367497;R-3m
mp-1369030;P-1
mp-1369150;C2/c
mp-1371561;Pna2_1
mp-1371741;F-43m
mp-1375264;P2_12_12_1
mp-1379056;Pc
mp-1380263;Pc
mp-1380882;P4_2/m
mp-1380926;I4_1md
mp-1381268;C2/m
mp-1381430;I4/mmm
mp-1382008;P-6m2
mp-1382615;Pnma
mp-1383045;Pnma
mp-1385379;P2_1/c
mp-1385514;P1
mp-1387417;P2_1/c
mp-1388362;Fdd2
mp-1389473;P6_3/mmc
mp-1390078;Fm-3m
mp-1390129;R-3m
mp-1392416;C2/c
mp-1393028;P4_12_12
mp-1393343;P2_1/c
mp-1394352;P6_3/mmc
mp-1394765;Pbcn
mp-1398178;P2_1/c
mp-1401963;P4/nmm
mp-1402673;P4_32_12
mp-1403972;P6_3/mmc
mp-1404866;Pmm2
mp-1406726;Pm-3m
mp-1409391;Fm-3m
mp-1411251;I4/mmm
mp-1412944;Pm-3m
mp-1413775;P4/nmm
mp-1414588;P4/mmm
mp-1415188;I4/mcm
mp-1415216;P6_3mc
mp-1415337;Cmcm
mp-1415528;R-3m
mp-1415922;P2_1/c
mp-1416025;P6/mmm
mp-1416057;Pm-3m
mp-1416220;I4/mmm
mp-1416501;C2
mp-1417290;Fm-3m
mp-1417347;P6/mmm
mp-1417397;I-4
mp-1418009;P6_3/mmc
mp-1418275;P4/mmm
mp-1419355;Pm-3m
mp-1419423;Cmc2_1
mp-1419904;Pnma
mp-1420131;Ibam
mp-1420488;I4/mmm
mp-1420609;I4/m
mp-1420624;P6_3/mmc
mp-1421122;P6_3/mmc
mp-1422184;P4/nmm
mp-1422530;Pm-3m
mp-1423010;P-62m
mp-1423214;Cmcm
mp-1423276;R-3
mp-1423394;Cmce
mp-1423455;I4/mmm
mp-1423501;F-43m
mp-1423504;P-42_1m
mp-1423949;Cmcm
mp-1423999;Pnma
mp-1424093;Pm-3m
mp-1424480;I4/m
mp-1424503;P4_2/mbc
mp-1424781;P4/nmm
mp-1424809;P2_1/c
mp-1424813;P6_3/m
mp-1425159;I4/mmm
mp-1425463;I4/mmm
mp-1425688;R-3m
mp-1425788;Fm-3m
mp-1426124;P2_1/c
mp-1426323;Pm-3n
mp-1426587;Ibam
mp-1426726;P4/nmm
mp-1426778;I4_1md
mp-1427148;P-43m
mp-1427159;P-6m2
mp-1427770;P6_3/mmc
mp-1428520;C2/m
mp-1429242;P6_3/mmc
mp-1429770;I-42m
mp-1430061;Pmc2_1
mp-1430311;P6_3/mmc
mp-1431396;P-6m2
mp-1431723;P6_3/mmc
mp-1432078;I4/mmm
mp-1432218;I4/mmm
mp-1432625;Pmn2_1
mp-1433310;C2/c
mp-1434395;Pmma
mp-1434695;P2_1/m
mp-1434771;P6_3mc
mp-1434885;P6_3/mmc
mp-1435116;P2_1/m
mp-1435213;R-3m
mp-1435813;P4/nmm
mp-1436117;C2/c
mp-1436276;Fm-3m
mp-1437009;Pm-3m
mp-1437302;Pbam
mp-1437574;I4/mmm
mp-1437618;P-3m1
mp-1437698;P4/nmm
mp-1437701;I4/mmm
mp-1437838;P-3m1
mp-1437929;Pm-3m
mp-1438086;Fm-3m
mp-1438131;I4/mmm
mp-1438502;I4/mmm
mp-1438579;Pm-3m
mp-1438602;R-3m
mp-1438908;Amm2
mp-1438909;P-6m2
mp-1439037;P-3m1
mp-1439159;Fm-3m
mp-1439221;Pm-3m
mp-1439300;Pm-3m
mp-1439568;I4/mmm
mp-1439600;P4/mmm
mp-1439644;P4_2/mmc
mp-1439661;Fd-3m
mp-1439681;Pm-3m
mp-1439862;R-3m
mp-1439888;I4/mmm
mp-1440081;P-3m1
mp-1440348;Cmcm
mp-1440498;P6/mmm
mp-1440579;I4/mmm
mp-1440601;Fm-3m
mp-1440661;Fd-3m
mp-1440844;I4/mmm
mp-1441142;P6_3/mmc
mp-1441246;F-43m
mp-1441265;Pm-3m
mp-1441500;R-3m
mp-1441994;I4/mmm
mp-1442231;Pm-3m
mp-1442345;P-62m
mp-1442657;R-3m
mp-1443089;Pm
mp-1458;Pm-3n
mp-1504074;Pmc2_1
mp-1504180;Pmc2_1
mp-1514554;P2_1/c
mp-1523487;Pm-3m
mp-1523708;Cmcm
mp-1523871;Fd-3m
mp-1524096;I4/mmm
mp-1524249;Pm-3m
mp-1524286;Pm-3m
mp-1524450;Cmcm
mp-1524505;P6_3/mmc
mp-1524911;P-3m1
mp-1525371;R-3m
mp-1525584;I-4
mp-1525605;P-62m
mp-1525606;R-3m
mp-1536189;P4_2/mmc
mp-1536366;Fd-3m
mp-1536506;Cmcm
mp-1536520;R-3m
mp-1536828;Pm-3m
mp-1536987;Cmcm
mp-1537105;Pm-3n
mp-1537406;I4/mmm
mp-1537516;I4/mmm
mp-1537649;Pm-3m
mp-1537755;P-3m1
mp-1537785;Pm-3m
mp-1537849;Fm-3m
mp-1537925;Fm-3m
mp-1538103;P4/nmm
mp-1538185;Pm-3m
mp-1538194;I4_1/amd
mp-1538260;I4/m
mp-1538292;P6_3/m
mp-1538351;P6/mmm
mp-1538397;P6_3mc
mp-1538566;Pm-3m
mp-1538596;Cmc2_1
mp-1538601;P6_3/mmc
mp-1539959;C2/c
mp-1540102;I4/mcm
mp-1540109;C2/c
mp-1540190;Ibam
mp-1540818;I4/mcm
mp-1540927;P-3m1
mp-1541485;Fm-3m
mp-1541632;Ibam
mp-1541720;Fm-3m
mp-1541907;P-3m1
mp-1543389;P2_1/c
mp-1543407;P2_1/c
mp-1543730;P2_1/c
mp-1544107;P4_2/mbc
mp-1544239;P4_2/m
mp-1546074;Pnma
mp-1546451;Pmc2_1
mp-1546727;C2/m
mp-1546821;C2/c
mp-15639;R-3
mp-15671;Cmcm
mp-15686;P6_3/mmc
mp-1583518;P6_3mc
mp-1583528;P-1
mp-1586185;C2/m
mp-1586297;Pm-3m
mp-1586312;Pm-3m
mp-1586761;P4_32_12
mp-1587192;R-3
mp-1587320;Pm-3m
mp-1587511;P4_2/mmc
mp-1587569;Fm-3m
mp-1587664;Pm-3m
mp-1587791;P4/nmm
mp-1587830;Pm-3m
mp-1587841;Cmcm
mp-1588222;Cmcm
mp-1588250;Pm-3m
mp-1588332;P-3m1
mp-1588421;I-4
mp-1588436;I4/mmm
mp-1588467;I4/m
mp-1588535;Cmcm
mp-15886;C2/m
mp-1588652;I4/mmm
mp-1588690;Pm-3m
mp-1589748;P6/mmm
mp-1589843;Pm-3m
mp-1590137;I4/mmm
mp-1590342;R-3m
mp-1590383;P-6m2
mp-1590563;I4/mmm
mp-1591057;Pm-3n
mp-1591286;I4_1md
mp-1591344;I4/mmm
mp-1591644;Pm-3m
mp-1591833;R-3m
mp-1591856;P6_3mc
mp-1591990;P-3m1
mp-1592000;P4/mmm
mp-1592138;I4/mmm
mp-1592201;Pm-3m
mp-1592257;I4/mmm
mp-1592306;P6_3/mmc
mp-1592548;I4/mmm
mp-1592681;Cmcm
mp-1592929;Cmcm
mp-1592934;P4/nmm
mp-1593030;I4/mmm
mp-1593146;Amm2
mp-1593292;Fm-3m
mp-1593485;P6_3/mmc
mp-1593514;I4/mmm
mp-1593517;I4/mmm
mp-1593550;Fm-3m
mp-1593890;I4/mmm
mp-1593897;Cmc2_1
mp-1593983;I4/mmm
mp-1593994;Fm-3m
mp-1594194;P-62m
mp-1594397;Fd-3m
mp-1594775;F-43m
mp-1595;C2/m
mp-1595115;P4/nmm
mp-1595146;Fm-3m
mp-1595178;P-3m1
mp-1595200;I4/m
mp-1595485;P6_3/m
mp-1595559;I4/mmm
mp-1595664;P6_3/mmc
mp-1595692;P6/mmm
mp-1595997;Pm-3m
mp-1596260;I4/mmm
mp-1596498;C2
mp-1596632;Fm-3m
mp-1596668;Cmcm
mp-1596991;P6_3/mmc
mp-1597037;P-3m1
mp-1597063;R-3m
mp-1597180;R-3m
mp-1597279;P6/mmm
mp-1597295;P2_1/m
mp-1597924;I4/mcm
mp-1598367;I-42m
mp-1598430;R-3m
mp-1598944;P6_3/mmc
mp-1599172;P4/nmm
mp-1599245;I4_1md
mp-1599329;C2/c
mp-1599397;C2/m
mp-1599746;Pnma
mp-1599763;Ibam
mp-1599931;P6_3mc
mp-1600787;P-62m
mp-1600789;Pmn2_1
mp-1601011;R-3m
mp-1601231;P-62m
mp-1601468;I4/mmm
mp-1601744;Pmc2_1
mp-1601930;I4/mmm
mp-1602237;Pnma
mp-1602333;C2/m
mp-1602400;Pnma
mp-1602496;R3m
mp-1602706;P-42_1m
mp-1603464;P4_2/m
mp-1603586;Ibam
mp-1604315;P2_1/m
mp-1605083;C2/c
