material_id;formula_pretty
mp-1072643;TiSi2
mp-1072661;TiSi2
mp-1072922;TbSn2
mp-1072948;TbSn2
mp-1072977;TbSn2
mp-1076948;TbSn2
mp-1076957;SiO2
mp-1076978;SiO2
mp-1077213;KAuSe
mp-1077283;SiO2
mp-1077438;TbSn2
mp-1077503;TiSi2
mp-1077535;TiSi2
mp-1077573;TbSn2
mp-1077592;SiO2
mp-1077754;TiSi2
mp-1077777;Pr2Bi
mp-1077835;TiSi2
mp-1078094;Mn(GaS2)2
mp-1078110;Mn(GaS2)2
mp-1078485;UPt3
mp-1078701;SiO2
mp-1078921;BaTaS3
mp-1079060;SiO2
mp-1079240;LiAl
mp-1079291;SiO2
mp-1079639;UPt3
mp-1079814;Re3B
mp-1079865;SiO2
mp-1079868;CeAlCu
mp-1080398;TbSn2
mp-1080441;SiO2
mp-1080490;SiO2
mp-1080741;SiO2
mp-1080767;Eu(BiPd)2
mp-10851;SiO2
mp-1087536;SiO2
mp-1092253;UPt3
mp-1094058;SiO2
mp-10948;SiO2
mp-1095525;NdNiSn
mp-1095681;Te2Rh
mp-1096765;Nb2O5
mp-1097866;SiO2
mp-1101660;Nb2O5
mp-1101912;BaSiPt
mp-1101956;ZrCuSi
mp-1101984;TaMn2
mp-1102075;TbH2ClO2
mp-1102556;TaMn2
mp-1102569;ThO2
mp-1102572;TaMn2
mp-1102759;HoMn2
mp-1103078;HoMn2
mp-1103088;DyAl3
mp-1103163;CaF2
mp-1103192;TaMn2
mp-1103321;HoMn2
mp-1103350;TaMn2
mp-1103949;Cs2LiI3
mp-1103992;Nb2O5
mp-1104901;Nb2O5
mp-1105170;SnBr2
mp-1105380;CaSnO3
mp-1105588;Ba2LaTaO6
mp-1106237;DyAl3
mp-1114723;SiO2
mp-1114739;SiO2
mp-1114759;NbSbRu
mp-1114795;SiO2
mp-1114822;TbAgTe2
mp-1114896;SiO2
mp-1114899;SiO2
mp-1114903;SiO2
mp-1114904;SiO2
mp-1114907;SiO2
mp-1114911;SiO2
mp-1114912;SiO2
mp-1114925;SiO2
mp-1114941;SiO2
mp-1114955;SiO2
mp-1114969;CsIO3
mp-1115081;Mn(GaS2)2
mp-1115292;SiO2
mp-1115320;SiO2
mp-1115332;SiO2
mp-1115375;Rb3NbO8
mp-1115395;TcB
mp-1115501;EuHgPb
mp-1115637;Nb2O5
mp-1115706;LiYGa4
mp-1115739;Al2W
mp-1115786;BaAlGe
mp-1116021;SmInRh
mp-1116204;TbPbAu
mp-1116485;SiO2
mp-1116803;SiO2
mp-1116847;SiO2
mp-1117593;CaF2
mp-1117605;SiO2
mp-1117622;SiO2
mp-1117672;SiO2
mp-1117679;SiO2
mp-1117692;SiO2
mp-1117697;SiO2
mp-1117698;SiO2
mp-1117708;SiO2
mp-1117736;SiO2
mp-1117753;SiO2
mp-1117821;SiO2
mp-1117844;SiO2
mp-1117872;SiO2
mp-1117910;CaH2(CO2)2
mp-1117938;LiB(CN)4
mp-1118008;SiO2
mp-1118078;SiO2
mp-1118147;SiO2
mp-1118175;SiO2
mp-1118239;SiO2
mp-1119501;SiO2
mp-1119505;SiO2
mp-1119509;PNF2
mp-1119513;SeO2
mp-1119521;LaN
mp-1119775;SiO2
mp-1120976;LaN
mp-1121169;NdCl3
mp-1121422;ZrCuSi
mp-1121593;LaN
mp-1122042;Sr2NCl
mp-1122558;ThO2
mp-1123226;P2Pt
mp-1123624;TmInCu2
mp-1124355;RbHSO4
mp-1124562;RhF3
mp-1124804;Sc2AlC
mp-1124908;SiO2
mp-1124913;SiO2
mp-1124936;SiO2
mp-1124947;Yb(MnSi)2
mp-1124971;SiO2
mp-1124983;SiO2
mp-1124986;SiO2
mp-1124997;SiO2
mp-1125004;SiO2
mp-1125019;SiO2
mp-1125024;SiO2
mp-1125042;SiO2
mp-1125049;SiO2
mp-1125058;SiO2
mp-1125063;SiO2
mp-1125069;SiO2
mp-1125083;SiO2
mp-1125101;SiO2
mp-1125114;SiO2
mp-1125139;SiO2
mp-1125164;SiO2
mp-1125168;SiO2
mp-1125177;SiO2
mp-1125182;SiO2
mp-1125185;SiO2
mp-1125186;U6Fe16Si7
mp-1125201;SiO2
mp-1125231;SiO2
mp-1125237;SiO2
mp-1125244;SiO2
mp-1125252;SiO2
mp-1125283;SiO2
mp-1125300;SiO2
mp-1125308;SiO2
mp-1125312;SiO2
mp-1125336;SiO2
mp-1125542;Nb2O5
mp-1125632;Nb2O5
mp-11258;TbAu
mp-1126122;Ni2H
mp-1126182;Ho2(GePt3)3
mp-1126411;Li2CeSb2
mp-1126574;CsIO3
mp-1126775;TiSi2
mp-1126860;PNF2
mp-1126963;PNF2
mp-1126994;MnGaPt
mp-1127129;KAuSe
mp-1127229;YClO
mp-1127261;DyAl3
mp-1127337;YClO
mp-1127643;Tm(CuGe)2
mp-1127825;Pr3AlC
mp-1128069;Rb3NbO8
mp-1128435;Li3UO4
mp-1128688;PrB2Ir3
mp-1128740;Ba2LaTaO6
mp-1128755;Ba2LaTaO6
mp-1129248;SeO2
mp-1129310;SeO2
mp-1129375;SeO2
mp-1129403;SiO2
mp-1129442;SiO2
mp-1129472;SiO2
mp-1129842;UReB3
mp-1130024;KAg3Se2
mp-1130071;SeO2
mp-1130155;DyAl3
mp-1130205;TlP(HO2)2
mp-1130281;TlP(HO2)2
mp-1130862;LiB(CN)4
mp-1131180;K2NaAlAs2
mp-1131610;BaTaS3
mp-1131932;LaPIr
mp-1132271;PNF2
mp-1132304;PNF2
mp-1132520;K2SnCl6
mp-1132565;SiO2
mp-1132589;SiO2
mp-1132592;NaHCO3
mp-1132631;CaSnO3
mp-1132749;Yb(MnSi)2
mp-1132893;SiO2
mp-1132983;K2SnCl6
mp-1133067;CaH2(CO2)2
mp-1133280;SiO2
mp-1133292;SiO2
mp-1133301;SiO2
mp-1133304;SiO2
mp-1133313;SiO2
mp-1133340;Gd(SiIr)2
mp-1133348;SiO2
mp-1134314;LiAl
mp-1135635;Fe2P
mp-1135693;Er(NiP)2
mp-1135790;LiBiF6
mp-1136368;U6Fe16Si7
mp-1136389;Nb3Ir
mp-1136493;Na4IrO4
mp-1136732;Sr2VO4
mp-1136738;TbAgTe2
mp-1136903;SnSe2
mp-1136937;SrCuF4
mp-1137740;CaCu(GeO3)2
mp-1138225;SiO2
mp-1138244;SiO2
mp-1138245;SiO2
mp-1138250;SiO2
mp-1138251;SiO2
mp-1138267;SiO2
mp-1138305;SiO2
mp-1138311;SiO2
mp-1138565;SiO2
mp-1138566;SiO2
mp-1138580;SiO2
mp-1138589;SiO2
mp-1138590;SiO2
mp-1138593;SiO2
mp-1138596;SiO2
mp-1138599;SiO2
mp-1138605;SiO2
mp-1138606;SiO2
mp-1138607;SiO2
mp-1138611;SiO2
mp-1138623;SiO2
mp-1138628;SiO2
mp-1138629;SiO2
mp-1138631;SiO2
mp-1138646;SiO2
mp-1138647;SiO2
mp-1138654;SiO2
mp-1138656;SiO2
mp-1138657;NpSi2
mp-1138691;SiO2
mp-1138694;SiO2
mp-1138695;SiO2
mp-1138697;SiO2
mp-1138704;SiO2
mp-1138714;TiSi2
mp-1138715;SiO2
mp-1138717;SiO2
mp-1138726;SiO2
mp-1138727;SiO2
mp-1138737;SiO2
mp-1138744;SiO2
mp-1138751;SiO2
mp-1138754;SiO2
mp-1138767;SiO2
mp-1138772;SiO2
mp-1138775;SiO2
mp-1138785;SiO2
mp-1138792;SiO2
mp-1139074;CeC2
mp-1139489;SiO2
mp-1139951;CuAuSe4
mp-1139966;SiO2
mp-1139988;SiO2
mp-1140039;IBr
mp-1140062;BaPdS2
mp-1140139;SiO2
mp-1140173;SiO2
mp-1140308;SiO2
mp-1140309;LiBiF6
mp-1140317;SiO2
mp-1140380;SiO2
mp-1140543;NbSbRu
mp-1140564;K2SnCl6
mp-1140585;SiO2
mp-1140604;SiO2
mp-1140644;SiO2
mp-1140645;SiO2
mp-1140668;SnSe2
mp-1140676;SiO2
mp-1140687;TlP(HO2)2
mp-1140734;Rb2As3
mp-1140802;SiO2
mp-1140820;SiO2
mp-1140846;SiO2
mp-1140868;PNF2
mp-1140886;PtS
mp-1140938;KAuSe
mp-1141018;SiO2
mp-1141033;CrHgF6
mp-1141036;PNF2
mp-1141046;SiO2
mp-1141084;SiO2
mp-1141117;YClO
mp-1141240;SiO2
mp-1141296;Na4IrO4
mp-1141332;SiO2
mp-1141387;P2Pt
mp-1141446;SiO2
mp-1141491;CaF2
mp-1141505;SiO2
mp-1141506;SiO2
mp-1141517;Bi2Se3
mp-1141621;SiO2
mp-1141660;SiO2
mp-1141782;Sr2NCl
mp-1141811;SiO2
mp-1141817;LaN
mp-1141822;SiO2
mp-1141868;SiO2
mp-1141974;SiO2
mp-1142035;Li2CuAs
mp-1142154;InBr
mp-11422;GdHg
mp-1142254;Nb2O5
mp-1142260;RhF3
mp-1142265;SiO2
mp-1142301;Bi2Se3
mp-1142668;CaF2
mp-1142704;HoCd
mp-1142729;Sb2(SO4)3
mp-1142778;SiO2
mp-1142803;SiO2
mp-1142942;SiO2
mp-1142971;ScAu2
mp-1143014;SiO2
mp-1143133;CaH2(CO2)2
mp-1143153;SiO2
mp-1143164;SiO2
mp-1143207;SiO2
mp-1143230;Te2Rh
mp-1143327;SiO2
mp-1143354;SiO2
mp-1143387;SiO2
mp-1143390;TcB
mp-1143442;SiO2
mp-1143769;SiO2
mp-1143913;SiO2
mp-1143925;Bi2Se3
mp-1143929;SiO2
mp-1143941;SiO2
mp-1143965;SiO2
mp-1144032;Li2CuAs
mp-1144127;ErSiRu
mp-1144158;CaH2(CO2)2
mp-1144400;B5H9N
mp-1144407;ZrCuSi
mp-1144908;IBr
mp-1145149;Nb2O5
mp-1145581;SiO2
mp-1145587;SiO2
mp-1145627;SiO2
mp-1145648;SiO2
mp-1145665;SiO2
mp-1145680;PNF2
mp-1145692;SiO2
mp-1145712;SiO2
mp-1145729;SiO2
mp-1145805;SiO2
mp-1145822;SiO2
mp-1145831;SiO2
mp-1145847;SiO2
mp-1145860;SiO2
mp-1145880;SiO2
mp-1145925;CsK(ClO4)2
mp-1145931;SiO2
mp-1145952;SiO2
mp-1145964;SiO2
mp-1145981;SiO2
mp-1146019;TiSi2
mp-1146082;SiO2
mp-1146098;SiO2
mp-1146153;PNF2
mp-1146204;SiO2
mp-1146241;SiO2
mp-1146293;SiO2
mp-1146298;SiO2
mp-1146305;NpSi2
mp-1146331;SiO2
mp-1146362;SiO2
mp-1146382;SiO2
mp-1146409;SiO2
mp-1146419;SiO2
mp-1146449;SiO2
mp-1146451;SiO2
mp-1146491;SiO2
mp-1146519;SiO2
mp-1146541;SiO2
mp-1146587;SiO2
mp-1146613;SiO2
mp-1146617;SiO2
mp-1146634;SiO2
mp-1146648;SiO2
mp-1146650;SiO2
mp-1146759;SiO2
mp-1146762;SiO2
mp-1146781;SiO2
mp-1146785;SiO2
mp-1146992;InCu2
mp-1147949;CaAsAu
mp-1148158;Ce2TeO2
mp-11483;TmIr
mp-1148649;Er(GeRu)2
mp-1148899;TbAu
mp-1149395;TiBe2
mp-1149410;Yb3SnC
mp-1149426;DyAl3
mp-1149643;TbPbAu
mp-11501;MnNi3
mp-1150351;NaAg3O2
mp-1150570;CaF2
mp-1150574;CaF2
mp-1150821;LiYGa4
mp-1150839;BaAlGe
mp-1150929;NbRu3C
mp-1151014;SnBr2
mp-1151079;Te2Rh
mp-1151080;NdNiSn
mp-1151715;Rb2RhF6
mp-1151844;NaGdCl4
mp-1152929;Yb(MnSi)2
mp-1153266;BaNdMn2O5
mp-1153847;NiI2
mp-1153988;Mn(GaS2)2
mp-1154275;HoMn2
mp-1155366;LaN
mp-1155505;LaN
mp-1156513;CaSnO3
mp-1156942;K3Ni2F7
mp-1157347;TaMn2
mp-1157954;Sr2LiSc(B2O5)2
mp-1158591;TiAl3
mp-1158914;Sr2Cu2Ni(SO)2
mp-1159009;TiAl3
mp-1159142;HgPt
mp-1159225;Sc2C
mp-1159363;TcB
mp-11594;PrB2Ir3
mp-1159485;Ba2LaTaO6
mp-1159503;ThB2Ir3
mp-1159545;NdOs2
mp-1159573;Rh3F
mp-1159602;Mn(GaS2)2
mp-1159720;H2Se
mp-1159890;TiSi2
mp-1160151;NbSbRu
mp-1160475;Nb2O5
mp-1160814;TcB
mp-1160848;TbAu
mp-1160881;MgCu
mp-1161266;Nb2O5
mp-1161454;TlP(HO2)2
mp-1161468;Mn(GaS2)2
mp-1162057;PNF2
mp-1162416;SnBr2
mp-1162708;PtS
mp-1162985;PtS
mp-1163178;Sb2(SO4)3
mp-1163515;HgRhF6
mp-1163593;Sr2VO4
mp-1163639;Sb2(SO4)3
mp-1163742;RhF3
mp-1163797;CrHgF6
mp-1164114;Rb2As3
mp-1164360;InBr
mp-1164488;Tm(CuGe)2
mp-1164932;GdHg
mp-1164935;GdTl3
mp-1164954;TcB
mp-1164955;TiRu
mp-1164992;K3Hg
mp-1165001;ErIr
mp-1165068;TmIr
mp-1165126;K3Hg
mp-1165179;TcB
mp-1165207;TcB
mp-1165733;Ba2S3
mp-1165827;CaCu(GeO3)2
mp-1165985;Li7P3S11
mp-1166043;Zr2SnC
mp-1166045;LuTiGe
mp-1166065;Al2W
mp-1166275;CaF2
mp-1166566;Re3B
mp-1167195;BaPdS2
mp-1167347;K2SnCl6
mp-1167348;Cs2Pt3Se4
mp-1167517;EuZn5
mp-1167708;CaSnO3
mp-1167716;CaSnO3
mp-1168157;CsIO3
mp-11684;SiO2
mp-1168702;MnGaPt
mp-1169558;Sb2(SO4)3
mp-1169621;Sb2(SO4)3
mp-1169996;BaAgTeF
mp-1170099;ErSiRu
mp-1170147;Sr(GaAu)2
mp-1170763;Ce2Si3Rh
mp-1170968;B7H10
mp-1171233;H4C(N2O)2
mp-1171575;Gd(SiIr)2
mp-1172005;MnNi3
mp-1172312;SiO2
mp-1172357;SiO2
mp-1172414;SiO2
mp-1172415;SiO2
mp-1172416;SiO2
mp-1172446;TiSi2
mp-1172469;SiO2
mp-1172472;SiO2
mp-1172526;CaFeF5
mp-1172836;SiO2
mp-1172845;SeO2
mp-1173296;SiO2
mp-1173301;SiO2
mp-1173310;SiO2
mp-1173404;SiO2
mp-11743;LiYGa4
mp-1178935;TiSi2
mp-1179092;TiSi2
mp-1179447;SiO2
mp-1179448;SiO2
mp-1179452;SiO2
mp-1179454;SiO2
mp-1179457;SiO2
mp-1179463;SiO2
mp-1179464;SiO2
mp-1179465;SiO2
mp-1179466;SiO2
mp-1179467;SiO2
mp-1179470;SiO2
mp-1179479;SiO2
mp-1179480;SiO2
mp-1179483;SiO2
mp-1179488;SiO2
mp-1179496;SiO2
mp-1179508;SiO2
mp-1179529;SiO2
mp-1179546;SiO2
mp-1179658;RhF3
mp-1179720;RhF3
mp-1179757;RbHSO4
mp-1179814;PNF2
mp-1179821;PNF2
mp-1179829;PNF2
mp-1180370;Mn3Bi
mp-1180424;Mn3Bi
mp-1180994;IBr
mp-1181285;Mn(GaS2)2
mp-1181584;H4C(N2O)2
mp-1182583;Bi2Se3
mp-1182670;CaSnO3
mp-1185410;LiRe3
mp-1185582;Mg149Rh
mp-1185674;Mg16Al12N
mp-1185859;MgCu
mp-1186271;NaMg149
mp-1186728;Pr3Sc
mp-1186730;Pr3Sc
mp-1186771;SrYb3
mp-1186774;SrYb3
mp-1186780;SrYb3
mp-1188220;SiO2
mp-1188642;DyAl3
mp-1188764;CaSnO3
mp-1189340;Fe2P
mp-1190449;SiO2
mp-1190510;SiO2
mp-1190602;SiO2
mp-1190706;SiO2
mp-1190709;SiO2
mp-1190826;SiO2
mp-1190881;SiO2
mp-1190883;SiO2
mp-1191035;Ce2Si3Rh
mp-1191522;SiO2
mp-1191737;LiAl
mp-1191865;SiO2
mp-1191904;SiO2
mp-1192056;SiO2
mp-1192213;NaHCO3
mp-1194463;CaFeF5
mp-1194893;SiO2
mp-1195265;SiO2
mp-1195338;SiO2
mp-1195896;RbHSO4
mp-1196113;TlP(HO2)2
mp-1196544;SiO2
mp-1196728;SiO2
mp-1196833;Sr2VO4
mp-1197174;H4C(N2O)2
mp-1197814;Mn(GaS2)2
mp-1197989;RbHSO4
mp-1198061;SiO2
mp-1198150;Bi2Se3
mp-1199998;SiO2
mp-1200011;SiO2
mp-1200292;SiO2
mp-1200453;PNF2
mp-1200685;SiO2
mp-1201065;Li15H9N8
mp-1201242;SiO2
mp-1201738;SiO2
mp-1201742;SiO2
mp-1201852;Nb2O5
mp-1201887;SiO2
mp-1202835;RbHSO4
mp-1202969;Tc3Se4I
mp-1203044;SiO2
mp-1203133;TlP(HO2)2
mp-1203327;SiO2
mp-1203655;SiO2
mp-1203704;SiO2
mp-1204026;SiO2
mp-1204057;SiO2
mp-1204070;SiO2
mp-1204418;SiO2
mp-1204989;H4C(N2O)2
mp-1205213;SiO2
mp-1205262;SiO2
mp-1205321;PtS
mp-12118;InCu2
mp-1214364;BaSiPt
mp-1216736;TlP(HO2)2
mp-1217027;TiAl3
mp-1220079;Ni2H
mp-1221975;Mn(GaS2)2
mp-12265;SrCuF4
mp-1226850;Ce3Sn
mp-1230039;Nb2O5
mp-1230498;ZrCuSi
mp-1230500;CaF2
mp-1230698;DyAl3
mp-1230762;Cs2LiI3
mp-1231296;CuAuSe4
mp-1231663;K2NaAlAs2
mp-1232297;BaPdS2
mp-12350;SiO2
mp-1237143;Mn(GaS2)2
mp-1237221;Bi2Se3
mp-1237237;HoMn2
mp-1237534;Sr2VO4
mp-1237570;SeO2
mp-1237643;TiSi2
mp-1237800;CaSnO3
mp-1237920;BaSiPt
mp-1238951;RhF3
mp-1239745;TlP(HO2)2
mp-1239912;BaAlGe
mp-1239961;ThO2
mp-1239965;CaF2
mp-1240044;LaN
mp-1240391;Pr3AlC
mp-1240448;TcB
mp-1240547;TiSi2
mp-1240549;DyAl3
mp-1240586;H2Se
mp-1240632;TcB
mp-1240717;LaN
mp-1240938;RhF3
mp-1241051;LiBiF6
mp-1241435;Sb2(SO4)3
mp-1241698;BaTaS3
mp-1242119;CaSnO3
mp-1242307;TbAu
mp-1242371;TcB
mp-1242404;LaN
mp-1242497;Sb2(SO4)3
mp-1242540;CaF2
mp-1242792;TcB
mp-1243095;PtS
mp-1243177;TiRu
mp-1243249;Bi2Se3
mp-1243250;ScAu2
mp-1243840;Sc2C
mp-1248130;NpSi2
mp-1248793;CeAlCu
mp-1249069;Ce2Si3Rh
mp-1249821;K2NaAlAs2
mp-1249955;Ce2Si3Rh
mp-1250024;Nd2AlNi2
mp-1250030;NpSi2
mp-1250704;K2NaAlAs2
mp-1251192;LiAl
mp-12524;Al2W
mp-1252832;DyAl3
mp-1252998;TiAl3
mp-1253103;Nd2AlNi2
mp-1253282;Sc2AlC
mp-1253380;DyAl3
mp-1253523;ErSiRu
