material_id;formula_pretty
mp-1115637;Nb2O5
mp-1115706;LiYGa4
mp-1115786;BaAlGe
mp-1116021;SmInRh
mp-1116204;TbPbAu
mp-1117593;CaF2
mp-1117910;CaH2(CO2)2
mp-1117938;LiB(CN)4
mp-1119509;PNF2
mp-1119513;SeO2
mp-1119521;LaN
mp-1120976;LaN
mp-1121169;NdCl3
mp-1121422;ZrCuSi
mp-1121593;LaN
mp-1122042;Sr2NCl
mp-1123624;TmInCu2
mp-1124355;RbHSO4
mp-1124804;Sc2AlC
mp-1124947;Yb(MnSi)2
mp-1125186;U6Fe16Si7
mp-1125542;Nb2O5
mp-1125632;Nb2O5
mp-1126122;Ni2H
mp-1126411;Li2CeSb2
mp-1126574;CsIO3
mp-1126860;PNF2
mp-1126963;PNF2
mp-1127129;KAuSe
mp-1127229;YClO
mp-1127261;DyAl3
mp-1127337;YClO
mp-1127643;Tm(CuGe)2
mp-1127825;Pr3AlC
mp-1128069;Rb3NbO8
mp-1128435;Li3UO4
mp-1128688;PrB2Ir3
mp-1129248;SeO2
mp-1129310;SeO2
mp-1129375;SeO2
mp-1129842;UReB3
mp-1130071;SeO2
mp-1130155;DyAl3
mp-1130205;TlP(HO2)2
mp-1130281;TlP(HO2)2
mp-1130862;LiB(CN)4
mp-1131180;K2NaAlAs2
mp-1131932;LaPIr
mp-1132271;PNF2
mp-1132304;PNF2
mp-1132592;NaHCO3
mp-1132749;Yb(MnSi)2
mp-1133067;CaH2(CO2)2
mp-1133340;Gd(SiIr)2
mp-1134314;LiAl
mp-1135635;Fe2P
mp-1135693;Er(NiP)2
mp-1135790;LiBiF6
mp-1136368;U6Fe16Si7
mp-1136389;Nb3Ir
mp-1136493;Na4IrO4
mp-1136732;Sr2VO4
mp-1136738;TbAgTe2
mp-1136903;SnSe2
mp-1136937;SrCuF4
mp-1137740;CaCu(GeO3)2
mp-1138657;NpSi2
mp-1139074;CeC2
mp-1139951;CuAuSe4
mp-1140039;IBr
mp-1140062;BaPdS2
mp-1140309;LiBiF6
mp-1140668;SnSe2
mp-1140687;TlP(HO2)2
mp-1140868;PNF2
mp-1140886;PtS
mp-1140938;KAuSe
mp-1141036;PNF2
mp-1141117;YClO
mp-1141296;Na4IrO4
mp-1141491;CaF2
mp-1141517;Bi2Se3
mp-1141782;Sr2NCl
mp-1141817;LaN
mp-1142035;Li2CuAs
mp-1142154;InBr
mp-11422;GdHg
mp-1142254;Nb2O5
mp-1142301;Bi2Se3
mp-1142668;CaF2
mp-1142704;HoCd
mp-1142729;Sb2(SO4)3
mp-1142971;ScAu2
mp-1143133;CaH2(CO2)2
mp-1143390;TcB
mp-1143925;Bi2Se3
mp-1144032;Li2CuAs
mp-1144158;CaH2(CO2)2
mp-1144400;B5H9N
mp-1144407;ZrCuSi
mp-1144908;IBr
mp-1145149;Nb2O5
mp-1145680;PNF2
mp-1145925;CsK(ClO4)2
mp-1146153;PNF2
mp-1146305;NpSi2
mp-1146992;InCu2
mp-1148158;Ce2TeO2
mp-11483;TmIr
mp-1148649;Er(GeRu)2
mp-1149395;TiBe2
mp-1149410;Yb3SnC
mp-1149426;DyAl3
mp-1149643;TbPbAu
mp-11501;MnNi3
mp-1150351;NaAg3O2
mp-1150570;CaF2
mp-1150574;CaF2
mp-1150821;LiYGa4
mp-1150839;BaAlGe
mp-1151080;NdNiSn
mp-1152929;Yb(MnSi)2
mp-1153847;NiI2
mp-1153988;Mn(GaS2)2
mp-1155366;LaN
mp-1155505;LaN
mp-1156942;K3Ni2F7
mp-1157954;Sr2LiSc(B2O5)2
mp-1158591;TiAl3
mp-1158914;Sr2Cu2Ni(SO)2
mp-1159009;TiAl3
mp-1159142;HgPt
mp-1159225;Sc2C
mp-1159363;TcB
mp-11594;PrB2Ir3
mp-1159573;Rh3F
mp-1159602;Mn(GaS2)2
mp-1159720;H2Se
mp-1160475;Nb2O5
mp-1160814;TcB
mp-1160881;MgCu
mp-1161266;Nb2O5
mp-1161454;TlP(HO2)2
mp-1161468;Mn(GaS2)2
mp-1162057;PNF2
mp-1162708;PtS
mp-1162985;PtS
mp-1163178;Sb2(SO4)3
mp-1163515;HgRhF6
mp-1163593;Sr2VO4
mp-1163639;Sb2(SO4)3
mp-1164360;InBr
mp-1164488;Tm(CuGe)2
mp-1164932;GdHg
mp-1164935;GdTl3
mp-1164954;TcB
mp-1164955;TiRu
mp-1164992;K3Hg
mp-1165068;TmIr
mp-1165126;K3Hg
mp-1165179;TcB
mp-1165207;TcB
mp-1165733;Ba2S3
mp-1165827;CaCu(GeO3)2
mp-1165985;Li7P3S11
mp-1166043;Zr2SnC
mp-1166045;LuTiGe
mp-1166275;CaF2
mp-1166566;Re3B
mp-1167195;BaPdS2
mp-1167517;EuZn5
mp-1168157;CsIO3
mp-1169558;Sb2(SO4)3
mp-1169621;Sb2(SO4)3
mp-1170147;Sr(GaAu)2
mp-1170763;Ce2Si3Rh
mp-1171233;H4C(N2O)2
mp-1171575;Gd(SiIr)2
mp-1172005;MnNi3
mp-1172526;CaFeF5
mp-1172845;SeO2
mp-11743;LiYGa4
mp-1179757;RbHSO4
mp-1179814;PNF2
mp-1179821;PNF2
mp-1179829;PNF2
mp-1180370;Mn3Bi
mp-1180424;Mn3Bi
mp-1180994;IBr
mp-1181285;Mn(GaS2)2
mp-1181584;H4C(N2O)2
mp-1182583;Bi2Se3
mp-1185410;LiRe3
mp-1185582;Mg149Rh
mp-1185859;MgCu
mp-1186271;NaMg149
mp-1186771;SrYb3
mp-1186774;SrYb3
mp-1186780;SrYb3
mp-1188642;DyAl3
mp-1189340;Fe2P
mp-1191035;Ce2Si3Rh
mp-1191737;LiAl
mp-1192213;NaHCO3
mp-1194463;CaFeF5
mp-1195896;RbHSO4
mp-1196113;TlP(HO2)2
mp-1196833;Sr2VO4
mp-1197174;H4C(N2O)2
mp-1197814;Mn(GaS2)2
mp-1197989;RbHSO4
mp-1198150;Bi2Se3
mp-1200453;PNF2
mp-1201065;Li15H9N8
mp-1201852;Nb2O5
mp-1202835;RbHSO4
mp-1203133;TlP(HO2)2
mp-1204989;H4C(N2O)2
mp-1205321;PtS
mp-12118;InCu2
mp-1216736;TlP(HO2)2
mp-1217027;TiAl3
mp-1220079;Ni2H
mp-1221975;Mn(GaS2)2
mp-12265;SrCuF4
mp-1226850;Ce3Sn
mp-1230039;Nb2O5
mp-1230498;ZrCuSi
mp-1230500;CaF2
mp-1230698;DyAl3
mp-1230762;Cs2LiI3
mp-1231296;CuAuSe4
mp-1231663;K2NaAlAs2
mp-1232297;BaPdS2
mp-1237143;Mn(GaS2)2
mp-1237221;Bi2Se3
mp-1237534;Sr2VO4
mp-1237570;SeO2
mp-1239745;TlP(HO2)2
mp-1239912;BaAlGe
mp-1239965;CaF2
mp-1240044;LaN
mp-1240391;Pr3AlC
mp-1240448;TcB
mp-1240549;DyAl3
mp-1240586;H2Se
mp-1240632;TcB
mp-1240717;LaN
mp-1241051;LiBiF6
mp-1241435;Sb2(SO4)3
mp-1242371;TcB
mp-1242404;LaN
mp-1242497;Sb2(SO4)3
mp-1242540;CaF2
mp-1242792;TcB
mp-1243095;PtS
mp-1243177;TiRu
mp-1243249;Bi2Se3
mp-1243250;ScAu2
mp-1243840;Sc2C
mp-1248130;NpSi2
mp-1248793;CeAlCu
mp-1249069;Ce2Si3Rh
mp-1249821;K2NaAlAs2
mp-1249955;Ce2Si3Rh
mp-1250030;NpSi2
mp-1250704;K2NaAlAs2
mp-1251192;LiAl
mp-1252832;DyAl3
mp-1252998;TiAl3
mp-1253282;Sc2AlC
mp-1253380;DyAl3
mp-1253944;Ce2Si3Rh
mp-1255012;TiAl3
mp-1256345;K2NaAlAs2
mp-1256381;LiAl
mp-1256437;TiAl3
mp-1257315;Sc2AlC
mp-1257336;LiAl
mp-1257574;Yb(MnSi)2
mp-1258108;NpSi2
mp-1258159;LiAl
mp-1258160;ZrCuSi
mp-1258282;DyAl3
mp-1258423;Yb(MnSi)2
mp-1258426;LiAl
mp-1258485;Yb(MnSi)2
mp-1258627;Pr3AlC
mp-1258971;BaAlGe
mp-1259078;BaAlGe
mp-1259208;LiAl
mp-1259341;TiAl3
mp-1260453;DyAl3
mp-1260568;ZrCuSi
mp-1260592;NpSi2
mp-1260898;DyAl3
mp-1261195;TiAl3
mp-1261378;DyAl3
mp-1262105;Sc2AlC
mp-1262134;DyAl3
mp-1262833;Pr3AlC
mp-1263063;DyAl3
mp-1263090;BaAlGe
mp-1263208;CeAlCu
mp-1263233;DyAl3
mp-1263347;Ce2Si3Rh
mp-1263821;Pr3AlC
mp-1264161;Ce2Si3Rh
mp-1264539;TiAl3
mp-1264673;Ce2Si3Rh
mp-1264832;CeAlCu
mp-1266667;NpSi2
mp-1266702;DyAl3
mp-1267114;ZrCuSi
mp-1267146;DyAl3
mp-1267306;NpSi2
mp-1267849;DyAl3
mp-12780;Sr(GaAu)2
mp-12919;LaPIr
mp-1299942;UPt3
mp-1300125;Mn(GaS2)2
mp-1300137;CeAlCu
mp-1300278;Pr3AlC
mp-1300305;LiBiF6
mp-1300309;TbSn2
mp-1300528;CeCrS2O
mp-1300666;CaF2
mp-1300906;NpSi2
mp-1300992;KAuSe
mp-13070;Sc2AlC
mp-13132;LaN
mp-1324129;Nb2O5
mp-1325397;Sr2VO4
mp-1326047;Sr2VO4
mp-1326599;Ni2H
mp-1326726;Sb2(SO4)3
mp-13272;BaAlGe
mp-1327240;PNF2
mp-1327891;Li15H9N8
mp-1329705;Nb2O5
mp-1334065;B5H9N
mp-1336758;Li22Pb5
mp-1337168;PNF2
mp-1337737;Sb2(SO4)3
mp-13398;Yb(MnSi)2
mp-1340982;Li7P3S11
mp-1346666;H4C(N2O)2
mp-1349404;LuMn5
mp-1350424;Sr2LiSc(B2O5)2
mp-1351082;Sb2(SO4)3
mp-1353639;Mn(GaS2)2
mp-1354069;Sr2VO4
mp-1354679;TlP(HO2)2
mp-1354952;Nb2O5
mp-1355968;Sb2(SO4)3
mp-1357271;Nb2O5
mp-1358032;Bi2Se3
mp-1358106;Sb2(SO4)3
mp-1358739;TlP(HO2)2
mp-13590;LiB(CN)4
mp-1359029;TlP(HO2)2
mp-1359931;Sb2(SO4)3
mp-1360255;RbHSO4
mp-1362111;CaH2(CO2)2
mp-1363587;TcB
mp-1364247;Nb2O5
mp-1364516;PNF2
mp-1367497;Mn3Bi
mp-1369030;H4C(N2O)2
mp-1369150;Mn(GaS2)2
mp-1371561;PNF2
mp-1371741;U6Fe16Si7
mp-1375264;Nb2O5
mp-1379056;RbHSO4
mp-1380263;RbHSO4
mp-1380882;PtS
mp-1380926;Ba2S3
mp-1381268;Na2US3
mp-1381430;K3Ni2F7
mp-1382008;TcB
mp-1382615;ZrCuSi
mp-1383045;CaF2
mp-1385379;TlP(HO2)2
mp-1385514;Bi12PtCl12
mp-1387417;PNF2
mp-1388362;H4C(N2O)2
mp-1389473;SrYb3
mp-1390078;K3Hg
mp-1390129;Ce3Sn
mp-1392416;CaFeF5
mp-1393028;CaH2(CO2)2
mp-1393343;PNF2
mp-1394352;DyAl3
mp-1394765;TlP(HO2)2
mp-1398178;CaCu(GeO3)2
mp-1401963;YClO
mp-1402673;CaH2(CO2)2
mp-1403972;Sc2AlC
mp-1404866;TiAl3
mp-1406726;SrYb3
mp-1409391;SrYb3
mp-1411251;K3Hg
mp-1412944;GdTl3
mp-1413775;LuTiGe
mp-1414588;BaPdS2
mp-1415188;SrCuF4
mp-1415216;EuHgPb
mp-1415337;BaPdS2
mp-1415528;DyAl3
mp-1415922;NaHCO3
mp-1416025;PrB2Ir3
mp-1416057;TiAl3
mp-1416220;Li3UO4
mp-1416501;Nb2O5
mp-1417290;LiRe3
mp-1417347;Ce2Si3Rh
mp-1417397;Mn(GaS2)2
mp-1418009;TcB
mp-1418275;CaF2
mp-1419355;Yb3SnC
mp-1419423;PNF2
mp-1419904;NdNiSn
mp-1420131;K2NaAlAs2
mp-1420488;Pr2Bi
mp-1420609;Na4IrO4
mp-1420624;DyAl3
mp-1421122;Li2CuAs
mp-1422184;YClO
mp-1422530;CsIO3
mp-1423010;SmInRh
mp-1423214;Re3B
mp-1423276;HgRhF6
mp-1423394;LiAl
mp-1423455;Er(GeRu)2
mp-1423501;TcB
mp-1423504;TbAgTe2
mp-1423949;IBr
mp-1423999;Bi2Se3
mp-1424093;LaN
mp-1424480;ErAu4
mp-1424503;SeO2
mp-1424781;Sr(GaAu)2
mp-1424809;CaFeF5
mp-1424813;NdCl3
mp-1425159;Mn3Bi
mp-1425463;Sr2Cu2Ni(SO)2
mp-1425688;DyAl3
mp-1425788;U6Fe16Si7
mp-1426124;NaHCO3
mp-1426323;Nb3Ir
mp-1426587;NaAg3O2
mp-1426726;Li2CeSb2
mp-1426778;LaPIr
mp-1427148;LiB(CN)4
mp-1427159;LiYGa4
mp-1427770;LiAl
mp-1428520;Nb2O5
mp-1429242;Zr2SnC
mp-1429770;Rb3NbO8
mp-1430061;CaF2
mp-1430311;TcB
mp-1431396;LiYbPb
mp-1431723;Ce2Si3Rh
mp-1432078;Tm(CuGe)2
mp-1432218;Rh3F
mp-1432625;CsIO3
mp-1433310;CaCu(GeO3)2
mp-1434395;MgCu
mp-1434695;TbH2ClO2
mp-1434771;LaN
mp-1434885;UReB3
mp-1435116;CuAuSe4
mp-1435213;YClO
mp-1435813;Eu(BiPd)2
mp-1436117;Nb2O5
mp-1436276;TcB
mp-1437009;TcB
mp-1437302;SeO2
mp-1437574;ScAu2
mp-1437618;U2SeN2
mp-1437698;LaN
mp-1437701;Tm(CuGe)2
mp-1437838;Sc2C
mp-1437929;Ce3Sn
mp-1438086;TmInCu2
mp-1438131;DyAl3
mp-1438502;Er(NiP)2
mp-1438579;MnNi3
mp-1438602;Sr2NCl
mp-1438908;YbNiC2
mp-1438909;BaAlGe
mp-1439037;Ni2H
mp-1439159;H2Se
mp-1439221;TmIr
mp-1439300;HoCd
mp-1439568;Yb(MnSi)2
mp-1439600;HgPt
mp-1439644;PtS
mp-1439661;TiBe2
mp-1439681;GdHg
mp-1439862;Bi2Se3
mp-1439888;Gd(SiIr)2
mp-1440081;SnSe2
mp-1440348;InBr
mp-1440498;EuZn5
mp-1440579;TiAl3
mp-1440601;LaN
mp-1440661;LiAl
mp-1440844;CeC2
mp-1441142;InCu2
mp-1441246;TbPbAu
mp-1441265;DyAl3
mp-1441500;NiI2
mp-1441994;Ce2TeO2
mp-1442231;TiRu
mp-1442345;Fe2P
mp-1442657;CsK(ClO4)2
mp-1443089;Mn(GaS2)2
mp-1458;Nb3Ir
mp-1504074;SeO2
mp-1504180;SeO2
mp-1514554;NaHCO3
mp-1523487;GdHg
mp-1523708;TbSn2
mp-1523871;LiAl
mp-1524096;ScAu2
mp-1524249;TmIr
mp-1524286;MnNi3
mp-1524450;Re3B
mp-1524505;UPt3
mp-1524911;SnSe2
mp-1525371;NiI2
mp-1525584;Mn(GaS2)2
mp-1525605;Fe2P
mp-1525606;YClO
mp-1536189;PtS
mp-1536366;TiBe2
mp-1536506;IBr
mp-1536520;Bi2Se3
mp-1536828;TiRu
mp-1536987;InBr
mp-1537105;Nb3Ir
mp-1537406;Sr2VO4
mp-1537516;TiAl3
mp-1537649;Ce3Sn
mp-1537755;Sc2C
mp-1537785;HoCd
mp-1537849;CaF2
mp-1537925;LaN
mp-1538103;YClO
mp-1538185;GdTl3
mp-1538194;NpSi2
mp-1538260;ErAu4
mp-1538292;NdCl3
mp-1538351;EuZn5
mp-1538397;LaN
mp-1538566;TiAl3
mp-1538596;PNF2
mp-1538601;DyAl3
mp-1539959;CaFeF5
mp-1540102;SrCuF4
mp-1540109;CaFeF5
mp-1540190;K2NaAlAs2
mp-1540818;SrCuF4
mp-1540927;SnSe2
mp-1541485;CaF2
mp-1541632;K2NaAlAs2
mp-1541720;CaF2
mp-1541907;SnSe2
mp-1543389;NaHCO3
mp-1543407;NaHCO3
mp-1543730;PNF2
mp-1544107;SeO2
mp-1544239;PtS
mp-1546074;Bi2Se3
mp-1546451;SeO2
mp-1546727;Nb2O5
mp-1546821;Mn(GaS2)2
mp-15639;HgRhF6
mp-15671;Re3B
mp-15686;Li2CuAs
mp-1583518;TcB
mp-1583528;Nb2O5
mp-1586185;Nb2O5
mp-1586297;TmIr
mp-1586312;TiRu
mp-1586761;CaH2(CO2)2
mp-1587192;HgRhF6
mp-1587320;GdTl3
mp-1587511;PtS
mp-1587569;CaF2
mp-1587664;Yb3SnC
mp-1587791;LuTiGe
mp-1587830;DyAl3
mp-1587841;TbSn2
mp-1588222;BaPdS2
mp-1588250;MnNi3
mp-1588332;U2SeN2
mp-1588421;Mn(GaS2)2
mp-1588436;CeC2
mp-1588467;ErAu4
mp-1588535;IBr
mp-15886;Na2US3
mp-1588652;Mn3Bi
mp-1588690;GdHg
mp-1589748;PrB2Ir3
mp-1589843;Ce3Sn
mp-1590137;Er(NiP)2
mp-1590342;Bi2Se3
mp-1590383;BaAlGe
mp-1590563;Tm(CuGe)2
mp-1591057;Nb3Ir
mp-1591286;LaPIr
mp-1591344;Yb(MnSi)2
mp-1591644;Pr3AlC
mp-1591833;Sr2NCl
mp-1591856;EuHgPb
mp-1591990;Ni2H
mp-1592000;HgPt
mp-1592138;Pr2Bi
mp-1592201;CsIO3
mp-1592257;CeC2
mp-1592306;UReB3
mp-1592548;Tm(CuGe)2
mp-1592681;Re3B
mp-1592929;InBr
mp-1592934;YClO
mp-1593030;DyAl3
mp-1593146;YbNiC2
mp-1593292;TmInCu2
mp-1593485;InCu2
mp-1593514;TiAl3
mp-1593517;Ce2TeO2
mp-1593550;CaF2
mp-1593890;ScAu2
mp-1593897;PNF2
mp-1593983;Gd(SiIr)2
mp-1593994;H2Se
mp-1594194;Fe2P
mp-1594397;TiBe2
mp-1594775;TbPbAu
mp-1595;Nb2O5
mp-1595115;LaN
mp-1595146;LaN
mp-1595178;Sc2C
mp-1595200;Na4IrO4
mp-1595485;NdCl3
mp-1595559;Er(GeRu)2
mp-1595664;UPt3
mp-1595692;EuZn5
mp-1595997;HoCd
mp-1596260;TiAl3
mp-1596498;Nb2O5
mp-1596632;LaN
mp-1596668;KAuSe
mp-1596991;Zr2SnC
mp-1597037;SnSe2
mp-1597063;NiI2
mp-1597180;YClO
mp-1597279;Ce2Si3Rh
mp-1597295;TbH2ClO2
mp-1597924;SrCuF4
mp-1598367;Rb3NbO8
mp-1598430;CsK(ClO4)2
mp-1598944;DyAl3
mp-1599172;Sr(GaAu)2
mp-1599245;Ba2S3
mp-1599329;Nb2O5
mp-1599397;Na2US3
mp-1599746;ZrCuSi
mp-1599763;NaAg3O2
mp-1599931;LuMn5
mp-1600787;SmInRh
mp-1600789;CsIO3
mp-1601011;DyAl3
mp-1601231;CeAlCu
mp-1601468;Sr2Cu2Ni(SO)2
