material_id;spacegroup
mp-1057805;Fm-3m
mp-1057807;Fm-3m
mp-1057895;Fm-3m
mp-1057903;Fm-3m
mp-1057929;Fm-3m
mp-1057931;Fm-3m
mp-1058250;Fm-3m
mp-1058260;Fm-3m
mp-1058276;Fm-3m
mp-1058277;Fm-3m
mp-1058408;Fm-3m
mp-1058423;Fm-3m
mp-1058437;Fm-3m
mp-1058443;Fm-3m
mp-1058498;Fm-3m
mp-1058510;Fm-3m
mp-1058525;Fm-3m
mp-1058529;Fm-3m
mp-1058573;Fm-3m
mp-1058582;Fm-3m
mp-1058593;Fm-3m
mp-1058600;Fm-3m
mp-1058605;Fm-3m
mp-1058608;Fm-3m
mp-1058619;Fm-3m
mp-1058621;Fm-3m
mp-1058676;Fm-3m
mp-1058685;Fm-3m
mp-1058708;Fm-3m
mp-1058709;Fm-3m
mp-1058827;Fm-3m
mp-1058841;Fm-3m
mp-1058861;Fm-3m
mp-1058865;Fm-3m
mp-1059047;Fm-3m
mp-1059054;Fm-3m
mp-1059069;Fm-3m
mp-1059073;Fm-3m
mp-1059154;Fm-3m
mp-1059169;Fm-3m
mp-1059190;Fm-3m
mp-1059194;Fm-3m
mp-1059238;Fm-3m
mp-1059247;Fm-3m
mp-1059266;Fm-3m
mp-1059268;Fm-3m
mp-1059347;Fm-3m
mp-1059358;Fm-3m
mp-1059379;Fm-3m
mp-1059380;Fm-3m
mp-1059562;Fm-3m
mp-1059573;Fm-3m
mp-1059605;Fm-3m
mp-1059607;Fm-3m
mp-1059782;Fm-3m
mp-1059797;Fm-3m
mp-1059826;Fm-3m
mp-1059832;Fm-3m
mp-1059996;P-6m2
mp-1060025;Fm-3m
mp-1060031;P-6m2
mp-1060034;Fm-3m
mp-1060053;P-6m2
mp-1060061;Fm-3m
mp-1060062;Fm-3m
mp-1060065;Fm-3m
mp-1060078;Fm-3m
mp-1060080;P-6m2
mp-1060087;Pm-3m
mp-1060094;Fm-3m
mp-1060103;Pm-3m
mp-1060109;Fm-3m
mp-1060111;Fm-3m
mp-1060116;Fm-3m
mp-1060129;Pm-3m
mp-1060133;Pm-3m
mp-1060138;Fm-3m
mp-1060146;Fm-3m
mp-1060164;Fm-3m
mp-1060186;Fm-3m
mp-1060215;Fm-3m
mp-1060218;Fm-3m
mp-1060313;Fm-3m
mp-1060326;Fm-3m
mp-1060329;Fm-3m
mp-1060342;Fm-3m
mp-1060361;Fm-3m
mp-1060368;Fm-3m
mp-1060377;Fm-3m
mp-1060381;Fm-3m
mp-1060390;Fm-3m
mp-1060405;Fm-3m
mp-1060442;Fm-3m
mp-1060444;Fm-3m
mp-1060975;Fm-3m
mp-1060987;Fm-3m
mp-1061033;Fm-3m
mp-1061037;Fm-3m
mp-1061043;Fm-3m
mp-1061051;F-43m
mp-1061066;Fm-3m
mp-1061074;F-43m
mp-1061104;Fm-3m
mp-1061105;F-43m
mp-1061112;Fm-3m
mp-1061121;F-43m
mp-1061194;Fm-3m
mp-1061215;Fm-3m
mp-1061242;Fm-3m
mp-1061253;Fm-3m
mp-1061260;Fm-3m
mp-1061261;Fm-3m
mp-1061292;Fm-3m
mp-1061296;Fm-3m
mp-1061377;Fm-3m
mp-1061393;Fm-3m
mp-1061431;Fm-3m
mp-1061433;Fm-3m
mp-1062755;Fm-3m
mp-1062773;Fm-3m
mp-1062785;Fm-3m
mp-1062786;Fm-3m
mp-1063322;Fm-3m
mp-1063329;Fm-3m
mp-1063346;Fm-3m
mp-1063347;Fm-3m
mp-1063532;I4/mmm
mp-1063568;I4/mmm
mp-1063600;I4/mmm
mp-1063625;I4/mmm
mp-1064406;P4/nmm
mp-1064412;P4/nmm
mp-1064428;P4/nmm
mp-1064442;P4/nmm
mp-1064469;Amm2
mp-1064504;Amm2
mp-1064525;Amm2
mp-1064561;Amm2
mp-1064902;P4/nmm
mp-1064912;P4/nmm
mp-1064926;P4/nmm
mp-1064938;P4/nmm
mp-1066433;P6_3/mmc
mp-1066444;P6_3/mmc
mp-1066462;P6_3/mmc
mp-1066469;P6_3/mmc
mp-1066882;Cmcm
mp-1066920;Cmcm
mp-1066966;Cmcm
mp-1067;Fd-3m
mp-1067012;Cmcm
mp-1067024;I4/mmm
mp-1067060;I4/mmm
mp-1067079;I4/mmm
mp-1067091;I4/mmm
mp-1067383;Pm-3m
mp-1067391;Pm-3m
mp-1067395;P6_3/mmc
mp-1067402;Pm-3m
mp-1067406;Pm-3m
mp-1067421;P6_3/mmc
mp-1067440;P6_3/mmc
mp-1067443;I4/mmm
mp-1067450;P6_3/mmc
mp-1067451;P6_3mc
mp-1067478;I4/mmm
mp-1067495;I4/mmm
mp-1067507;I4/mmm
mp-1067574;P6_3mc
mp-1067704;P6_3mc
mp-1067842;P6_3mc
mp-1068572;Pm-3m
mp-1068590;Pm-3m
mp-1068612;Pm-3m
mp-1068628;Pm-3m
mp-1068632;I4/mmm
mp-1068701;I4/mmm
mp-1068790;I4/mmm
mp-1068806;I4/mmm
mp-1068822;I4/mmm
mp-1068878;I4/mmm
mp-1068947;I4/mmm
mp-1068960;R-3m
mp-1068970;I4/mmm
mp-1068982;R-3m
mp-1069013;R-3m
mp-1069018;R-3m
mp-1069330;Immm
mp-1069387;Immm
mp-1069431;Immm
mp-1069440;R-3m
mp-1069448;R-3m
mp-1069458;R-3m
mp-1069459;R-3m
mp-1069462;I4/mmm
mp-1069489;Immm
mp-1069512;I4/mmm
mp-1069527;I4/mmm
mp-1069563;I4/mmm
mp-1069565;I4/mmm
mp-1069606;I4/mmm
mp-1069621;I4/mmm
mp-1069629;I4/mmm
mp-1069657;I4/mmm
mp-1069686;I4/mmm
mp-1069731;I4/mmm
mp-1069757;I4/mmm
mp-1070237;I4/mmm
mp-1070282;I4/mmm
mp-1070324;I4/mmm
mp-1070362;I4/mmm
mp-1070408;I4/mmm
mp-1070470;I4/mmm
mp-1070522;I4/mmm
mp-1070577;I4/mmm
mp-1070583;I4/m
mp-1070593;I4/mmm
mp-1070619;I4/mmm
mp-1070674;I4/mmm
mp-1070677;I4/m
mp-1070712;I4/mmm
mp-1070717;I4/m
mp-1070734;R-3m
mp-1070756;R-3m
mp-1070768;I4/m
mp-1070776;R-3m
mp-1070785;R-3m
mp-1070842;I4_1md
mp-1070877;I4_1md
mp-1070942;I4_1md
mp-1070947;I4_1md
mp-1071471;I4_1/amd
mp-1071485;I4_1/amd
mp-1071526;I4_1/amd
mp-1071537;I4_1/amd
mp-1071747;P4_2/mnm
mp-1071749;P4_2/mnm
mp-1071752;P4_2/mnm
mp-1071755;P4_2/mnm
mp-1071820;Ibam
mp-1071825;Ibam
mp-1071830;Ibam
mp-1071833;Ibam
mp-1072073;Fd-3m
mp-1072128;Fd-3m
mp-1072147;Fd-3m
mp-1072154;Fd-3m
mp-1072352;P4_2/mnm
mp-1072364;P4_2/mnm
mp-1072367;P4_2/mnm
mp-1072372;P4_2/mnm
mp-1072615;Fddd
mp-1072624;Fddd
mp-1072643;Fddd
mp-1072661;Fddd
mp-1072922;Cmcm
mp-1072948;Cmcm
mp-1072977;Cmcm
mp-1076948;Cmcm
mp-1076957;P4_2/mnm
mp-1076978;P4_2/mnm
mp-1077213;Cmcm
mp-1077283;P4_2/mnm
mp-1077438;Cmcm
mp-1077503;Cmcm
mp-1077535;Fddd
mp-1077573;Cmcm
mp-1077592;P4_2/mnm
mp-1077754;Cmcm
mp-1077777;I4/mmm
mp-1077835;Fddd
mp-1078094;I-4
mp-1078110;R3m
mp-1078485;P6_3/mmc
mp-1078701;P3_221
mp-1078921;P6_3/mmc
mp-1079060;P3_221
mp-1079240;P6_3/mmc
mp-1079291;P3_221
mp-1079639;P6_3/mmc
mp-1079814;Cmcm
mp-1079865;P3_221
mp-1079868;P-62m
mp-1080398;Cmcm
mp-1080441;P6_222
mp-1080490;P3_221
mp-1080741;P3_221
mp-1080767;P4/nmm
mp-10851;P6_422
mp-1087536;P3_221
mp-1092253;P6_3/mmc
mp-1094058;I-42d
mp-10948;Pbcn
mp-1095525;Pnma
mp-1095681;Pa-3
mp-1096765;C2
mp-1097866;Pn-3m
mp-1101660;P2_1/m
mp-1101912;P2_13
mp-1101956;Pnma
mp-1101984;P6_3/mmc
mp-1102075;P2_1/m
mp-1102556;P6_3/mmc
mp-1102569;Pnma
mp-1102572;P6_3/mmc
mp-1102759;P6_3/mmc
mp-1103078;P6_3/mmc
mp-1103088;R-3m
mp-1103163;Pnma
mp-1103192;P6_3/mmc
mp-1103321;P6_3/mmc
mp-1103350;P6_3/mmc
mp-1103949;Cmc2_1
mp-1103992;C2/c
mp-1104901;C2/c
mp-1105170;P6_3/m
mp-1105380;Pnma
mp-1105588;P2_1/c
mp-1106237;R-3m
mp-1114723;P2_1
mp-1114739;I-42d
mp-1114759;F-43m
mp-1114795;P6_422
mp-1114822;P-42_1m
mp-1114896;C2
mp-1114899;C222_1
mp-1114903;P1
mp-1114904;Ima2
mp-1114907;Cc
mp-1114911;P1
mp-1114912;Cc
mp-1114925;Ama2
mp-1114941;I-4
mp-1114955;Pna2_1
mp-1114969;Pmn2_1
mp-1115081;I-4
mp-1115292;C2
mp-1115320;P4_12_12
mp-1115332;P4_32_12
mp-1115375;I-42m
mp-1115395;P-6m2
mp-1115501;P6_3mc
mp-1115637;C2
mp-1115706;P-6m2
mp-1115739;P6_422
mp-1115786;P-6m2
mp-1116021;P-62m
mp-1116204;F-43m
mp-1116485;P2_12_12_1
mp-1116803;Cc
mp-1116847;P2_1
mp-1117593;Pmc2_1
mp-1117605;P1
mp-1117622;P2_13
mp-1117672;Cmc2_1
mp-1117679;Cmc2_1
mp-1117692;P4_32_12
mp-1117697;I4/mcm
mp-1117698;I-42m
mp-1117708;P-4
mp-1117736;Pbcn
mp-1117753;P-4n2
mp-1117821;P-4c2
mp-1117844;P1
mp-1117872;I2_12_12_1
mp-1117910;P4_12_12
mp-1117938;P-43m
mp-1118008;P23
mp-1118078;P1
mp-1118147;Pm
mp-1118175;P6_422
mp-1118239;P1
mp-1119501;P1
mp-1119505;P6_322
mp-1119509;Cmc2_1
mp-1119513;Pmc2_1
mp-1119521;P6_3mc
mp-1119775;C222_1
mp-1120976;Pm-3m
mp-1121169;P6_3/m
mp-1121422;Pnma
mp-1121593;Fm-3m
mp-1122042;R-3m
mp-1122558;Fm-3m
mp-1123226;Pa-3
mp-1123624;Fm-3m
mp-1124355;Pc
mp-1124562;R-3c
mp-1124804;P6_3/mmc
mp-1124908;I-4
mp-1124913;P4_32_12
mp-1124936;P-1
mp-1124947;I4/mmm
mp-1124971;Imma
mp-1124983;Cmcm
mp-1124986;P4/nmm
mp-1124997;Cmcm
mp-1125004;Ia-3d
mp-1125019;Imma
mp-1125024;Cmce
mp-1125042;Cmce
mp-1125049;Cmce
mp-1125058;P2_12_12_1
mp-1125063;Pmma
mp-1125069;Immm
mp-1125083;Pnma
mp-1125101;P4_2/ncm
mp-1125114;I4/mmm
mp-1125139;C2/c
mp-1125164;C2/m
mp-1125168;C2/c
mp-1125177;P4_2/mbc
mp-1125182;P3_121
mp-1125185;I4_1/amd
mp-1125186;F-43m
mp-1125201;Cc
mp-1125231;Im-3m
mp-1125237;Cmcm
mp-1125244;C2/m
mp-1125252;Imm2
mp-1125283;C2/m
mp-1125300;P4_2/mmc
mp-1125308;C2/m
mp-1125312;Pca2_1
mp-1125336;I4/mmm
mp-1125542;P-1
mp-1125632;C2/c
mp-11258;Pm-3m
mp-1126122;P-3m1
mp-1126182;C2/c
mp-1126411;P4/nmm
mp-1126574;Pm-3m
mp-1126775;Fddd
mp-1126860;P2_1/c
mp-1126963;P2_1/c
mp-1126994;F-43m
mp-1127129;Cmcm
mp-1127229;P4/nmm
mp-1127261;P6_3/mmc
mp-1127337;P4/nmm
mp-1127643;I4/mmm
mp-1127825;Pm-3m
mp-1128069;I-42m
mp-1128435;I4/mmm
mp-1128688;P6/mmm
mp-1128740;C2/m
mp-1128755;R-3
mp-1129248;P4_2/mbc
mp-1129310;Pbam
mp-1129375;Pmc2_1
mp-1129403;P3_221
mp-1129442;P3_221
mp-1129472;P3_221
mp-1129842;P6_3/mmc
mp-1130024;C2/m
mp-1130071;Pmc2_1
mp-1130155;P6_3/mmc
mp-1130205;Pbcn
mp-1130281;P2_1/c
mp-1130862;P-43m
mp-1131180;Ibam
mp-1131610;P6_3/mmc
mp-1131932;I4_1md
mp-1132271;Pnma
mp-1132304;Pna2_1
mp-1132520;P4/mnc
mp-1132565;C2/m
mp-1132589;Pmmn
mp-1132592;P2_1/c
mp-1132631;Pm-3m
mp-1132749;I4/mmm
mp-1132893;Cmcm
mp-1132983;P2_1/c
mp-1133067;Pbca
mp-1133280;P4_2/nbc
mp-1133292;P6/mmm
mp-1133301;Cmce
mp-1133304;P6/m
mp-1133313;Cmcm
mp-1133340;I4/mmm
mp-1133348;I4/mcm
mp-1134314;Fd-3m
mp-1135635;P-62m
mp-1135693;I4/mmm
mp-1135790;R-3
mp-1136368;Fm-3m
mp-1136389;Pm-3n
mp-1136493;I4/m
mp-1136732;I4/mmm
mp-1136738;P-42_1m
mp-1136903;P-3m1
mp-1136937;I4/mcm
mp-1137740;C2/c
mp-1138225;C2/c
mp-1138244;Pmmn
mp-1138245;Pmna
mp-1138250;Cmc2_1
mp-1138251;P2_1/c
mp-1138267;P-1
mp-1138305;Imm2
mp-1138311;I4/mmm
mp-1138565;P6_522
mp-1138566;Pmn2_1
mp-1138580;Pnma
mp-1138589;Cmmm
mp-1138590;Pnnm
mp-1138593;Cmcm
mp-1138596;Im-3m
mp-1138599;P4_2/mmc
mp-1138605;I4_1/amd
mp-1138606;P6_322
mp-1138607;Fddd
mp-1138611;P4_32_12
mp-1138623;Cmmm
mp-1138628;Im-3m
mp-1138629;Fd-3m
mp-1138631;Pmmn
mp-1138646;P2_13
mp-1138647;Pmmn
mp-1138654;Fm-3m
mp-1138656;P4/nmm
mp-1138657;I4_1/amd
mp-1138691;Cmcm
mp-1138694;C2/m
mp-1138695;P2_1/c
mp-1138697;P6_422
mp-1138704;Pccn
mp-1138714;Fddd
mp-1138715;C222_1
mp-1138717;P2/m
mp-1138726;Fd-3m
mp-1138727;Cmcm
mp-1138737;Cmce
mp-1138744;Imma
mp-1138751;C2/m
mp-1138754;Pmma
mp-1138767;Cm
mp-1138772;Cmcm
mp-1138775;Cmcm
mp-1138785;Cmc2_1
mp-1138792;P2_1
mp-1139074;I4/mmm
mp-1139489;R-3m
mp-1139951;P2_1/m
mp-1139966;P6_3/mmc
mp-1139988;Pmma
mp-1140039;Cmcm
mp-1140062;Cmcm
mp-1140139;C222_1
mp-1140173;I-4
mp-1140308;P2_1/c
mp-1140309;R-3
mp-1140317;I-4m2
mp-1140380;Imma
mp-1140543;F-43m
mp-1140564;Fm-3m
mp-1140585;P4_2/mmc
mp-1140604;C2/c
mp-1140644;P6_322
mp-1140645;Pccn
mp-1140668;P-3m1
mp-1140676;Cmcm
mp-1140687;P2_1/c
mp-1140734;Fmmm
mp-1140802;Im-3m
mp-1140820;Cm
mp-1140846;P4_32_12
mp-1140868;P2_1/c
mp-1140886;P4_2/mmc
mp-1140938;Cmcm
mp-1141018;P3_221
mp-1141033;R-3
mp-1141036;Cmc2_1
mp-1141046;P-4m2
mp-1141084;Cmcm
mp-1141117;P4/nmm
mp-1141240;Pna2_1
mp-1141296;I4/m
mp-1141332;R-3m
mp-1141387;Pa-3
mp-1141446;Ia-3d
mp-1141491;Fm-3m
mp-1141505;Ama2
mp-1141506;P2_13
mp-1141517;Pnma
mp-1141621;I-42d
mp-1141660;Cmc2_1
mp-1141782;R-3m
mp-1141811;P4_12_12
mp-1141817;P6_3mc
mp-1141822;Pmma
mp-1141868;Cmce
mp-1141974;Cc
mp-1142035;P6_3/mmc
mp-1142154;Cmcm
mp-11422;Pm-3m
mp-1142254;C2/m
mp-1142260;R-3c
mp-1142265;P6_522
mp-1142301;R-3m
mp-1142668;Pnma
mp-1142704;Pm-3m
mp-1142729;C2/c
mp-1142778;Ibam
mp-1142803;Cmcm
mp-1142942;I4_1/amd
mp-1142971;I4/mmm
mp-1143014;Ia-3
mp-1143133;P4_12_12
mp-1143153;P622
mp-1143164;R-3
mp-1143207;P6_3/mmc
mp-1143230;P-3m1
mp-1143327;R32
mp-1143354;P6_3/mmc
mp-1143387;C2/m
mp-1143390;P-6m2
mp-1143442;Pbcn
mp-1143769;Pbcn
mp-1143913;P1
mp-1143925;Pnma
mp-1143929;P4/n
mp-1143941;Fddd
mp-1143965;P-31m
mp-1144032;P6_3/mmc
mp-1144127;Pnma
mp-1144158;P4_32_12
mp-1144400;Pnma
mp-1144407;Pnma
mp-1144908;Cmcm
mp-1145149;P2_12_12_1
mp-1145581;Cmcm
mp-1145587;P2_1/m
mp-1145627;Fd-3m
mp-1145648;Cmce
mp-1145665;Amm2
mp-1145680;P2_1/c
mp-1145692;Fmmm
mp-1145712;Pnma
mp-1145729;Cmcm
mp-1145805;Imm2
mp-1145822;C2/m
mp-1145831;Cmce
mp-1145847;P6_522
mp-1145860;Pnma
mp-1145880;Pm-3n
mp-1145925;R-3m
mp-1145931;Imma
mp-1145952;Cmcm
mp-1145964;Fmm2
mp-1145981;P2_1/c
mp-1146019;Fddd
mp-1146082;Cmcm
mp-1146098;C2/m
mp-1146153;P2_1/c
mp-1146204;Cmcm
mp-1146241;Ia-3d
mp-1146293;Cm
mp-1146298;P6_222
mp-1146305;I4_1/amd
mp-1146331;C2/c
mp-1146362;Pnnm
mp-1146382;P-4
mp-1146409;Im-3m
mp-1146419;C222_1
mp-1146449;Cmce
mp-1146451;Fddd
mp-1146491;P6_422
mp-1146519;Pmmn
mp-1146541;P2_13
mp-1146587;Pnma
mp-1146613;Pbcm
mp-1146617;P2_1/c
mp-1146634;P2_1
mp-1146648;I4_1/amd
mp-1146650;Fd-3m
mp-1146759;Pmn2_1
mp-1146762;C2/c
mp-1146781;P4_12_12
mp-1146785;Cmcm
mp-1146992;P6_3/mmc
mp-1147949;P6_3/mmc
mp-1148158;I4/mmm
mp-11483;Pm-3m
mp-1148649;I4/mmm
mp-1148899;Cmcm
mp-1149395;Fd-3m
mp-1149410;Pm-3m
mp-1149426;Pm-3m
mp-1149643;F-43m
mp-11501;Pm-3m
mp-1150351;Ibam
mp-1150570;P4/mmm
mp-1150574;Fm-3m
mp-1150821;P-6m2
mp-1150839;P-6m2
mp-1150929;Pm-3m
mp-1151014;P4_2/mnm
mp-1151079;Pa-3
mp-1151080;Pnma
mp-1151715;P-3m1
mp-1151844;P-1
mp-1152929;I4/mmm
mp-1153266;P4/mmm
mp-1153847;R-3m
mp-1153988;I-4
mp-1154275;Fd-3m
mp-1155366;P6_3mc
mp-1155505;P4/nmm
mp-1156513;Pnma
mp-1156942;I4/mmm
mp-1157347;P6_3/mmc
mp-1157954;P2_1/c
mp-1158591;I4/mmm
mp-1158914;I4/mmm
mp-1159009;Pm-3m
mp-1159142;P4/mmm
mp-1159225;P-3m1
mp-1159363;P6_3/mmc
mp-11594;P6/mmm
mp-1159485;P2_1/c
mp-1159503;P6/mmm
mp-1159545;P6_3/mmc
mp-1159573;I4/mmm
mp-1159602;C2/c
mp-1159720;Fm-3m
mp-1159890;Immm
mp-1160151;F-43m
mp-1160475;C2/m
mp-1160814;P6_3/mmc
mp-1160848;Pm-3m
mp-1160881;Pmma
mp-1161266;C2
mp-1161454;P2_1/c
mp-1161468;C2/c
mp-1162057;Cmc2_1
mp-1162416;Pnma
mp-1162708;P4_2/mmc
mp-1162985;P4_2/mmc
mp-1163178;R-3
mp-1163515;R-3
mp-1163593;Pna2_1
mp-1163639;R-3c
mp-1163742;P321
mp-1163797;P-1
mp-1164114;Fmmm
mp-1164360;Cmcm
mp-1164488;I4/mmm
mp-1164932;Pm-3m
mp-1164935;Pm-3m
mp-1164954;F-43m
mp-1164955;Pm-3m
mp-1164992;I4/mmm
mp-1165001;Pm-3m
mp-1165068;Pm-3m
mp-1165126;Fm-3m
mp-1165179;Pm-3m
mp-1165207;Fm-3m
mp-1165733;I4_1md
mp-1165827;P2_1/c
mp-1165985;P-1
mp-1166043;P6_3/mmc
mp-1166045;P4/nmm
mp-1166065;P6_422
mp-1166275;Pmc2_1
mp-1166566;Cmcm
mp-1167195;Cmcm
mp-1167347;Fm-3m
mp-1167348;Fmmm
mp-1167517;P6/mmm
mp-1167708;Pm-3m
mp-1167716;R-3
mp-1168157;Pmn2_1
mp-11684;C2/c
mp-1168702;P6_3/mmc
mp-1169558;P2_1/c
mp-1169621;P2_1/c
mp-1169996;P4/nmm
mp-1170099;Pnma
mp-1170147;P4/nmm
mp-1170763;P6/mmm
mp-1170968;P2_12_12_1
mp-1171233;P-1
mp-1171575;I4/mmm
mp-1172005;Pm-3m
mp-1172312;I-42m
mp-1172357;Pnnm
mp-1172414;P4/mcc
mp-1172415;P2
mp-1172416;Pm-3n
mp-1172446;Immm
mp-1172469;P1
mp-1172472;Pcca
mp-1172526;P2_1/c
mp-1172836;C2/m
mp-1172845;Pbam
mp-1173296;C2
mp-1173301;P2_1/c
mp-1173310;C2/m
mp-1173404;P6/m
mp-11743;P-6m2
mp-1178935;Immm
mp-1179092;I4_1/amd
mp-1179447;I4_1/amd
mp-1179448;R-3c
mp-1179452;P2
mp-1179454;I4/mmm
mp-1179457;Fddd
mp-1179463;P1
mp-1179464;P-1
mp-1179465;Ibam
mp-1179466;P3_221
mp-1179467;C2/c
mp-1179470;P1
mp-1179479;C2/m
mp-1179480;Ccce
mp-1179483;C2/m
mp-1179488;C2/m
mp-1179496;Imma
mp-1179508;P3_221
mp-1179529;P4_12_12
mp-1179546;C2/c
mp-1179658;P321
mp-1179720;C2/c
mp-1179757;Pc
mp-1179814;P2_1/c
mp-1179821;Pnma
mp-1179829;Pna2_1
mp-1180370;I4/mmm
mp-1180424;R-3m
mp-1180994;Cmcm
mp-1181285;C2/c
mp-1181584;Fdd2
mp-1182583;C2/m
mp-1182670;P-1
mp-1185410;Fm-3m
mp-1185582;P-6m2
mp-1185674;Cm
mp-1185859;Pmma
mp-1186271;P-6m2
mp-1186728;I4/mmm
mp-1186730;P6_3/mmc
mp-1186771;Fm-3m
mp-1186774;Pm-3m
mp-1186780;P6_3/mmc
mp-1188220;I-43m
mp-1188642;R-3m
mp-1188764;Pnma
mp-1189340;Imm2
mp-1190449;C2/c
mp-1190510;C2/c
mp-1190602;C2/c
mp-1190706;C2/c
mp-1190709;C2/c
mp-1190826;C2/c
mp-1190881;P-1
mp-1190883;C2/c
mp-1191035;P6_3/mmc
mp-1191522;C2/c
mp-1191737;Cmce
mp-1191865;Fddd
mp-1191904;C2/c
mp-1192056;C2/c
mp-1192213;P2_1/c
mp-1194463;P2_1/c
mp-1194893;Immm
mp-1195265;Pnma
mp-1195338;Cmme
mp-1195896;P2_1/c
mp-1196113;P-1
mp-1196544;P4_12_12
mp-1196728;Pnma
mp-1196833;Pna2_1
mp-1197174;Fdd2
mp-1197814;C2/c
mp-1197989;Pc
mp-1198061;P4_12_12
mp-1198150;P4_2/nmc
mp-1199998;C2/m
mp-1200011;Imma
mp-1200292;P2_1/c
mp-1200453;Pnma
mp-1200685;C222
mp-1201065;Pc
mp-1201242;P2/c
mp-1201738;P2_1/c
mp-1201742;P2_1/c
mp-1201852;C2/m
mp-1201887;P6/mcc
mp-1202835;P2_1/c
mp-1202969;P2_1/c
mp-1203044;Pnma
mp-1203133;P-1
mp-1203327;P2_1/c
mp-1203655;P4/mbm
mp-1203704;Pnnm
mp-1204026;Ia-3d
mp-1204057;P6/mmm
mp-1204070;P-1
mp-1204418;Pnma
mp-1204989;Fdd2
mp-1205213;Pmmm
mp-1205262;Pnma
mp-1205321;P4_2/m
mp-12118;P6_3/mmc
mp-1214364;P2_13
mp-1216736;Pc
mp-1217027;Pmm2
mp-1220079;R-3m
mp-1221975;Pm
mp-12265;I4/mcm
mp-1226850;R-3m
mp-1230039;C2
mp-1230498;Pnma
mp-1230500;Pnma
mp-1230698;R-3m
mp-1230762;Cmc2_1
mp-1231296;P2_1/m
mp-1231663;Ibam
mp-1232297;P4/mmm
mp-12350;Fd-3m
mp-1237143;C2/c
mp-1237221;R-3m
mp-1237237;Fd-3m
mp-1237534;Pna2_1
mp-1237570;P4_2/mbc
mp-1237643;Fddd
mp-1237800;R-3
mp-1237920;P2_13
mp-1238951;R-3c
mp-1239745;Pbcn
mp-1239912;P-6m2
mp-1239961;Fm-3m
mp-1239965;Fm-3m
mp-1240044;Pm-3m
mp-1240391;Pm-3m
mp-1240448;F-43m
mp-1240547;Immm
mp-1240549;Pm-3m
mp-1240586;Fm-3m
mp-1240632;P-6m2
mp-1240717;Fm-3m
mp-1240938;R-3c
mp-1241051;R-3
mp-1241435;C2/c
mp-1241698;P6_3/mmc
mp-1242119;Pm-3m
mp-1242307;Pm-3m
mp-1242371;Fm-3m
mp-1242404;P6_3mc
mp-1242497;R-3c
mp-1242540;P4/mmm
mp-1242792;Pm-3m
mp-1243095;P4_2/mmc
mp-1243177;Pm-3m
mp-1243249;R-3m
mp-1243250;I4/mmm
mp-1243840;P-3m1
mp-1248130;I4_1/amd
