material_id;energy
mp-1060186;-15.887
mp-1060215;-14.946
mp-1060218;-15.8878
mp-1060313;-15.8854
mp-1060326;-15.887
mp-1060329;-15.8854
mp-1060342;-15.887
mp-1060361;-14.946
mp-1060368;-15.8878
mp-1060377;-14.946
mp-1060381;-15.8878
mp-1060390;-15.8854
mp-1060405;-15.887
mp-1060442;-14.946
mp-1060444;-15.8878
mp-1060975;-15.8854
mp-1060987;-15.887
mp-1061033;-14.946
mp-1061037;-15.8878
mp-1061043;-15.8854
mp-1061051;-15.594
mp-1061066;-15.887
mp-1061074;-15.6024
mp-1061104;-14.946
mp-1061105;-15.429
mp-1061112;-15.8878
mp-1061121;-15.6081
mp-1061194;-15.8854
mp-1061215;-15.887
mp-1061242;-15.8854
mp-1061253;-14.946
mp-1061260;-15.8878
mp-1061261;-15.887
mp-1061292;-14.946
mp-1061296;-15.8878
mp-1061377;-15.8854
mp-1061393;-15.887
mp-1061431;-14.946
mp-1061433;-15.8878
mp-1062755;-17.5691
mp-1062773;-17.5745
mp-1062785;-17.5663
mp-1062786;-17.5986
mp-1063322;-29.0381
mp-1063329;-29.038
mp-1063346;-29.0391
mp-1063347;-29.1407
mp-1063532;-15.3368
mp-1063568;-15.3274
mp-1063600;-15.5639
mp-1063625;-15.1457
mp-1064406;-31.3619
mp-1064412;-31.3613
mp-1064428;-29.6332
mp-1064442;-31.3647
mp-1064469;-27.0101
mp-1064504;-27.0107
mp-1064525;-27.0929
mp-1064561;-27.0216
mp-1064902;-31.3611
mp-1064912;-31.3606
mp-1064926;-29.6012
mp-1064938;-31.364
mp-1066433;-34.5816
mp-1066444;-34.5771
mp-1066462;-34.3905
mp-1066469;-34.5804
mp-1066882;-19.3418
mp-1066920;-19.3189
mp-1066966;-19.1799
mp-1067;-12.0299
mp-1067012;-19.2406
mp-1067024;-20.7309
mp-1067060;-20.7233
mp-1067079;-20.343
mp-1067091;-20.7524
mp-1067383;-20.631
mp-1067391;-20.6121
mp-1067395;-34.9668
mp-1067402;-20.6155
mp-1067406;-20.804
mp-1067421;-34.9632
mp-1067440;-34.6103
mp-1067443;-20.7309
mp-1067450;-34.9675
mp-1067451;-17.5528
mp-1067478;-20.7232
mp-1067495;-20.3441
mp-1067507;-20.752
mp-1067574;-17.5529
mp-1067704;-17.5513
mp-1067842;-17.5513
mp-1068572;-28.0491
mp-1068590;-28.0509
mp-1068612;-28.0521
mp-1068628;-27.4991
mp-1068632;-23.9899
mp-1068701;-24.0008
mp-1068790;-23.0502
mp-1068806;-24.4073
mp-1068822;-23.9884
mp-1068878;-24.0005
mp-1068947;-23.0578
mp-1068960;-20.1754
mp-1068970;-24.4082
mp-1068982;-20.1812
mp-1069013;-19.7456
mp-1069018;-20.236
mp-1069330;-27.0723
mp-1069387;-27.0199
mp-1069431;-26.663
mp-1069440;-20.1868
mp-1069448;-20.1868
mp-1069458;-20.2446
mp-1069459;-19.8628
mp-1069462;-33.0177
mp-1069489;-27.0193
mp-1069512;-33.0177
mp-1069527;-33.0171
mp-1069563;-33.0169
mp-1069565;-32.5281
mp-1069606;-32.915
mp-1069621;-33.0181
mp-1069629;-32.5291
mp-1069657;-32.9134
mp-1069686;-33.0179
mp-1069731;-32.5254
mp-1069757;-32.9164
mp-1070237;-23.9828
mp-1070282;-23.9925
mp-1070324;-23.0459
mp-1070362;-24.3761
mp-1070408;-48.0415
mp-1070470;-33.018
mp-1070522;-33.0182
mp-1070577;-32.5218
mp-1070583;-20.6591
mp-1070593;-48.0506
mp-1070619;-32.9175
mp-1070674;-46.5947
mp-1070677;-20.668
mp-1070712;-48.0615
mp-1070717;-20.2144
mp-1070734;-20.1772
mp-1070756;-20.1832
mp-1070768;-20.4597
mp-1070776;-19.7516
mp-1070785;-20.236
mp-1070842;-45.5564
mp-1070877;-45.5522
mp-1070942;-45.1158
mp-1070947;-45.4736
mp-1071471;-49.1263
mp-1071485;-49.1245
mp-1071526;-48.4898
mp-1071537;-49.0249
mp-1071747;-46.3144
mp-1071749;-46.3144
mp-1071752;-46.3143
mp-1071755;-42.6489
mp-1071820;-44.8675
mp-1071825;-44.8673
mp-1071830;-44.8276
mp-1071833;-44.8704
mp-1072073;-31.912
mp-1072128;-31.9091
mp-1072147;-31.8978
mp-1072154;-31.8831
mp-1072352;-46.3144
mp-1072364;-46.3145
mp-1072367;-42.6496
mp-1072372;-46.3144
mp-1072615;-40.8295
mp-1072624;-40.8201
mp-1072643;-40.5336
mp-1072661;-40.8222
mp-1072922;-28.9264
mp-1072948;-28.9183
mp-1072977;-28.8138
mp-1076948;-28.9263
mp-1076957;-46.3143
mp-1076978;-46.3143
mp-1077213;-20.2185
mp-1077283;-46.3144
mp-1077438;-28.9227
mp-1077503;-40.8657
mp-1077535;-40.8292
mp-1077573;-28.9231
mp-1077592;-46.3144
mp-1077754;-40.8628
mp-1077777;-30.9722
mp-1077835;-40.8295
mp-1078094;-36.393
mp-1078110;-35.4703
mp-1078485;-64.9187
mp-1078701;-71.1201
mp-1078921;-67.2105
mp-1079060;-71.1326
mp-1079240;-23.2452
mp-1079291;-71.1346
mp-1079639;-64.9184
mp-1079814;-89.6421
mp-1079865;-71.0691
mp-1079868;-44.2364
mp-1080398;-28.9266
mp-1080441;-71.1234
mp-1080490;-71.1234
mp-1080741;-71.1042
mp-1080767;-62.6763
mp-10851;-71.1241
mp-1087536;-71.1361
mp-1092253;-64.9176
mp-1094058;-379.936
mp-10948;-91.9305
mp-1095525;-65.7186
mp-1095681;-59.4465
mp-1096765;-120.703
mp-1097866;-45.1405
mp-1101660;-124.653
mp-1101912;-64.9979
mp-1101956;-80.2721
mp-1101984;-123.369
mp-1102075;-71.4349
mp-1102556;-123.372
mp-1102569;-114.355
mp-1102572;-123.37
mp-1102759;-90.0792
mp-1103078;-90.0746
mp-1103088;-52.6295
mp-1103163;-69.6681
mp-1103192;-123.374
mp-1103321;-90.2433
mp-1103350;-123.372
mp-1103949;-33.5555
mp-1103992;-125.261
mp-1104901;-125.26
mp-1105170;-57.5775
mp-1105380;-128.486
mp-1105588;-162.514
mp-1106237;-87.6851
mp-1114723;-94.9803
mp-1114739;-95.0715
mp-1114759;-99.0262
mp-1114795;-71.1902
mp-1114822;-34.8713
mp-1114896;-188.09
mp-1114899;-189.582
mp-1114903;-94.0528
mp-1114904;-189.882
mp-1114907;-190.065
mp-1114911;-94.5394
mp-1114912;-187.977
mp-1114925;-190.111
mp-1114941;-190.016
mp-1114955;-95.0395
mp-1114969;-44.1904
mp-1115081;-72.8176
mp-1115292;-187.871
mp-1115320;-95.0367
mp-1115332;-95.0367
mp-1115375;-138.187
mp-1115395;-17.6047
mp-1115501;-31.3993
mp-1115637;-60.3854
mp-1115706;-23.5109
mp-1115739;-61.6681
mp-1115786;-11.6002
mp-1116021;-50.7864
mp-1116204;-13.6766
mp-1116485;-190.018
mp-1116803;-190.073
mp-1116847;-94.8908
mp-1117593;-34.0811
mp-1117605;-93.6072
mp-1117622;-190.033
mp-1117672;-569.905
mp-1117679;-569.875
mp-1117692;-284.763
mp-1117697;-379.689
mp-1117698;-378.777
mp-1117708;-403.383
mp-1117736;-283.644
mp-1117753;-188.386
mp-1117821;-186.641
mp-1117844;-93.3109
mp-1117872;-185.894
mp-1117910;-241.742
mp-1117938;-79.0619
mp-1118008;-277.191
mp-1118078;-92.1722
mp-1118147;-91.4862
mp-1118175;-275.326
mp-1118239;-91.4254
mp-1119501;-39.447
mp-1119505;-95.02
mp-1119509;-98.1728
mp-1119513;-61.8514
mp-1119521;-31.8428
mp-1119775;-189.968
mp-1120976;-54.4104
mp-1121169;-155.833
mp-1121422;-232.243
mp-1121593;-55.6087
mp-1122042;-68.5248
mp-1122558;-120.846
mp-1123226;-375.082
mp-1123624;-117.087
mp-1124355;-563.944
mp-1124562;-103.236
mp-1124804;-96.8132
mp-1124908;-94.9221
mp-1124913;-284.485
mp-1124936;-379.374
mp-1124947;-33.0176
mp-1124971;-758.346
mp-1124983;-758.765
mp-1124986;-1137.94
mp-1124997;-758.797
mp-1125004;-284.533
mp-1125019;-189.723
mp-1125024;-1328.13
mp-1125042;-1136.74
mp-1125049;-189.747
mp-1125058;-569.59
mp-1125063;-284.49
mp-1125069;-853.592
mp-1125083;-1138.32
mp-1125101;-1420.58
mp-1125114;-1516.86
mp-1125139;-142.289
mp-1125164;-284.496
mp-1125168;-758.594
mp-1125177;-379.491
mp-1125182;-71.1419
mp-1125185;-758.928
mp-1125186;-252.593
mp-1125201;-94.9442
mp-1125231;-379.19
mp-1125237;-1517.59
mp-1125244;-664.171
mp-1125252;-1138.29
mp-1125283;-664.114
mp-1125300;-189.592
mp-1125308;-379.222
mp-1125312;-568.637
mp-1125336;-758.585
mp-1125542;-1163.99
mp-1125632;-233.059
mp-11258;-9.60187
mp-1126122;-35.6839
mp-1126182;-1600.9
mp-1126411;-255.986
mp-1126574;-88.2986
mp-1126775;-75.1084
mp-1126860;-688.246
mp-1126963;-688.214
mp-1126994;-106.311
mp-1127129;-200.43
mp-1127229;-100.14
mp-1127261;-145.737
mp-1127337;-104.657
mp-1127643;-123.078
mp-1127825;-148.991
mp-1128069;-163.091
mp-1128435;-158.039
mp-1128688;-276.394
mp-1128740;-259.95
mp-1128755;-259.949
mp-1129248;-278.385
mp-1129310;-276.976
mp-1129375;-278.153
mp-1129403;-71.1384
mp-1129442;-71.13
mp-1129472;-71.1256
mp-1129842;-398.718
mp-1130024;-291.008
mp-1130071;-139.097
mp-1130155;-291.472
mp-1130205;-511.533
mp-1130281;-511.801
mp-1130862;-87.9424
mp-1131180;-146.459
mp-1131610;-286.978
mp-1131932;-257.539
mp-1132271;-412.487
mp-1132304;-411.788
mp-1132520;-230.085
mp-1132565;-664.188
mp-1132589;-569.041
mp-1132592;-184.473
mp-1132631;-68.4036
mp-1132749;-33.0171
mp-1132893;-758.796
mp-1132983;-230.185
mp-1133067;-606.576
mp-1133280;-378.849
mp-1133292;-806.284
mp-1133301;-189.748
mp-1133304;-1280.56
mp-1133313;-284.541
mp-1133340;-48.0574
mp-1133348;-189.66
mp-1134314;-21.0775
mp-1135635;-143.602
mp-1135693;-108.818
mp-1135790;-119.905
mp-1136368;-252.579
mp-1136389;-345.436
mp-1136493;-125.983
mp-1136732;-108.322
mp-1136738;-313.428
mp-1136903;-77.0763
mp-1136937;-139.665
mp-1137740;-239.519
mp-1138225;-758.498
mp-1138244;-1422.37
mp-1138245;-1328.11
mp-1138250;-284.676
mp-1138251;-569.347
mp-1138267;-379.374
mp-1138305;-1138.29
mp-1138311;-1516.87
mp-1138565;-142.308
mp-1138566;-758.774
mp-1138580;-569.097
mp-1138589;-1327.17
mp-1138590;-853.589
mp-1138593;-948.576
mp-1138596;-284.652
mp-1138599;-426.203
mp-1138605;-379.523
mp-1138606;-94.9325
mp-1138607;-94.7688
mp-1138611;-94.9492
mp-1138623;-426.842
mp-1138628;-1137.98
mp-1138629;-805.824
mp-1138631;-758.323
mp-1138646;-189.85
mp-1138647;-663.51
mp-1138654;-948.133
mp-1138656;-569.106
mp-1138657;-49.1278
mp-1138691;-569.171
mp-1138694;-284.65
mp-1138695;-189.82
mp-1138697;-71.1234
mp-1138704;-189.506
mp-1138714;-40.7942
mp-1138715;-94.8959
mp-1138717;-664.078
mp-1138726;-47.4186
mp-1138727;-1516.71
mp-1138737;-758.47
mp-1138744;-1137.27
mp-1138751;-521.579
mp-1138754;-379.188
mp-1138767;-284.481
mp-1138772;-569.078
mp-1138775;-1138.03
mp-1138785;-379.672
mp-1138792;-94.8919
mp-1139074;-65.5979
mp-1139489;-185.03
mp-1139951;-330.971
mp-1139966;-142.044
mp-1139988;-236.755
mp-1140039;-6.64095
mp-1140062;-40.5712
mp-1140139;-94.7266
mp-1140173;-94.9439
mp-1140308;-189.737
mp-1140309;-34.4054
mp-1140317;-236.643
mp-1140380;-189.768
mp-1140543;-24.7533
mp-1140564;-30.0525
mp-1140585;-189.587
mp-1140604;-94.9341
mp-1140644;-94.9561
mp-1140645;-189.554
mp-1140668;-13.795
mp-1140676;-189.775
mp-1140687;-187.943
mp-1140734;-36.0024
mp-1140802;-284.721
mp-1140820;-284.556
mp-1140846;-284.56
mp-1140868;-196.032
mp-1140886;-22.0229
mp-1140938;-20.0681
mp-1141018;-77.932
mp-1141033;-35.0537
mp-1141036;-49.0375
mp-1141046;-118.377
mp-1141084;-284.602
mp-1141117;-44.9294
mp-1141240;-94.9754
mp-1141296;-45.3588
mp-1141332;-284.599
mp-1141387;-75.7731
mp-1141446;-284.606
mp-1141491;-19.0117
mp-1141505;-94.9913
mp-1141506;-189.898
mp-1141517;-80.2161
mp-1141621;-95.0606
mp-1141660;-284.748
mp-1141782;-19.151
mp-1141811;-94.9726
mp-1141817;-31.83
mp-1141822;-142.326
mp-1141868;-189.797
mp-1141974;-94.9686
mp-1142035;-28.6758
mp-1142154;-11.4602
mp-11422;-15.4092
mp-1142254;-62.7049
mp-1142260;-38.083
mp-1142265;-142.346
mp-1142301;-20.1836
mp-1142668;-116.957
mp-1142704;-80.2665
mp-1142729;-402.621
mp-1142778;-44.9875
mp-1142803;-567.418
mp-1142942;-473.391
mp-1142971;-155.726
mp-1143014;-189.193
mp-1143133;-303.112
mp-1143153;-256.648
mp-1143164;-564.636
mp-1143207;-283.434
mp-1143230;-109.731
mp-1143327;-70.9665
mp-1143354;-142.007
mp-1143387;-363.567
mp-1143390;-43.1172
mp-1143442;-283.369
mp-1143769;-91.9303
mp-1143913;-93.2317
mp-1143925;-875.081
mp-1143929;-372.263
mp-1143941;-185.713
mp-1143965;-279.762
mp-1144032;-84.9853
mp-1144127;-87.3047
mp-1144158;-303.129
mp-1144400;-648.428
mp-1144407;-80.2845
mp-1144908;-112.477
mp-1145149;-463.062
mp-1145581;-569.078
mp-1145587;-569.222
mp-1145627;-805.823
mp-1145648;-1136.74
mp-1145665;-1327.6
mp-1145680;-275.222
mp-1145692;-426.607
mp-1145712;-1138.32
mp-1145729;-1517.59
mp-1145805;-853.508
mp-1145822;-379.222
mp-1145831;-758.608
mp-1145847;-142.308
mp-1145860;-569.12
mp-1145880;-1091.13
mp-1145925;-120.697
mp-1145931;-948.569
mp-1145952;-948.642
mp-1145964;-1137.87
mp-1145981;-189.821
mp-1146019;-40.7942
mp-1146082;-1138.03
mp-1146098;-284.65
mp-1146153;-275.364
mp-1146204;-1516.68
mp-1146241;-1137.89
mp-1146293;-284.481
mp-1146298;-71.1242
mp-1146305;-49.1288
mp-1146331;-94.9103
mp-1146362;-853.589
mp-1146382;-403.124
mp-1146409;-284.653
mp-1146419;-94.8959
mp-1146449;-1328.29
mp-1146451;-94.7688
mp-1146491;-71.1242
mp-1146519;-663.507
mp-1146541;-189.85
mp-1146587;-758.108
mp-1146613;-1328.18
mp-1146617;-189.735
mp-1146634;-94.8919
mp-1146648;-852.316
mp-1146650;-47.4186
mp-1146759;-758.773
mp-1146762;-94.8571
mp-1146781;-94.9493
mp-1146785;-284.525
mp-1146992;-126.833
mp-1147949;-204.505
mp-1148158;-154.907
mp-11483;-15.2268
mp-1148649;-161.919
mp-1148899;-236.575
mp-1149395;-50.8557
mp-1149410;-192.534
mp-1149426;-72.8658
mp-1149643;-194.649
mp-11501;-26.9448
mp-1150351;-228.616
mp-1150570;-28.5944
mp-1150574;-29.3452
mp-1150821;-99.1855
mp-1150839;-67.9379
mp-1150929;-147.831
mp-1151014;-153.621
mp-1151079;-439.017
mp-1151080;-391.046
mp-1151715;-118.375
mp-1151844;-218.109
mp-1152929;-109.948
mp-1153266;-176.09
mp-1153847;-90.6434
mp-1153988;-95.7426
mp-1154275;-171.047
mp-1155366;-111.229
mp-1155505;-110.783
mp-1156513;-306.591
mp-1156942;-114.582
mp-1157347;-415.124
mp-1157954;-832.222
mp-1158591;-40.9061
mp-1158914;-136.716
mp-1159009;-40.8442
mp-1159142;-276.368
mp-1159225;-40.1344
mp-1159363;-85.9668
mp-11594;-48.3492
mp-1159485;-519.907
mp-1159503;-329.231
mp-1159545;-751.389
mp-1159573;-104.164
mp-1159602;-573.64
mp-1159720;-24.4129
mp-1159890;-37.0005
mp-1160151;-106.964
mp-1160475;-116.401
mp-1160814;-85.4794
mp-1160848;-118.195
mp-1160881;-40.8152
mp-1161266;-114.165
mp-1161454;-1024.06
mp-1161468;-573.64
mp-1162057;-68.8552
mp-1162416;-307.828
mp-1162708;-162.061
mp-1162985;-162.061
mp-1163178;-403.977
mp-1163515;-135.849
mp-1163593;-861.724
mp-1163639;-403.961
mp-1163742;-153.2
mp-1163797;-125.789
mp-1164114;-209.287
mp-1164360;-108.325
mp-1164488;-122.349
mp-1164932;-128.247
mp-1164935;-277.27
mp-1164954;-40.9493
mp-1164955;-52.6749
mp-1164992;-93.336
mp-1165001;-123.756
mp-1165068;-125.323
mp-1165126;-93.3711
mp-1165179;-42.1664
mp-1165207;-42.4901
mp-1165733;-234.689
mp-1165827;-479.596
mp-1165985;-349.365
mp-1166043;-221.972
mp-1166045;-185.349
mp-1166065;-256.076
mp-1166275;-57.4383
mp-1166566;-442.737
mp-1167195;-194.562
mp-1167347;-115.034
mp-1167348;-374.312
mp-1167517;-122.932
mp-1167708;-151.533
mp-1167716;-153.154
mp-1168157;-197.169
mp-11684;-188.995
mp-1168702;-214.408
mp-1169558;-809.257
mp-1169621;-807.807
mp-1169996;-240.438
mp-1170099;-391.737
mp-1170147;-394.282
mp-1170763;-163.341
mp-1170968;-703.199
mp-1171233;-304.26
mp-1171575;-227.301
mp-1172005;-67.8641
mp-1172312;-375.52
mp-1172357;-283.161
mp-1172414;-472.974
mp-1172415;-89.8987
mp-1172416;-565.153
mp-1172446;-19.9027
mp-1172469;-91.3402
mp-1172472;-174.176
mp-1172526;-272.823
mp-1172836;-521.568
mp-1172845;-123.624
mp-1173296;-65.1143
mp-1173301;-276.256
mp-1173310;-363.584
mp-1173404;-1280.57
mp-11743;-23.4981
mp-1178935;-19.8982
mp-1179092;-36.3712
mp-1179447;-379.195
mp-1179448;-411.861
mp-1179452;-89.899
mp-1179454;-189.72
mp-1179457;-176.722
mp-1179463;-94.2634
mp-1179464;-186.879
mp-1179465;-44.9779
mp-1179466;-50.6515
mp-1179467;-94.8672
mp-1179470;-92.0818
mp-1179479;-664.132
mp-1179480;-750.176
mp-1179483;-282.654
mp-1179488;-611.285
mp-1179496;-370.474
mp-1179508;-68.2466
mp-1179529;-278.932
mp-1179546;-664.134
mp-1179658;-55.8458
mp-1179720;-35.2283
mp-1179757;-312.265
mp-1179814;-195.935
mp-1179821;-293.678
mp-1179829;-293.424
mp-1180370;-118.176
mp-1180424;-116.117
mp-1180994;-6.63175
mp-1181285;-217.038
mp-1181584;-273.445
mp-1182583;-16.8295
mp-1182670;-60.235
mp-1185410;-38.4282
mp-1185582;-250.525
mp-1185674;-79.0028
mp-1185859;-11.7715
mp-1186271;-243.33
mp-1186728;-20.47
mp-1186730;-40.8643
mp-1186771;-6.10736
mp-1186774;-6.23197
mp-1186780;-12.2293
mp-1188220;-142.337
mp-1188642;-87.6852
mp-1188764;-128.487
mp-1189340;-142.232
mp-1190449;-188.989
mp-1190510;-188.937
mp-1190602;-188.908
mp-1190706;-188.967
mp-1190709;-188.882
mp-1190826;-188.902
mp-1190881;-186.897
mp-1190883;-188.904
mp-1191035;-163.313
mp-1191522;-188.903
mp-1191737;-68.5912
mp-1191865;-176.695
mp-1191904;-188.984
mp-1192056;-188.984
mp-1192213;-144.144
mp-1194463;-154.952
mp-1194893;-426.698
mp-1195265;-2276.75
mp-1195338;-1326.18
mp-1195896;-313.83
mp-1196113;-375.896
mp-1196544;-278.424
mp-1196728;-2276.65
mp-1196833;-389.461
mp-1197174;-274.275
mp-1197814;-217.049
mp-1197989;-313.828
mp-1198061;-278.418
mp-1198150;-155.75
mp-1199998;-899.968
mp-1200011;-370.467
mp-1200292;-2276.92
mp-1200453;-293.6
mp-1200685;-375.079
mp-1201065;-282.897
mp-1201242;-426.287
mp-1201738;-755.315
mp-1201742;-2276.91
mp-1201852;-504.137
mp-1201887;-569.009
mp-1202835;-313.827
mp-1202969;-203.536
mp-1203044;-2276.77
mp-1203133;-375.918
mp-1203327;-755.461
mp-1203655;-1136.19
mp-1203704;-853.564
mp-1204026;-1095.8
mp-1204057;-1706.25
mp-1204070;-411.818
mp-1204418;-2276.7
mp-1204989;-264.061
mp-1205213;-1694.42
mp-1205262;-2276.76
mp-1205321;-87.4347
mp-12118;-21.3334
mp-1214364;-65.0881
mp-1216736;-187.946
mp-1217027;-40.0987
mp-1220079;-14.965
mp-1221975;-35.9989
mp-12265;-59.6614
mp-1226850;-22.2699
mp-1230039;-228.328
mp-1230498;-232.243
mp-1230500;-116.957
mp-1230698;-364.432
mp-1230762;-395.659
mp-1231296;-330.959
mp-1231663;-146.459
mp-1232297;-19.6141
mp-12350;-186.745
mp-1237143;-217.1
mp-1237221;-20.1811
mp-1237237;-45.1175
mp-1237534;-365.072
mp-1237570;-123.61
mp-1237643;-40.7948
mp-1237800;-64.3857
mp-1237920;-65.0159
mp-1238951;-38.0691
mp-1239745;-511.532
mp-1239912;-67.9376
mp-1239961;-120.846
mp-1239965;-29.3454
mp-1240044;-54.4106
mp-1240391;-148.991
mp-1240448;-40.9493
mp-1240547;-36.9994
mp-1240549;-72.8662
mp-1240586;-24.4124
mp-1240632;-43.1186
mp-1240717;-55.6088
mp-1240938;-103.233
mp-1241051;-119.905
mp-1241435;-402.538
mp-1241698;-286.968
mp-1242119;-151.532
mp-1242307;-118.195
mp-1242371;-42.4902
mp-1242404;-111.23
mp-1242497;-403.957
mp-1242540;-28.594
mp-1242792;-42.1666
mp-1243095;-162.063
mp-1243177;-52.675
mp-1243249;-218.879
mp-1243250;-155.728
mp-1243840;-40.1027
mp-1248130;-49.1181
mp-1248793;-44.2263
mp-1249069;-81.6716
mp-1249821;-3.92388
mp-1249955;-163.337
mp-1250024;-27.0244
mp-1250030;-49.1273
mp-1250704;-40.0392
mp-1251192;-12.0327
mp-12524;-61.66
mp-1252832;-16.9473
mp-1252998;-20.6314
mp-1253103;-27.0461
mp-1253282;-54.7594
mp-1253380;-16.9719
mp-1253523;-87.3062
mp-1253944;-81.67
mp-1255012;-25.6672
mp-1255664;-61.6786
mp-1256345;-40.0307
mp-1256381;-12.0082
mp-1256437;-25.6672
mp-1257315;-19.2466
mp-1257336;-12.0327
mp-1257574;-33.017
mp-1258108;-49.1268
mp-1258159;-0.0370718
mp-1258160;-80.2763
mp-1258282;-1.07773
mp-1258423;-33.0155
mp-1258426;-0.0370718
mp-1258485;-91.5289
mp-1258627;-28.068
mp-1258971;-11.6102
mp-1259078;-1.87515
mp-1259208;-12.0082
mp-1259341;-20.6239
mp-1259882;-17.0871
mp-1260400;-75.8088
mp-1260453;-16.9473
mp-1260568;-52.8047
mp-1260592;-49.1174
mp-1260898;-16.9473
mp-1260934;-17.1157
mp-1261195;-20.6314
mp-1261378;-1.07773
mp-1262105;-54.7881
mp-1262134;-16.9719
mp-1262833;-28.0508
mp-1263028;-19.9029
mp-1263034;-19.8865
mp-1263063;-16.9473
mp-1263090;-11.6102
mp-1263208;-1197.58
mp-1263233;-1.07773
mp-1263347;-1676.95
mp-1263821;-2.36452
mp-1264161;-163.347
mp-1264539;-20.6239
mp-1264673;-823.81
mp-1264832;-44.1866
