publicationID;graduateStudentID
307110;30212
307110;30752
307112;30402
307112;30682
307112;31192
307114;30672
307115;30542
307200;30382
307200;30992
307203;30262
307203;30882
307206;30312
307207;31102
307208;31172
307209;30362
307209;30502
307209;30662
307209;30912
307210;30082
307210;30342
307210;30632
307210;30812
307211;30252
307213;30262
307215;31172
307301;30942
307302;30112
307303;30392
307303;30602
307303;30752
307304;30542
307304;31152
308107;31112
308109;30612
308109;31152
308112;30872
308112;30942
308114;30072
308116;30052
308116;30902
308116;30952
308203;30772
308205;30832
308206;31082
308209;30992
308211;30962
308213;31092
308300;30272
308304;30362
308308;30242
308308;30342
308308;30412
309200;30992
309204;30092
309205;30042
309209;30252
309209;30872
309209;31042
309210;30392
309214;30142
309217;30442
309217;30642
309305;30262
309306;30512
309306;31022
310201;30052
310201;30462
310201;30812
310202;30542
310204;30172
310204;31042
310205;30462
310205;30482
310205;30702
310205;31192
310206;31042
310210;30132
310211;30872
311200;30412
311201;30382
311202;30222
311203;30412
311204;30352
311205;30282
311205;30592
311205;30962
311205;31112
311207;30842
311209;30042
311209;30852
311213;30622
400100;40332
400101;40592
400101;41232
400102;40742
400103;40182
400103;40722
400108;40212
400108;40442
400109;40872
400110;40972
400111;40832
400113;40752
400116;41062
400116;41332
400200;40132
400200;40432
400200;41082
400201;40762
400202;40052
400203;40512
400208;40712
400300;40042
400301;40522
400301;40642
400302;40262
400302;40572
400302;40612
400303;40822
400304;40622
400305;40042
400305;40282
400305;40752
400306;40002
400306;41202
400307;40412
400402;40962
400402;41272
400404;40812
401102;40272
401103;40232
401104;40642
401104;40912
401107;41052
401107;41212
401112;40202
401112;40822
401116;40862
401116;41022
401201;41092
401204;40052
401206;41092
401207;40132
401207;40782
401208;40602
401210;40502
401211;40682
401212;41332
401213;40392
401213;40972
401302;40302
401302;40782
401303;40412
401303;40732
402102;40562
402102;40812
402103;40682
402104;40602
402106;41272
402107;40532
402108;40792
402110;41202
402111;40022
402111;41002
402111;41232
402112;40982
402113;41212
402114;40742
402114;41042
402115;40452
402116;40022
402200;40032
402200;40442
402201;40292
402201;41122
402203;40562
402203;40792
402203;41282
402204;40182
402204;40482
402205;40042
402206;40492
402206;40562
402207;40242
402209;40832
402210;41332
402303;41242
402306;40792
403100;40912
403101;40492
403102;40482
403102;41002
403102;41342
403104;40802
403105;40872
403106;40612
403107;40472
403109;41002
403111;40132
403114;40222
403114;41002
403115;40282
403201;40202
403202;40642
403203;40562
403204;40452
403204;40742
403207;40262
403208;40962
403209;41172
403209;41332
403210;40022
403210;40082
403300;40782
403300;40822
403301;40432
403301;40792
403304;40292
403305;40932
403400;41072
403401;40962
403401;41092
403401;41202
403402;40252
403402;41082
403403;41202
404100;40082
404100;41102
404101;41212
404102;40322
404104;41342
404105;40002
404105;40362
404105;40442
404105;40832
404105;41102
404106;41072
404108;40012
404109;40812
404110;40082
404111;40242
404113;41242
404114;40632
404116;40482
404202;40182
404203;40232
404203;40362
404203;40912
404203;40932
404204;40032
404204;40082
404205;40342
404208;40052
404208;40212
404209;41272
404211;40322
404211;40862
404212;40522
404215;41012
404300;40082
404301;40022
404301;40282
404301;41112
404302;40682
404304;41052
404402;40172
405100;40062
405100;40542
405101;40192
405101;40362
405101;40512
405102;40492
405103;40032
405104;41142
405105;41002
405106;40212
405110;40762
405111;40752
405114;41102
405117;40782
405118;40602
405200;40172
405201;40732
405202;40292
405203;40972
405205;40092
405206;41182
405207;40362
405208;40752
405210;40402
405210;40602
405210;40922
405214;40062
405214;40412
405214;40652
405300;40122
405300;41092
405301;40212
405303;40602
405304;40122
405304;40952
405305;41012
406100;40452
406101;40282
406101;40362
406102;41142
406102;41212
406102;41352
406103;41292
406104;40182
406106;40572
406108;40702
406109;40042
406109;40812
406111;41072
406112;40882
406114;40642
406200;40392
406203;40982
406204;40472
406205;40222
406205;41212
406206;40762
406209;40122
406301;40562
406301;40612
406301;40912
406301;41152
406304;40542
406306;40742
406306;40982
406306;41042
406307;40202
406307;41152
407200;40892
407202;41182
407204;40342
407204;40652
407205;40502
407206;40252
407208;40212
407209;40052
407210;40582
407210;41272
407211;40242
407211;40342
407211;40822
407212;40782
407215;40262
407217;40282
407217;40442
407300;40932
407301;41132
407301;41172
407302;40342
407302;41192
407303;40482
407306;40862
407306;41012
407308;40502
408200;40982
408201;40242
408201;40422
408201;41292
408203;40542
408203;40572
408203;41072
408204;41162
408207;41062
408209;40882
408300;40022
408301;40232
408301;40262
408301;40822
408304;40052
408304;40332
408306;40202
408307;40752
408309;40202
409202;41202
409203;40102
409204;40232
409204;40342
409204;40952
409204;41182
409204;41232
409206;40332
409206;40892
409207;40632
409209;40912
409209;41042
409209;41142
409210;40232
409210;41132
409210;41172
409211;41152
409211;41172
409212;40162
409212;41172
409300;40612
409301;40122
409301;40132
409301;40712
409302;40762
409305;40442
409306;40352
409307;40322
409307;40552
409308;40522
409308;41092
500100;50252
500101;50382
500101;50652
500101;50852
500102;50102
500103;51062
500104;50722
500105;50962
500107;50382
500110;50022
500113;51002
500114;51082
500200;50952
500206;50322
500210;50102
500300;50242
500301;50822
500302;50942
500303;50272
500304;50652
500304;50882
501100;50312
501100;50452
501100;50682
501101;50032
501103;50242
501105;51012
501109;50042
501109;50502
501112;50762
501200;50972
501202;50022
501203;50842
501204;50602
501204;50722
501206;50592
501207;51052
501209;50942
501301;50262
501304;51042
501305;50512
501305;50852
502101;50062
502103;50512
502108;50422
502109;50852
502110;50882
502112;50102
502112;50232
502112;50542
502113;50242
502114;50592
502116;51032
502117;50902
502202;50892
502203;50792
502203;51072
502207;50912
502209;50372
502209;50562
502209;50822
502211;50402
502211;50982
502214;50422
502301;50892
502303;51052
502304;50002
502304;50082
502305;50182
502305;50402
502401;50112
502401;50672
502402;50262
503100;51012
503102;50332
503102;50842
503102;51002
503108;50612
503108;50642
503110;50512
503110;50912
503114;50222
503114;50382
503115;50092
503115;50532
503200;50642
503205;50062
503206;50902
503211;50462
503213;50042
503213;50442
503213;51032
503216;50302
503216;50402
503216;50832
503300;50602
503303;50102
503303;50512
503303;50732
503305;50652
503306;50382
503307;50312
503400;50942
503400;51052
503401;50582
503402;50062
504100;50252
504101;50472
504101;51092
504102;50732
504102;50842
504103;50772
504109;50642
504111;50682
504112;51072
504113;50892
504201;50032
504201;51082
504203;50432
504204;50452
504204;50582
504206;50092
504206;50852
504206;51032
504207;50832
504209;50182
504210;50302
504301;50052
504301;50772
504302;50042
504302;50582
504302;50592
504304;50252
504402;50082
504402;50302
504403;50012
505100;50692
505104;50472
505105;50702
505106;50532
505106;50822
505108;50562
505109;50772
505109;51022
505110;50682
505111;50132
505113;50272
505115;51062
505117;50542
505117;50812
505200;50302
505202;50522
505206;51002
505208;50602
505209;50902
505210;50782
505211;50132
505213;50032
505213;50122
505213;50132
505215;50942
505302;50092
505303;50982
505304;50192
505305;50022
505305;51012
505307;50962
505308;50602
505402;50322
505402;51002
505404;50782
505404;50892
506101;50362
506105;50492
506105;50962
506108;50582
506109;50082
506111;50502
506113;50362
506113;50792
506115;50002
506115;50512
506115;50612
506116;50052
506201;50732
506204;50722
506205;51032
506206;50962
506209;50912
506210;50182
506210;50792
506213;50722
506214;50612
506216;50682
506217;50002
506302;50122
506303;50772
506304;50462
507101;50172
507102;50332
507103;50422
507103;50582
507104;50882
507108;50122
507109;50302
507109;50782
507111;50652
507115;50702
507115;51082
507117;50672
507200;50782
507201;50912
507202;50572
507202;51092
507204;51082
507205;50282
507206;50082
507209;50292
507304;50432
507304;50822
507306;50332
507306;51002
508101;50332
508101;50682
508102;50612
508105;50992
508107;50272
508108;50112
508108;50832
508108;50842
508109;50222
508110;50792
508111;50002
508113;50252
508113;50542
508113;51062
508118;50502
508200;50432
508200;51062
508201;50472
508201;50542
508201;50652
508201;50922
508202;50522
508203;50132
508204;50132
508205;50432
508206;50572
508211;50042
508211;50052
508211;50532
508211;50942
508212;50182
508213;50292
508214;50452
508216;51042
508217;50092
508217;50192
508217;50912
509101;50572
509103;50022
509104;50222
509104;50672
509106;50812
509107;51082
509109;51022
509111;50852
509113;50882
509204;50952
509205;50602
509206;50842
509209;50192
509209;50322
509211;50092
509212;50332
509212;50922
509213;50102
509214;50042
510202;50202
510207;50052
510209;50002
510209;50322
510209;50952
510209;51062
600100;60472
600101;60352
600101;61022
600102;60652
600104;60212
600104;60462
600106;60132
600107;60302
600108;60912
600108;61042
600109;60562
600110;60442
600111;60772
600114;60322
600114;60612
600114;60672
600116;60652
600117;60042
600117;60472
600118;60582
600119;60652
600119;60742
600201;60332
600205;61012
600207;60372
600209;60782
600210;60022
600210;60202
600210;60862
600211;60052
600213;60372
600213;60862
600213;60922
600300;60242
600302;60352
600302;60862
600304;60872
600305;61032
600307;60282
600307;60812
600308;60772
600309;60542
600401;60242
601101;60232
601101;60532
601102;60032
601102;61012
601104;61032
601106;60462
601107;61002
601108;60332
601108;60822
601108;60912
601109;60092
601109;60752
601109;60912
601111;61032
601112;60922
601113;60802
601114;60542
601115;60172
601115;60942
601201;60152
601201;61012
601202;60462
601204;60552
601205;60392
601205;60442
601207;60652
601208;60622
601209;60512
601211;60172
601212;60072
601212;60992
601213;60942
601215;60702
601216;60642
601300;60292
601300;60552
601307;60222
602100;60432
602102;60492
602102;60752
602103;60472
602104;60482
602105;60962
602106;60262
602107;60482
602107;60942
602109;60112
602109;60652
602111;60102
602111;60902
602117;60252
602118;60862
602201;60642
602201;60742
602201;60752
602203;60832
602203;60982
602205;60232
602207;60472
602300;60612
602301;60702
602302;60262
602304;60582
602304;61022
602305;61002
602306;60132
602309;60032
603100;60082
603100;61042
603101;60862
603101;61002
603104;60412
603104;60852
603110;60022
603110;60992
603111;60882
603114;60242
603116;60702
603116;61052
603117;60992
603119;60662
603200;60152
603200;60562
603202;60612
603203;60322
603208;60822
603211;60152
603300;60192
603301;60092
603301;60622
603305;61042
603307;60042
603307;60172
604100;60392
604100;60742
604100;60772
604100;60832
604101;60902
604102;60842
604103;60102
604103;60752
604104;60302
604105;60302
604105;60742
604106;60392
604111;60802
604111;61032
604114;60212
604200;60542
604205;60512
604207;60782
604208;60182
604208;60612
604208;60642
604209;60762
604210;60182
604210;61032
604301;60392
604302;60412
604305;60132
604305;60452
604307;60302
604401;60202
604402;60172
604402;60362
604402;60402
604403;60732
605102;60232
605104;60482
605105;60092
605106;60922
605106;60962
605107;60052
605109;60422
605114;60642
605202;60242
605202;60952
605204;60332
605206;60512
605301;60332
605301;60712
605302;60132
605302;61052
605305;60202
605307;60002
605307;60922
605307;60962
605308;60242
606101;60512
606103;60112
606105;60012
606105;60672
606106;60302
606106;60532
606111;60812
606117;60942
606201;60912
606203;60122
606204;60262
606205;60532
606205;60622
606208;60002
606209;60112
606209;60322
606209;60552
606209;60752
606300;60822
606301;60772
606303;60142
606303;60822
606303;61042
606304;60552
606306;60002
606307;60912
606308;60392
607102;60092
607105;60182
607106;60962
607108;60292
607114;60852
607200;60082
607202;60172
607203;60492
607204;60072
607204;60852
607205;60372
607206;60872
607209;60582
607211;60702
607301;60592
607303;60742
607303;60782
607304;60042
607305;60992
607308;60332
607309;60082
608100;60112
608102;60142
608102;60312
608106;60382
608108;60462
608109;60142
608111;60112
608111;60702
608201;60342
608201;60852
608202;60132
608202;60592
608203;60182
608206;60182
608207;60832
608209;60262
608212;60042
608212;60732
609105;60552
609105;60942
609106;60442
609107;60292
609108;60032
609108;60642
609109;60522
609112;60192
609112;60842
609112;61042
609114;60142
609201;60202
609203;60002
609203;60042
609203;60992
609207;60382
609207;60662
609208;60052
609210;60292
700100;70332
700100;70722
700100;71092
700102;70192
700102;70282
700103;70532
700105;70352
700109;70702
700109;70852
700112;70142
700113;70242
700114;70212
700115;70752
700116;71212
700117;70732
700118;70682
700119;70282
700200;70652
700201;70112
700205;70412
700205;70922
700206;70822
700206;70952
700206;71252
700207;70502
700207;70872
700208;70412
700212;70202
700303;70602
700303;70702
700304;71042
700305;70572
700400;70222
700401;70972
700402;70132
700403;70312
700403;70342
701100;71152
701102;70012
701102;70242
701103;70492
701105;70022
701110;70672
701111;70902
701114;70992
701115;70602
701200;71202
701202;70592
701204;70172
701204;70902
701205;70902
701206;70282
701206;70662
701207;70542
701207;71232
701209;70122
701209;71012
701210;70912
701211;70082
701212;70742
701213;70502
701213;70542
701214;70202
701214;71222
701214;71232
701300;70612
701301;71172
701305;70482
701401;70262
701401;70362
702100;71102
702102;70582
702102;70692
702103;71122
702104;70682
702104;70732
702104;71082
702105;70752
702105;71052
702105;71232
702106;70732
702107;70112
702108;70932
702109;71202
702110;71102
702111;70262
702111;70342
702112;70372
702115;70762
702119;70332
702119;70482
702119;70932
702119;71022
702202;70562
702202;70692
702205;70042
702207;71252
702209;70682
702210;70522
702211;70122
702211;70302
702214;70532
702215;71122
702300;71242
702303;70342
702303;70532
702305;70722
702306;70302
702308;70572
702309;70802
702401;70482
703100;70522
703101;70172
703101;70302
703101;70662
703102;70132
703102;71162
703104;70042
703104;70392
703106;71082
703108;70422
703111;70162
703112;70032
703114;70932
703115;71022
703116;71082
703200;70392
703202;70772
703204;71122
703209;70662
703212;70472
703212;70912
703213;70322
703213;70952
703214;70602
703214;71122
703302;71102
703306;70642
703400;70302
703402;70552
703402;71022
704102;70462
704109;70012
704109;70172
704109;70972
704110;70332
704113;70562
704114;70962
704201;70012
704201;70312
704201;70442
704201;70692
704201;70782
704201;70852
704202;71202
704204;70282
704207;70782
704208;70422
704208;71012
704303;70762
704305;70202
704305;70422
704305;70932
704308;70632
704400;70942
704401;70502
704401;71212
705101;70752
705102;70932
705103;70042
705104;70582
705106;70802
705106;70982
705107;70572
705108;71222
705109;70002
705110;70802
705112;71252
705113;70612
705113;71082
705200;71012
705201;70392
705203;70492
705203;70512
705206;71212
705207;70862
705208;70392
705209;70502
705210;70272
705210;70532
705211;70892
705300;70822
705302;70682
705304;70192
706100;70142
706100;71042
706101;70312
706101;70732
706101;70832
706102;70142
706102;71222
706103;70472
706104;71232
706110;70362
706110;70892
706110;71042
706111;70272
706111;70412
706111;71032
706112;70782
706113;70132
706115;70252
706200;70722
706202;70432
706203;70242
706203;71002
706204;70802
706210;70112
706212;70362
706214;70412
706214;70502
706215;70332
706216;70792
706300;70712
706301;70602
706302;70232
706303;70112
706303;70132
707201;70072
707203;70042
707206;70552
707209;70392
707210;71252
707300;70892
707302;70152
707302;70332
707304;70572
707305;70822
707307;70352
707307;71082
708203;70362
708205;70602
708205;70952
708207;70082
708214;70402
708214;71142
708300;70542
708304;71162
709201;70722
709202;70092
709202;70122
709202;70282
709202;70422
709204;70042
709204;70882
709205;70482
709206;70272
709207;70892
709210;70342
709211;70622
709211;70692
709211;70702
709300;71142
709301;71182
709302;71162
709303;70972
709303;70992
709303;71212
709304;70482
709305;70552
709305;70852
709305;71122
709305;71182
709307;70142
709308;70732
710201;70202
710204;70702
710206;71102
710207;70212
710207;71172
710211;70082
710212;70262
710214;70432
711201;70582
711204;71202
