"nr";"name";"teacher";"teachingAssistant"
9061;"undergraduateCourse6";9051;0
9071;"undergraduateCourse7";9051;0
9081;"undergraduateCourse8";9061;0
9091;"undergraduateCourse9";9061;0
9101;"undergraduateCourse10";9002;90382
9111;"undergraduateCourse11";9002;90962
9121;"undergraduateCourse12";9012;0
9131;"undergraduateCourse13";9022;90652
9141;"undergraduateCourse14";9032;0
9151;"undergraduateCourse15";9042;0
9161;"undergraduateCourse16";9042;90512
9171;"undergraduateCourse17";9052;0
9181;"undergraduateCourse18";9062;90122
9191;"undergraduateCourse19";9072;0
9201;"undergraduateCourse20";9082;90342
9211;"undergraduateCourse21";9092;0
9221;"undergraduateCourse22";9003;0
9231;"undergraduateCourse23";9003;0
9241;"undergraduateCourse24";9013;90522
9251;"undergraduateCourse25";9023;90762
9261;"undergraduateCourse26";9023;90882
9271;"undergraduateCourse27";9033;90282
9281;"undergraduateCourse28";9033;90712
9291;"undergraduateCourse29";9043;90662
9301;"undergraduateCourse30";9053;0
9311;"undergraduateCourse31";9063;90412
9321;"undergraduateCourse32";9073;90112
9331;"undergraduateCourse33";9073;0
9341;"undergraduateCourse34";9083;90792
9351;"undergraduateCourse35";9093;90922
9361;"undergraduateCourse36";9093;0
9371;"undergraduateCourse37";9103;90852
9381;"undergraduateCourse38";9004;0
9391;"undergraduateCourse39";9014;0
9401;"undergraduateCourse40";9014;90432
9411;"undergraduateCourse41";9024;0
9421;"undergraduateCourse42";9024;90042
9431;"undergraduateCourse43";9034;0
9441;"undergraduateCourse44";9044;0
9451;"undergraduateCourse45";9054;90012
9461;"undergraduateCourse46";9054;0
9471;"undergraduateCourse47";9064;0
10001;"undergraduateCourse0";10001;0
10011;"undergraduateCourse1";10001;100062
10021;"undergraduateCourse2";10011;101202
10031;"undergraduateCourse3";10021;0
10041;"undergraduateCourse4";10031;101292
10051;"undergraduateCourse5";10031;0
10061;"undergraduateCourse6";10041;101332
10071;"undergraduateCourse7";10041;0
10081;"undergraduateCourse8";10051;101312
10091;"undergraduateCourse9";10051;100702
10101;"undergraduateCourse10";10061;100892
10111;"undergraduateCourse11";10061;100352
10121;"undergraduateCourse12";10002;101322
10131;"undergraduateCourse13";10012;0
10141;"undergraduateCourse14";10012;100982
10151;"undergraduateCourse15";10022;0
10161;"undergraduateCourse16";10032;100072
10171;"undergraduateCourse17";10032;0
10181;"undergraduateCourse18";10042;0
10191;"undergraduateCourse19";10052;100592
10201;"undergraduateCourse20";10052;100182
10211;"undergraduateCourse21";10062;100322
10221;"undergraduateCourse22";10072;0
10231;"undergraduateCourse23";10072;101112
10241;"undergraduateCourse24";10082;0
10251;"undergraduateCourse25";10082;0
10261;"undergraduateCourse26";10092;0
10271;"undergraduateCourse27";10092;100462
10281;"undergraduateCourse28";10102;101132
10291;"undergraduateCourse29";10003;100582
10301;"undergraduateCourse30";10003;0
10311;"undergraduateCourse31";10013;101172
10321;"undergraduateCourse32";10013;0
10331;"undergraduateCourse33";10023;100222
10341;"undergraduateCourse34";10033;100952
10351;"undergraduateCourse35";10043;0
10361;"undergraduateCourse36";10043;100202
10371;"undergraduateCourse37";10053;101212
10381;"undergraduateCourse38";10063;101192
10391;"undergraduateCourse39";10063;0
10401;"undergraduateCourse40";10073;0
10411;"undergraduateCourse41";10073;0
10421;"undergraduateCourse42";10083;0
10431;"undergraduateCourse43";10093;100312
10441;"undergraduateCourse44";10093;100672
10451;"undergraduateCourse45";10103;100502
10461;"undergraduateCourse46";10004;0
10471;"undergraduateCourse47";10014;100452
10481;"undergraduateCourse48";10014;100752
10491;"undergraduateCourse49";10024;0
10501;"undergraduateCourse50";10034;101372
10511;"undergraduateCourse51";10034;0
10521;"undergraduateCourse52";10044;100912
10531;"undergraduateCourse53";10044;0
10541;"undergraduateCourse54";10054;0
10551;"undergraduateCourse55";10064;0
10561;"undergraduateCourse56";10064;0
11001;"undergraduateCourse0";11001;0
11011;"undergraduateCourse1";11001;110032
11021;"undergraduateCourse2";11011;0
11031;"undergraduateCourse3";11021;0
11041;"undergraduateCourse4";11021;111022
11051;"undergraduateCourse5";11031;0
11061;"undergraduateCourse6";11031;110102
11071;"undergraduateCourse7";11041;111402
11081;"undergraduateCourse8";11041;0
11091;"undergraduateCourse9";11051;111192
11101;"undergraduateCourse10";11061;110992
11111;"undergraduateCourse11";11061;110282
11121;"undergraduateCourse12";11071;0
11131;"undergraduateCourse13";11071;110022
11141;"undergraduateCourse14";11002;0
11151;"undergraduateCourse15";11012;0
11161;"undergraduateCourse16";11012;0
11171;"undergraduateCourse17";11022;0
11181;"undergraduateCourse18";11032;110242
11191;"undergraduateCourse19";11042;0
11201;"undergraduateCourse20";11052;110322
11211;"undergraduateCourse21";11062;110572
11221;"undergraduateCourse22";11062;0
11231;"undergraduateCourse23";11072;0
11241;"undergraduateCourse24";11072;110062
11251;"undergraduateCourse25";11082;110672
11261;"undergraduateCourse26";11092;0
11271;"undergraduateCourse27";11102;0
11281;"undergraduateCourse28";11102;0
11291;"undergraduateCourse29";11112;110982
11301;"undergraduateCourse30";11122;110532
11311;"undergraduateCourse31";11132;110232
11321;"undergraduateCourse32";11132;0
11331;"undergraduateCourse33";11003;110882
11341;"undergraduateCourse34";11003;111352
11351;"undergraduateCourse35";11013;110582
11361;"undergraduateCourse36";11023;110642
11371;"undergraduateCourse37";11023;0
11381;"undergraduateCourse38";11033;0
11391;"undergraduateCourse39";11033;0
11401;"undergraduateCourse40";11043;110612
11411;"undergraduateCourse41";11053;0
11421;"undergraduateCourse42";11063;110472
11431;"undergraduateCourse43";11073;0
11441;"undergraduateCourse44";11083;110972
11451;"undergraduateCourse45";11083;0
11461;"undergraduateCourse46";11093;111072
11471;"undergraduateCourse47";11093;0
11481;"undergraduateCourse48";11103;0
11491;"undergraduateCourse49";11103;0
11501;"undergraduateCourse50";11004;0
11511;"undergraduateCourse51";11014;110442
11521;"undergraduateCourse52";11024;110092
11531;"undergraduateCourse53";11024;111032
11541;"undergraduateCourse54";11034;0
11551;"undergraduateCourse55";11034;111002
11561;"undergraduateCourse56";11044;0
11571;"undergraduateCourse57";11054;110832
11581;"undergraduateCourse58";11054;0
12001;"undergraduateCourse0";12001;120832
12011;"undergraduateCourse1";12001;0
12021;"undergraduateCourse2";12011;120502
12031;"undergraduateCourse3";12011;120102
12041;"undergraduateCourse4";12021;0
12051;"undergraduateCourse5";12031;120362
12061;"undergraduateCourse6";12031;120082
12071;"undergraduateCourse7";12041;0
12081;"undergraduateCourse8";12041;120132
12091;"undergraduateCourse9";12051;121002
12101;"undergraduateCourse10";12061;0
12111;"undergraduateCourse11";12061;0
12121;"undergraduateCourse12";12071;120462
12131;"undergraduateCourse13";12071;0
12141;"undergraduateCourse14";12081;0
12151;"undergraduateCourse15";12002;121102
12161;"undergraduateCourse16";12012;120452
12171;"undergraduateCourse17";12012;120072
12181;"undergraduateCourse18";12022;0
12191;"undergraduateCourse19";12032;0
12201;"undergraduateCourse20";12032;120632
12211;"undergraduateCourse21";12042;120522
12221;"undergraduateCourse22";12052;120242
12231;"undergraduateCourse23";12062;120192
12241;"undergraduateCourse24";12072;121022
12251;"undergraduateCourse25";12082;120992
12261;"undergraduateCourse26";12092;120762
12271;"undergraduateCourse27";12092;120942
12281;"undergraduateCourse28";12102;0
12291;"undergraduateCourse29";12102;0
12301;"undergraduateCourse30";12003;0
12311;"undergraduateCourse31";12003;0
12321;"undergraduateCourse32";12013;0
12331;"undergraduateCourse33";12013;120432
12341;"undergraduateCourse34";12023;0
12351;"undergraduateCourse35";12023;0
12361;"undergraduateCourse36";12033;120732
12371;"undergraduateCourse37";12033;120742
12381;"undergraduateCourse38";12043;0
12391;"undergraduateCourse39";12053;0
12401;"undergraduateCourse40";12063;120372
12411;"undergraduateCourse41";12063;120812
12421;"undergraduateCourse42";12073;0
12431;"undergraduateCourse43";12073;0
12441;"undergraduateCourse44";12083;120612
12451;"undergraduateCourse45";12093;0
12461;"undergraduateCourse46";12093;0
12471;"undergraduateCourse47";12103;0
12481;"undergraduateCourse48";12004;0
12491;"undergraduateCourse49";12004;0
12501;"undergraduateCourse50";12014;0
12511;"undergraduateCourse51";12024;120902
12521;"undergraduateCourse52";12034;0
12531;"undergraduateCourse53";12034;120032
12541;"undergraduateCourse54";12044;0
12551;"undergraduateCourse55";12044;0
13001;"undergraduateCourse0";13001;0
